iso3,year_month,protest_this_month,strike_this_month,protest_next_month,strike_next_month,n_protest_events,n_strike_events,n_protest_days,n_strike_days,n_articles,gdelt_n_raw,coverage_flag
BIH,2019-11,1,0,1,0,4,0,2,0,4,3,low
BIH,2020-01,1,0,1,0,2,0,1,0,2,1,low
BIH,2020-05,1,0,0,0,1,0,1,0,9,9,low
BIH,2020-07,0,0,0,0,0,0,0,0,0,2,low
BLR,2018-03,0,0,0,0,0,0,0,0,0,2,low
BLR,2018-04,0,0,0,0,0,0,0,0,0,1,low
BLR,2019-03,0,0,1,0,0,0,0,0,0,1,low
BLR,2019-04,1,0,0,0,2,0,1,0,2,1,low
BLR,2019-05,0,0,1,0,0,0,0,0,0,1,low
BLR,2019-10,1,0,1,0,2,0,1,0,2,1,low
BLR,2019-12,1,0,1,0,14,0,5,0,58,16,low
BLR,2020-05,1,0,1,0,4,0,2,0,12,6,low
BLR,2020-06,1,0,1,0,6,0,3,0,26,8,low
BLR,2020-07,1,0,1,1,1,0,1,0,5,6,low
BLR,2020-08,1,1,1,1,55,31,25,14,7065,301,high
BLR,2020-09,1,1,1,1,54,16,26,8,3528,237,high
BLR,2020-10,1,1,1,1,24,10,12,5,696,83,medium
BLR,2020-11,1,1,0,0,22,4,10,2,314,61,medium
BLZ,2018-01,0,1,0,0,0,3,0,2,3,6,low
BLZ,2018-02,0,0,0,0,0,0,0,0,0,1,low
BLZ,2018-03,0,0,1,0,0,0,0,0,0,2,low
BLZ,2018-04,1,0,0,0,2,0,1,0,2,1,low
BLZ,2018-05,0,0,0,0,0,0,0,0,0,2,low
BLZ,2018-06,0,0,0,0,0,0,0,0,0,2,low
BLZ,2018-08,0,0,1,0,0,0,0,0,0,1,low
BLZ,2019-03,1,0,0,0,2,0,1,0,2,1,low
BOL,2018-01,0,0,0,0,0,0,0,0,0,2,low
BOL,2018-02,0,0,0,0,0,0,0,0,0,1,low
BOL,2018-05,0,0,1,0,0,0,0,0,0,2,low
BOL,2018-08,1,0,0,0,1,0,1,0,1,1,low
BOL,2018-09,0,0,0,0,0,0,0,0,0,1,low
BOL,2018-10,0,0,1,0,0,0,0,0,0,1,low
BOL,2018-12,1,0,0,0,2,0,1,0,5,3,low
BOL,2019-03,0,0,0,0,0,0,0,0,0,1,low
BOL,2019-06,0,0,1,0,0,0,0,0,0,1,low
BOL,2019-09,1,0,1,1,4,0,2,0,6,3,low
BOL,2019-10,1,1,1,0,6,2,3,1,82,18,low
BOL,2019-11,1,0,1,1,40,0,15,0,604,52,medium
BOL,2019-12,1,1,0,0,2,1,1,1,5,3,low
BOL,2020-01,0,0,0,0,0,0,0,0,0,1,low
BOL,2020-07,0,0,1,0,0,0,0,0,0,3,low
BOL,2020-08,1,0,0,1,2,0,1,0,8,6,low
BOL,2020-11,0,1,0,0,0,2,0,1,2,1,low
BRA,2018-01,0,0,0,0,0,0,0,0,0,4,low
BRA,2018-02,0,0,1,1,0,0,0,0,0,3,low
BRA,2018-03,1,1,1,1,10,3,5,2,121,40,medium
BRA,2018-04,1,1,1,1,11,2,6,1,45,20,low
BRA,2018-05,1,1,0,1,10,12,5,6,260,25,low
BRA,2018-06,0,1,0,0,0,2,0,1,8,5,low
BRA,2018-07,0,0,1,1,0,0,0,0,0,3,low
BRA,2018-08,1,1,1,0,2,3,1,1,5,5,low
BRA,2018-09,1,0,1,0,4,0,2,0,54,14,low
BRA,2018-10,1,0,0,0,2,0,1,0,27,10,low
BRA,2018-11,0,0,1,0,0,0,0,0,0,2,low
BRA,2018-12,1,0,1,0,4,0,2,0,4,4,low
BRA,2019-01,1,0,1,0,8,0,4,0,14,116,high
BRA,2019-02,1,0,1,0,2,0,1,0,2,35,medium
BRA,2019-03,1,0,1,1,6,0,3,0,22,19,low
BRA,2019-04,1,1,1,1,13,2,7,1,127,31,medium
BRA,2019-05,1,1,1,1,5,4,3,2,23,13,low
BRA,2019-06,1,1,1,0,7,3,4,1,26,11,low
BRA,2019-07,1,0,0,0,4,0,2,0,14,9,low
BRA,2019-08,0,0,1,0,0,0,0,0,0,1,low
BRA,2019-09,1,0,0,0,4,0,2,0,16,7,low
BRA,2019-10,0,0,0,0,0,0,0,0,0,2,low
BRA,2019-11,0,0,0,0,0,0,0,0,0,7,low
BRA,2019-12,0,0,0,0,0,0,0,0,0,3,low
BRA,2020-01,0,0,1,1,0,0,0,0,0,19,low
BRA,2020-02,1,1,0,0,2,4,1,2,8,11,low
BRA,2020-03,0,0,1,1,0,0,0,0,0,9,low
BRA,2020-04,1,1,0,0,4,2,2,1,14,4,low
BRA,2020-05,0,0,1,1,0,0,0,0,0,1,low
BRA,2020-06,1,1,1,0,5,2,3,1,19,9,low
BRA,2020-07,1,0,1,0,2,0,1,0,4,2,low
BRA,2020-08,1,0,0,0,2,0,1,0,10,7,low
BRA,2020-10,0,0,1,0,0,0,0,0,0,4,low
BRA,2020-11,1,0,0,0,2,0,1,0,2,2,low
BRB,2018-01,0,0,1,0,0,0,0,0,0,2,low
BRB,2018-02,1,0,0,0,2,0,1,0,2,2,low
BRB,2018-03,0,0,0,0,0,0,0,0,0,3,low
BRB,2018-05,0,0,0,0,0,0,0,0,0,1,low
BRB,2018-06,0,0,0,1,0,0,0,0,0,1,low
BRB,2019-01,0,1,0,0,0,2,0,1,2,1,low
BRB,2019-02,0,0,0,0,0,0,0,0,0,1,low
BRB,2019-03,0,0,0,0,0,0,0,0,0,1,low
BRB,2019-06,0,0,1,0,0,0,0,0,0,1,low
BRB,2019-08,1,0,0,1,2,0,1,0,2,1,low
BRB,2019-10,0,1,1,1,0,3,0,2,3,3,low
BRB,2019-11,1,1,0,0,2,4,1,2,6,7,low
BRB,2019-12,0,0,0,1,0,0,0,0,0,1,low
BRB,2020-02,0,1,0,0,0,2,0,1,2,2,low
BRB,2020-04,0,0,0,1,0,0,0,0,0,2,low
BRB,2020-05,0,1,0,1,0,1,0,1,1,2,low
BRB,2020-06,0,1,0,0,0,1,0,1,1,6,low
BRB,2020-07,0,0,0,0,0,0,0,0,0,1,low
BRB,2020-08,0,0,0,0,0,0,0,0,0,4,low
BRB,2020-09,0,0,0,0,0,0,0,0,0,4,low
BRB,2020-10,0,0,0,1,0,0,0,0,0,3,low
BRB,2020-11,0,1,0,0,0,2,0,1,2,2,low
BRN,2018-01,0,0,1,0,0,0,0,0,0,1,low
BRN,2019-03,1,0,0,0,2,0,1,0,2,1,low
BRN,2019-04,0,0,0,0,0,0,0,0,0,2,low
BRN,2020-07,0,0,0,0,0,0,0,0,0,1,low
BTN,2019-07,0,0,0,0,0,0,0,0,0,1,low
BTN,2020-07,0,0,0,0,0,0,0,0,0,2,low
BTN,2020-09,0,0,0,0,0,0,0,0,0,1,low
BWA,2018-01,0,0,0,0,0,0,0,0,0,1,low
BWA,2018-03,0,0,0,0,0,0,0,0,0,2,low
BWA,2018-04,0,0,0,0,0,0,0,0,0,1,low
BWA,2018-06,0,0,0,0,0,0,0,0,0,2,low
BWA,2018-11,0,0,0,1,0,0,0,0,0,3,low
BWA,2019-01,0,1,0,0,0,2,0,1,2,2,low
BWA,2019-03,0,0,0,0,0,0,0,0,0,1,low
BWA,2019-08,0,0,0,0,0,0,0,0,0,1,low
BWA,2019-10,0,0,1,1,0,0,0,0,0,1,low
BWA,2019-11,1,1,0,0,2,2,1,1,4,3,low
BWA,2019-12,0,0,0,0,0,0,0,0,0,1,low
BWA,2020-01,0,0,0,0,0,0,0,0,0,1,low
BWA,2020-02,0,0,0,0,0,0,0,0,0,1,low
BWA,2020-04,0,0,0,0,0,0,0,0,0,3,low
BWA,2020-05,0,0,1,0,0,0,0,0,0,1,low
BWA,2020-06,1,0,0,0,2,0,1,0,2,1,low
CAF,2018-03,0,0,0,0,0,0,0,0,0,1,low
CAF,2018-04,0,0,0,0,0,0,0,0,0,2,low
CAF,2018-08,0,0,0,0,0,0,0,0,0,1,low
CAF,2018-11,0,0,1,0,0,0,0,0,0,1,low
CAF,2019-03,1,0,0,0,2,0,1,0,2,1,low
CAF,2019-05,0,0,0,0,0,0,0,0,0,1,low
CAF,2019-10,0,0,0,0,0,0,0,0,0,4,low
CAF,2019-11,0,0,0,0,0,0,0,0,0,1,low
CAF,2019-12,0,0,0,0,0,0,0,0,0,2,low
CAF,2020-02,0,0,0,0,0,0,0,0,0,2,low
CAF,2020-03,0,0,0,0,0,0,0,0,0,1,low
CAN,2018-01,1,1,1,1,38,17,17,10,362,158,high
CAN,2018-02,1,1,1,1,65,47,21,17,474,125,high
CAN,2018-03,1,1,1,1,113,44,30,18,2720,244,high
CAN,2018-04,1,1,1,1,64,37,21,14,424,152,high
CAN,2018-05,1,1,1,1,45,58,18,23,663,222,high
CAN,2018-06,1,1,1,1,56,33,21,10,780,124,high
CAN,2018-07,1,1,1,1,65,37,20,18,446,116,high
CAN,2018-08,1,1,1,1,80,74,24,27,507,128,high
CAN,2018-09,1,1,1,1,71,32,21,17,457,106,high
CAN,2018-10,1,1,1,1,56,27,20,15,1369,99,medium
CAN,2018-11,1,1,1,1,76,76,22,30,4526,209,high
CAN,2018-12,1,1,1,1,60,69,23,20,2967,159,high
CAN,2019-01,1,1,1,1,71,31,26,15,2026,186,high
CAN,2019-02,1,1,1,1,58,20,19,8,1141,129,high
CAN,2019-03,1,1,1,1,87,41,26,16,902,148,high
CAN,2019-04,1,1,1,1,83,21,22,8,730,439,high
CAN,2019-05,1,1,1,1,67,34,23,16,414,266,high
CAN,2019-06,1,1,1,1,98,25,28,12,594,146,high
CAN,2019-07,1,1,1,1,67,39,23,17,239,148,high
CAN,2019-08,1,1,1,1,24,6,8,3,56,54,medium
CAN,2019-09,1,1,1,1,83,60,24,27,2592,204,high
CAN,2019-10,1,1,1,1,90,65,27,21,2902,222,high
CAN,2019-11,1,1,1,1,73,92,20,27,5272,245,high
CAN,2019-12,1,1,1,1,42,37,18,18,413,81,medium
CAN,2020-01,1,1,1,1,82,59,21,25,1913,151,high
CAN,2020-02,1,1,1,1,82,79,29,26,13658,563,high
CAN,2020-03,1,1,1,1,42,54,14,16,3247,109,high
CAN,2020-04,1,1,1,1,26,20,12,10,130,89,medium
CAN,2020-05,1,1,1,1,53,8,23,4,3559,110,high
CAN,2020-06,1,1,1,1,98,14,30,7,8746,311,high
CAN,2020-07,1,1,1,1,71,27,25,10,1273,151,high
CAN,2020-08,1,1,1,1,54,47,20,25,769,101,high
CAN,2020-09,1,1,1,1,56,13,21,4,298,99,medium
CAN,2020-10,1,1,1,1,49,3,16,2,139,57,medium
CAN,2020-11,1,1,0,0,12,2,4,1,64,33,medium
CHE,2018-01,1,1,0,1,11,6,5,3,81,21,low
CHE,2018-02,0,1,1,1,0,2,0,1,8,7,low
CHE,2018-03,1,1,1,0,11,1,6,1,34,14,low
CHE,2018-04,1,0,1,1,2,0,1,0,2,3,low
CHE,2018-05,1,1,1,0,8,2,3,1,10,7,low
CHE,2018-06,1,0,1,1,2,0,1,0,4,3,low
CHE,2018-08,1,1,1,0,4,2,1,1,7,4,low
CHE,2018-09,1,0,0,1,12,0,5,0,86,11,low
CHE,2018-10,0,1,1,0,0,4,0,3,4,6,low
CHE,2018-11,1,0,1,0,4,0,2,0,6,3,low
CHE,2018-12,1,0,1,0,2,0,1,0,4,2,low
CHE,2019-01,1,0,1,0,5,0,2,0,13,6,low
CHE,2019-02,1,0,1,0,2,0,1,0,4,5,low
CHE,2019-03,1,0,1,0,12,0,5,0,14,15,low
CHE,2019-04,1,0,1,0,4,0,2,0,6,4,low
CHE,2019-05,1,0,1,1,8,0,4,0,10,8,low
CHE,2019-06,1,1,1,0,5,3,2,1,51,28,low
CHE,2019-07,1,0,1,0,6,0,3,0,16,10,low
CHE,2019-08,1,0,1,0,6,0,3,0,6,3,low
CHE,2019-09,1,0,1,0,37,0,12,0,79,26,low
CHE,2019-10,1,0,1,1,4,0,2,0,5,4,low
CHE,2019-11,1,1,1,0,5,2,3,1,9,5,low
CHE,2019-12,1,0,1,0,2,0,1,0,2,1,low
CHE,2020-01,1,0,1,0,10,0,4,0,18,7,low
CHE,2020-02,1,0,1,0,4,0,2,0,4,3,low
CHE,2020-03,1,0,1,0,6,0,3,0,8,4,low
CHE,2020-05,1,0,1,0,5,0,3,0,13,5,low
CHE,2020-06,1,0,1,0,2,0,1,0,2,4,low
CHE,2020-07,1,0,0,0,4,0,2,0,4,2,low
CHE,2020-08,0,0,1,0,0,0,0,0,0,2,low
CHE,2020-09,1,0,0,0,8,0,4,0,20,7,low
CHL,2018-01,1,0,0,0,2,0,1,0,7,6,low
CHL,2018-02,0,0,1,1,0,0,0,0,0,1,low
CHL,2018-03,1,1,1,0,2,4,1,2,10,7,low
CHL,2018-04,1,0,1,0,4,0,2,0,8,9,low
CHL,2018-05,1,0,0,1,2,0,1,0,2,1,low
CHL,2018-06,0,1,0,1,0,4,0,2,4,3,low
CHL,2018-07,0,1,0,1,0,8,0,4,20,6,low
CHL,2018-08,0,1,0,0,0,8,0,4,44,11,low
CHL,2018-10,0,0,0,0,0,0,0,0,0,2,low
CHL,2018-11,0,0,0,1,0,0,0,0,0,3,low
CHL,2018-12,0,1,0,1,0,2,0,1,2,4,low
CHL,2019-01,0,1,0,0,0,2,0,1,2,1,low
CHL,2019-02,0,0,0,0,0,0,0,0,0,1,low
CHL,2019-03,0,0,0,0,0,0,0,0,0,1,low
CHL,2019-04,0,0,1,1,0,0,0,0,0,1,low
CHL,2019-05,1,1,0,1,4,1,2,1,9,5,low
CHL,2019-06,0,1,0,1,0,5,0,3,26,6,low
CHL,2019-07,0,1,0,0,0,1,0,1,1,3,low
CHL,2019-09,0,0,1,1,0,0,0,0,0,3,low
CHL,2019-10,1,1,1,0,33,12,15,6,7521,206,high
CHL,2019-11,1,0,1,0,45,0,25,0,3726,127,high
CHL,2019-12,1,0,1,0,30,0,15,0,84,43,medium
CHL,2020-01,1,0,1,0,12,0,5,0,24,17,low
CHL,2020-02,1,0,1,1,8,0,4,0,16,10,low
CHL,2020-03,1,1,0,0,20,2,9,1,120,26,low
CHL,2020-04,0,0,1,0,0,0,0,0,0,1,low
CHL,2020-05,1,0,1,0,4,0,2,0,6,4,low
CHL,2020-06,1,0,0,1,2,0,1,0,2,1,low
CHL,2020-07,0,1,1,1,0,2,0,1,2,4,low
CHL,2020-08,1,1,0,1,2,6,1,3,26,12,low
CHL,2020-09,0,1,1,1,0,4,0,2,16,2,low
CHL,2020-10,1,1,1,1,9,2,5,1,33,14,low
CHL,2020-11,1,1,0,0,2,2,1,1,4,7,low
CHN,2018-01,0,1,0,0,0,3,0,2,3,14,low
CHN,2018-03,0,0,0,1,0,0,0,0,0,5,low
CHN,2018-04,0,1,0,1,0,2,0,1,2,6,low
CHN,2018-05,0,1,1,1,0,2,0,1,2,6,low
CHN,2018-06,1,1,1,1,2,13,1,7,103,16,low
CHN,2018-07,1,1,1,0,8,18,5,10,59,62,medium
CHN,2018-08,1,0,1,1,20,0,10,0,41,42,medium
CHN,2018-09,1,1,0,1,4,2,2,1,14,22,low
CHN,2018-10,0,1,1,1,0,1,0,1,1,10,low
CHN,2018-11,1,1,1,1,4,6,3,5,38,18,low
CHN,2018-12,1,1,1,0,4,2,2,1,14,8,low
CHN,2019-01,1,0,1,1,1,0,1,0,1,2,low
CHN,2019-02,1,1,0,0,2,2,1,1,4,3,low
CHN,2019-03,0,0,1,1,0,0,0,0,0,2,low
CHN,2019-04,1,1,1,1,13,6,5,4,28,23,low
CHN,2019-05,1,1,1,0,3,2,2,1,6,17,low
CHN,2019-06,1,0,1,1,14,0,6,0,48,66,medium
CHN,2019-07,1,1,1,1,6,1,3,1,21,41,medium
CHN,2019-08,1,1,1,1,4,4,2,2,8,16,low
CHN,2019-09,1,1,1,1,6,2,3,1,18,9,low
CHN,2019-10,1,1,1,0,6,2,3,1,8,7,low
CHN,2019-11,1,0,1,1,2,0,1,0,2,8,low
CHN,2019-12,1,1,1,1,6,2,3,1,8,7,low
CHN,2020-01,1,1,1,1,2,2,1,1,4,4,low
CHN,2020-02,1,1,1,1,4,1,2,1,5,4,low
CHN,2020-03,1,1,0,0,2,4,1,2,10,8,low
CHN,2020-04,0,0,1,1,0,0,0,0,0,10,low
CHN,2020-05,1,1,1,1,8,2,4,1,10,8,low
CHN,2020-06,1,1,1,0,5,2,3,1,8,51,medium
CHN,2020-07,1,0,1,0,4,0,2,0,4,174,high
CHN,2020-08,1,0,1,0,8,0,4,0,40,78,medium
CHN,2020-09,1,0,1,0,2,0,1,0,10,30,medium
CHN,2020-10,1,0,1,0,4,0,2,0,4,12,low
CHN,2020-11,1,0,0,0,2,0,1,0,2,9,low
CHN,2020-12,0,0,0,0,0,0,0,0,0,1,low
CIV,2018-03,1,0,0,0,1,0,1,0,1,2,low
CIV,2018-06,0,0,0,1,0,0,0,0,0,5,low
CIV,2018-07,0,1,0,0,0,1,0,1,1,3,low
CIV,2018-11,0,0,0,0,0,0,0,0,0,1,low
CIV,2019-02,0,0,0,0,0,0,0,0,0,1,low
CIV,2019-09,0,0,0,0,0,0,0,0,0,1,low
CIV,2019-10,0,0,1,0,0,0,0,0,0,1,low
CIV,2019-12,1,0,1,0,2,0,1,0,2,1,low
CIV,2020-04,1,0,0,0,2,0,1,0,2,1,low
CIV,2020-06,0,0,0,0,0,0,0,0,0,2,low
CIV,2020-07,0,0,0,1,0,0,0,0,0,1,low
CIV,2020-09,0,1,0,0,0,1,0,1,1,2,low
CIV,2020-10,0,0,0,0,0,0,0,0,0,1,low
CIV,2020-11,0,0,0,0,0,0,0,0,0,1,low
CMR,2018-01,1,0,0,0,3,0,2,0,3,2,low
CMR,2018-02,0,0,0,0,0,0,0,0,0,1,low
CMR,2018-03,0,0,0,0,0,0,0,0,0,3,low
CMR,2018-07,0,0,0,0,0,0,0,0,0,2,low
CMR,2018-08,0,0,0,0,0,0,0,0,0,2,low
CMR,2018-09,0,0,1,0,0,0,0,0,0,4,low
CMR,2018-10,1,0,1,0,6,0,3,0,6,5,low
CMR,2018-11,1,0,1,0,2,0,1,0,2,4,low
CMR,2018-12,1,0,0,0,2,0,1,0,2,2,low
CMR,2019-01,0,0,0,0,0,0,0,0,0,2,low
CMR,2019-02,0,0,1,0,0,0,0,0,0,2,low
CMR,2019-03,1,0,1,0,2,0,1,0,2,3,low
CMR,2019-04,1,0,1,0,2,0,1,0,4,2,low
CMR,2019-05,1,0,0,0,2,0,1,0,2,1,low
CMR,2019-06,0,0,0,0,0,0,0,0,0,4,low
CMR,2019-07,0,0,0,0,0,0,0,0,0,1,low
CMR,2019-08,0,0,0,1,0,0,0,0,0,3,low
CMR,2019-09,0,1,0,0,0,2,0,1,2,2,low
CMR,2019-10,0,0,1,0,0,0,0,0,0,7,low
CMR,2019-11,1,0,0,0,4,0,2,0,4,6,low
CMR,2019-12,0,0,0,0,0,0,0,0,0,1,low
CMR,2020-01,0,0,1,0,0,0,0,0,0,1,low
CMR,2020-02,1,0,0,0,4,0,2,0,10,5,low
CMR,2020-03,0,0,0,0,0,0,0,0,0,2,low
CMR,2020-05,0,0,0,1,0,0,0,0,0,2,low
CMR,2020-06,0,1,0,0,0,2,0,1,2,3,low
CMR,2020-07,0,0,1,0,0,0,0,0,0,1,low
CMR,2020-08,1,0,1,0,2,0,2,0,4,7,low
CMR,2020-09,1,0,0,0,2,0,1,0,18,11,low
CMR,2020-10,0,0,0,0,0,0,0,0,0,4,low
CMR,2020-11,0,0,0,0,0,0,0,0,0,1,low
COD,2018-01,1,0,1,0,14,0,10,0,244,58,medium
COD,2018-02,1,0,1,0,8,0,4,0,44,11,low
COD,2018-03,1,0,1,0,5,0,3,0,5,10,low
COD,2018-04,1,0,1,0,2,0,1,0,2,3,low
COD,2018-05,1,0,0,0,2,0,1,0,2,10,low
COD,2018-06,0,0,0,0,0,0,0,0,0,1,low
COD,2018-07,0,0,0,0,0,0,0,0,0,2,low
COD,2018-09,0,0,1,0,0,0,0,0,0,1,low
COD,2018-10,1,0,1,0,2,0,1,0,2,6,low
COD,2018-12,1,0,1,0,12,0,6,0,192,25,low
COD,2019-01,1,0,1,0,6,0,3,0,20,8,low
COD,2019-02,1,0,1,0,2,0,1,0,2,1,low
COD,2019-03,1,0,0,1,1,0,1,0,1,1,low
COD,2019-04,0,1,1,0,0,6,0,3,60,18,low
COD,2019-05,1,0,1,0,2,0,1,0,2,7,low
COD,2019-06,1,0,0,0,2,0,1,0,6,3,low
COD,2019-07,0,0,0,0,0,0,0,0,0,3,low
COD,2019-08,0,0,1,0,0,0,0,0,0,3,low
COD,2019-09,1,0,0,0,2,0,1,0,4,7,low
COD,2019-10,0,0,1,0,0,0,0,0,0,3,low
COD,2019-11,1,0,1,0,10,0,5,0,90,22,low
COD,2019-12,1,0,0,0,6,0,3,0,12,9,low
COD,2020-01,0,0,0,0,0,0,0,0,0,4,low
COD,2020-02,0,0,0,0,0,0,0,0,0,1,low
COD,2020-03,0,0,1,0,0,0,0,0,0,3,low
COD,2020-04,1,0,0,0,1,0,1,0,1,11,low
COD,2020-05,0,0,1,0,0,0,0,0,0,8,low
COD,2020-06,1,0,1,0,1,0,1,0,1,3,low
COD,2020-07,1,0,0,1,6,0,3,0,9,7,low
COD,2020-08,0,1,0,0,0,2,0,1,2,2,low
COD,2020-09,0,0,0,0,0,0,0,0,0,3,low
COD,2020-11,0,0,0,0,0,0,0,0,0,2,low
COG,2019-12,0,0,0,0,0,0,0,0,0,4,low
COG,2020-01,0,0,0,0,0,0,0,0,0,2,low
COG,2020-03,0,0,0,0,0,0,0,0,0,1,low
COG,2020-09,0,0,0,0,0,0,0,0,0,1,low
COL,2018-01,1,1,1,1,6,6,3,3,48,12,low
COL,2018-02,1,1,1,0,10,2,3,1,34,12,low
COL,2018-03,1,0,0,0,4,0,2,0,4,6,low
COL,2018-04,0,0,1,0,0,0,0,0,0,2,low
COL,2018-05,1,0,1,0,2,0,1,0,2,17,low
COL,2018-06,1,0,1,0,2,0,1,0,2,5,low
COL,2018-07,1,0,0,0,2,0,1,0,10,10,low
COL,2018-08,0,0,1,0,0,0,0,0,0,2,low
COL,2018-09,1,0,1,0,2,0,1,0,2,2,low
COL,2018-10,1,0,1,0,3,0,2,0,5,6,low
COL,2018-11,1,0,0,0,15,0,7,0,49,16,low
COL,2018-12,0,0,1,1,0,0,0,0,0,4,low
COL,2019-01,1,1,1,0,12,4,6,2,128,23,low
COL,2019-02,1,0,1,1,8,0,2,0,12,12,low
COL,2019-03,1,1,1,0,12,2,6,1,37,11,low
COL,2019-04,1,0,0,0,12,0,6,0,49,13,low
COL,2019-05,0,0,1,0,0,0,0,0,0,3,low
COL,2019-06,1,0,1,0,4,0,2,0,12,10,low
COL,2019-07,1,0,1,0,4,0,2,0,40,14,low
COL,2019-08,1,0,1,0,2,0,1,0,2,4,low
COL,2019-09,1,0,1,0,6,0,3,0,14,6,low
COL,2019-10,1,0,1,1,6,0,3,0,16,7,low
COL,2019-11,1,1,1,0,27,20,12,10,4229,164,high
COL,2019-12,1,0,1,0,19,0,10,0,160,47,medium
COL,2020-01,1,0,1,1,7,0,4,0,39,24,low
COL,2020-02,1,1,0,0,8,1,3,1,9,6,low
COL,2020-03,0,0,0,0,0,0,0,0,0,2,low
COL,2020-04,0,0,0,0,0,0,0,0,0,1,low
COL,2020-05,0,0,1,0,0,0,0,0,0,1,low
COL,2020-06,1,0,1,0,4,0,2,0,4,4,low
COL,2020-07,1,0,1,0,2,0,1,0,2,3,low
COL,2020-08,1,0,1,0,2,0,1,0,2,4,low
COL,2020-09,1,0,1,1,22,0,10,0,378,42,medium
COL,2020-10,1,1,1,0,10,1,5,1,75,16,low
COL,2020-11,1,0,0,0,3,0,2,0,3,7,low
CRI,2018-01,0,0,1,0,0,0,0,0,0,1,low
CRI,2018-03,1,0,1,0,2,0,1,0,2,3,low
CRI,2018-04,1,0,1,0,2,0,1,0,2,4,low
CRI,2018-05,1,0,1,0,2,0,1,0,2,6,low
CRI,2018-06,1,0,0,0,2,0,1,0,2,7,low
CRI,2018-07,0,0,1,0,0,0,0,0,0,1,low
CRI,2018-08,1,0,1,1,6,0,3,0,8,9,low
CRI,2018-09,1,1,0,1,12,33,6,16,783,32,medium
CRI,2018-10,0,1,0,0,0,4,0,2,46,11,low
CRI,2018-11,0,0,0,0,0,0,0,0,0,2,low
CRI,2018-12,0,0,1,0,0,0,0,0,0,2,low
CRI,2019-01,1,0,0,0,2,0,1,0,2,6,low
CRI,2019-02,0,0,0,0,0,0,0,0,0,3,low
CRI,2019-03,0,0,0,0,0,0,0,0,0,2,low
CRI,2019-05,0,0,0,0,0,0,0,0,0,3,low
CRI,2019-06,0,0,1,0,0,0,0,0,0,5,low
CRI,2019-07,1,0,0,1,3,0,2,0,3,10,low
CRI,2019-08,0,1,1,0,0,4,0,2,16,8,low
CRI,2019-09,1,0,0,0,4,0,2,0,4,6,low
CRI,2019-11,0,0,0,0,0,0,0,0,0,1,low
CRI,2020-08,0,0,1,0,0,0,0,0,0,1,low
CRI,2020-10,1,0,0,0,6,0,3,0,16,8,low
CUB,2018-01,0,0,1,0,0,0,0,0,0,1,low
CUB,2018-02,1,0,0,0,2,0,1,0,2,1,low
CUB,2018-05,0,0,0,0,0,0,0,0,0,1,low
CUB,2018-12,0,0,0,0,0,0,0,0,0,2,low
CUB,2019-02,0,0,0,0,0,0,0,0,0,3,low
CUB,2019-04,0,0,1,0,0,0,0,0,0,1,low
CUB,2019-05,1,0,1,0,15,0,7,0,274,22,low
CUB,2019-11,1,0,0,0,2,0,1,0,4,2,low
CUB,2020-05,0,0,0,0,0,0,0,0,0,1,low
CUB,2020-07,0,0,1,0,0,0,0,0,0,1,low
CUB,2020-11,1,0,0,0,2,0,1,0,6,4,low
CUW,2019-02,0,0,0,0,0,0,0,0,0,1,low
CUW,2020-10,0,0,0,0,0,0,0,0,0,1,low
CXR,2018-05,1,0,0,0,2,0,1,0,2,1,low
CYM,2018-05,0,0,0,0,0,0,0,0,0,1,low
CYM,2018-12,0,0,0,0,0,0,0,0,0,1,low
CYP,2018-01,0,0,0,0,0,0,0,0,0,1,low
CYP,2018-02,0,0,0,0,0,0,0,0,0,1,low
CYP,2018-04,0,0,0,0,0,0,0,0,0,2,low
CYP,2018-05,0,0,0,0,0,0,0,0,0,1,low
CYP,2018-07,0,0,0,0,0,0,0,0,0,1,low
CYP,2018-12,0,0,0,0,0,0,0,0,0,5,low
CYP,2019-04,0,0,0,0,0,0,0,0,0,1,low
CYP,2019-10,0,0,1,0,0,0,0,0,0,1,low
CYP,2020-03,1,0,1,0,2,0,1,0,4,2,low
CYP,2020-05,1,0,0,0,1,0,1,0,1,1,low
CYP,2020-06,0,0,0,0,0,0,0,0,0,3,low
CYP,2020-10,0,0,0,0,0,0,0,0,0,1,low
CZE,2018-02,1,1,1,1,6,2,3,1,8,4,low
CZE,2018-03,1,1,1,1,2,2,1,1,4,5,low
CZE,2018-04,1,1,0,0,4,2,2,1,14,4,low
CZE,2018-05,0,0,1,0,0,0,0,0,0,1,low
CZE,2018-08,1,0,0,0,8,0,3,0,12,6,low
CZE,2018-10,0,0,1,0,0,0,0,0,0,1,low
CZE,2018-11,1,0,1,0,1,0,1,0,3,4,low
CZE,2019-02,1,0,0,0,2,0,1,0,2,1,low
CZE,2019-03,0,0,1,0,0,0,0,0,0,2,low
CZE,2019-04,1,0,1,0,4,0,1,0,6,3,low
CZE,2019-05,1,0,1,0,14,0,6,0,58,12,low
CZE,2019-06,1,0,0,0,15,0,7,0,292,54,medium
CZE,2019-07,0,0,1,0,0,0,0,0,0,1,low
CZE,2019-08,1,0,1,1,2,0,1,0,2,1,low
CZE,2019-09,1,1,1,0,2,2,1,1,4,4,low
CZE,2019-10,1,0,1,1,2,0,1,0,2,4,low
