roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method
0.8637341193555174,0.8328228415177148,0.1517191558076881,0.3532549444694893,1,protest,7,model0_persistence,42705,14274,0.3758582037270562,,,,,,
0.8465095926431037,0.8172385372619363,0.1943119212514814,0.1716914477211888,1,protest,7,model1_markets,42705,14274,0.3758582037270562,,,,,,
0.8337592580756217,0.7984762558560927,0.210802536816864,0.1013956170939448,1,protest,7,model2_full,42705,14274,0.3758582037270562,,,,,,
0.8443293727810354,0.7863733647206851,0.1587351416796799,0.3233473553570493,1,protest,7,model7_xgb_nobaseline,28470,14274,0.3758582037270562,0.8467622979244315,0.8141551178869294,0.1659394410627597,0.1465504051709145,0.1491560557954418,isotonic
0.8449155314525862,0.7992522210716418,0.1580252539674381,0.3263734489668516,1,protest,7,model5_income_group,42705,14274,0.3758582037270562,,,,,,
0.8278974726019752,0.7589667804612209,0.1726316070535517,0.2641098106840839,1,protest,7,model6_income_group_nolag,42705,14274,0.3758582037270562,,,,,,
0.8754979457442883,0.8381269658494905,0.1405148682725912,0.3940408164404251,2,protest,7,model0_persistence,56979,13962,0.3654204268729408,,,,,,
0.873007752459311,0.8357679407839824,0.1335379434493236,0.4241282493337341,2,protest,7,model1_markets,56979,13962,0.3654204268729408,,,,,,
0.8663957523849808,0.8259151177051572,0.1364740661342085,0.4114664539889731,2,protest,7,model2_full,56979,13962,0.3654204268729408,,,,,,
0.858524774067267,0.8063266962677774,0.1398036226693282,0.39710800648488,2,protest,7,model7_xgb_nobaseline,42705,13962,0.3654204268729408,0.8596201153356405,0.8230384030199571,0.1406018815778585,0.1376939000162843,0.1404974230735501,isotonic
0.8653818756509422,0.8067816669270729,0.1393037379468285,0.3992637195566966,2,protest,7,model5_income_group,56979,13962,0.3654204268729408,,,,,,
0.8597460894811312,0.8011459508885842,0.1455496045009473,0.3723289172522622,2,protest,7,model6_income_group_nolag,56979,13962,0.3654204268729408,,,,,,
0.813485049255928,0.7876303751105647,0.2308436714112491,0.0159647126235203,1,protest,7,model9_twostage,42705,14274,0.3758582037270562,,,,,,
0.8663849125691425,0.8257355155296632,0.153750699157207,0.3369623494057814,2,protest,7,model9_twostage,56979,13962,0.3654204268729408,,,,,,
0.8274586773984902,0.771594794394125,0.213099707879392,0.0916032871901261,1,protest,7,model3_structural,42705,14274,0.3758582037270562,,,,,,
0.8702150177020829,0.8318155862437243,0.1340733476357272,0.4218193614014043,2,protest,7,model3_structural,56979,13962,0.3654204268729408,,,,,,
0.7420764492841935,0.6675911963364198,0.3066183718395763,-0.3070460013198461,1,protest,7,model4_fao,42705,14274,0.3758582037270562,,,,,,
0.7722266220567687,0.7092984018773876,0.2667763260350079,-0.150451668955013,2,protest,7,model4_fao,56979,13962,0.3654204268729408,,,,,,
0.7334457014211312,0.6453860151745391,0.3147904792963121,-0.3418818799059837,1,protest,7,model_lr_nolag,42705,14274,0.3758582037270562,,,,,,
0.7457081850785732,0.6656686305786518,0.2859225096649929,-0.2330180617028647,2,protest,7,model_lr_nolag,56979,13962,0.3654204268729408,,,,,,
0.8464615768612889,0.8047526108968612,0.1538401429032363,0.3442136476761658,1,protest,7,model5_xgb,28470,14274,0.3758582037270562,0.8478175048802968,0.8175342998791125,0.1637862710079662,0.1481137947325643,0.1505758023736365,isotonic
0.8548081883526399,0.8049184574911091,0.140596004970594,0.3936909208892787,2,protest,7,model5_xgb,42705,13962,0.3654204268729408,0.8556053461971714,0.8197775420866499,0.1430161662788218,0.1382323236591554,0.141443699151134,isotonic
0.8159166144752205,0.7592513882306421,0.16564372667593447,0.2938975923178757,1,protest,7,model6_xgb_nolag,28470,14274,0.3758582037270562,0.8164368482106066,0.7814675793373878,0.17934709694433723,0.15667287842659813,0.16110826153918187,isotonic
0.8355809654603648,0.771847197724097,0.15047660423870915,0.35108162310328606,2,protest,7,model6_xgb_nolag,42705,13962,0.36542042687294085,0.8373447804738193,0.7931100105987905,0.16420233237748944,0.1461229738282165,0.15228093837280182,isotonic
