month,model_name,roc_auc,pr_auc,brier,brier_skill_score
2020-01,model0_persistence,0.8601015663240332,0.8548595836159669,0.15024332553736905,0.38924538803567854
2020-01,model1_markets,0.864865616517599,0.8605074614755892,0.1468138486093264,0.40318656540868814
2020-01,model2_full,0.852784452454056,0.8552096442400112,0.14995749983205306,0.39040729900320614
2020-01,model3_structural,0.8109884639344991,0.709086327694858,0.1729569603721079,0.29691212011729895
2020-01,model4_fao,0.8156218017176167,0.7091266783169585,0.1757951173079123,0.285374719491872
2020-01,model_lr_nolag,0.8169539558581409,0.7068788370388487,0.1770970861330555,0.2800820819537593
2020-02,model0_persistence,0.8749866448794896,0.8803288536995233,0.14135301943269907,0.4318157631569909
2020-02,model1_markets,0.871734280237564,0.8790372621877934,0.14365162504181406,0.4225762613829246
2020-02,model2_full,0.8534016277535115,0.8696616653574327,0.14991236561944699,0.39741051592201415
2020-02,model3_structural,0.8544197592935927,0.8690981312646635,0.14979248380455543,0.3978923942559818
2020-02,model4_fao,0.8421236212802061,0.8639026128097368,0.1544882797297284,0.37901711847607356
2020-02,model_lr_nolag,0.8365238978097602,0.8616342442203715,0.15699594491870933,0.36893727838933743
2020-03,model0_persistence,0.8242956690121639,0.735585998927108,0.19827631741861323,0.01197047018778985
2020-03,model1_markets,0.8087362952053673,0.7344121248900859,0.3172319956250258,-0.5807968574332598
2020-03,model2_full,0.8032168766704849,0.7266946901525629,0.3082931649107514,-0.5362538236374024
2020-03,model3_structural,0.7891950308187421,0.71759311150611,0.31735828019586393,-0.5814261453218599
2020-03,model4_fao,0.7786812032946053,0.7073072574391465,0.33589397014114164,-0.6737912308742227
2020-03,model_lr_nolag,0.7676287296132658,0.6896974226754943,0.34409055032768343,-0.7146355605108226
2020-04,model0_persistence,0.8496925064686653,0.795123801930618,0.1503165306954156,0.3058428869342932
2020-04,model1_markets,0.8555404498210364,0.7988815467904494,0.165519650368745,0.23563534812796638
2020-04,model2_full,0.8655732064001835,0.8072334649919228,0.15382808080783275,0.2896266565759684
2020-04,model3_structural,0.8639471846546728,0.8071901570934303,0.15728358683980082,0.27366923605651483
2020-04,model4_fao,0.8604286355248643,0.8098373287556391,0.1392482287723254,0.3569559646106276
2020-04,model_lr_nolag,0.8616093567093639,0.8072264497701216,0.14015536251287264,0.35276684891197774
2020-05,model0_persistence,0.883671366813462,0.8550639204408903,0.1349574393967093,0.4307164357722302
2020-05,model1_markets,0.8881430476113519,0.8660184597103204,0.13279365719374397,0.43984379955612507
2020-05,model2_full,0.8835891190543527,0.8651584936850715,0.1386016605857873,0.4153442174148977
2020-05,model3_structural,0.8810322238062532,0.8621311195520535,0.13157327603957353,0.44499166644118315
2020-05,model4_fao,0.8890694171086883,0.8656884195216271,0.12555259213546294,0.47038838712099484
2020-05,model_lr_nolag,0.8886249906208694,0.8593772607423803,0.12944504297521717,0.4539690752435446
2020-06,model0_persistence,0.8734279033241128,0.8813675882178514,0.1426306153444154,0.4278709464081466
2020-06,model1_markets,0.8837703361620328,0.8885443131884251,0.1445582694491551,0.4201386168803378
2020-06,model2_full,0.8713283557597636,0.8839253341319555,0.1481327072818628,0.4058006030576269
2020-06,model3_structural,0.8782321018331849,0.8870697369590005,0.1406055951154327,0.43599383716560836
2020-06,model4_fao,0.8811096394580149,0.88795839632758,0.139176648040378,0.44172572113532793
2020-06,model_lr_nolag,0.8814466219700876,0.8888008071465321,0.136512455990243,0.45241249881310763
2020-07,model0_persistence,0.8659646334194319,0.8469244188715465,0.14709289877374004,0.38973377033720547
2020-07,model1_markets,0.8628565751752717,0.8477806945043526,0.1407619345232268,0.4159999851952977
2020-07,model2_full,0.8507138599528825,0.8367136539117482,0.14740217721741097,0.38845062076772585
2020-07,model3_structural,0.8546592489568845,0.8389573939338363,0.14686289966422456,0.3906880019184712
2020-07,model4_fao,0.8604325735857625,0.8430251628782421,0.14330140300512512,0.40546411386013936
2020-07,model_lr_nolag,0.8637960886719085,0.8457272402772792,0.1431947709164172,0.40590651429740965
2020-08,model0_persistence,0.8668662650889265,0.8573023553652266,0.14449416964149886,0.3714304945841894
2020-08,model1_markets,0.8642740649032166,0.8547415842682466,0.1586015033152017,0.31006165339138547
2020-08,model2_full,0.8682709935477726,0.8577464012741619,0.14551557926597225,0.36698722227725056
2020-08,model3_structural,0.8687263398490513,0.8568616154097215,0.1410544395744186,0.38639379332761203
2020-08,model4_fao,0.8682650413085403,0.8537846237312351,0.1403908967008762,0.38928029606249426
2020-08,model_lr_nolag,0.8511523535153925,0.8258023564827152,0.14930224109263135,0.3505147226776789
2020-09,model0_persistence,0.8992026499693939,0.8789118011162387,0.12809989019656823,0.4409433671378218
2020-09,model1_markets,0.9015028820648847,0.8836650262044734,0.10766602613611145,0.5301213299016687
2020-09,model2_full,0.8955570291777187,0.8733449812670202,0.11417340925443631,0.5017216514219105
2020-09,model3_structural,0.89477275045909,0.8737388837447727,0.11272819923469046,0.5080288718744651
2020-09,model4_fao,0.8945017598449296,0.8729172717263477,0.11347393793092918,0.5047743010557508
2020-09,model_lr_nolag,0.8899395531524178,0.8624036491335786,0.11753014040624343,0.48707212430464875
2020-10,model0_persistence,0.8796907416440884,0.8475611481216244,0.1385754440996223,0.40477730193248274
2020-10,model1_markets,0.8771988081034857,0.842860994526661,0.13115854354414627,0.43663509310618565
2020-10,model2_full,0.8818682448912423,0.8434925929280002,0.13189276584067966,0.43348139023217747
2020-10,model3_structural,0.8770577552615649,0.838946467774985,0.13275383087654213,0.4297828601124457
2020-10,model4_fao,0.8738370487043707,0.8358150431641299,0.13546552861800126,0.4181353127673725
2020-10,model_lr_nolag,0.8679921715672734,0.8073000040302204,0.13959702340488675,0.400389315342793
2020-11,model0_persistence,0.865909686353769,0.8391109273843684,0.14337036641543888,0.3878668108076506
2020-11,model1_markets,0.8627704169473762,0.8373932521958785,0.13530469179780416,0.4223039629899502
2020-11,model2_full,0.858098161039998,0.8332132839845934,0.13794107681697929,0.41104767056303193
2020-11,model3_structural,0.8581480649749232,0.831796996109787,0.1371103998652374,0.41459432350374437
2020-11,model4_fao,0.8595391371609651,0.8296428947432447,0.13751632880616957,0.41286117192290617
2020-11,model_lr_nolag,0.850715497666991,0.811831560427107,0.143204830127228,0.3885735834731815
2020-12,model0_persistence,0.8995762989137547,0.8211068044266869,0.14458024897822574,0.30856496889562235
2020-12,model1_markets,0.9028137678314356,0.8298559495072291,0.1375806704873741,0.34203948429964837
2020-12,model2_full,0.9013937966234786,0.8257578780483943,0.14064744384816694,0.32737306513731024
2020-12,model3_structural,0.9007786938882346,0.8253731369321846,0.13732299846806953,0.3432717650706506
2020-12,model4_fao,0.9002617458447847,0.8244256470356724,0.13032180779270774,0.3767539905239732
2020-12,model_lr_nolag,0.8940845439078655,0.8107485842177685,0.13852183451812944,0.3375384975778891
2021-01,model0_persistence,0.8574082420728217,0.8114020440199554,0.1449356375641111,0.35483284510376445
