roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method
0.8637341193555174,0.8328228415177148,0.15171915580768816,0.35325494446948935,1,protest,7,model0_persistence,42705,14274,0.3758582037270562,,,,,,
0.8351184499124784,0.8056808496743965,0.2301651812521637,0.018856965439445927,1,protest,7,model1_markets,42705,14274,0.3758582037270562,,,,,,
0.8291024595064291,0.7959391213889073,0.23281579529492416,0.007557986631206437,1,protest,7,model2_full,42705,14274,0.3758582037270562,,,,,,
0.8226207578605966,0.7711861333564779,0.23469353351458172,-0.0004463942439647539,1,protest,7,model3_structural,42705,14274,0.3758582037270562,,,,,,
0.8081475040632963,0.7525917783138673,0.23737511247967075,-0.011877369636974944,1,protest,7,model4_fao,42705,14274,0.3758582037270562,,,,,,
0.8000446578153739,0.7312609171457763,0.23330230678892466,0.005484096214874112,1,protest,7,model_lr_nolag,42705,14274,0.3758582037270562,,,,,,
0.8444846761136758,0.7997263237928021,0.15514836410749203,0.33863699131469094,1,protest,7,model5_xgb,28470,14274,0.3758582037270562,0.8459544088582527,0.8150091666737329,0.16120651244067036,0.1481385869898077,0.15003996536811484,isotonic
0.8191818131700698,0.751662094071643,0.1627098687372842,0.3064039769292962,1,protest,7,model6_xgb_nolag,28470,14274,0.3758582037270562,0.8209118772319101,0.7736164853859439,0.1872076112627014,0.1573164423895697,0.16264985256757206,isotonic
0.8444846761136758,0.7997263237928021,0.15514836410749203,0.33863699131469094,1,protest,7,model7_xgb_nobaseline,28470,14274,0.3758582037270562,0.8459544088582527,0.8150091666737329,0.16120651244067036,0.1481385869898077,0.15003996536811484,isotonic
0.8254792137169895,0.7712851801286655,0.1713354333380954,0.26963511127725737,1,protest,7,model5_income_group,42705,14274,0.3758582037270562,,,,,,
0.7808093891670748,0.7030129588915034,0.18660085040027533,0.20456202968108572,1,protest,7,model6_income_group_nolag,42705,14274,0.3758582037270562,,,,,,
0.8754979457442883,0.8381269658494905,0.14051486827259121,0.3940408164404251,2,protest,7,model0_persistence,56979,13962,0.36542042687294085,,,,,,
0.8737081594169682,0.8364859493050787,0.13290249913885455,0.4268685523372744,2,protest,7,model1_markets,56979,13962,0.36542042687294085,,,,,,
0.8673566246317781,0.8269079327573747,0.1358677727179807,0.41408104608169216,2,protest,7,model2_full,56979,13962,0.36542042687294085,,,,,,
0.8719701387407939,0.8339825475294166,0.1330240553922347,0.4263443506712137,2,protest,7,model3_structural,56979,13962,0.36542042687294085,,,,,,
0.8581527803463962,0.818336075127105,0.165346559741188,0.2869561237406901,2,protest,7,model4_fao,56979,13962,0.36542042687294085,,,,,,
0.8487177382746376,0.80748766097631,0.17525216253669815,0.2442390002332443,2,protest,7,model_lr_nolag,56979,13962,0.36542042687294085,,,,,,
0.8593099306871204,0.8123926163166377,0.1398231474898931,0.39702380725049224,2,protest,7,model5_xgb,42705,13962,0.36542042687294085,0.8604310884148472,0.8247644122789232,0.13962065500721885,0.138525274304217,0.14142660388228787,isotonic
0.8413289658461737,0.7754055989651605,0.14922659693380527,0.35647218009725223,2,protest,7,model6_xgb_nolag,42705,13962,0.36542042687294085,0.8431830831621823,0.7957687529292085,0.16803886359689243,0.147065692688403,0.15097537256848617,isotonic
0.8593099306871204,0.8123926163166377,0.1398231474898931,0.39702380725049224,2,protest,7,model7_xgb_nobaseline,42705,13962,0.36542042687294085,0.8604310884148472,0.8247644122789232,0.13962065500721885,0.138525274304217,0.14142660388228787,isotonic
0.8546152949359035,0.8046854402747521,0.14261270889256916,0.3849940457680584,2,protest,7,model5_income_group,56979,13962,0.36542042687294085,,,,,,
0.8443153019264786,0.7855688123161513,0.14675406215345277,0.367134789508226,2,protest,7,model6_income_group_nolag,56979,13962,0.36542042687294085,,,,,,
