model_name,feature,mean_abs_shap,mean_shap
model5_xgb,num__gdelt_protest_28d_lag,0.6902826,-0.082130596
model5_xgb,num__gdelt_strike_28d_lag,0.16639917,-0.02968216
model5_xgb,num__gdelt_protest_7d_lag,0.15089501,-0.00081611896
model5_xgb,num__government_effectiveness_est,0.111801445,-0.010870306
model5_xgb,num__political_stability_est,0.08981371,0.00023898459
model5_xgb,num__energy_cpi_inflation,0.08054074,0.065699585
model5_xgb,num__gini_coef,0.08016864,-0.017602425
model5_xgb,num__rule_of_law_est,0.07442573,0.007404786
model5_xgb,num__fao_food_index_yoy,0.07224184,-0.07145202
model5_xgb,num__gdp_per_capita_growth,0.06650963,-0.062632404
model5_xgb,num__gdelt_strike_7d_lag,0.059956737,-0.010647234
model5_xgb,num__fx_vol_30d,0.0368774,0.0048119915
model5_xgb,num__gold_vol_30d,0.033307776,0.028586168
model5_xgb,num__inflation_cpi_yoy,0.0324974,0.009910481
model5_xgb,num__fao_cereals_index_yoy,0.031539615,-0.030499158
model5_xgb,num__voice_accountability_est,0.024988897,-0.011196801
model5_xgb,num__gold_pct_30d_x_gold_prod,0.024534274,0.0035497346
model5_xgb,num__unemployment_rate,0.023174863,0.009600916
model5_xgb,num__gta_90d_count,0.022417013,-0.0029443905
model5_xgb,num__gta_harmful_events_z,0.020364005,0.005612367
model5_xgb,num__unemployment_youth,0.020344578,0.010547188
model5_xgb,num__dxy_level,0.019581273,-0.011464594
model5_xgb,fe__country_iso3_MYS,0.018788956,-0.0018701858
model5_xgb,num__fao_cereals_yoy_x_instability,0.018729346,-0.014576264
model5_xgb,num__unemployment_total,0.01832781,0.0073233065
model5_xgb,num__dxy_vol_30d,0.017054494,0.0060632853
model5_xgb,num__vix_level,0.015903054,-0.005106379
model5_xgb,num__oil_brent_pct_30d_lag60d,0.015307754,-0.0039907657
model5_xgb,num__food_cpi_inflation_z,0.014629904,0.0016664063
model5_xgb,num__gdp_growth,0.014075916,-0.008531781
model5_xgb,num__dxy_pct_30d,0.013765459,0.00072681153
model5_xgb,num__month_cos,0.01323258,-0.0005106906
model5_xgb,num__gta_30d_count,0.012454105,-0.00022332225
model5_xgb,num__unemployment_rate_z,0.011783015,0.0016780193
model5_xgb,fe__country_iso3_NAM,0.011160703,-0.0010046827
model5_xgb,num__fao_food_index_yoy_lag1m,0.0108260615,0.0030052757
model5_xgb,num__silver_pct_30d,0.010717003,-0.0038208654
model5_xgb,num__gdelt_protest_region_14d,0.0105597135,0.005662502
model5_xgb,num__unemployment_sa,0.0103248,0.0043591275
model5_xgb,fe__country_iso3_MOZ,0.01029973,-0.0044078073
model5_xgb,num__food_cpi_inflation,0.00960165,0.0005699083
model5_xgb,num__yield_us10y,0.009578522,0.007393563
model5_xgb,num__energy_cpi_inflation_z,0.008442759,-0.0030903062
model5_xgb,num__gdelt_strike_region_14d,0.008138764,0.0040567783
model5_xgb,fe__country_iso3_PHL,0.007876853,-0.0007940279
model5_xgb,num__vix_pct_30d_lag60d,0.007769633,-0.0014727681
model5_xgb,num__copper_pct_90d,0.007659643,0.003575285
model5_xgb,num__fao_food_yoy_x_youth_unemp,0.0070364,-0.00029198453
model5_xgb,num__copper_pct_30d,0.006847601,0.0010923474
model5_xgb,num__fx_pct_30d_x_instability,0.0062218467,-0.0025804124
