roc_auc,pr_auc,brier,brier_skill_score,country_iso3,n_obs,pos_rate
0.5985414249488892,0.3375311543429035,0.19420230946401978,-0.02821318309154286,MEX,7964,0.2527624309392265
0.5937898794498263,0.016193297907581918,0.01951948994292905,-1.0385830166018684,LAO,7964,0.009668508287292817
0.5921546643177565,0.2639050858106956,0.17929122679254775,-0.060628364201996465,CHL,7964,0.2154696132596685
0.5748972523831553,0.11008437009981632,0.08894872505019023,-0.11963083596062996,PER,7964,0.08701657458563536
0.5705384076151122,0.34856316973852314,0.26527570446209786,-0.24152819341182696,IDN,7964,0.30939226519337015
0.5692099868839529,0.6892464335135497,0.2514101431793908,-0.07347623641651269,DEU,7964,0.6256906077348067
0.5648895422759059,0.17553665015935305,0.14804911074096203,-0.24365049153452722,SWE,7964,0.13812154696132597
0.5648391185487011,0.8013058549868721,0.2541217494913367,-0.381101963351971,THA,7964,0.7569060773480663
0.5584791688983642,0.10090045636266677,0.11433523608739135,-0.46018386880772955,PRT,7964,0.0856353591160221
0.5534643595041322,0.7316560824320643,0.24853816374679538,-0.1631941117869662,PHL,7964,0.6906077348066298
0.5526830536509344,0.8947634833682444,0.13997564997115045,-0.2858723501450713,ZAF,7964,0.8756906077348067
0.547928333439697,0.6570277494873051,0.2721868715069503,-0.14763373197415675,FRA,7964,0.6132596685082873
0.5451576357611022,0.2698036476416783,0.2868402174056258,-0.7047991133149423,ZWE,7964,0.21408839779005526
0.5439962843717612,0.23166555596463861,0.19780203099319907,-0.2545747712827442,KEN,7964,0.19613259668508287
0.531273176247568,0.021376493060966548,0.03665188983240823,-0.9328009059147304,BOL,7964,0.019337016574585635
0.5166382593079136,0.02112555273892855,0.0647589739065664,-2.4149999905883655,NOR,7964,0.019337016574585635
0.5118595299826055,0.4090904476555052,0.32268581200981794,-0.33940560642412954,KOR,7964,0.4046961325966851
0.5116787023325929,0.35000289214748126,0.25927345667909124,-0.14259587224424375,POL,7964,0.34806629834254144
0.5090921258644234,0.7518697513937407,0.2170304792854527,-0.17951817051604424,IRL,7964,0.7569060773480663
0.4963458110516934,0.9868763231829794,0.02236005874517225,-0.6415414779845086,CAN,7964,0.9861878453038674
0.495879215131109,0.5454257871192135,0.2968635994898928,-0.20068498554177516,TUR,7964,0.5524861878453039
0.4942365843889404,0.3582203315178416,0.2666805657952509,-0.1492379023824677,CHN,7964,0.3660220994475138
0.4904185577407968,0.08592134510716515,0.14753430077878743,-0.8570693668809086,ARG,7964,0.08701657458563536
0.4815386862907524,0.17687046652060073,0.20173892367322796,-0.3694211610377871,BRA,7964,0.17955801104972377
0.4703576332946962,0.23632925995843235,0.22312991288536457,-0.24696780443092758,NLD,7964,0.23342541436464087
0.46475537550148854,0.25956610877087394,0.26237325547724993,-0.3082747216407731,GRC,7964,0.2776243093922652
0.4599837062420211,0.2874930728330943,0.2938022326492773,-0.3492087109367781,ESP,7964,0.32044198895027626
0.4524917554513671,0.8748184719512424,0.11535025237037752,-0.160913040464163,AUS,7964,0.888121546961326
0.44357836279536156,0.17341262816944586,0.2091470242250729,-0.34087390619131375,JPN,7964,0.19337016574585636
0.4427420838429185,0.2566691901493608,0.35832464578530043,-0.7072067509171656,MYS,7964,0.29972375690607733
0.4392837037465137,0.025323952388208268,0.04033827778944676,-0.3690984912303188,NAM,7964,0.03038674033149171
0.4354522979287645,0.18510370324320896,0.24290004182070188,-0.42374169523424676,ITA,7964,0.21823204419889503
0.41602764363238076,0.06527999751954384,0.12659500444975816,-0.6656140324411757,HUN,7964,0.08287292817679558
0.4127503816499032,0.022819669705515244,0.08554160217269773,-2.037245469110344,VNM,7964,0.029005524861878452
0.32103069382358873,0.06384972373316847,0.18888074913795402,-1.219484297886841,MAR,7964,0.09392265193370165
