year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,4.1402997970581055,4.514699935913086,9.0428,0.009154,0.014336,10.225623,-10.972952,54.827108,-13.435879,2.327143,364,37
2018,4.509399890899658,4.860000133514404,7.7749,0.009071,0.026832,6.813058,-3.800237,71.592904,-28.56334,2.908953,365,25
2019,4.895999908447266,5.690000057220459,16.2173,0.010289,0.023812,17.70624,-12.603418,64.205151,-18.632793,2.139699,365,50
2020,5.659999847412109,5.849999904632568,3.3569,0.144158,1.211334,10670.676344,-99.012216,43.302159,-60.623377,0.889254,366,26
2021,5.840000152587891,6.03000020980835,3.2534,0.004671,0.011614,3.651777,-2.054801,70.773698,-19.052655,1.436732,365,0
2022,6.03000020980835,9.0,49.2537,0.019918,0.067271,41.584155,-37.500002,99.053835,-21.514027,2.947951,365,231
2023,9.0,11.949999809265137,32.7778,0.019069,0.073846,42.352946,-37.062938,82.217781,-17.617816,3.958677,365,43
2024,11.96508502960205,14.667227745056152,22.5836,0.003869,0.006631,10.987376,-11.240643,79.877186,-13.730733,4.206798,366,111
2025,14.667227745056152,11.300000190734863,-22.9575,0.008479,0.020057,18.085441,-33.937455,68.201808,-16.53271,4.291348,365,87
