url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon,sqldate,dateadded
https://www.businesstoday.in/current/economy-politics/farmers-protest-hardeep-singh-puri-urges-dissenters-to-resume-talks-with-govt/story/425129.html,protests,0.9961148281031909,,,,
https://www.newsday.co.zw/2020/12/several-homes-flooded-in-dulivhadzimo-flash-floods/,flood,0.9939272976408524,-22.2254,29.9862,20201216.0,20201216064500.0
https://www.firstpost.com/india/farmers-protests-sc-tells-centre-your-negotiations-havent-worked-suggests-forming-committee-to-resolve-stand-off-9117191.html,protests,0.992665937165096,,,,
https://highschool.latimes.com/fountain-valley-high-school/a-guide-to-ongoing-protests-in-2020/,protests,0.9878661493540626,,,,
https://www.siasat.com/hyderabad-floods-over-one-lakh-await-promised-flood-relief-2046296/,flood,0.9868519890219414,17.3753,78.4744,20201216.0,20201216063000.0
https://www.northernstar.com.au/news/breaking-scus-national-centre-for-flood-research-c/4159370/,flood,0.9844638981141268,-37.9527,143.338,20201216.0,20201216033000.0
https://timesofindia.indiatimes.com/india/farmers-protest-live-updates-dec-16-2020-live-blog/liveblog/79753055.cms,protests,0.9715733578207212,28.7167,77.1833,20201216.0,20201216074500.0
https://www.cnc3.co.tt/protest-against-tt-in-caracas-on-tuesday/,protests,0.9663937412016552,,,,
https://www.dnaindia.com/india/news-farmers-protest-in-day-21-and-what-to-expect-today-as-agitation-continues-2862232,protests,0.9658282220624292,28.6667,77.2167,20201216.0,20201216070000.0
https://www.hindustantimes.com/pune-news/jumbo-hospital-staff-protest-over-salary-dues/story-4e8owluZjzslCBw5MfNQLP.html,protests,0.9623947559187104,,,,
https://www.greenleft.org.au/content/protesters-demand-hsbc-stop-funding-adani,protests,0.958672241736774,,,,
http://www.tribune242.com/news/2020/dec/16/broadcasting-corporation-staff-walk-out-over-money/,protests,0.9572048466605256,,,,
https://www.azatutyun.am/a/31002405.html,protests,0.953116903826445,40.1811,44.5136,20201216.0,20201216010000.0
https://www.firstpost.com/india/farmers-protest-live-updates-will-make-govt-repeal-agri-laws-farmers-unions-harden-stance-agitation-enters-day-21-9115931.html,protests,0.95184727656722,,,,
https://www.hindustantimes.com/india-news/will-farmers-continue-their-protest-at-delhi-borders-or-shift-to-other-place-crucial-supreme-court-hearing-today/story-snUsZ0z0LAxK4KdyAq60AP.html,protests,0.9496279111090236,28.6667,77.2167,20201216.0,20201216050000.0
https://www.businesstoday.in/current/economy-politics/farmers-protests-sc-to-hear-pil-seeking-removal-of-farmers-from-delhi-borders/story/425041.html,protests,0.948333999182524,28.6667,77.2167,20201216.0,20201216071500.0
https://www.moneycontrol.com/news/india/farm-laws-row-can-be-solved-in-5-minutes-if-pm-modi-steps-in-sanjay-raut-6235411.html,protests,0.9445228799702214,,,,
https://www.oneindia.com/india/amu-students-extend-support-to-farmer-protests-3189970.html,protests,0.9443875471482543,27.45,83.1333,20201209.0,20201216083000.0
https://thewire.in/rights/delhi-police-stop-students-activists-on-candle-march-to-remember-jamia-violence,protests,0.9384905937994696,,,,
https://www.guardian-series.co.uk/news/national-news/18948042.indias-top-court-offers-mediate-end-farmers-protest/,protests,0.9377439967814444,,,,
