year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,35.76499938964844,32.66600036621094,-8.6649,0.002021,0.002952,1.037696,-2.872921,54.827108,-13.435879,2.327143,364,0
2018,31.854999542236328,32.52399826049805,2.1001,0.003617,0.006893,4.360362,-4.310608,71.592904,-28.56334,2.908953,365,0
2019,32.21200180053711,29.969999313354492,-6.9601,0.002927,0.005508,2.930666,-5.368339,64.205151,-18.632793,2.139699,365,0
2020,29.68000030517578,29.91900062561035,0.8053,0.003434,0.005701,5.991678,-4.690965,43.302159,-60.623377,0.889254,366,4
2021,29.900999069213867,33.32500076293945,11.4511,0.003308,0.004798,6.052798,-3.580938,70.773698,-19.052655,1.436732,365,11
2022,33.32500076293945,34.58000183105469,3.7659,0.004895,0.007867,7.341758,-8.926701,99.053835,-21.514027,2.947951,365,35
2023,34.58000183105469,34.290000915527344,-0.8386,0.005255,0.007846,7.063641,-6.61469,82.217781,-17.617816,3.958677,365,25
2024,34.41999816894531,34.138999938964844,-0.8164,0.005188,0.007387,7.073696,-7.641815,79.877186,-13.730733,4.206798,366,8
2025,34.138999938964844,31.639999389648438,-7.3201,0.004775,0.008136,3.520287,-5.819961,68.201808,-16.53271,4.291348,365,0
