year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,668.5999755859375,614.4000244140625,-8.1065,0.010446,0.015242,5.246201,-5.826167,54.827108,-13.435879,2.327143,364,1
2018,613.5,693.5,13.0399,0.007662,0.013462,9.376474,-9.127409,71.592904,-28.56334,2.908953,365,33
2019,693.0,732.2000122070312,5.6566,0.007714,0.020805,20.668232,-7.076233,64.205151,-18.632793,2.139699,365,53
2020,738.9000244140625,711.0,-3.7759,0.008795,0.019077,11.762431,-10.63557,43.302159,-60.623377,0.889254,366,50
2021,710.0,851.5,19.9296,0.008156,0.013748,9.853982,-10.073705,70.773698,-19.052655,1.436732,365,48
2022,851.5,856.0,0.5285,0.013518,0.028598,29.451135,-16.019843,99.053835,-21.514027,2.947951,365,78
2023,856.0,884.6400146484375,3.3458,0.010461,0.015724,10.412805,-11.349534,82.217781,-17.617816,3.958677,365,62
2024,871.8646850585938,993.3499755859375,13.934,0.010728,0.015212,11.209022,-8.579944,79.877186,-13.730733,4.206798,366,69
2025,993.3499755859375,914.25,-7.963,0.009267,0.014406,6.265529,-8.103477,68.201808,-16.53271,4.291348,365,4
