feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.0,1,protest,7,model5_xgb
num__gdelt_protest_28d_lag,0.0,1,protest,7,model5_xgb
num__gdelt_strike_7d_lag,0.0,1,protest,7,model5_xgb
num__gdelt_strike_28d_lag,0.0,1,protest,7,model5_xgb
num__gdelt_protest_region_14d,0.0,1,protest,7,model5_xgb
num__gdelt_strike_region_14d,0.0,1,protest,7,model5_xgb
num__fx_pct_7d,0.0,1,protest,7,model5_xgb
num__fx_pct_30d,0.0,1,protest,7,model5_xgb
num__fx_pct_90d,0.03143043,1,protest,7,model5_xgb
num__fx_vol_7d,0.022610413,1,protest,7,model5_xgb
num__fx_vol_30d,0.051849023,1,protest,7,model5_xgb
num__oil_brent_pct_14d,0.0,1,protest,7,model5_xgb
num__oil_brent_pct_30d,0.0143999485,1,protest,7,model5_xgb
num__yield_us10y,0.0,1,protest,7,model5_xgb
num__fx_pct_30d_z,0.11229239,1,protest,7,model5_xgb
num__fx_vol_30d_z,0.07614688,1,protest,7,model5_xgb
num__oil_brent_pct_30d_z,0.0,1,protest,7,model5_xgb
num__copper_pct_30d,0.024250632,1,protest,7,model5_xgb
num__copper_pct_90d,0.0,1,protest,7,model5_xgb
num__copper_vol_30d,0.0,1,protest,7,model5_xgb
num__gold_pct_30d,0.0,1,protest,7,model5_xgb
num__gold_vol_30d,0.0,1,protest,7,model5_xgb
num__platinum_pct_30d,0.029587511,1,protest,7,model5_xgb
num__silver_pct_30d,0.0,1,protest,7,model5_xgb
num__natgas_pct_30d,0.030183442,1,protest,7,model5_xgb
num__vix_level,0.0,1,protest,7,model5_xgb
num__vix_pct_30d,0.02523262,1,protest,7,model5_xgb
num__vix_7d_ma,0.0,1,protest,7,model5_xgb
num__dxy_level,0.0008436025,1,protest,7,model5_xgb
num__dxy_pct_30d,0.049277414,1,protest,7,model5_xgb
num__dxy_vol_30d,0.007976959,1,protest,7,model5_xgb
num__oil_brent_pct_30d_lag30d,0.02893693,1,protest,7,model5_xgb
num__oil_brent_pct_30d_lag60d,0.0,1,protest,7,model5_xgb
num__oil_brent_pct_30d_lag90d,0.0,1,protest,7,model5_xgb
num__vix_pct_30d_lag30d,0.0,1,protest,7,model5_xgb
num__vix_pct_30d_lag60d,0.036873583,1,protest,7,model5_xgb
num__fx_pct_30d_lag30d,0.02073977,1,protest,7,model5_xgb
num__fx_pct_30d_lag60d,0.0,1,protest,7,model5_xgb
num__gdp_growth,0.0,1,protest,7,model5_xgb
