model_name,fold_id,brier_raw,brier_calibrated,cal_method,brier_val_isotonic,brier_val_sigmoid
model5_xgb,1,0.22774831019416555,0.262759268037495,isotonic,0.1732850469742298,0.18375303599430193
model6_xgb_nolag,1,0.23139919512693752,0.2450686929171753,isotonic,0.16394710312518562,0.18552225594083793
model5_xgb,2,0.11877740815436687,0.164730452532302,isotonic,0.20419420177017142,0.210820794689981
model6_xgb_nolag,2,0.2634816689350032,0.18230170528144043,isotonic,0.2113863240738762,0.21561139673639357
