roc_auc,pr_auc,brier,brier_skill_score,country_iso3,n_obs,pos_rate,target
0.5985414249488892,0.3375311543429035,0.1942023094640197,-0.0282131830915428,MEX,7964,0.2527624309392265,protest_7d
0.5937898794498263,0.0161932979075819,0.019519489942929,-1.0385830166018684,LAO,7964,0.0096685082872928,protest_7d
0.5921546643177565,0.2639050858106956,0.1792912267925477,-0.0606283642019964,CHL,7964,0.2154696132596685,protest_7d
0.5748972523831553,0.1100843700998163,0.0889487250501902,-0.1196308359606299,PER,7964,0.0870165745856353,protest_7d
0.5705384076151122,0.3485631697385231,0.2652757044620978,-0.2415281934118269,IDN,7964,0.3093922651933701,protest_7d
0.5692099868839529,0.6892464335135497,0.2514101431793908,-0.0734762364165126,DEU,7964,0.6256906077348067,protest_7d
0.5648895422759059,0.175536650159353,0.148049110740962,-0.2436504915345272,SWE,7964,0.1381215469613259,protest_7d
0.5648391185487011,0.8013058549868721,0.2541217494913367,-0.381101963351971,THA,7964,0.7569060773480663,protest_7d
0.5584791688983642,0.1009004563626667,0.1143352360873913,-0.4601838688077295,PRT,7964,0.0856353591160221,protest_7d
0.5534643595041322,0.7316560824320643,0.2485381637467953,-0.1631941117869662,PHL,7964,0.6906077348066298,protest_7d
0.5526830536509344,0.8947634833682444,0.1399756499711504,-0.2858723501450713,ZAF,7964,0.8756906077348067,protest_7d
0.547928333439697,0.6570277494873051,0.2721868715069503,-0.1476337319741567,FRA,7964,0.6132596685082873,protest_7d
0.5451576357611022,0.2698036476416783,0.2868402174056258,-0.7047991133149423,ZWE,7964,0.2140883977900552,protest_7d
0.5439962843717612,0.2316655559646386,0.197802030993199,-0.2545747712827442,KEN,7964,0.1961325966850828,protest_7d
0.531273176247568,0.0213764930609665,0.0366518898324082,-0.9328009059147304,BOL,7964,0.0193370165745856,protest_7d
0.5166382593079136,0.0211255527389285,0.0647589739065664,-2.414999990588365,NOR,7964,0.0193370165745856,protest_7d
0.5118595299826055,0.4090904476555052,0.3226858120098179,-0.3394056064241295,KOR,7964,0.4046961325966851,protest_7d
0.5116787023325929,0.3500028921474812,0.2592734566790912,-0.1425958722442437,POL,7964,0.3480662983425414,protest_7d
0.5090921258644234,0.7518697513937407,0.2170304792854527,-0.1795181705160442,IRL,7964,0.7569060773480663,protest_7d
0.4963458110516934,0.9868763231829794,0.0223600587451722,-0.6415414779845086,CAN,7964,0.9861878453038674,protest_7d
0.495879215131109,0.5454257871192135,0.2968635994898928,-0.2006849855417751,TUR,7964,0.5524861878453039,protest_7d
0.4942365843889404,0.3582203315178416,0.2666805657952509,-0.1492379023824677,CHN,7964,0.3660220994475138,protest_7d
0.4904185577407968,0.0859213451071651,0.1475343007787874,-0.8570693668809086,ARG,7964,0.0870165745856353,protest_7d
0.4815386862907524,0.1768704665206007,0.2017389236732279,-0.3694211610377871,BRA,7964,0.1795580110497237,protest_7d
0.4703576332946962,0.2363292599584323,0.2231299128853645,-0.2469678044309275,NLD,7964,0.2334254143646408,protest_7d
0.4647553755014885,0.2595661087708739,0.2623732554772499,-0.3082747216407731,GRC,7964,0.2776243093922652,protest_7d
0.4599837062420211,0.2874930728330943,0.2938022326492773,-0.3492087109367781,ESP,7964,0.3204419889502762,protest_7d
0.4524917554513671,0.8748184719512424,0.1153502523703775,-0.160913040464163,AUS,7964,0.888121546961326,protest_7d
0.4435783627953615,0.1734126281694458,0.2091470242250729,-0.3408739061913137,JPN,7964,0.1933701657458563,protest_7d
0.4427420838429185,0.2566691901493608,0.3583246457853004,-0.7072067509171656,MYS,7964,0.2997237569060773,protest_7d
0.4392837037465137,0.0253239523882082,0.0403382777894467,-0.3690984912303188,NAM,7964,0.0303867403314917,protest_7d
0.4354522979287645,0.1851037032432089,0.2429000418207018,-0.4237416952342467,ITA,7964,0.218232044198895,protest_7d
0.4160276436323807,0.0652799975195438,0.1265950044497581,-0.6656140324411757,HUN,7964,0.0828729281767955,protest_7d
0.4127503816499032,0.0228196697055152,0.0855416021726977,-2.037245469110344,VNM,7964,0.0290055248618784,protest_7d
0.3210306938235887,0.0638497237331684,0.188880749137954,-1.219484297886841,MAR,7964,0.0939226519337016,protest_7d
0.6158495640659047,0.0217901856405856,0.0251447500227582,-0.4259736544335522,HUN,7964,0.0179558011049723,strike_7d
0.6136705313198276,0.0139891254931667,0.0124437126211068,-0.2996006190239688,POL,7964,0.0096685082872928,strike_7d
0.6043142387517159,0.1295698518339166,0.0828292236973766,-0.2208500734132694,THA,7964,0.0732044198895027,strike_7d
0.5925181818831694,0.3270167406883603,0.2579736018826943,-0.5190416735805075,FRA,7964,0.2168508287292817,strike_7d
0.5888304309327037,0.9759822710888792,0.0349187308410868,-0.0894976581760429,IND,7964,0.9668508287292816,strike_7d
0.5888248561369951,0.0966320950307993,0.0714507724618135,-0.0911860882190831,IDN,7964,0.0704419889502762,strike_7d
0.5875870027341765,0.0444938182273651,0.0700156116250622,-1.0222891359476862,NLD,7964,0.0359116022099447,strike_7d
0.5762833922019135,0.9991201074002436,0.0436415774330854,-30.640204000782177,USA,7964,0.9986187845303868,strike_7d
0.5703260829591266,0.0734274690502964,0.0714232066160972,-0.4361796359981362,BRA,7964,0.0524861878453038,strike_7d
0.5651437634908709,0.0495558967673239,0.0590958636562544,-0.4419137656696388,NOR,7964,0.042817679558011,strike_7d
0.5634581611570249,0.1689799676167355,0.1740672326291204,-0.4622093867083625,KEN,7964,0.1381215469613259,strike_7d
0.5580642128727954,0.2847753901008675,0.2026439952579784,-0.2652149229747615,ZWE,7964,0.2002762430939226,strike_7d
0.5580598115272588,0.8930661250039498,0.1365223659247856,-0.1869982033072987,CAN,7964,0.8674033149171271,strike_7d
0.5519728061423408,0.0269775691563076,0.0278069109319603,-0.2127228009544277,MAR,7964,0.0234806629834254,strike_7d
0.5464109153409553,0.7218586332563279,0.2451319683728189,-0.1389242472791882,ZAF,7964,0.68646408839779,strike_7d
0.5308794179412438,0.6894358535949261,0.2640002987612322,-0.1634266596336737,AUS,7964,0.6519337016574586,strike_7d
0.5192604200116051,0.1025025122075569,0.1055513326507082,-0.1785845974675712,MEX,7964,0.0994475138121546,strike_7d
0.5149308186364219,0.0219653827955254,0.0408935501502572,-1.0155540708567226,PER,7964,0.0207182320441988,strike_7d
0.5122904797582031,0.4578232702500607,0.3216441185328774,-0.3041315553534154,IRL,7964,0.4419889502762431,strike_7d
0.5082723732792257,0.2667672598579481,0.2730695400671166,-0.3700550297604301,DEU,7964,0.2748618784530386,strike_7d
0.4958386473684771,0.108915324596626,0.1230765807300627,-0.2254727942550216,TUR,7964,0.1132596685082873,strike_7d
0.4874163738282634,0.2107065482117525,0.2327854104593342,-0.3707245117663864,PHL,7964,0.2168508287292817,strike_7d
0.481353813037276,0.1144541625662796,0.1539873227948812,-0.4282307159750451,CHN,7964,0.1229281767955801,strike_7d
0.4777976323430869,0.0996434338797019,0.1195129786860086,-0.302408214463977,ITA,7964,0.1022099447513812,strike_7d
0.4725494312627743,0.1580596544318268,0.1887808071045182,-0.3300318325916394,CHL,7964,0.1712707182320442,strike_7d
0.4605242165050777,0.0247382075939591,0.0307871938981353,-0.0931320293130779,BOL,7964,0.0290055248618784,strike_7d
