url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon
https://www.dw.com/en/protest-against-far-right-politics-in-berlin/av-59087821,protests,0.9906092667916252,52.5167,13.4
https://www.nationthailand.com/international/40005691,flood,0.9898947662306912,15.0,100.0
https://www.theguardian.com/world/2021/aug/06/north-korea-homes-wreckeddamaged-and-and-bridges-washed-away-in-floods,flood,0.9866103869674638,35.9918,127.099
https://www.thenews.com.pk/print/887720-pti-backs-protesting-traders,protests,0.9838624195827304,24.8548,67.02
https://www.trtworld.com/asia/thai-protesters-take-to-streets-as-pm-survives-no-confidence-vote-49711,protests,0.9829571181642172,13.75,100.517
https://www.newser.com/story/310673/taliban-use-force-against-female-protesters.html,protests,0.981864981820878,34.3482,62.1997
https://www.republicworld.com/india-news/accidents-and-disasters/up-floods-adityanath-says-state-govt-stands-with-all-citizens.html,flood,0.9710571273121028,28.3333,82.5
https://punchng.com/us-based-nigerians-fret-as-raging-floods-submerge-states-kill-over-50/,flood,0.968877852818498,31.1801,-91.8749
https://punchng.com/how-doctors-frustrated-moves-to-avert-strike-fg/,protests,0.9669960043441164,6.45306,3.39583
https://ariananews.af/afghan-women-protest-to-defend-their-rights-in-kabul/,protests,0.9664299203995184,34.5167,69.1833
https://www.aninews.in/news/world/asia/pakistan-pdm-plans-to-hold-30-rallies-against-imran-khan-led-govt-by-2021-end20210904194038/,protests,0.9623060825838742,24.8667,67.05
https://www.mylondon.news/news/south-london-news/croydon-protests-far-rightanti-immigration-21484205,protests,0.9614645306892322,51.3833,-0.1
https://www.brandonsun.com/opinion/Rallies-may-not-have-sent-the-right-message-575241811.html,protests,0.956084922941072,43.6667,-79.4167
https://tolonews.com/afghanistan-174508,protests,0.9509430336973494,34.5167,69.1833
https://www.bangkokpost.com/thailand/general/2176407/short-rally-in-business-district-ends,protests,0.9495744327368912,12.7838,102.014
https://www.thenews.com.pk/print/887452-pti-backs-traders-protesting-against-closure-of-businesses-for-two-days-a-week,protests,0.9428301477450408,24.8667,67.05
https://www.msn.com/en-in/news/other/flood-situation-some-rivers-flowing-above-danger-level-in-bihar-up-water-in-assam-recedes/ar-AAO6ef2,flood,0.9427054040857844,27.25,82.9833
https://www.thisdaylive.com/index.php/2021/09/04/fg-explains-efforts-made-to-stop-doctors-strike/,protests,0.9423241953426268,6.45306,3.39583
https://www.cnn.com/2021/09/04/weather/ida-eastern-us-flooding-saturday/,flood,0.9422162970306456,40.314,-74.5089
https://wrrv.com/fishkill-hit-hard-by-ida-roadways-impacted/,flood,0.9410396081715248,,
https://en.antaranews.com/news/187546/flash-floods-destroy-20-houses-in-riaus-luda-village,flood,0.9362834734710272,38.9122,121.602
https://www.rfi.fr/en/thai-protesters-hit-the-streets-as-pm-clings-to-power,protests,0.9319415687346234,13.75,100.517
https://www.reuters.com/world/europe/protesters-block-roads-stop-enthronement-montenegros-top-cleric-2021-09-04/,protests,0.9302505919838492,42.3922,18.9225
https://www.jamaicaobserver.com/international/search-on-for-the-missing-death-toll-from-ida-flooding-in-us-north-east-now-at-49_230428?profile=1033,flood,0.9237579033680998,42.1497,-74.9384
https://abcnews.go.com/International/wireStory/thousands-protest-social-justice-inclusion-germany-79833230,protests,0.9190279790743424,52.5167,13.4
https://www.orissapost.com/taliban-fighters-force-abrupt-end-to-womens-protest-demanding-equal-rights/,protests,0.9176749994236584,34.5167,69.1833
https://newsinfo.inquirer.net/1483214/ntf-elcac-budget-up-75-funds-for-pgh-cut,protests,0.9143836312366184,,
https://www.aninews.in/news/national/general-news/bihar-govt-monitoring-flood-situation-rescue-work-underway-sanjay-jha20210904151339/,flood,0.9098200154920726,26.1667,85.9
https://www.thenews.com.pk/print/887776-pdm-planning-30-public-meetings-by-year-end,protests,0.908682872764355,51.5,-0.116667
https://www.wimbledonguardian.co.uk/news/national/19559584.500-arrested-extinction-rebellion-protests-continue-london/,protests,0.9002131490442684,51.5,-0.116667
https://www.warringtonguardian.co.uk/news/national/19559386.taliban-special-forces-bring-afghan-womens-protest-abrupt-end/,protests,0.8980709275002619,34.5167,69.1833
http://www.msn.com/en-nz/news/world/protesters-block-roads-to-stop-enthronement-of-montenegro-s-top-cleric/ar-AAO6kv1,protests,0.8950095926740611,44.8186,20.4681
https://kobi5.com/news/afghan-women-protest-for-their-rights-166079/,protests,0.8936040321997322,35.2648,69.4687
https://www.miningmx.com/opinion/columnists/47062-from-boardroom-606-to-zoom-how-sas-wage-negotiations-are-struggling-to-adapt/,labour_strike,0.8868923200194629,-30.0,26.0
https://wbckfm.com/boaters-rescued-from-capsized-boat-in-kalamazoo/,flood,0.8673587177969792,42.9634,-85.6681
https://www.bbc.co.uk/news/world-asia-58450230,protests,0.8656985697194605,34.3482,62.1997
