year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,,,,,,,,54.827108,-13.435879,2.327143,0,0
2018,,,,,,,,71.592904,-28.56334,2.908953,0,0
2019,,,,,,,,64.205151,-18.632793,2.139699,0,0
2020,,,,,,,,43.302159,-60.623377,0.889254,0,0
2021,,,,,,,,70.773698,-19.052655,1.436732,0,0
2022,,,,,,,,99.053835,-21.514027,2.947951,0,0
2023,,,,,,,,82.217781,-17.617816,3.958677,0,0
2024,,,,,,,,79.877186,-13.730733,4.206798,0,0
2025,,,,,,,,68.201808,-16.53271,4.291348,0,0
