feature,importance,fold_id,event_type,horizon,model_name,target
num__fao_oils_index_yoy_lag3m,0.0008477815,1,strike,7,model6_xgb_nolag,strike_7d
num__fao_oils_index_yoy_lag6m,0.0014394893,1,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_yoy_x_instability,0.0018501779,1,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_yoy_x_youth_unemp,0.0023702995,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_harmful_events,0.0,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_harmful_events_z,0.009585242,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_liberalising_events,0.0,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_liberalising_events_z,0.00299782,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_30d_count,0.0038872717,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_30d_count_z,0.0019346216,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_90d_count,0.0044149854,1,strike,7,model6_xgb_nolag,strike_7d
num__gta_90d_count_z,0.002552945,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_AUS,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_BOL,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_BRA,0.028044127,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_CAN,0.011439451,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_CHL,0.026831603,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_CHN,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_DEU,0.010187084,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ESP,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_FRA,0.0129326545,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_GBR,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_GRC,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_HUN,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_IDN,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_IND,0.10457827,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_IRL,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ITA,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_JPN,0.057544466,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_KEN,0.008461194,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_KOR,0.031248374,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_LAO,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MAR,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MEX,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MOZ,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MYS,0.0003936563,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_NAM,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_NLD,0.011840827,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_NOR,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_PER,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_PHL,0.014482418,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_POL,0.033895366,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_PRT,0.008542508,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_SWE,0.034799445,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_THA,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_TUR,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_USA,0.0056552133,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_VNM,0.0,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ZAF,0.045763012,1,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ZWE,0.03534579,1,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_7d,0.0026478823,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_30d,0.0018377727,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_90d,0.0034447114,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_vol_7d,0.006942869,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_vol_30d,0.013818126,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_14d,0.0028224383,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d,0.0019359266,2,strike,7,model6_xgb_nolag,strike_7d
num__yield_us10y,0.0027726225,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_30d_z,0.002019727,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_vol_30d_z,0.004717008,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d_z,0.004256528,2,strike,7,model6_xgb_nolag,strike_7d
num__copper_pct_30d,0.0034992222,2,strike,7,model6_xgb_nolag,strike_7d
num__copper_pct_90d,0.0026110813,2,strike,7,model6_xgb_nolag,strike_7d
num__copper_vol_30d,0.004617965,2,strike,7,model6_xgb_nolag,strike_7d
num__gold_pct_30d,0.0025917168,2,strike,7,model6_xgb_nolag,strike_7d
num__gold_vol_30d,0.003722276,2,strike,7,model6_xgb_nolag,strike_7d
num__platinum_pct_30d,0.0036189212,2,strike,7,model6_xgb_nolag,strike_7d
num__silver_pct_30d,0.0018542411,2,strike,7,model6_xgb_nolag,strike_7d
num__natgas_pct_30d,0.0033196395,2,strike,7,model6_xgb_nolag,strike_7d
num__vix_level,0.0031479804,2,strike,7,model6_xgb_nolag,strike_7d
num__vix_pct_30d,0.0039091725,2,strike,7,model6_xgb_nolag,strike_7d
num__vix_7d_ma,0.0025962123,2,strike,7,model6_xgb_nolag,strike_7d
num__dxy_level,0.005235246,2,strike,7,model6_xgb_nolag,strike_7d
num__dxy_pct_30d,0.0035131455,2,strike,7,model6_xgb_nolag,strike_7d
num__dxy_vol_30d,0.002944479,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d_lag30d,0.003927563,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d_lag60d,0.003526875,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d_lag90d,0.003711994,2,strike,7,model6_xgb_nolag,strike_7d
num__vix_pct_30d_lag30d,0.0025772501,2,strike,7,model6_xgb_nolag,strike_7d
num__vix_pct_30d_lag60d,0.0036621988,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_30d_lag30d,0.0029213852,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_30d_lag60d,0.0045270426,2,strike,7,model6_xgb_nolag,strike_7d
num__gdp_growth,0.014148262,2,strike,7,model6_xgb_nolag,strike_7d
num__gdp_per_capita_growth,0.0088831615,2,strike,7,model6_xgb_nolag,strike_7d
num__inflation_cpi_yoy,0.017272843,2,strike,7,model6_xgb_nolag,strike_7d
num__inflation_cpi_yoy_z,0.0041845865,2,strike,7,model6_xgb_nolag,strike_7d
num__unemployment_total,0.057721987,2,strike,7,model6_xgb_nolag,strike_7d
num__unemployment_youth,0.01968355,2,strike,7,model6_xgb_nolag,strike_7d
num__unemployment_sa,0.011145118,2,strike,7,model6_xgb_nolag,strike_7d
num__unemployment_rate,0.010784465,2,strike,7,model6_xgb_nolag,strike_7d
num__unemployment_rate_z,0.007928293,2,strike,7,model6_xgb_nolag,strike_7d
num__political_stability_est,0.023271244,2,strike,7,model6_xgb_nolag,strike_7d
num__voice_accountability_est,0.007833137,2,strike,7,model6_xgb_nolag,strike_7d
num__government_effectiveness_est,0.025493028,2,strike,7,model6_xgb_nolag,strike_7d
num__rule_of_law_est,0.08406969,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_pct_30d_x_instability,0.0020536298,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d_x_inflation,0.0024936455,2,strike,7,model6_xgb_nolag,strike_7d
num__food_cpi_inflation,0.0042590844,2,strike,7,model6_xgb_nolag,strike_7d
num__food_cpi_inflation_z,0.0058236346,2,strike,7,model6_xgb_nolag,strike_7d
num__energy_cpi_inflation,0.0046973564,2,strike,7,model6_xgb_nolag,strike_7d
num__energy_cpi_inflation_z,0.0045457887,2,strike,7,model6_xgb_nolag,strike_7d
num__gini_coef,0.049902745,2,strike,7,model6_xgb_nolag,strike_7d
num__covid_period,0.0,2,strike,7,model6_xgb_nolag,strike_7d
num__fx_trend_consistent,0.0,2,strike,7,model6_xgb_nolag,strike_7d
num__inflation_accel,0.006538582,2,strike,7,model6_xgb_nolag,strike_7d
num__copper_pct_30d_x_copper_prod,0.0045123035,2,strike,7,model6_xgb_nolag,strike_7d
num__gold_pct_30d_x_gold_prod,0.055439692,2,strike,7,model6_xgb_nolag,strike_7d
num__platinum_pct_30d_x_plat_prod,0.071823284,2,strike,7,model6_xgb_nolag,strike_7d
num__oil_brent_pct_30d_x_net_importer,0.0026039483,2,strike,7,model6_xgb_nolag,strike_7d
num__month_sin,0.006591014,2,strike,7,model6_xgb_nolag,strike_7d
num__month_cos,0.007706708,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_index_yoy,0.0018918653,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_index_yoy,0.0026530325,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_oils_index_yoy,0.004912995,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_index_yoy_above90,0.0,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_index_yoy_above90,0.0,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_index_yoy_lag1m,0.003999236,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_index_yoy_lag3m,0.005284671,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_index_yoy_lag6m,0.0005229094,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_index_yoy_lag1m,0.0071760123,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_index_yoy_lag3m,0.0054382924,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_index_yoy_lag6m,0.004150584,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_oils_index_yoy_lag1m,0.006179237,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_oils_index_yoy_lag3m,0.0046794596,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_oils_index_yoy_lag6m,0.0041956995,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_cereals_yoy_x_instability,0.0048506064,2,strike,7,model6_xgb_nolag,strike_7d
num__fao_food_yoy_x_youth_unemp,0.0029662063,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_harmful_events,0.0,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_harmful_events_z,0.014939051,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_liberalising_events,0.0,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_liberalising_events_z,0.00498047,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_30d_count,0.0043206,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_30d_count_z,0.0034206698,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_90d_count,0.006450291,2,strike,7,model6_xgb_nolag,strike_7d
num__gta_90d_count_z,0.005181736,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_AUS,0.0026348906,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_BOL,0.0033257818,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_BRA,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_CAN,0.0037803156,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_CHL,0.0058545815,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_CHN,0.003907832,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_DEU,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ESP,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_FRA,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_GBR,0.00975366,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_GRC,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_HUN,0.0026125547,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_IDN,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_IND,0.06427839,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_IRL,0.0037030722,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ITA,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_JPN,0.0038215024,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_KEN,0.010760936,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_KOR,0.0039239773,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_LAO,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MAR,0.01134928,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MEX,0.00494595,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MOZ,0.005249469,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_MYS,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_NAM,0.003423526,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_NLD,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_NOR,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_PER,0.004054154,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_PHL,0.02038163,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_POL,0.0077852216,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_PRT,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_SWE,0.0040907557,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_THA,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_TUR,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_USA,0.004267259,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_VNM,0.0,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ZAF,0.07723961,2,strike,7,model6_xgb_nolag,strike_7d
fe__country_iso3_ZWE,0.0,2,strike,7,model6_xgb_nolag,strike_7d
