model_name,feature,mean_abs_shap,mean_shap,target
model6_xgb_nolag,num__platinum_pct_30d,0.0032029715,0.0009561316,protest_7d
model6_xgb_nolag,fe__country_iso3_ZWE,0.0031695673,-0.0007678169,protest_7d
model6_xgb_nolag,num__month_cos,0.0030542016,-0.00031499605,protest_7d
model6_xgb_nolag,fe__country_iso3_IRL,0.0030315914,-0.00041720129,protest_7d
model6_xgb_nolag,num__copper_vol_30d,0.0030140956,0.0013621991,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d,0.0030014226,0.00086279365,protest_7d
model6_xgb_nolag,num__fx_pct_30d_z,0.0029170886,-0.0012766169,protest_7d
model6_xgb_nolag,fe__country_iso3_PRT,0.0028551565,0.00048896164,protest_7d
model6_xgb_nolag,num__oil_brent_pct_14d,0.002806323,0.00075046835,protest_7d
model6_xgb_nolag,num__vix_pct_30d,0.0026700667,-0.00013278903,protest_7d
model6_xgb_nolag,num__vix_pct_30d_lag30d,0.0025398224,-0.00011706035,protest_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_lag6m,0.0024989606,-0.00016356893,protest_7d
model6_xgb_nolag,num__fao_oils_index_yoy_lag3m,0.002460787,0.0020299633,protest_7d
model6_xgb_nolag,num__platinum_pct_30d_x_plat_prod,0.0024449243,-0.0007268491,protest_7d
model6_xgb_nolag,fe__country_iso3_KOR,0.0024233994,-0.0011679588,protest_7d
model6_xgb_nolag,fe__country_iso3_TUR,0.0024055191,-0.0007481825,protest_7d
model6_xgb_nolag,num__copper_pct_30d_x_copper_prod,0.0023176859,-0.00060316315,protest_7d
model6_xgb_nolag,num__gold_pct_30d,0.002313095,0.00015146771,protest_7d
model6_xgb_nolag,num__fao_food_index_yoy_lag1m,0.0023106183,-0.0019366264,protest_7d
model6_xgb_nolag,num__vix_level,0.0022115684,0.00077148934,protest_7d
model6_xgb_nolag,fe__country_iso3_DEU,0.0019159755,-0.00075137767,protest_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_lag3m,0.0019057875,0.00026238195,protest_7d
model6_xgb_nolag,fe__country_iso3_BRA,0.0017718415,-0.00014966226,protest_7d
model6_xgb_nolag,fe__country_iso3_CHL,0.0016150719,0.00028224342,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d_x_net_importer,0.0015447988,0.00059313036,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d_z,0.0013419825,0.0002601071,protest_7d
model6_xgb_nolag,num__fx_pct_7d,0.0011943281,-1.990614e-05,protest_7d
model6_xgb_nolag,fe__country_iso3_BOL,0.0011577146,-0.00028889402,protest_7d
model6_xgb_nolag,num__fao_food_index_yoy_lag6m,0.0010465917,0.0007694697,protest_7d
model6_xgb_nolag,num__fao_oils_index_yoy_lag6m,0.0010088203,0.00062096375,protest_7d
model6_xgb_nolag,fe__country_iso3_SWE,0.0009346651,0.0001024278,protest_7d
model6_xgb_nolag,fe__country_iso3_GRC,0.0009338134,0.00053318794,protest_7d
model6_xgb_nolag,num__fx_trend_consistent,0.0008334941,-0.00031669796,protest_7d
model6_xgb_nolag,fe__country_iso3_USA,0.0005900244,0.00028506143,protest_7d
model6_xgb_nolag,fe__country_iso3_LAO,0.00057640986,-0.00015412786,protest_7d
model6_xgb_nolag,fe__country_iso3_VNM,0.0004887339,0.00026537178,protest_7d
model6_xgb_nolag,fe__country_iso3_NLD,0.00048615708,0.000101198406,protest_7d
model6_xgb_nolag,fe__country_iso3_ESP,0.0004789695,-0.0001542292,protest_7d
model6_xgb_nolag,fe__country_iso3_NOR,0.0004643972,4.5795587e-05,protest_7d
model6_xgb_nolag,fe__country_iso3_JPN,0.0004214254,5.945691e-05,protest_7d
model6_xgb_nolag,fe__country_iso3_POL,0.00039363187,0.000113204595,protest_7d
model6_xgb_nolag,fe__country_iso3_CHN,0.00035929948,2.2510561e-05,protest_7d
model6_xgb_nolag,fe__country_iso3_KEN,6.755972e-05,2.0346142e-05,protest_7d
model6_xgb_nolag,fe__country_iso3_HUN,0.0,0.0,protest_7d
model6_xgb_nolag,fe__country_iso3_IDN,0.0,0.0,protest_7d
model6_xgb_nolag,fe__country_iso3_ITA,0.0,0.0,protest_7d
model6_xgb_nolag,fe__country_iso3_MAR,0.0,0.0,protest_7d
model6_xgb_nolag,fe__country_iso3_MEX,0.0,0.0,protest_7d
model6_xgb_nolag,fe__country_iso3_PER,0.0,0.0,protest_7d
model6_xgb_nolag,fe__country_iso3_THA,0.0,0.0,protest_7d
model6_xgb_nolag,num__covid_period,0.0,0.0,protest_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_above90,0.0,0.0,protest_7d
model6_xgb_nolag,num__fao_food_index_yoy_above90,0.0,0.0,protest_7d
model6_xgb_nolag,num__gta_harmful_events,0.0,0.0,protest_7d
model6_xgb_nolag,num__gta_liberalising_events,0.0,0.0,protest_7d
model6_xgb_nolag,num__inflation_accel,0.0,0.0,protest_7d
model6_xgb_nolag,num__rule_of_law_est,0.4237848,-0.072187334,strike_7d
model6_xgb_nolag,num__government_effectiveness_est,0.14703584,-0.025951035,strike_7d
model6_xgb_nolag,num__gini_coef,0.13276166,-0.039184365,strike_7d
model6_xgb_nolag,num__gold_pct_30d_x_gold_prod,0.1308638,-0.014986555,strike_7d
model6_xgb_nolag,num__gdp_per_capita_growth,0.12128752,-0.11188313,strike_7d
model6_xgb_nolag,num__unemployment_total,0.117012404,-0.034328375,strike_7d
model6_xgb_nolag,fe__country_iso3_IND,0.08643395,-0.016532362,strike_7d
model6_xgb_nolag,num__inflation_cpi_yoy,0.085360296,-0.034701593,strike_7d
model6_xgb_nolag,num__political_stability_est,0.07749684,-0.03305264,strike_7d
model6_xgb_nolag,num__voice_accountability_est,0.07278769,-0.005017031,strike_7d
model6_xgb_nolag,num__fx_vol_30d,0.06996906,-0.0034065614,strike_7d
model6_xgb_nolag,num__copper_vol_30d,0.0580649,0.05485451,strike_7d
model6_xgb_nolag,num__unemployment_youth,0.0575073,-0.01195648,strike_7d
model6_xgb_nolag,num__gdp_growth,0.05551007,-0.036915623,strike_7d
model6_xgb_nolag,fe__country_iso3_ZAF,0.053922225,-0.017377747,strike_7d
model6_xgb_nolag,num__unemployment_rate_z,0.043497466,-0.005356576,strike_7d
model6_xgb_nolag,num__unemployment_rate,0.039060332,-0.014433227,strike_7d
model6_xgb_nolag,fe__country_iso3_GBR,0.03747524,0.010991589,strike_7d
model6_xgb_nolag,num__gta_90d_count,0.03688276,0.016218374,strike_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_lag1m,0.035680134,0.034203507,strike_7d
model6_xgb_nolag,num__gta_harmful_events_z,0.033647496,0.004922633,strike_7d
model6_xgb_nolag,num__fao_food_index_yoy,0.033440556,0.01788797,strike_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_lag3m,0.031926915,-0.031156648,strike_7d
model6_xgb_nolag,num__unemployment_sa,0.030730648,-0.0051994054,strike_7d
model6_xgb_nolag,num__fao_food_yoy_x_youth_unemp,0.03014099,-0.029630974,strike_7d
model6_xgb_nolag,num__gta_30d_count_z,0.026703978,-0.015025459,strike_7d
model6_xgb_nolag,num__fao_cereals_index_yoy,0.025937125,-0.023600178,strike_7d
model6_xgb_nolag,num__copper_pct_30d_x_copper_prod,0.02556398,-0.0054297782,strike_7d
model6_xgb_nolag,num__gold_vol_30d,0.023418313,0.015366044,strike_7d
model6_xgb_nolag,num__fx_pct_30d_lag60d,0.023396576,-0.0014913705,strike_7d
model6_xgb_nolag,num__vix_pct_30d,0.022734955,0.0043662237,strike_7d
model6_xgb_nolag,num__energy_cpi_inflation,0.022211798,-0.0058827745,strike_7d
model6_xgb_nolag,num__food_cpi_inflation,0.019535271,-0.0014560341,strike_7d
model6_xgb_nolag,num__fx_pct_90d,0.019239152,-0.010965311,strike_7d
model6_xgb_nolag,num__fx_vol_7d,0.018238407,3.49897e-05,strike_7d
model6_xgb_nolag,num__gta_90d_count_z,0.017907623,0.00078837,strike_7d
model6_xgb_nolag,num__dxy_pct_30d,0.017325021,-0.0034703144,strike_7d
model6_xgb_nolag,num__fao_cereals_yoy_x_instability,0.016591407,0.01285004,strike_7d
model6_xgb_nolag,num__dxy_level,0.016173841,-0.005023521,strike_7d
model6_xgb_nolag,num__food_cpi_inflation_z,0.01614187,-0.005425056,strike_7d
model6_xgb_nolag,num__yield_us10y,0.014333105,-0.007369759,strike_7d
model6_xgb_nolag,num__platinum_pct_30d_x_plat_prod,0.013709821,-0.0045333765,strike_7d
model6_xgb_nolag,fe__country_iso3_MOZ,0.013633903,-0.0063418127,strike_7d
model6_xgb_nolag,fe__country_iso3_USA,0.013428084,0.0068855737,strike_7d
model6_xgb_nolag,num__fx_pct_7d,0.012386603,-0.00247229,strike_7d
model6_xgb_nolag,num__month_sin,0.011610969,-0.0005764967,strike_7d
model6_xgb_nolag,fe__country_iso3_PHL,0.011267571,-0.003190042,strike_7d
model6_xgb_nolag,fe__country_iso3_KOR,0.011253119,-0.0005306094,strike_7d
model6_xgb_nolag,fe__country_iso3_POL,0.010891975,-0.0026323344,strike_7d
model6_xgb_nolag,num__energy_cpi_inflation_z,0.009753,-0.002251604,strike_7d
model6_xgb_nolag,num__fao_oils_index_yoy_lag6m,0.0096837,0.009562427,strike_7d
model6_xgb_nolag,num__platinum_pct_30d,0.009673661,-0.0009838378,strike_7d
model6_xgb_nolag,num__gta_liberalising_events_z,0.009105929,-0.0026494132,strike_7d
model6_xgb_nolag,num__natgas_pct_30d,0.009050406,-0.0006228056,strike_7d
model6_xgb_nolag,num__copper_pct_90d,0.008875586,0.0012554375,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d_lag60d,0.008770592,0.0035090665,strike_7d
model6_xgb_nolag,num__vix_level,0.008040829,0.007972243,strike_7d
model6_xgb_nolag,fe__country_iso3_MAR,0.007877105,-0.0015966793,strike_7d
model6_xgb_nolag,fe__country_iso3_JPN,0.0078102024,-0.0016276224,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d_x_inflation,0.0075633572,0.00360675,strike_7d
model6_xgb_nolag,num__fao_food_index_yoy_lag6m,0.0072893975,0.004196101,strike_7d
model6_xgb_nolag,num__fx_pct_30d,0.007223274,-0.0019117867,strike_7d
model6_xgb_nolag,num__vix_pct_30d_lag30d,0.0072021903,-0.0035878443,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d_lag30d,0.007124502,-0.003144559,strike_7d
model6_xgb_nolag,num__vix_7d_ma,0.0069719087,0.006145953,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d_x_net_importer,0.0068433424,0.001495937,strike_7d
model6_xgb_nolag,num__silver_pct_30d,0.0064305435,-0.0029834008,strike_7d
model6_xgb_nolag,num__fx_pct_30d_lag30d,0.0062827053,0.00024173231,strike_7d
model6_xgb_nolag,num__fao_food_index_yoy_lag3m,0.0062319795,0.006146859,strike_7d
model6_xgb_nolag,num__gta_30d_count,0.006111532,-0.0009784168,strike_7d
model6_xgb_nolag,num__fx_vol_30d_z,0.005176419,-0.002659317,strike_7d
model6_xgb_nolag,num__oil_brent_pct_14d,0.005149165,0.001785856,strike_7d
model6_xgb_nolag,fe__country_iso3_SWE,0.005023296,-0.00046824053,strike_7d
model6_xgb_nolag,fe__country_iso3_CAN,0.0046945643,0.0003576221,strike_7d
model6_xgb_nolag,num__month_cos,0.0042994707,-0.0005807309,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d,0.004229868,0.0018813161,strike_7d
model6_xgb_nolag,num__vix_pct_30d_lag60d,0.0041622506,-0.00091658405,strike_7d
model6_xgb_nolag,num__copper_pct_30d,0.0036349853,-0.0011406471,strike_7d
model6_xgb_nolag,num__fao_oils_index_yoy_lag1m,0.0034760265,-0.0034760265,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d_z,0.003452671,-0.002454366,strike_7d
model6_xgb_nolag,fe__country_iso3_CHL,0.0033418885,0.0007381217,strike_7d
model6_xgb_nolag,num__oil_brent_pct_30d_lag90d,0.0032974938,-0.0007561003,strike_7d
model6_xgb_nolag,fe__country_iso3_IRL,0.0030633912,-0.00031972505,strike_7d
model6_xgb_nolag,num__inflation_cpi_yoy_z,0.0029773512,-0.002483294,strike_7d
model6_xgb_nolag,num__dxy_vol_30d,0.0028690891,-0.0008622168,strike_7d
model6_xgb_nolag,num__fao_food_index_yoy_lag1m,0.0027813332,-0.0008243875,strike_7d
model6_xgb_nolag,num__fao_oils_index_yoy,0.0025426485,0.0021461968,strike_7d
model6_xgb_nolag,num__fx_pct_30d_x_instability,0.0023587695,-0.00044514379,strike_7d
model6_xgb_nolag,fe__country_iso3_BOL,0.0021841184,-0.0010999216,strike_7d
model6_xgb_nolag,num__fx_pct_30d_z,0.0020071908,0.00013431277,strike_7d
model6_xgb_nolag,fe__country_iso3_FRA,0.0020020755,-0.0006454123,strike_7d
model6_xgb_nolag,fe__country_iso3_KEN,0.0019972343,-0.0006728368,strike_7d
model6_xgb_nolag,fe__country_iso3_AUS,0.0019757838,1.2987114e-05,strike_7d
model6_xgb_nolag,fe__country_iso3_ZWE,0.0016445629,-0.00052667514,strike_7d
model6_xgb_nolag,fe__country_iso3_BRA,0.0015319013,0.00036200893,strike_7d
model6_xgb_nolag,fe__country_iso3_MEX,0.0015281643,-0.00022913255,strike_7d
model6_xgb_nolag,num__gold_pct_30d,0.0012687084,-4.112444e-07,strike_7d
model6_xgb_nolag,fe__country_iso3_HUN,0.0011833521,-0.0003073289,strike_7d
model6_xgb_nolag,num__fao_oils_index_yoy_lag3m,0.0011218537,-0.0007797108,strike_7d
model6_xgb_nolag,fe__country_iso3_DEU,0.0010581797,-0.00048139016,strike_7d
model6_xgb_nolag,fe__country_iso3_NLD,0.0009783759,-0.00032308284,strike_7d
model6_xgb_nolag,num__inflation_accel,0.00097604113,-0.0002954995,strike_7d
model6_xgb_nolag,fe__country_iso3_PRT,0.000915103,4.1520266e-06,strike_7d
model6_xgb_nolag,fe__country_iso3_NAM,0.00077468966,-0.00033668432,strike_7d
model6_xgb_nolag,fe__country_iso3_PER,0.0007737733,-0.00025118908,strike_7d
model6_xgb_nolag,fe__country_iso3_CHN,0.0006484542,-0.00025913122,strike_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_lag6m,0.0004773438,0.00044467702,strike_7d
model6_xgb_nolag,num__fx_trend_consistent,0.00020152527,7.3191055e-05,strike_7d
model6_xgb_nolag,fe__country_iso3_MYS,9.1170354e-05,-6.321739e-05,strike_7d
model6_xgb_nolag,fe__country_iso3_ESP,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_GRC,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_IDN,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_ITA,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_LAO,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_NOR,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_THA,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_TUR,0.0,0.0,strike_7d
model6_xgb_nolag,fe__country_iso3_VNM,0.0,0.0,strike_7d
model6_xgb_nolag,num__covid_period,0.0,0.0,strike_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_above90,0.0,0.0,strike_7d
model6_xgb_nolag,num__fao_food_index_yoy_above90,0.0,0.0,strike_7d
model6_xgb_nolag,num__gta_harmful_events,0.0,0.0,strike_7d
model6_xgb_nolag,num__gta_liberalising_events,0.0,0.0,strike_7d
