model_name,feature,mean_abs_shap,mean_shap,target
model6_xgb_nolag,num__rule_of_law_est,0.21111262,0.03155701,protest_7d
model6_xgb_nolag,num__government_effectiveness_est,0.19072583,-0.017612623,protest_7d
model6_xgb_nolag,num__political_stability_est,0.14560291,-0.010076101,protest_7d
model6_xgb_nolag,num__gini_coef,0.09868269,-0.01642359,protest_7d
model6_xgb_nolag,num__gold_pct_30d_x_gold_prod,0.088659585,0.014147237,protest_7d
model6_xgb_nolag,num__gdp_per_capita_growth,0.08562952,-0.07839343,protest_7d
model6_xgb_nolag,num__unemployment_youth,0.08029157,0.014382912,protest_7d
model6_xgb_nolag,num__voice_accountability_est,0.070284426,-0.0012964508,protest_7d
model6_xgb_nolag,num__gta_90d_count,0.06758603,0.019689186,protest_7d
model6_xgb_nolag,num__inflation_cpi_yoy,0.046731435,0.0031295232,protest_7d
model6_xgb_nolag,num__unemployment_total,0.04666484,-0.0067119123,protest_7d
model6_xgb_nolag,num__fx_vol_30d,0.040542364,0.0025785146,protest_7d
model6_xgb_nolag,num__gdp_growth,0.0365929,-0.016411506,protest_7d
model6_xgb_nolag,num__gta_harmful_events_z,0.033296485,0.0019556708,protest_7d
model6_xgb_nolag,num__energy_cpi_inflation,0.03325645,0.019117625,protest_7d
model6_xgb_nolag,num__unemployment_rate,0.027961658,-0.004365709,protest_7d
model6_xgb_nolag,num__unemployment_sa,0.024421956,0.008129695,protest_7d
model6_xgb_nolag,fe__country_iso3_IND,0.02277654,-0.0017372943,protest_7d
model6_xgb_nolag,num__fao_food_index_yoy,0.018209428,-0.017869906,protest_7d
model6_xgb_nolag,num__unemployment_rate_z,0.017413897,0.0017495886,protest_7d
model6_xgb_nolag,fe__country_iso3_ZAF,0.013811545,0.0012546264,protest_7d
model6_xgb_nolag,fe__country_iso3_MYS,0.013695659,-0.0031120419,protest_7d
model6_xgb_nolag,num__gta_liberalising_events_z,0.013664518,0.005844581,protest_7d
model6_xgb_nolag,num__energy_cpi_inflation_z,0.0132768415,-0.0073352824,protest_7d
model6_xgb_nolag,num__food_cpi_inflation,0.013172148,-0.003411924,protest_7d
model6_xgb_nolag,fe__country_iso3_PHL,0.012398254,-0.0013911666,protest_7d
model6_xgb_nolag,fe__country_iso3_GBR,0.011781946,0.000959107,protest_7d
model6_xgb_nolag,num__fao_food_yoy_x_youth_unemp,0.011236223,-0.009629259,protest_7d
model6_xgb_nolag,num__dxy_level,0.011177643,-0.004935361,protest_7d
model6_xgb_nolag,num__food_cpi_inflation_z,0.011175301,-0.0019787312,protest_7d
model6_xgb_nolag,num__fao_cereals_index_yoy,0.010860864,-0.010096164,protest_7d
model6_xgb_nolag,num__copper_pct_90d,0.010276932,0.00475733,protest_7d
model6_xgb_nolag,num__fao_oils_index_yoy,0.009657232,0.008057611,protest_7d
model6_xgb_nolag,num__vix_7d_ma,0.009487725,-0.004474809,protest_7d
model6_xgb_nolag,num__inflation_cpi_yoy_z,0.00928181,0.0012849357,protest_7d
model6_xgb_nolag,num__gta_90d_count_z,0.009138855,-0.0036166487,protest_7d
model6_xgb_nolag,num__yield_us10y,0.008903864,0.0066713654,protest_7d
model6_xgb_nolag,num__gta_30d_count,0.008220696,0.0009423194,protest_7d
model6_xgb_nolag,fe__country_iso3_MOZ,0.0076434645,-0.0006639355,protest_7d
model6_xgb_nolag,num__gta_30d_count_z,0.007387235,-0.0035290695,protest_7d
model6_xgb_nolag,fe__country_iso3_NAM,0.0071182176,-0.0002884003,protest_7d
model6_xgb_nolag,num__dxy_vol_30d,0.006626836,-0.0010005996,protest_7d
model6_xgb_nolag,num__silver_pct_30d,0.006570739,-0.00017325424,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d_lag30d,0.0062603983,-0.00070146815,protest_7d
model6_xgb_nolag,fe__country_iso3_AUS,0.0062287264,-0.00035942544,protest_7d
model6_xgb_nolag,num__dxy_pct_30d,0.0061880862,7.8684076e-05,protest_7d
model6_xgb_nolag,num__fao_cereals_yoy_x_instability,0.0059017492,-0.0029556165,protest_7d
model6_xgb_nolag,num__fx_vol_30d_z,0.0058878073,0.0020596602,protest_7d
model6_xgb_nolag,num__fx_vol_7d,0.0056757126,0.00023923937,protest_7d
model6_xgb_nolag,num__vix_pct_30d_lag60d,0.005468918,-0.00032480693,protest_7d
model6_xgb_nolag,num__fx_pct_30d_x_instability,0.0051484145,-0.00016542544,protest_7d
model6_xgb_nolag,fe__country_iso3_CAN,0.005125434,-0.00010192589,protest_7d
model6_xgb_nolag,fe__country_iso3_FRA,0.0050458116,-0.0012463966,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d_lag90d,0.00489243,0.0004044366,protest_7d
model6_xgb_nolag,num__month_sin,0.004775577,-0.00017010624,protest_7d
model6_xgb_nolag,num__fx_pct_30d,0.0045710173,0.00032703846,protest_7d
model6_xgb_nolag,num__fx_pct_30d_lag30d,0.0044028303,-0.000705904,protest_7d
model6_xgb_nolag,num__fx_pct_90d,0.004359969,-7.146844e-05,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d_lag60d,0.0042288294,0.0018389862,protest_7d
model6_xgb_nolag,num__gold_vol_30d,0.00407004,0.0014752888,protest_7d
model6_xgb_nolag,num__oil_brent_pct_30d_x_inflation,0.003630051,0.00039292895,protest_7d
model6_xgb_nolag,num__copper_pct_30d,0.0035235789,-5.921795e-05,protest_7d
model6_xgb_nolag,num__fx_pct_30d_lag60d,0.0035011498,-0.0003098744,protest_7d
model6_xgb_nolag,num__fao_oils_index_yoy_lag1m,0.0034883646,0.0022843266,protest_7d
model6_xgb_nolag,num__fao_food_index_yoy_lag3m,0.0034649838,0.0027241814,protest_7d
model6_xgb_nolag,num__natgas_pct_30d,0.0033186213,0.0007236305,protest_7d
model6_xgb_nolag,num__fao_cereals_index_yoy_lag1m,0.003236012,0.0006117185,protest_7d
