model_name,fold_id,event_type,horizon,roc_auc_raw,pr_auc_raw,brier_raw,roc_auc,pr_auc,brier,brier_val_isotonic,brier_val_sigmoid,cal_method,target
model6_xgb_nolag,1,protest,7,0.8209118772319101,0.7736164853859439,0.1872076112627014,0.8191818131700698,0.751662094071643,0.1627098687372842,0.1573164423895697,0.162649852567572,isotonic,protest_7d
model6_xgb_nolag,2,protest,7,0.8431830831621823,0.7957687529292085,0.1680388635968924,0.8413289658461737,0.7754055989651605,0.1492265969338052,0.147065692688403,0.1509753725684861,isotonic,protest_7d
model6_xgb_nolag,1,strike,7,0.8508313223780215,0.6497013275200065,0.1860252933829435,0.8494148926208303,0.6290120083305589,0.1168066064914877,0.1080652406750145,0.1134313219056384,isotonic,strike_7d
model6_xgb_nolag,2,strike,7,0.8800416497702495,0.7623906812629926,0.1239788834199983,0.8774186802210665,0.7335952698851429,0.0966963296071139,0.0952954490077021,0.0994231707977688,isotonic,strike_7d
