year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,107.30000305175781,101.08999633789062,-5.7875,0.005019,0.006696,3.042352,-4.075322,54.827108,-13.435879,2.327143,364,0
2018,100.62000274658203,110.44999694824219,9.7694,0.003952,0.006004,6.084129,-5.163955,71.592904,-28.56334,2.908953,365,17
2019,110.19999694824219,112.6607894897461,2.233,0.00412,0.007918,4.973801,-4.449939,64.205151,-18.632793,2.139699,365,0
2020,112.84612274169922,115.87044525146484,2.68,0.003779,0.008274,7.320717,-2.617835,43.302159,-60.623377,0.889254,366,27
2021,115.4982681274414,117.5440902709961,1.7713,0.003341,0.005806,3.544233,-3.530352,70.773698,-19.052655,1.436732,365,0
2022,117.5440902709961,130.82012939453125,11.2945,0.004022,0.007706,5.015509,-2.000128,99.053835,-21.514027,2.947951,365,1
2023,130.82012939453125,132.24928283691406,1.0925,0.003587,0.005676,2.090365,-1.827299,82.217781,-17.617816,3.958677,365,0
2024,131.81402587890625,135.15675354003906,2.5359,0.002632,0.004182,1.780825,-1.304422,79.877186,-13.730733,4.206798,366,0
2025,135.15675354003906,142.42578125,5.3782,0.004033,0.006021,3.428132,-2.702914,68.201808,-16.53271,4.291348,365,0
