month,model_name,roc_auc,pr_auc,brier,brier_skill_score
2020-01,model5_xgb,0.8628071387031114,0.741409222523886,0.1155868298470182,0.3859004324017903
2020-02,model5_xgb,0.8518666608718328,0.7677774704632585,0.1354859719463487,0.2467800801388007
2020-03,model5_xgb,0.8676509824847762,0.7687409347211979,0.1144657996663169,0.343522488377873
2020-04,model5_xgb,0.905235892691952,0.8092381822198534,0.0787691769693251,0.5012621352760909
2020-05,model5_xgb,0.9303885513271506,0.8699074157589487,0.0791060853880281,0.5377843700189542
2020-06,model5_xgb,0.9229138811231312,0.8665337861833988,0.0896781516285788,0.5336984100964752
2020-07,model5_xgb,0.883625434248019,0.812442213492088,0.1387577858357581,0.2083234351137954
2020-08,model5_xgb,0.9331328511610202,0.8410840165181096,0.0900444491348155,0.4989864466850923
2020-09,model5_xgb,0.8892020356614033,0.76693513617956,0.1199756704677089,0.3188137116675301
2020-10,model5_xgb,0.9298184549434848,0.8125756610565402,0.0988661095973872,0.3381633266967475
2020-11,model5_xgb,0.9080948703805848,0.7951583464100618,0.0850077132277231,0.4865215283511079
2020-12,model5_xgb,0.8599126911575588,0.7671231124559348,0.1107952520798387,0.3726959806351361
2021-01,model5_xgb,0.9503575076608785,0.8552980115464035,0.0718021567640546,0.53389950570218
2021-02,model5_xgb,0.91732693911593,0.8500040183785764,0.0725284989275063,0.5491679318959035
2021-03,model5_xgb,0.8670049996522654,0.7489253524861041,0.1100522643494918,0.3784771391223579
2021-04,model5_xgb,0.8764093580147092,0.7820511072199492,0.1123660498788541,0.3718668019194489
2021-05,model5_xgb,0.8881502051476335,0.8218883097721634,0.1012046217332249,0.4037866758843034
2021-06,model5_xgb,0.9128236578447116,0.812049244165621,0.1031730871523193,0.4047029112754535
2021-07,model5_xgb,0.9230964467005076,0.8436471588614454,0.0856538329954402,0.4325662605755617
2021-08,model5_xgb,0.9176298786817682,0.8159015149561765,0.0949571425817181,0.4623686837592057
2021-09,model5_xgb,0.9191299292545524,0.8122339657824335,0.1039426478254206,0.4174673678099277
2021-10,model5_xgb,0.9154529474543286,0.8305017537135722,0.0936296896080631,0.4630205194299572
2021-11,model5_xgb,0.8984067370738832,0.8280982415105681,0.0982599804690179,0.4028789392569569
2021-12,model5_xgb,0.901413543721236,0.7936624960257755,0.1092888422535805,0.2131203357742201
2020-01,model6_xgb_nolag,0.8572023117185229,0.73837585205997,0.1213603528861174,0.3552263667965506
2020-02,model6_xgb_nolag,0.8549263331739754,0.7768594698079746,0.1329303696673303,0.2609876804987965
2020-03,model6_xgb_nolag,0.8610984682026492,0.7752025923203015,0.1213726167941401,0.3039109176334218
2020-04,model6_xgb_nolag,0.9194125809435708,0.8081055483777304,0.084577052006232,0.4644887766358414
2020-05,model6_xgb_nolag,0.9259713783178763,0.8649160021797146,0.0823835674772944,0.5186340930053596
2020-06,model6_xgb_nolag,0.9089013309833476,0.859205780225011,0.0879062874229559,0.5429116139947565
2020-07,model6_xgb_nolag,0.8845817557281705,0.8200740835234331,0.1199162473351337,0.3158230207226449
2020-08,model6_xgb_nolag,0.9372173582032736,0.8559360800378977,0.0876645855446722,0.5122281725789033
2020-09,model6_xgb_nolag,0.8953198037337049,0.7792902342519954,0.1085849424773547,0.3834868882449643
2020-10,model6_xgb_nolag,0.9236058951765072,0.8131543117552203,0.1055799482541078,0.2932190615713789
2020-11,model6_xgb_nolag,0.9149784886927744,0.807958263049859,0.0915278591655989,0.4471374013820701
2020-12,model6_xgb_nolag,0.8566628189832819,0.762592503324104,0.1174163467528908,0.3352084599784934
2021-01,model6_xgb_nolag,0.9321934538348802,0.8426591535229453,0.081921372054113,0.468211071521837
2021-02,model6_xgb_nolag,0.9092551084236864,0.8313169471793931,0.0744548566677654,0.5371938271399588
2021-03,model6_xgb_nolag,0.8511212512267308,0.7478662721009799,0.1053847006961638,0.4048373192812342
2021-04,model6_xgb_nolag,0.8747085318991673,0.7699091997369364,0.1083815669666854,0.3941403088818823
2021-05,model6_xgb_nolag,0.884125845377528,0.8132421606579078,0.1028780244961202,0.3939283808107822
2021-06,model6_xgb_nolag,0.9293021256148604,0.8254390194515225,0.0988119108465113,0.4298664072017614
2021-07,model6_xgb_nolag,0.931340645395214,0.845182901789682,0.0811856932151216,0.4621664918220983
2021-08,model6_xgb_nolag,0.9063734680280752,0.7806327354279687,0.1013635692747574,0.4260965769778249
2021-09,model6_xgb_nolag,0.9257868793397092,0.8285140571551179,0.0986270097263116,0.4472581487687179
2021-10,model6_xgb_nolag,0.9224076370142508,0.8427368100917006,0.0879524500265614,0.4955802894591845
2021-11,model6_xgb_nolag,0.8922782905163344,0.8261544097279727,0.0995231842601342,0.3952025120473682
2021-12,model6_xgb_nolag,0.9081525312294544,0.7938597005426272,0.1102685431904262,0.2060664890289312
2020-01,model_xgb_m3,0.8697241203838325,0.7339968206250327,0.12800103556594855,0.31994518149508855
2020-02,model_xgb_m3,0.8572297796514409,0.7708561707533392,0.1381972438373004,0.23170705104887213
2020-03,model_xgb_m3,0.8596388662188461,0.7595045563605931,0.11443523570778538,0.34369777699246873
2020-04,model_xgb_m3,0.9115263644773358,0.8065477265693486,0.08129575124969977,0.4852647831373079
2020-05,model_xgb_m3,0.9242764630636393,0.8622858240786626,0.08322751944875618,0.5137028947258658
2020-06,model_xgb_m3,0.925310714719825,0.8739556497646876,0.09202014582403108,0.5215206879082741
2020-07,model_xgb_m3,0.8869198641633164,0.8129271468437668,0.14123990205467077,0.19416182803710824
2020-08,model_xgb_m3,0.930799390940236,0.8240112269561786,0.09009832960589481,0.4986866520111384
2020-09,model_xgb_m3,0.8905520922766806,0.7763217046531501,0.11762517230151394,0.33215914341482444
2020-10,model_xgb_m3,0.9283437448476742,0.80858741071164,0.10316356659517341,0.3093949787293693
2020-11,model_xgb_m3,0.9068858246001104,0.7987047018904685,0.08900600432308751,0.46237035050027797
2020-12,model_xgb_m3,0.8537208905966751,0.7593581181595092,0.12042852811712804,0.31815399743274875
2021-01,model_xgb_m3,0.9473242439046055,0.8310236863901631,0.08117924021670911,0.4730285872043364
2021-02,model_xgb_m3,0.9300354462051711,0.860895270927153,0.0737803075254007,0.5413867773510769
2021-03,model_xgb_m3,0.8726440973966262,0.754137358644746,0.11099828016428208,0.37313449161647183
2021-04,model_xgb_m3,0.8752455274194404,0.7812444095795377,0.11140685551979168,0.37722875796389743
2021-05,model_xgb_m3,0.8817277541775151,0.8129470936037021,0.10709774837472617,0.3690692829017381
2021-06,model_xgb_m3,0.9185623543197232,0.8291310945688843,0.09889288669890807,0.429399185656693
2021-07,model_xgb_m3,0.9122643219724438,0.8352610283340276,0.08759606230693365,0.41969951074664125
2021-08,model_xgb_m3,0.9127143985993399,0.8118541368469584,0.0962498398959592,0.4550496497227904
2021-09,model_xgb_m3,0.9232649351500066,0.8237110809588525,0.10119347704357949,0.4328747268236769
2021-10,model_xgb_m3,0.9214993094356206,0.833774836452118,0.09248858074722405,0.46956493975146274
2021-11,model_xgb_m3,0.8940384709292776,0.8231418421621499,0.09886904693355009,0.39917767235634793
2021-12,model_xgb_m3,0.9003287310979619,0.7923289291286131,0.1154557800556314,0.168718383599454
