url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon
https://www.ghanaiantimes.com.gh/chinese-floods-displace-2m-people/,flood,0.998204065151419,26.9512,116.692
https://eyeradio.org/doctors-union-calls-off-pay-strike/,labour_strike,0.9886456304496772,4.84597,31.6012
https://www.wortfm.org/strike-draws-attention-to-issues-facing-undocumented-essential-workers/,labour_strike,0.98507832855129,44.2563,-89.6385
https://www.newdelhitimes.com/flooding-sends-bus-into-river-in-china-120000-evacuated/,flood,0.9850147071952826,26.9512,116.692
https://www.nwaonline.com/news/2021/oct/12/china-residents-uprooted-by-floods/,flood,0.9845507534957936,35.0231,110.993
https://www.sandiegouniontribune.com/business/story/2021-10-11/kaiser-permanente-southern-california-workers-vote-to-authorize-strike,labour_strike,0.9787003158758651,37.9577,-121.291
https://www.naija247news.com/2021/10/12/breaking-protest-rocks-sokoto-community-as-youths-demand-end-to-insecurity-under-buhari/,protests,0.9715204833325156,,
http://www.radio.gov.pk/12-10-2021/protest-in-muzaffarabad-on-completion-of-800-days-of-indias-military-siege-in-iiojk,protests,0.9684434440157876,30.1167,77.7167
http://en.people.cn/n3/2021/1012/c90000-9905955.html,flood,0.9634742728934498,39.4167,111.517
https://www.africanexaminer.com/edo-pensioners-protest-non-payment-of-gratuities-salary-harmonization-others/,protests,0.9616026236329672,6.5,6.0
https://www.asianage.com:443/india/politics/121021/congress-observes-silent-protests-demanding-resignation-of-mos-ajay-mishra.html,protests,0.9600515219657172,18.975,72.8258
http://saharareporters.com/2021/10/12/breaking-protest-rocks-sokoto-community-youths-demand-end-insecurity-under-buhari,protests,0.9587108906551288,,
https://afropages.fr/sudan-tribune/90-of-population-in-unity-state-displaced-by-floods-governor,flood,0.9570914866281685,8.65,29.85
https://www.dailyrecord.co.uk/news/local-news/college-lecturers-third-day-strike-25196644,labour_strike,0.9550457135250684,55.8891,-3.56942
https://punchng.com/edo-pensioners-barricade-road-to-protest-unpaid-gratuities/,protests,0.9542137422573148,38.8951,-77.0364
https://www.labornotes.org/blogs/2021/10/john-deere-workers-overwhelmingly-reject-contract-could-strike-wednesday-night,labour_strike,0.953814981092119,40.3363,-89.0022
https://www.dailyexcelsior.com/bjp-workers-stage-protest-demanding-safe-and-protected-accommodation-for-activists-in-kashmir/,protests,0.9496913098743672,,
https://www.klcc.org/post/possible-kaiser-permanente-strike-one-step-closer,labour_strike,0.9462291903883582,44.5672,-122.127
https://www.guardian.co.tt/news/hindustan-residents-protest-poor-road-conditions-6.2.1398246.28c2813736,protests,0.9456367945151352,10.2735,-61.3761
https://www.amestrib.com/story/money/business/2021/10/11/john-deere-union-vote-contract-rejected-uaw-strike-deadline-looms/6091177001/,labour_strike,0.9404213448792668,42.0046,-93.214
