roc_auc,pr_auc,brier,country_iso3,n_obs,pos_rate
0.6322078994371988,0.3215132687268845,0.2931222179937495,FRA,7240,0.21685082872928177
0.6317135370138764,0.317891523418497,0.25700281576290324,ZWE,7240,0.20027624309392264
0.6073607400950427,0.11131190570592198,0.12486578183697138,THA,7240,0.07320441988950276
0.599732752920432,0.04878966578213029,0.10071439402508076,NLD,7240,0.03591160220994475
0.5885507211538461,0.19124068020007448,0.1998742559912841,KEN,7240,0.13812154696132597
0.5672268326417704,0.9988064424693301,0.007586903038609208,USA,7240,0.9986187845303868
0.5472851772287863,0.059247740602934404,0.11534106829553505,BRA,7240,0.052486187845303865
0.5386640790870488,0.8792932992779523,0.1262755643033902,CAN,7240,0.8674033149171271
0.5366261752225643,0.026722047605462183,0.05308787860028606,MAR,7240,0.023480662983425413
0.5361607898448519,0.02306294068247431,0.0770997552557118,PER,7240,0.020718232044198894
0.5355825703117383,0.7235097008832208,0.24658499545506918,ZAF,7240,0.68646408839779
0.5335241819112787,0.049846364599675036,0.08358052503093663,NOR,7240,0.04281767955801105
0.5280461309523811,0.9742786964568815,0.04771490998597367,IND,7240,0.9668508287292817
0.5232838025990099,0.46234142798367006,0.3190186144311456,IRL,7240,0.4419889502762431
0.5182332576003461,0.024787369519180383,0.04815239616503363,HUN,7240,0.017955801104972375
0.5164370207828894,0.6671805681713425,0.2736709899549638,AUS,7240,0.6519337016574586
0.5051781779500037,0.12111708143861585,0.15550531681345733,TUR,7240,0.1132596685082873
0.503012411502491,0.07325390268497403,0.10376351702847116,IDN,7240,0.07044198895027624
0.5023037323037324,0.03033689626092316,0.04622089632334804,BOL,7240,0.029005524861878452
0.5002483810497614,0.09774332477993117,0.14675558914590892,MEX,7240,0.09944751381215469
0.4940127515441323,0.9873176149023626,0.015844951402038086,GBR,7240,0.9903314917127072
0.49033510409188796,0.27006137532587715,0.2979387707324425,DEU,7240,0.27486187845303867
0.4871333333333333,0.17248744149615816,0.2055684817983671,CHL,7240,0.1712707182320442
0.48159892408846383,0.010611902782094961,0.026374047053184982,POL,7240,0.009668508287292817
0.4809843404217078,0.20891994609243852,0.25090810287552495,PHL,7240,0.21685082872928177
0.47783855950136583,0.43623652570626537,0.3154906681228864,KOR,7240,0.4544198895027624
0.4739373513685454,0.13376744388786455,0.1775259801368298,MYS,7240,0.1477900552486188
0.46860576838007606,0.11239925914508753,0.20369270014390894,CHN,7240,0.12292817679558012
0.46145421122994656,0.05618783758322466,0.10070953053727855,ARG,7240,0.06077348066298342
0.45800389279044684,0.0675853601730098,0.13931933780618977,GRC,7240,0.0787292817679558
0.4523160083160083,0.09157884283444218,0.15260564403597232,ITA,7240,0.10220994475138122
0.4483759656652361,0.029790119777182093,0.09626108829076134,VNM,7240,0.034530386740331494
0.44826809210526314,0.04662553787616834,0.17178740233639586,PRT,7240,0.055248618784530384
0.40767528834972816,0.05118352064134564,0.1702018603696533,ESP,7240,0.0649171270718232
