feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_strike_region_14d,0.0072519924,1,strike,7,model7_xgb_nobaseline
num__fx_pct_7d,0.0,1,strike,7,model7_xgb_nobaseline
num__fx_pct_30d,0.0030797364,1,strike,7,model7_xgb_nobaseline
num__fx_pct_90d,0.007524837,1,strike,7,model7_xgb_nobaseline
num__fx_vol_7d,0.0,1,strike,7,model7_xgb_nobaseline
num__fx_vol_30d,0.009858616,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_14d,0.0,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__yield_us10y,0.0,1,strike,7,model7_xgb_nobaseline
num__fx_pct_30d_z,0.0,1,strike,7,model7_xgb_nobaseline
num__fx_vol_30d_z,0.00852534,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_z,0.0,1,strike,7,model7_xgb_nobaseline
num__copper_pct_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__copper_pct_90d,0.0134603875,1,strike,7,model7_xgb_nobaseline
num__copper_vol_30d,0.0051211417,1,strike,7,model7_xgb_nobaseline
num__gold_pct_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__gold_vol_30d,0.004666608,1,strike,7,model7_xgb_nobaseline
num__platinum_pct_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__silver_pct_30d,0.0023597558,1,strike,7,model7_xgb_nobaseline
num__natgas_pct_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__vix_level,0.0,1,strike,7,model7_xgb_nobaseline
num__vix_pct_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__vix_7d_ma,0.0,1,strike,7,model7_xgb_nobaseline
num__dxy_level,0.0,1,strike,7,model7_xgb_nobaseline
num__dxy_pct_30d,0.002893839,1,strike,7,model7_xgb_nobaseline
num__dxy_vol_30d,0.0,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_lag30d,0.0010031529,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_lag60d,0.0,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_lag90d,0.0,1,strike,7,model7_xgb_nobaseline
num__vix_pct_30d_lag30d,0.009317666,1,strike,7,model7_xgb_nobaseline
num__vix_pct_30d_lag60d,0.00482793,1,strike,7,model7_xgb_nobaseline
num__fx_pct_30d_lag30d,0.003887243,1,strike,7,model7_xgb_nobaseline
num__fx_pct_30d_lag60d,0.003818172,1,strike,7,model7_xgb_nobaseline
num__gdp_growth,0.011459592,1,strike,7,model7_xgb_nobaseline
num__gdp_per_capita_growth,0.011864429,1,strike,7,model7_xgb_nobaseline
num__inflation_cpi_yoy,0.00687388,1,strike,7,model7_xgb_nobaseline
num__inflation_cpi_yoy_z,0.0,1,strike,7,model7_xgb_nobaseline
num__unemployment_total,0.013998579,1,strike,7,model7_xgb_nobaseline
num__unemployment_youth,0.012369665,1,strike,7,model7_xgb_nobaseline
num__unemployment_sa,0.0037319092,1,strike,7,model7_xgb_nobaseline
num__unemployment_rate,0.011571805,1,strike,7,model7_xgb_nobaseline
num__unemployment_rate_z,0.016827669,1,strike,7,model7_xgb_nobaseline
num__political_stability_est,0.0056978716,1,strike,7,model7_xgb_nobaseline
num__voice_accountability_est,0.014556049,1,strike,7,model7_xgb_nobaseline
num__government_effectiveness_est,0.020142656,1,strike,7,model7_xgb_nobaseline
num__rule_of_law_est,0.018068625,1,strike,7,model7_xgb_nobaseline
num__fx_pct_30d_x_instability,0.0,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_x_inflation,0.011753644,1,strike,7,model7_xgb_nobaseline
num__food_cpi_inflation,0.011744933,1,strike,7,model7_xgb_nobaseline
num__food_cpi_inflation_z,0.0,1,strike,7,model7_xgb_nobaseline
num__energy_cpi_inflation,0.0077007734,1,strike,7,model7_xgb_nobaseline
num__energy_cpi_inflation_z,0.013226499,1,strike,7,model7_xgb_nobaseline
num__gini_coef,0.015758319,1,strike,7,model7_xgb_nobaseline
num__covid_period,0.0,1,strike,7,model7_xgb_nobaseline
num__fx_trend_consistent,0.0,1,strike,7,model7_xgb_nobaseline
num__inflation_accel,0.0,1,strike,7,model7_xgb_nobaseline
num__copper_pct_30d_x_copper_prod,0.0,1,strike,7,model7_xgb_nobaseline
num__gold_pct_30d_x_gold_prod,0.047919624,1,strike,7,model7_xgb_nobaseline
num__platinum_pct_30d_x_plat_prod,0.0,1,strike,7,model7_xgb_nobaseline
num__oil_brent_pct_30d_x_net_importer,0.0,1,strike,7,model7_xgb_nobaseline
num__month_sin,0.0,1,strike,7,model7_xgb_nobaseline
num__month_cos,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_food_index_yoy,0.004794495,1,strike,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy,0.005022633,1,strike,7,model7_xgb_nobaseline
num__fao_oils_index_yoy,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_food_index_yoy_above90,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_above90,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_lag1m,0.010231648,1,strike,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_lag3m,0.004975679,1,strike,7,model7_xgb_nobaseline
num__fao_cereals_index_yoy_lag6m,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_food_index_yoy_lag1m,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_food_index_yoy_lag3m,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_food_index_yoy_lag6m,0.005094315,1,strike,7,model7_xgb_nobaseline
num__fao_oils_index_yoy_lag1m,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_oils_index_yoy_lag3m,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_oils_index_yoy_lag6m,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_cereals_yoy_x_instability,0.0,1,strike,7,model7_xgb_nobaseline
num__fao_food_yoy_x_youth_unemp,0.0031359093,1,strike,7,model7_xgb_nobaseline
num__gta_harmful_events,0.0,1,strike,7,model7_xgb_nobaseline
num__gta_harmful_events_z,0.0,1,strike,7,model7_xgb_nobaseline
num__gta_liberalising_events,0.0,1,strike,7,model7_xgb_nobaseline
num__gta_liberalising_events_z,0.01056181,1,strike,7,model7_xgb_nobaseline
num__gta_30d_count,0.004942183,1,strike,7,model7_xgb_nobaseline
num__gta_30d_count_z,0.0081394715,1,strike,7,model7_xgb_nobaseline
num__gta_90d_count,0.0030357444,1,strike,7,model7_xgb_nobaseline
num__gta_90d_count_z,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_AUS,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_BOL,0.00840773,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_BRA,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_CAN,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_CHL,0.0054717786,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_CHN,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_DEU,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_ESP,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_FRA,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_GBR,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_GRC,0.003989352,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_HUN,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_IDN,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_IND,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_IRL,0.012815458,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_ITA,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_JPN,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_KEN,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_KOR,0.02981106,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_LAO,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_MAR,0.018689001,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_MEX,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_MOZ,0.00816033,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_MYS,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_NAM,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_NLD,0.0053665745,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_NOR,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_PER,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_PHL,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_POL,0.011657216,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_PRT,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_SWE,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_THA,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_TUR,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_USA,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_VNM,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_ZAF,0.0,1,strike,7,model7_xgb_nobaseline
fe__country_iso3_ZWE,0.0,1,strike,7,model7_xgb_nobaseline
num__gdelt_protest_7d_lag,0.07898776,1,strike,7,model5_income_group
num__gdelt_protest_28d_lag,0.0067841653,1,strike,7,model5_income_group
num__gdelt_strike_7d_lag,0.0131051615,1,strike,7,model5_income_group
num__gdelt_strike_28d_lag,0.06581418,1,strike,7,model5_income_group
num__gdelt_protest_region_14d,0.0,1,strike,7,model5_income_group
num__gdelt_strike_region_14d,0.008329618,1,strike,7,model5_income_group
num__fx_pct_7d,0.007873709,1,strike,7,model5_income_group
num__fx_pct_30d,0.0039903903,1,strike,7,model5_income_group
num__fx_pct_90d,0.01340583,1,strike,7,model5_income_group
num__fx_vol_7d,0.0,1,strike,7,model5_income_group
