target,test_year,model_name,event_type,horizon,fold_id,roc_auc,pr_auc,brier,brier_skill_score,pos_rate,n_train,n_test,roc_auc_raw,pr_auc_raw,brier_raw,cal_method
protest_7d,2020,model0_persistence,protest,7,1,0.8637341193555174,0.8328228415177148,0.15171915580768816,0.35325494446948935,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model1_markets,protest,7,1,0.8351184499124784,0.8056808496743965,0.2301651812521637,0.018856965439445927,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model2_full,protest,7,1,0.8291024595064291,0.7959391213889073,0.23281579529492416,0.007557986631206437,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model3_structural,protest,7,1,0.8226207578605966,0.7711861333564779,0.23469353351458172,-0.0004463942439647539,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model4_fao,protest,7,1,0.8081475040632963,0.7525917783138673,0.23737511247967075,-0.011877369636974944,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model_lr_nolag,protest,7,1,0.8000446578153739,0.7312609171457763,0.23330230678892466,0.005484096214874112,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model5_xgb,protest,7,1,0.8444846761136758,0.7997263237928021,0.15514836410749203,0.33863699131469094,0.3758582037270562,28470,14274,0.8459544088582527,0.8150091666737329,0.16120651244067036,isotonic
protest_7d,2020,model6_xgb_nolag,protest,7,1,0.8191818131700698,0.751662094071643,0.1627098687372842,0.3064039769292962,0.3758582037270562,28470,14274,0.8209118772319101,0.7736164853859439,0.1872076112627014,isotonic
protest_7d,2020,model7_xgb_nobaseline,protest,7,1,0.8444846761136758,0.7997263237928021,0.15514836410749203,0.33863699131469094,0.3758582037270562,28470,14274,0.8459544088582527,0.8150091666737329,0.16120651244067036,isotonic
protest_7d,2020,model5_income_group,protest,7,1,0.8254792137169895,0.7712851801286655,0.1713354333380954,0.26963511127725737,0.3758582037270562,42705,14274,,,,
protest_7d,2020,model6_income_group_nolag,protest,7,1,0.7808093891670748,0.7030129588915034,0.18660085040027533,0.20456202968108572,0.3758582037270562,42705,14274,,,,
protest_7d,2021,model0_persistence,protest,7,2,0.8754979457442883,0.8381269658494905,0.14051486827259121,0.3940408164404251,0.36542042687294085,56979,13962,,,,
protest_7d,2021,model1_markets,protest,7,2,0.8737081594169682,0.8364859493050787,0.13290249913885455,0.4268685523372744,0.36542042687294085,56979,13962,,,,
protest_7d,2021,model2_full,protest,7,2,0.8673566246317781,0.8269079327573747,0.1358677727179807,0.41408104608169216,0.36542042687294085,56979,13962,,,,
protest_7d,2021,model3_structural,protest,7,2,0.8719701387407939,0.8339825475294166,0.1330240553922347,0.4263443506712137,0.36542042687294085,56979,13962,,,,
protest_7d,2021,model4_fao,protest,7,2,0.8581527803463962,0.818336075127105,0.165346559741188,0.2869561237406901,0.36542042687294085,56979,13962,,,,
