iso3,cowcode,year,month,protest_count,participant_sum
IRQ,645,2019,2,4,0.0
IRQ,645,2019,3,11,0.0
IRQ,645,2019,4,3,100.0
IRQ,645,2019,5,9,0.0
IRQ,645,2019,6,9,0.0
IRQ,645,2019,7,6,0.0
IRQ,645,2019,8,3,0.0
IRQ,645,2019,9,1,0.0
IRQ,645,2019,10,307,65300.0
IRQ,645,2019,11,382,4090.0
IRQ,645,2019,12,111,0.0
IRQ,645,2020,1,108,0.0
IRQ,645,2020,2,48,1100.0
IRQ,645,2020,3,6,0.0
IRQ,645,2020,4,6,0.0
IRQ,645,2020,5,24,250.0
IRQ,645,2020,6,18,100.0
IRQ,645,2020,7,30,0.0
IRQ,645,2020,8,10,0.0
IRQ,645,2020,9,9,0.0
IRQ,645,2020,10,40,30.0
IRQ,645,2020,11,45,500.0
IRQ,645,2020,12,43,500.0
IRQ,645,2021,1,12,0.0
IRQ,645,2021,2,25,0.0
IRQ,645,2021,3,6,0.0
IRQ,645,2021,4,7,0.0
IRQ,645,2021,5,11,0.0
IRQ,645,2021,7,14,0.0
IRQ,645,2021,8,2,0.0
IRQ,645,2021,10,15,2500.0
IRQ,645,2021,11,36,2300.0
IRQ,645,2021,12,17,0.0
IRQ,645,2022,1,2,0.0
IRQ,645,2022,2,1,0.0
IRQ,645,2022,3,2,0.0
IRQ,645,2022,4,1,0.0
IRQ,645,2022,6,2,0.0
IRQ,645,2022,7,19,0.0
IRQ,645,2022,8,34,0.0
IRQ,645,2022,9,4,0.0
IRQ,645,2022,10,3,0.0
IRQ,645,2022,12,3,0.0
JOR,663,2017,1,1,0.0
JOR,663,2017,2,5,1500.0
JOR,663,2017,3,1,150.0
JOR,663,2017,7,3,0.0
JOR,663,2017,12,4,0.0
JOR,663,2018,2,11,1500.0
JOR,663,2018,5,3,0.0
JOR,663,2018,6,26,20100.0
JOR,663,2018,11,1,0.0
JOR,663,2018,12,5,2000.0
JOR,663,2019,6,1,400.0
JOR,663,2019,9,5,0.0
JOR,663,2020,1,1,0.0
JOR,663,2020,7,1,0.0
JOR,663,2021,3,15,400.0
JOR,663,2021,6,2,0.0
JOR,663,2022,7,1,0.0
KAZ,705,2017,3,1,0.0
KAZ,705,2018,5,5,0.0
KAZ,705,2018,6,4,0.0
KAZ,705,2019,2,4,100.0
KAZ,705,2019,3,14,40.0
KAZ,705,2019,4,1,0.0
KAZ,705,2019,5,24,740.0
KAZ,705,2019,6,47,200.0
KAZ,705,2019,7,16,4100.0
KAZ,705,2019,8,4,80.0
KAZ,705,2019,9,42,2410.0
KAZ,705,2019,10,7,250.0
KAZ,705,2019,11,2,20.0
KAZ,705,2019,12,10,100.0
KAZ,705,2020,1,13,950.0
KAZ,705,2020,2,31,800.0
KAZ,705,2020,3,10,120.0
KAZ,705,2020,4,2,0.0
KAZ,705,2020,6,15,0.0
KAZ,705,2020,9,4,700.0
KAZ,705,2020,10,1,0.0
KAZ,705,2021,1,12,0.0
KAZ,705,2021,2,6,170.0
KAZ,705,2021,3,9,2400.0
KAZ,705,2021,4,3,0.0
KAZ,705,2021,5,9,90.0
KAZ,705,2021,6,2,0.0
KAZ,705,2021,7,14,150.0
KAZ,705,2021,9,1,0.0
KAZ,705,2021,10,5,0.0
KAZ,705,2021,11,1,100.0
KAZ,705,2021,12,4,200.0
KEN,501,2017,2,4,1000.0
KEN,501,2017,3,7,0.0
KEN,501,2017,4,3,0.0
KEN,501,2017,6,3,0.0
KEN,501,2017,7,10,0.0
KEN,501,2017,8,115,300.0
KEN,501,2017,9,47,300.0
KEN,501,2017,10,205,12650.0
KEN,501,2017,11,41,200.0
KEN,501,2018,1,1,500.0
KEN,501,2018,2,1,0.0
KEN,501,2018,3,2,0.0
KEN,501,2018,5,1,0.0
KEN,501,2018,6,1,0.0
KEN,501,2018,8,1,0.0
KEN,501,2018,10,1,0.0
KEN,501,2019,1,1,0.0
KEN,501,2019,2,1,0.0
KEN,501,2019,3,4,0.0
KEN,501,2019,4,1,0.0
KEN,501,2019,9,3,0.0
KEN,501,2019,11,2,0.0
KEN,501,2019,12,1,16.0
KEN,501,2020,5,1,0.0
KEN,501,2020,6,6,600.0
KEN,501,2020,7,16,100.0
KEN,501,2020,8,1,100.0
KEN,501,2021,1,1,0.0
KEN,501,2021,7,1,0.0
KEN,501,2021,8,2,0.0
KEN,501,2022,3,4,450.0
KEN,501,2022,6,3,0.0
KEN,501,2022,7,1,0.0
KEN,501,2022,8,10,0.0
KEN,501,2022,9,3,0.0
KEN,501,2022,11,9,0.0
KEN,501,2022,12,1,0.0
KGZ,703,2017,1,1,0.0
KGZ,703,2017,2,27,3100.0
KGZ,703,2017,3,20,2350.0
KGZ,703,2017,4,4,0.0
KGZ,703,2017,5,2,0.0
KGZ,703,2017,6,4,0.0
KGZ,703,2017,9,1,0.0
KGZ,703,2017,10,10,1100.0
KGZ,703,2017,11,2,500.0
KGZ,703,2018,12,1,50.0
KGZ,703,2019,1,18,800.0
KGZ,703,2019,3,1,0.0
KGZ,703,2019,4,17,900.0
KGZ,703,2019,5,2,50.0
KGZ,703,2019,6,13,800.0
KGZ,703,2019,7,8,2370.0
KGZ,703,2019,8,6,5000.0
KGZ,703,2019,10,1,0.0
KGZ,703,2019,11,4,1500.0
KGZ,703,2019,12,6,600.0
KGZ,703,2020,1,6,0.0
KGZ,703,2020,2,5,1460.0
KGZ,703,2020,3,29,10000.0
KGZ,703,2020,5,1,0.0
KGZ,703,2020,6,10,1350.0
KGZ,703,2020,7,2,0.0
KGZ,703,2020,8,2,0.0
KGZ,703,2020,9,3,300.0
KGZ,703,2020,10,93,35700.0
KGZ,703,2020,11,15,2070.0
KGZ,703,2020,12,4,200.0
KGZ,703,2021,1,14,50.0
KGZ,703,2021,2,13,290.0
KGZ,703,2021,3,9,1830.0
KGZ,703,2021,4,6,1000.0
KGZ,703,2021,5,1,0.0
KGZ,703,2021,6,15,4090.0
KGZ,703,2021,7,2,200.0
KGZ,703,2021,8,2,0.0
KGZ,703,2021,9,2,0.0
KGZ,703,2021,11,6,1150.0
KGZ,703,2021,12,4,40.0
KGZ,703,2022,1,4,0.0
KGZ,703,2022,2,1,30.0
KGZ,703,2022,3,1,0.0
KGZ,703,2022,5,1,0.0
KGZ,703,2022,6,3,200.0
KGZ,703,2022,7,2,0.0
KGZ,703,2022,10,8,1100.0
KHM,811,2017,5,2,2000.0
KHM,811,2017,9,2,100.0
KHM,811,2018,3,1,0.0
KHM,811,2018,7,1,250000.0
KHM,811,2019,4,1,0.0
KHM,811,2019,7,1,0.0
KHM,811,2020,1,2,3000.0
KHM,811,2020,9,1,0.0
KWT,690,2018,5,1,0.0
KWT,690,2019,11,5,0.0
KWT,690,2021,4,2,200.0
KWT,690,2021,6,2,0.0
KWT,690,2021,8,1,0.0
KWT,690,2021,10,1,30.0
KWT,690,2022,2,1,0.0
LBN,660,2018,1,2,0.0
LBN,660,2018,3,1,0.0
LBN,660,2018,4,1,0.0
LBN,660,2018,7,1,0.0
LBN,660,2018,12,4,0.0
LBN,660,2019,1,2,0.0
LBN,660,2019,3,2,0.0
LBN,660,2019,4,4,0.0
LBN,660,2019,5,7,0.0
LBN,660,2019,6,2,0.0
LBN,660,2019,7,3,0.0
LBN,660,2019,9,3,0.0
LBN,660,2019,10,103,0.0
LBN,660,2019,11,150,300.0
LBN,660,2019,12,55,0.0
LBN,660,2020,1,96,0.0
LBN,660,2020,2,18,0.0
LBN,660,2020,3,3,0.0
LBN,660,2020,4,79,0.0
LBN,660,2020,5,5,0.0
LBN,660,2020,6,72,200.0
LBN,660,2020,7,18,0.0
LBN,660,2020,8,59,1000.0
LBN,660,2020,9,6,0.0
LBN,660,2020,10,12,0.0
LBN,660,2020,11,2,0.0
LBN,660,2020,12,9,0.0
LBN,660,2021,1,34,0.0
LBN,660,2021,2,4,0.0
LBN,660,2021,3,46,100.0
LBN,660,2021,5,2,0.0
LBN,660,2021,6,23,0.0
LBN,660,2021,7,15,0.0
LBN,660,2021,8,12,0.0
LBN,660,2021,9,1,200.0
LBN,660,2021,10,22,0.0
LBN,660,2021,11,4,0.0
LBN,660,2021,12,3,0.0
LBY,620,2019,3,5,0.0
LBY,620,2019,4,5,0.0
LBY,620,2019,5,1,0.0
LBY,620,2019,7,8,0.0
LBY,620,2019,9,2,0.0
LBY,620,2019,10,3,0.0
LBY,620,2019,11,1,0.0
LBY,620,2020,3,1,0.0
LBY,620,2020,7,4,0.0
LBY,620,2020,8,31,0.0
LBY,620,2020,9,22,0.0
LBY,620,2020,12,1,0.0
LBY,620,2021,1,3,0.0
LBY,620,2021,2,1,0.0
LBY,620,2021,7,3,0.0
LBY,620,2021,8,1,0.0
LBY,620,2021,9,5,0.0
LBY,620,2021,11,4,0.0
LBY,620,2021,12,6,0.0
LBY,620,2022,1,7,0.0
LBY,620,2022,2,7,0.0
LBY,620,2022,4,1,0.0
LBY,620,2022,7,30,0.0
LBY,620,2022,8,2,0.0
LBY,620,2022,12,1,0.0
LSO,570,2017,2,1,0.0
MAR,600,2017,1,4,3000.0
MAR,600,2017,2,3,0.0
MAR,600,2017,3,7,13000.0
MAR,600,2017,4,1,0.0
MAR,600,2017,5,35,2500.0
MAR,600,2017,6,32,4100.0
MAR,600,2017,7,13,0.0
MAR,600,2017,8,3,0.0
MAR,600,2017,9,1,0.0
MAR,600,2017,10,5,1000.0
MAR,600,2017,12,5,0.0
MAR,600,2018,1,2,0.0
MAR,600,2018,2,1,0.0
MAR,600,2018,3,9,0.0
MAR,600,2018,6,4,80.0
MAR,600,2018,7,9,0.0
MAR,600,2018,10,2,0.0
MAR,600,2018,11,1,0.0
MAR,600,2019,1,1,0.0
MAR,600,2019,2,4,5000.0
MAR,600,2019,3,6,0.0
MAR,600,2019,4,7,0.0
MAR,600,2019,5,1,0.0
MAR,600,2019,6,1,0.0
MAR,600,2019,9,1,0.0
MAR,600,2019,10,1,0.0
MAR,600,2019,12,1,0.0
MAR,600,2020,1,1,0.0
MAR,600,2020,2,2,0.0
MAR,600,2020,6,1,0.0
MAR,600,2020,12,7,0.0
MAR,600,2021,3,2,0.0
MAR,600,2021,4,3,0.0
MAR,600,2021,8,1,0.0
MAR,600,2021,10,18,0.0
MAR,600,2022,1,4,400.0
MAR,600,2022,2,6,100.0
MAR,600,2022,7,2,40.0
MAR,600,2022,9,2,100.0
MAR,600,2022,10,1,0.0
MAR,600,2022,12,2,0.0
MDG,580,2018,4,7,1000.0
MDG,580,2018,12,1,2000.0
MDG,580,2019,1,3,500.0
MDG,580,2019,10,1,0.0
MDG,580,2020,6,3,0.0
MDG,580,2021,2,2,0.0
MDG,580,2021,3,1,0.0
MDG,580,2021,5,1,0.0
MDG,580,2022,7,1,0.0
MLI,432,2019,2,2,0.0
MLI,432,2019,3,2,0.0
MLI,432,2019,4,5,0.0
MLI,432,2019,6,3,0.0
MLI,432,2019,8,1,0.0
MLI,432,2019,9,5,0.0
MLI,432,2019,11,1,0.0
MLI,432,2020,3,2,0.0
MLI,432,2020,4,5,0.0
MLI,432,2020,5,4,100.0
MLI,432,2020,6,17,10000.0
MLI,432,2020,7,37,0.0
MLI,432,2020,8,17,1000.0
MLI,432,2020,9,4,0.0
MLI,432,2020,10,2,100.0
MLI,432,2021,1,1,0.0
MLI,432,2021,5,2,0.0
MLI,432,2021,6,2,0.0
MLI,432,2021,8,3,3000.0
MLI,432,2021,9,5,0.0
MLI,432,2021,11,1,0.0
MLI,432,2022,1,2,0.0
MLI,432,2022,2,2,0.0
MLI,432,2022,4,1,0.0
MLI,432,2022,6,1,0.0
MLI,432,2022,7,1,0.0
MMR,775,2017,1,2,0.0
MMR,775,2017,2,2,0.0
MMR,775,2017,3,3,0.0
MMR,775,2017,4,6,600.0
MMR,775,2017,6,4,800.0
MMR,775,2017,7,2,300.0
MMR,775,2017,8,3,0.0
MMR,775,2017,10,10,24600.0
MMR,775,2017,12,1,0.0
MMR,775,2018,1,10,5100.0
MMR,775,2018,2,1,5000.0
MMR,775,2018,3,4,300.0
MMR,775,2018,4,1,5000.0
MMR,775,2018,5,5,500.0
MMR,775,2018,7,1,1000.0
MMR,775,2018,8,1,0.0
MMR,775,2018,9,6,230.0
MMR,775,2018,10,3,6000.0
MMR,775,2018,11,1,100.0
MMR,775,2018,12,3,60.0
MMR,775,2019,2,4,0.0
MMR,775,2019,3,1,0.0
MMR,775,2019,4,1,0.0
MMR,775,2019,6,1,0.0
MMR,775,2019,7,1,0.0
MMR,775,2020,7,1,5000.0
MMR,775,2020,10,1,0.0
MMR,775,2021,2,261,219300.0
MMR,775,2021,3,211,6000.0
MMR,775,2021,4,61,150.0
MMR,775,2021,5,10,70.0
MMR,775,2021,7,7,100.0
MMR,775,2021,8,2,0.0
MMR,775,2021,9,2,0.0
MMR,775,2021,10,1,0.0
MMR,775,2021,12,2,30.0
MMR,775,2022,2,4,0.0
MMR,775,2022,7,1,0.0
MOZ,541,2018,8,1,0.0
MOZ,541,2018,10,4,0.0
MOZ,541,2019,9,1,0.0
MOZ,541,2020,4,1,0.0
MOZ,541,2020,5,1,200.0
MRT,435,2017,1,1,0.0
MRT,435,2017,7,4,0.0
MRT,435,2017,8,7,0.0
MRT,435,2017,9,2,0.0
MRT,435,2017,11,2,0.0
MRT,435,2017,12,2,0.0
MRT,435,2018,2,1,0.0
MRT,435,2018,4,1,0.0
MRT,435,2018,5,1,0.0
MRT,435,2018,10,4,0.0
MRT,435,2018,11,1,0.0
MRT,435,2018,12,2,0.0
MRT,435,2019,1,1,0.0
MRT,435,2019,2,1,0.0
MRT,435,2019,3,1,0.0
MRT,435,2019,4,2,0.0
MRT,435,2019,5,1,0.0
MRT,435,2019,6,8,0.0
MRT,435,2019,7,1,0.0
MRT,435,2019,8,1,0.0
MRT,435,2019,11,3,0.0
MRT,435,2019,12,1,0.0
MRT,435,2020,2,1,0.0
MRT,435,2020,5,3,0.0
MRT,435,2020,7,2,0.0
MRT,435,2020,10,4,0.0
MRT,435,2020,11,2,0.0
MRT,435,2020,12,3,0.0
MRT,435,2021,2,3,0.0
MRT,435,2021,5,1,0.0
MRT,435,2021,6,1,0.0
MWI,553,2019,1,1,0.0
MWI,553,2019,3,2,700.0
MWI,553,2019,5,4,0.0
MWI,553,2019,6,16,3000.0
MWI,553,2019,7,9,3000.0
MWI,553,2019,8,8,120000.0
MWI,553,2019,9,5,0.0
MWI,553,2019,10,4,0.0
MWI,553,2019,11,1,0.0
MWI,553,2019,12,1,0.0
MWI,553,2020,1,10,50000.0
MWI,553,2020,2,6,15000.0
MWI,553,2020,3,1,5000.0
MWI,553,2020,4,7,0.0
MWI,553,2020,6,4,0.0
MWI,553,2020,10,3,0.0
MWI,553,2020,11,3,0.0
MWI,553,2022,3,1,5000.0
MWI,553,2022,7,1,0.0
MYS,820,2017,5,1,85000.0
MYS,820,2017,8,1,30.0
MYS,820,2017,9,1,200.0
MYS,820,2017,10,2,25000.0
MYS,820,2018,3,3,0.0
MYS,820,2018,4,3,10000.0
MYS,820,2018,5,2,0.0
MYS,820,2018,7,2,350.0
MYS,820,2018,9,1,100.0
MYS,820,2018,10,1,0.0
MYS,820,2018,11,1,0.0
MYS,820,2018,12,3,165000.0
MYS,820,2019,8,1,0.0
MYS,820,2019,9,1,350.0
MYS,820,2020,3,1,0.0
MYS,820,2021,7,5,0.0
MYS,820,2021,8,3,100.0
MYS,820,2022,1,1,0.0
MYS,820,2022,6,1,0.0
MYS,820,2022,8,1,300.0
NER,436,2019,6,2,0.0
NER,436,2019,9,1,0.0
NER,436,2020,4,3,0.0
NER,436,2021,2,5,0.0
NGA,475,2019,2,9,0.0
NGA,475,2019,4,5,0.0
NGA,475,2019,5,5,0.0
NGA,475,2019,6,2,2000.0
NGA,475,2019,7,25,3050.0
NGA,475,2019,8,3,0.0
NGA,475,2019,9,4,0.0
NGA,475,2019,10,3,0.0
NGA,475,2019,11,4,80.0
NGA,475,2019,12,1,100.0
NGA,475,2020,1,9,0.0
NGA,475,2020,2,2,0.0
NGA,475,2020,3,1,0.0
NGA,475,2020,4,1,0.0
NGA,475,2020,5,1,0.0
NGA,475,2020,6,4,50.0
NGA,475,2020,7,2,0.0
NGA,475,2020,8,5,0.0
NGA,475,2020,10,128,25200.0
NGA,475,2020,11,2,0.0
NGA,475,2020,12,5,0.0
NGA,475,2021,2,2,0.0
NGA,475,2021,3,2,0.0
NGA,475,2021,4,1,0.0
NGA,475,2021,5,4,0.0
NGA,475,2021,6,8,0.0
NGA,475,2021,7,1,0.0
NGA,475,2021,9,1,0.0
NGA,475,2021,10,4,0.0
NGA,475,2022,5,2,0.0
NGA,475,2022,6,1,0.0
NGA,475,2022,7,1,0.0
NGA,475,2022,9,2,0.0
NGA,475,2022,10,4,0.0
PAK,770,2017,1,15,300.0
PAK,770,2017,2,10,0.0
PAK,770,2017,3,5,2000.0
PAK,770,2017,4,24,0.0
PAK,770,2017,5,19,800.0
PAK,770,2017,6,8,0.0
PAK,770,2017,7,8,0.0
PAK,770,2017,8,32,40000.0
PAK,770,2017,9,19,1500.0
PAK,770,2017,10,5,0.0
PAK,770,2017,11,117,93700.0
PAK,770,2017,12,7,450.0
PAK,770,2018,1,2,0.0
PAK,770,2018,2,1,0.0
PAK,770,2018,3,1,0.0
PAK,770,2018,4,9,15000.0
PAK,770,2018,5,4,0.0
PAK,770,2018,7,9,0.0
PAK,770,2018,8,1,0.0
PAK,770,2018,10,1,0.0
PAK,770,2018,11,11,11000.0
PAK,770,2018,12,2,0.0
PAK,770,2019,1,1,0.0
PAK,770,2019,2,5,60.0
PAK,770,2019,3,1,0.0
PAK,770,2019,4,2,0.0
PAK,770,2019,5,3,0.0
PAK,770,2019,7,6,0.0
PAK,770,2019,9,4,0.0
PAK,770,2019,10,12,0.0
PAK,770,2019,11,23,250.0
PAK,770,2019,12,21,200.0
PAK,770,2020,1,1,0.0
PAK,770,2020,2,3,0.0
PAK,770,2020,3,25,7000.0
PAK,770,2020,4,3,100.0
PAK,770,2020,5,4,0.0
PAK,770,2020,6,5,0.0
PAK,770,2020,7,3,0.0
PAK,770,2020,8,4,0.0
PAK,770,2020,9,2,0.0
PAK,770,2020,10,4,0.0
PAK,770,2020,11,11,0.0
PAK,770,2020,12,11,9850.0
PAK,770,2021,1,9,0.0
PAK,770,2021,2,10,1050.0
PAK,770,2021,3,6,0.0
PAK,770,2021,4,20,0.0
PAK,770,2021,6,4,0.0
PAK,770,2021,9,2,0.0
PAK,770,2021,10,8,0.0
PAK,770,2021,11,7,0.0
PAK,770,2021,12,10,0.0
PAK,770,2022,1,9,0.0
PAK,770,2022,2,3,0.0
PAK,770,2022,3,19,26800.0
PAK,770,2022,4,8,0.0
PAK,770,2022,5,34,105000.0
PAK,770,2022,6,11,20000.0
PAK,770,2022,8,1,0.0
PAK,770,2022,10,11,0.0
PAK,770,2022,11,6,0.0
PAK,770,2022,12,2,0.0
PHL,840,2019,3,3,8000.0
PHL,840,2019,5,5,16000.0
PHL,840,2019,6,2,30000.0
PHL,840,2019,9,4,0.0
PHL,840,2019,11,1,2000.0
PHL,840,2020,3,4,0.0
PHL,840,2020,6,3,50.0
PHL,840,2020,7,2,0.0
PHL,840,2021,3,2,0.0
PHL,840,2021,5,1,0.0
PHL,840,2021,6,1,150.0
PHL,840,2021,7,1,3000.0
PHL,840,2022,2,1,1100.0
PHL,840,2022,7,2,0.0
PHL,840,2022,8,1,100.0
PHL,840,2022,9,1,0.0
PHL,840,2022,10,1,0.0
PHL,840,2022,12,1,800.0
PNG,910,2017,6,1,0.0
PNG,910,2018,11,3,400.0
PNG,910,2021,6,1,0.0
PRK,731,2017,1,2,0.0
PRK,731,2017,4,1,100000.0
PRK,731,2017,6,1,0.0
PRK,731,2017,7,1,0.0
PRK,731,2017,8,5,0.0
PRK,731,2017,9,7,10000.0
PRK,731,2017,10,1,100000.0
PRK,731,2017,12,4,0.0
PRK,731,2018,9,2,0.0
PRK,731,2020,9,1,12000.0
PRK,731,2020,10,1,0.0
QAT,694,2017,12,1,0.0
QAT,694,2020,5,2,100.0
QAT,694,2022,8,2,120.0
RUS,365,2017,1,10,6100.0
RUS,365,2017,2,11,20500.0
RUS,365,2017,3,61,92670.0
RUS,365,2017,4,11,4350.0
RUS,365,2017,5,10,121100.0
RUS,365,2017,6,36,18600.0
RUS,365,2017,7,10,3030.0
RUS,365,2017,8,9,2000.0
RUS,365,2017,9,12,11150.0
RUS,365,2017,10,31,9100.0
RUS,365,2017,11,17,5800.0
RUS,365,2017,12,7,1800.0
RUS,365,2018,1,77,17700.0
RUS,365,2018,2,10,60540.0
RUS,365,2018,3,30,144700.0
RUS,365,2018,4,20,39200.0
RUS,365,2018,5,56,267700.0
RUS,365,2018,6,22,9050.0
RUS,365,2018,7,48,47300.0
RUS,365,2018,8,13,1190.0
RUS,365,2018,9,51,23250.0
RUS,365,2018,10,14,10500.0
RUS,365,2018,12,7,863.0
RUS,365,2019,1,25,1700.0
RUS,365,2019,2,31,27200.0
RUS,365,2019,3,65,40850.0
RUS,365,2019,4,26,15820.0
RUS,365,2019,5,71,400150.0
RUS,365,2019,6,52,17000.0
RUS,365,2019,7,178,254500.0
RUS,365,2019,8,114,391513.0
RUS,365,2019,9,58,158400.0
RUS,365,2019,10,22,9500.0
RUS,365,2019,11,35,10550.0
RUS,365,2019,12,16,980.0
RUS,365,2020,1,3,1830.0
RUS,365,2020,2,15,23000.0
RUS,365,2020,3,10,870.0
RUS,365,2020,4,18,9000.0
RUS,365,2020,5,2,0.0
RUS,365,2020,6,4,1000.0
RUS,365,2020,7,103,128600.0
RUS,365,2020,8,100,212590.0
RUS,365,2020,9,45,500.0
RUS,365,2020,10,34,1800.0
RUS,365,2020,11,11,700.0
RUS,365,2020,12,7,530.0
RUS,365,2021,1,223,162958.0
RUS,365,2021,2,45,2080.0
RUS,365,2021,3,2,0.0
RUS,365,2021,4,65,49500.0
RUS,365,2021,5,3,600.0
RUS,365,2021,6,1,50.0
RUS,365,2021,7,1,100.0
RUS,365,2021,9,14,2250.0
RUS,365,2021,10,4,250.0
RUS,365,2021,11,17,750.0
RUS,365,2021,12,11,100.0
RUS,365,2022,2,21,5840.0
RUS,365,2022,3,22,412350.0
RUS,365,2022,4,4,3440.0
RUS,365,2022,5,8,4000000.0
RUS,365,2022,7,1,0.0
RUS,365,2022,9,33,50000.0
RUS,365,2022,10,1,0.0
RUS,365,2022,11,4,0.0
RWA,517,2018,1,2,0.0
SDN,625,2018,1,11,200.0
SDN,625,2018,12,38,0.0
SDN,625,2019,1,108,750.0
SDN,625,2019,2,44,1400.0
SDN,625,2019,3,39,0.0
SDN,625,2019,4,172,10000.0
SDN,625,2019,5,111,10000.0
SDN,625,2019,6,220,700.0
SDN,625,2019,7,109,400.0
SDN,625,2019,8,41,0.0
SDN,625,2019,9,10,0.0
SDN,625,2019,10,7,0.0
SDN,625,2019,11,9,0.0
SDN,625,2019,12,8,0.0
SDN,625,2020,1,6,0.0
SDN,625,2020,2,11,0.0
SDN,625,2020,3,2,0.0
SDN,625,2020,4,6,0.0
SDN,625,2020,6,25,0.0
SDN,625,2020,7,21,1500.0
SDN,625,2020,8,8,0.0
SDN,625,2020,9,1,0.0
SDN,625,2020,10,17,200.0
SDN,625,2020,11,1,0.0
SDN,625,2020,12,11,0.0
SDN,625,2021,1,10,0.0
SDN,625,2021,2,9,0.0
SDN,625,2021,4,4,0.0
SDN,625,2021,5,10,0.0
SDN,625,2021,6,17,0.0
SDN,625,2021,9,13,0.0
SDN,625,2021,10,129,0.0
SDN,625,2021,11,119,500.0
SDN,625,2021,12,92,2000.0
SDN,625,2022,1,129,4000.0
SDN,625,2022,2,47,13000.0
SDN,625,2022,3,20,0.0
SDN,625,2022,4,11,0.0
SDN,625,2022,5,18,0.0
SDN,625,2022,6,31,0.0
SDN,625,2022,7,29,3000.0
SDN,625,2022,8,7,0.0
SDN,625,2022,9,1,0.0
SDN,625,2022,10,31,3800.0
SDN,625,2022,11,7,0.0
SDN,625,2022,12,4,0.0
SGP,830,2017,7,3,0.0
SGP,830,2017,9,1,0.0
SGP,830,2022,4,4,400.0
SGP,830,2022,6,1,0.0
SOM,520,2017,2,2,0.0
SOM,520,2017,3,1,0.0
SOM,520,2017,4,1,0.0
SOM,520,2017,7,2,0.0
SOM,520,2017,9,2,0.0
SOM,520,2017,10,1,0.0
SOM,520,2017,11,1,0.0
SOM,520,2018,6,1,0.0
SOM,520,2018,10,2,0.0
SOM,520,2018,11,8,0.0
SOM,520,2018,12,5,0.0
SOM,520,2019,1,5,0.0
SOM,520,2019,2,3,0.0
SOM,520,2019,3,3,0.0
SOM,520,2019,4,3,0.0
SOM,520,2019,5,9,0.0
SOM,520,2019,6,5,0.0
SOM,520,2019,7,5,0.0
SOM,520,2019,8,14,0.0
SOM,520,2019,9,13,0.0
SOM,520,2019,10,24,0.0
SOM,520,2019,11,18,0.0
SOM,520,2019,12,14,0.0
SOM,520,2020,1,14,0.0
SOM,520,2020,2,8,0.0
SOM,520,2020,4,11,0.0
SOM,520,2020,5,1,0.0
SOM,520,2020,6,11,0.0
SOM,520,2020,7,3,0.0
SOM,520,2020,8,3,0.0
SOM,520,2020,9,4,0.0
SOM,520,2020,10,8,0.0
SOM,520,2020,11,2,0.0
SOM,520,2020,12,13,0.0
SOM,520,2021,1,1,0.0
SOM,520,2021,2,10,0.0
SOM,520,2021,3,1,0.0
SOM,520,2021,4,2,0.0
SOM,520,2021,5,2,0.0
SOM,520,2021,8,1,0.0
SOM,520,2022,1,2,0.0
SOM,520,2022,2,1,0.0
SOM,520,2022,3,1,0.0
SOM,520,2022,6,3,0.0
SOM,520,2022,7,4,0.0
SOM,520,2022,8,11,0.0
SOM,520,2022,9,2,0.0
SOM,520,2022,11,3,0.0
SOM,520,2022,12,6,0.0
SRB,345,2017,2,1,0.0
SRB,345,2017,4,29,3000.0
SRB,345,2017,5,3,0.0
SRB,345,2017,10,3,0.0
SRB,345,2018,2,2,0.0
SRB,345,2018,4,1,0.0
SRB,345,2018,5,2,0.0
SRB,345,2018,6,1,0.0
SRB,345,2018,12,7,25000.0
SRB,345,2019,1,9,0.0
SRB,345,2019,2,7,0.0
SRB,345,2019,3,22,0.0
SRB,345,2019,4,14,7500.0
SRB,345,2019,5,1,0.0
SRB,345,2019,6,1,0.0
SRB,345,2019,8,1,0.0
SRB,345,2019,9,2,0.0
SRB,345,2019,11,1,0.0
SRB,345,2019,12,1,0.0
SRB,345,2020,1,1,0.0
SRB,345,2020,4,2,0.0
SRB,345,2020,5,5,1000.0
SRB,345,2020,7,45,0.0
SRB,345,2020,8,1,0.0
SRB,345,2021,2,1,0.0
SRB,345,2021,3,2,0.0
SRB,345,2021,4,1,0.0
SRB,345,2021,8,1,0.0
SRB,345,2021,9,2,0.0
SRB,345,2021,11,13,4000.0
SRB,345,2021,12,9,0.0
SRB,345,2022,1,4,100.0
SRB,345,2022,2,3,0.0
SRB,345,2022,6,1,0.0
SRB,345,2022,9,5,0.0
SSD,626,2018,7,1,0.0
SSD,626,2019,7,1,0.0
SSD,626,2019,12,7,0.0
SSD,626,2020,1,3,0.0
SSD,626,2020,2,6,0.0
SSD,626,2020,6,6,0.0
SSD,626,2020,10,2,0.0
SSD,626,2021,3,1,0.0
SSD,626,2021,7,1,0.0
SSD,626,2022,5,1,0.0
STP,483,2018,1,2,0.0
STP,483,2019,8,1,0.0
STP,483,2020,2,1,100.0
STP,483,2021,2,3,0.0
STP,483,2021,3,4,0.0
STP,483,2021,4,22,100.0
STP,483,2021,5,12,700.0
STP,483,2021,6,1,0.0
STP,483,2021,7,3,0.0
STP,483,2021,8,2,1000.0
STP,483,2021,9,2,0.0
STP,483,2021,10,11,0.0
STP,483,2021,11,2,0.0
