feature,coefficient,fold_id,horizon,model_name
num__acled_7d_lag,22.62222893007483,1,30,model0_persistence
num__acled_28d_lag,31.07097831100628,1,30,model0_persistence
num__riot_7d_lag,3.068414462776756,1,30,model0_persistence
num__riot_28d_lag,14.930456349182421,1,30,model0_persistence
num__violence_7d_lag,8.705737077064342,1,30,model0_persistence
num__violence_28d_lag,12.85119062935408,1,30,model0_persistence
num__protest_fat_7d_lag,0.5584660221188338,1,30,model0_persistence
num__protest_fat_28d_lag,1.8829414890648644,1,30,model0_persistence
num__acled_7d_lag,22.760329275673616,1,30,model1_markets
num__acled_28d_lag,29.731356676103182,1,30,model1_markets
num__riot_7d_lag,4.001988280190087,1,30,model1_markets
num__riot_28d_lag,15.542393709169453,1,30,model1_markets
num__violence_7d_lag,11.342182503762928,1,30,model1_markets
num__violence_28d_lag,15.110158832844737,1,30,model1_markets
num__protest_fat_7d_lag,0.4686251930865094,1,30,model1_markets
num__protest_fat_28d_lag,2.7080961153393885,1,30,model1_markets
num__fx_pct_7d,0.2702827786451231,1,30,model1_markets
num__fx_pct_30d,1.198569924232873,1,30,model1_markets
num__fx_pct_90d,-0.5757870913480505,1,30,model1_markets
num__fx_vol_7d,-0.046776725220886176,1,30,model1_markets
num__fx_vol_30d,0.443070240691794,1,30,model1_markets
num__oil_brent_pct_14d,-0.14138613538243197,1,30,model1_markets
num__oil_brent_pct_30d,0.8721804595307506,1,30,model1_markets
num__yield_us10y,0.26133494008924196,1,30,model1_markets
num__fx_pct_30d_z,-0.648616956116072,1,30,model1_markets
num__fx_vol_30d_z,-0.06176966374135608,1,30,model1_markets
num__oil_brent_pct_30d_z,-0.8435179698158245,1,30,model1_markets
num__acled_7d_lag,13.85649939648234,1,30,model2_full
num__acled_28d_lag,17.52262279815914,1,30,model2_full
num__riot_7d_lag,3.7428518365892587,1,30,model2_full
num__riot_28d_lag,10.428687313716262,1,30,model2_full
num__violence_7d_lag,8.566309829297094,1,30,model2_full
num__violence_28d_lag,11.280161845929316,1,30,model2_full
num__protest_fat_7d_lag,-0.19357391923092812,1,30,model2_full
num__protest_fat_28d_lag,0.6374892086976454,1,30,model2_full
num__fx_pct_7d,0.22638152388117477,1,30,model2_full
num__fx_pct_30d,0.4047925423170708,1,30,model2_full
num__fx_pct_90d,-0.01876600142922032,1,30,model2_full
num__fx_vol_7d,0.01951250021758395,1,30,model2_full
num__fx_vol_30d,1.1084360186971427,1,30,model2_full
num__oil_brent_pct_14d,-0.10998261590208408,1,30,model2_full
num__oil_brent_pct_30d,0.7785755947067465,1,30,model2_full
num__yield_us10y,0.11229745270391658,1,30,model2_full
num__fx_pct_30d_z,-0.31300689247297653,1,30,model2_full
num__fx_vol_30d_z,-0.4261780385904313,1,30,model2_full
num__oil_brent_pct_30d_z,-0.6913705058777174,1,30,model2_full
num__gdp_growth,0.4818712237674233,1,30,model2_full
num__gdp_per_capita_growth,-0.33427296486398983,1,30,model2_full
num__inflation_cpi_yoy,-0.323865990691883,1,30,model2_full
num__unemployment_total,2.2233319484446112,1,30,model2_full
num__unemployment_youth,-0.9340900518586539,1,30,model2_full
num__unemployment_sa,4.231854405593035,1,30,model2_full
num__unemployment_sa_z,0.5756842295466668,1,30,model2_full
num__unemployment_rate,-5.317415065566055,1,30,model2_full
num__unemployment_rate_z,0.259447146941442,1,30,model2_full
num__earnings_monthly,0.3208874707292111,1,30,model2_full
num__earnings_monthly_z,-0.1339751132067743,1,30,model2_full
num__political_stability_est,-1.4983772969262654,1,30,model2_full
num__voice_accountability_est,-0.4609306035044359,1,30,model2_full
num__government_effectiveness_est,1.928606838606934,1,30,model2_full
num__rule_of_law_est,-1.6499708699945892,1,30,model2_full
num__fx_pct_30d_x_instability,0.3505987350466925,1,30,model2_full
num__oil_brent_pct_30d_x_inflation,-0.02724572485165015,1,30,model2_full
num__economic_stress_index,-0.19361888122828627,1,30,model2_full
num__economic_stress_index_z,-0.06154990797294966,1,30,model2_full
num__labour_conflict_index,0.06972520865539958,1,30,model2_full
num__labour_conflict_index_z,-0.09411439028435868,1,30,model2_full
num__protest_mobilisation_index,0.059369350817442657,1,30,model2_full
num__protest_mobilisation_index_z,-0.19322507716415713,1,30,model2_full
num__food_cpi_inflation,0.6284937465575892,1,30,model2_full
