roc_auc,pr_auc,brier,fold_id,horizon,model_name,n_train,n_test,pos_rate
0.9664936304933162,0.992830290280276,0.05984626904983381,1,7,model0_persistence,42705,14274,0.8304609780019616
0.9647971637010626,0.9927149019544729,0.0631682670699027,1,7,model1_markets,42705,14274,0.8304609780019616
0.9073791913180611,0.9816429546839436,0.11105627446502314,1,7,model2_full,42705,14274,0.8304609780019616
0.9116260229486298,0.9822836116428006,0.10816225079037622,1,7,model4_fao,42705,14274,0.8304609780019616
0.9683005492444579,0.9932189061422092,0.05379151937095703,1,7,model5_xgboost_tuned,42705,14274,0.8304609780019616
0.67959444940997,0.9244784945386582,0.339770505844099,1,7,model6_xgb_nolag,42705,14274,0.8304609780019616
0.9247440624010865,0.9791659823532117,0.16186283967240134,1,7,model5_income_group,42705,14274,0.8304609780019616
0.6777725759829998,0.9241425957799803,0.34529899998997526,1,7,model6_income_group_nolag,42705,14274,0.8304609780019616
0.9708925856715126,0.9963040275342865,0.05364176735996102,2,7,model0_persistence,56979,14235,0.8916051984545135
0.9685382109540172,0.9960486852962425,0.05442813542224982,2,7,model1_markets,56979,14235,0.8916051984545135
0.9324699000539017,0.9917719705821708,0.07797979593319936,2,7,model2_full,56979,14235,0.8916051984545135
0.927128942987239,0.991040195487987,0.07930319115433077,2,7,model4_fao,56979,14235,0.8916051984545135
0.9689546785611501,0.9961950115467492,0.04605956729966146,2,7,model5_xgboost_tuned,56979,14235,0.8916051984545135
0.7605871417107117,0.9625860436637058,0.18396106728641726,2,7,model6_xgb_nolag,56979,14235,0.8916051984545135
0.9665485262377655,0.9952024928108696,0.04783880760227507,2,7,model5_income_group,56979,14235,0.8916051984545135
0.8784823248410569,0.980332890544233,0.12569194197241268,2,7,model6_income_group_nolag,56979,14235,0.8916051984545135
0.9655976382705017,0.9965178639722709,0.05557567232440312,3,7,model0_persistence,71214,14235,0.9114155251141552
0.9639759602166574,0.9964032964587317,0.05483126795971218,3,7,model1_markets,71214,14235,0.9114155251141552
0.9581851741059131,0.9957862180038495,0.045520161621944756,3,7,model2_full,71214,14235,0.9114155251141552
0.9455065807818895,0.9945536674456084,0.05119739185724087,3,7,model4_fao,71214,14235,0.9114155251141552
0.9699826970478503,0.996977092664787,0.038595951134480985,3,7,model5_xgboost_tuned,71214,14235,0.9114155251141552
0.9050241335473974,0.9864365007660936,0.21781668659391773,3,7,model6_xgb_nolag,71214,14235,0.9114155251141552
0.9426269729723584,0.9925646841877379,0.09907941559354641,3,7,model5_income_group,71214,14235,0.9114155251141552
0.8258873936490073,0.9768478368409177,0.16638897731449742,3,7,model6_income_group_nolag,71214,14235,0.9114155251141552
0.9710003359656726,0.9971002573731103,0.05605431481653623,4,7,model0_persistence,85449,14235,0.9109237794169301
0.969208356860256,0.9969463030366873,0.05491838500483455,4,7,model1_markets,85449,14235,0.9109237794169301
0.9566673312186066,0.9957234347702744,0.04659345379833078,4,7,model2_full,85449,14235,0.9109237794169301
0.9274676629999132,0.9928053560553277,0.06235525673147795,4,7,model4_fao,85449,14235,0.9109237794169301
0.9781902689647269,0.9977608167376809,0.044445676670591135,4,7,model5_xgboost_tuned,85449,14235,0.9109237794169301
0.9707501254701634,0.9970127105438154,0.04138068445081847,4,7,model6_xgb_nolag,85449,14235,0.9109237794169301
0.9745981913807411,0.9972841193034587,0.09187150682752922,4,7,model5_income_group,85449,14235,0.9109237794169301
0.9467755931764665,0.9923442754511304,0.052256297582419106,4,7,model6_income_group_nolag,85449,14235,0.9109237794169301
0.9753227090553834,0.9972492348356464,0.05848127611213559,5,7,model0_persistence,99684,14274,0.9073840549250385
0.975049998411451,0.9972622306033767,0.0564823636747458,5,7,model1_markets,99684,14274,0.9073840549250385
0.9755511213754218,0.9973017731522044,0.03784734309794087,5,7,model2_full,99684,14274,0.9073840549250385
0.9721752503599933,0.9969456474736447,0.03975786265359332,5,7,model4_fao,99684,14274,0.9073840549250385
0.9791326277216752,0.9977817045250247,0.10213854948622839,5,7,model5_xgboost_tuned,99684,14274,0.9073840549250385
0.9475367679008446,0.992970499360246,0.035112273305651275,5,7,model6_xgb_nolag,99684,14274,0.9073840549250385
0.9650476296045728,0.9958581569938815,0.05143800070308495,5,7,model5_income_group,99684,14274,0.9073840549250385
0.9435531600911641,0.9920064597198543,0.1623296027029302,5,7,model6_income_group_nolag,99684,14274,0.9073840549250385
