url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon,sqldate,dateadded
https://www.dw.com/en/amazon-workers-stage-black-friday-strike/av-46431455,labour_strike,0.993611247502508,51.5,10.5,20181123,20181123224500
https://reliefweb.int/report/thailand/reckoning-damage-flood-hit-areas,flood,0.9922253385190049,20.9667,72.9,20181123,20181123011500
https://www.dw.com/en/black-friday-amazon-workers-union-calls-strike/a-46418696,labour_strike,0.9891991670935668,51.55,6.6,20181123,20181123053000
https://www.thestar.com.my/news/nation/2018/11/23/student-groups-hand-over-protest-memo/,protests,0.9882469884621184,2.5,112.5,20181123,20181123004500
https://www.deccanherald.com/national/india-lodges-protest-pak-over-704518.html,protests,0.9882148223901688,33.7,73.1667,20181123,20181123094500
http://www.gbn.gd/en/gbnnews/1/6721/Students-Protest.htm,protests,0.9879748248377408,,,20181123,20181123004500
https://www.newsweek.com/black-friday-amazon-workers-strike-higher-wages-better-conditions-1229043,labour_strike,0.9879364433632084,51.55,6.6,20181123,20181123160000
https://images.inquisitr.com/5175544/amazon-workers-in-germany-spain-go-on-strike-for-black-friday/,labour_strike,0.9877218541994972,42.833333,12.833333,20181123,20181123181500
https://www.businessinsider.com/r-amazon-workers-strike-in-germany-spain-on-black-friday-2018-11,labour_strike,0.986720547610292,52.5167,13.4,20181123,20181123141500
https://www.680news.com/2018/11/23/amazon-staff-in-europe-protest-to-coincide-with-black-friday/,protests,0.9848258578277048,51.5,10.5,20181123,20181123114500
https://chicago.suntimes.com/business/target-black-friday-closure-protest-notanothercent-chatham-morgan-park/,protests,0.984698899153152,41.7698,-87.6181,20181123,20181123193000
https://dailycaller.com/2018/11/23/discount-canadian-oil-huge-protest-trudeau/,protests,0.9830655452250076,49.25,-123.133,20181123,20181123184500
https://hypebeast.com/2018/11/amazon-workers-europe-strike-black-friday,labour_strike,0.9820292984097772,54.0,-4.0,20181123,20181123204500
https://www.fastcompany.com/90271926/thousands-of-amazon-workers-in-europe-stage-black-friday-strike,labour_strike,0.981350055948498,,,20181123,20181123134500
https://www.theweek.in/news/india/2018/11/23/del82-tn-srm-molestation.html,protests,0.9811282253761604,13.0833,80.2833,20181123,20181123051500
https://www.jpost.com/Breaking-News/Tunisian-activists-call-for-protests-over-Saudi-crown-prince-visit-572660,protests,0.9806884713104608,34.0,9.0,20181116,20181123161500
http://www.grandprix.com/news/haas-protests-force-india-over-60m-payment.html,protests,0.9777569599394056,20.0,77.0,20181123,20181123071500
http://2016carsreview.net/2018/11/india-protests-against-harassment-of-high-commission/,protests,0.9774183882623536,31.5497,74.3436,20181123,20181123094500
http://news.statetimes.in/india-lodges-protest-with-pak-over-harassment-of-officials-denial-of-access-to-pilgrims/,protests,0.9766418505619536,28.6,77.2,20181123,20181123101500
http://www.indiapost.com/india-lodges-protest-with-pak-over-harassment-of-officials-denial-of-access-to-pilgrims/,protests,0.9766418505619536,33.7,73.1667,20181123,20181123123000
https://www.mirror.co.uk/money/amazon-staff-launch-black-friday-13632682,protests,0.9755474233684354,52.5833,-0.25,20181123,20181123150000
https://news.bloomberglaw.com/daily-labor-report/amazon-workers-launch-black-friday-strikes-protests-in-europe,labour_strike,0.9745479989125424,40.4239,-3.53261,20181123,20181123181500
https://www.yenisafak.com/en/world/amazon-workers-strike-in-germany-spain-on-black-friday-3467217,labour_strike,0.9741556474432598,39.828175,-98.5795,20181123,20181123153000
https://www.afdb.org/en/news-and-events/african-development-banks-staff-council-and-lions-club-join-forces-to-clean-up-attecoube-ivorian-community-hit-by-flood-18724/,flood,0.9741459841737502,5.34111,-4.02806,20181123,20181123163000
https://www.thisislocallondon.co.uk/news/17243816.thames-water-sorry-after-water-main-bursts-in-beckenham-road/,flood,0.9730605883375342,51.5,-0.116667,20181123,20181123144500
https://www.thestar.com.my/news/world/2018/11/23/tunisian-activists-call-for-protests-over-saudi-crown-prince-visit/,protests,0.9725162943920824,36.8028,10.1797,20181116,20181123154500
https://www.kitguru.net/tech-news/featured-tech-news/damien-cox/amazons-european-workers-protest-black-friday-working-conditions/,protests,0.9714275948382696,54.0,-4.0,20181123,20181123181500
http://www.pioneernews.in/amazon-workers-in-spain-on-black-friday-strike,labour_strike,0.9707243714394306,40.4239,-3.53261,20181123,20181123130000
https://www.frontpagemag.com/fpm/271987/words-vs-violent-acts-howard-rotberg,protests,0.9703536912883668,45.7326,-93.9196,20181123,20181123030000
https://www.tribuneindia.com/news/punjab/students-lock-gate-to-protest-lack-of-staff/687613.html,protests,0.9700745799059892,,,20181123,20181123033000
http://tehelka.com/india-lodges-protest-with-pakistan-over-pilgrim-controversy/,protests,0.9687033919185654,33.7,73.1667,20181123,20181123123000
https://news.biharprabha.com/2018/11/pro-khalistani-groups-hold-protest-inside-nankana-sahib-gurudwara-in-pak/,protests,0.9679539965566352,31.3083,74.0775,20181123,20181123163000
http://www.tribune242.com/news/2018/nov/23/march-total-failure-just-plp/,protests,0.9672005174569808,25.05,-77.3333,20181122,20181123140000
https://www.cbc.ca/news/thenational/thousands-protest-in-calgary-as-trudeau-meets-with-oil-industry-leaders-1.4917505,protests,0.966466832202711,60.0,-96.0,20181123,20181123164500
https://thefrontierpost.com/india-thousands-of-farmers-march-to-demand-land-rights/,protests,0.962865147571837,18.975,72.8258,20181123,20181123190000
https://nationalpost.com/pmn/news-pmn/amazon-staff-in-europe-protest-to-coincide-with-black-friday,protests,0.9627864317220258,46.0,2.0,20181123,20181123121500
https://kashmirreader.com/2018/11/23/india-lodges-protest-with-pakistan-over-harassment-of-officials-denial-of-access-to-pilgrims/,protests,0.9617272363244996,28.6,77.2,20181123,20181123073000
https://scroll.in/latest/903177/top-news-six-militants-killed-in-encounter-in-kashmirs-anantnag-district,protests,0.9610074871188656,,,20181123,20181123064500
https://nationalpost.com/news/politics/alberta-in-crisis-over-low-oil-price-prime-minister-justin-trudeau,protests,0.9589538419066204,51.0833,-114.083,20181123,20181123021500
https://www.stuff.co.nz/national/108803781/Tractor-rescue-from-rising-floodwaters,flood,0.9572869122152176,,,20181123,20181123084500
https://www.businessinsider.com/black-friday-amazon-workers-protest-poor-working-conditions-2018-11,protests,0.9572445568682008,54.0,-4.0,20181123,20181123140000
http://mywiloo.com/2018/11/india-protests-after-pakistan-stops-diplomats-and-sikh/,protests,0.957133932348882,33.7,73.1667,20181123,20181123093000
https://www.onenewspage.com/n/Front+Page/1zjaqpm3sj/Amazon-workers-launch-Black-Friday-protests.htm,protests,0.9541773818153544,,,20181123,20181123124500
https://www.upi.com/Top_News/World-News/2018/11/23/Amazon-workers-in-Europe-protest-inhuman-working-conditions/1441542989562/,labour_strike,0.9525991666542766,40.0,-4.0,20181123,20181123170000
http://en.rfi.fr/wire/20181123-spanish-amazon-workers-black-friday-strike,labour_strike,0.9524506991486132,41.5803,-5.03267,20181123,20181123104500
https://kobi5.com/news/politics-news/amazon-workers-in-europe-stage-strikes-on-black-friday-90381/,labour_strike,0.9516236206821624,40.4239,-3.53261,20181123,20181123213000
https://footwearnews.com/2018/business/retail/amazon-data-breach-workers-strike-black-friday-1202709887/,labour_strike,0.9514702932673345,42.833333,12.833333,20181123,20181123191500
https://www.alternet.org/we-are-not-robots-amazon-workers-walk-out-black-friday-over-low-wages-and-inhuman-conditions,protests,0.950044554169225,40.4,-3.68333,20181123,20181123174500
https://www.indiagazette.com/news/258362471/farmers-call-off-protest-after-maharashtra-government-assurance,protests,0.9488794192111673,18.975,72.8258,20181123,20181123013000
https://www.uniglobalunion.org/news/amazon-workers-launch-wave-black-friday-strikes-and-protests,labour_strike,0.94801904457262,54.0,-4.0,20181123,20181123103000
https://www.malaymail.com/s/1696470/icerd-protest-will-continue-until-issue-solved-in-parliament-say-johor-umno,protests,0.9476900785499918,1.6561,103.603,20181123,20181123111500
https://www.oxfordmail.co.uk/news/17244182.protesters-block-traffic-on-botley-road/,protests,0.9450293981324492,51.5,-0.116667,20181123,20181123131500
https://www.rediff.com/news/report/india-lodges-protest-with-pakistan-on-harassment-of-diplomats/20181123.htm,protests,0.9449435395267328,33.7,73.1667,20181123,20181123093000
https://www.indiatoday.in/india/story/india-protests-against-harassment-of-its-diplomats-in-pakistan-1394652-2018-11-23,protests,0.9445185916362996,30.6456,76.3825,20181123,20181123084500
https://www.detroitnews.com/story/business/2018/11/23/amazon-staff-europe-protest-black-friday/38590117/,protests,0.9440650235845368,50.8667,9.7,20181123,20181123150000
https://www.businessinsider.com/amazon-asked-police-in-spain-to-intervene-warehouse-strike-2018-11,protests,0.943660545912768,40.4,-3.68333,20181123,20181123181500
https://thedailyblog.co.nz/2018/11/23/more-than-1150-dhb-employed-midwives-will-begin-strike-action-meras/,labour_strike,0.937035816334988,,,20181123,20181123011500
http://opticxllyaroused.com/2018/11/23/india-lodges-strong-protest-with-pakistan-on-harassment-of.html,protests,0.9340128259898453,32.125,73.4159,20181123,20181123164500
https://www.ibtimes.co.in/india-lodges-protest-pakistan-over-harassment-officials-denial-access-pilgrims-786264,protests,0.9285501704998468,20.0,77.0,20181123,20181123123000
