roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method,target
0.8637341193555174,0.8328228415177148,0.1517191558076881,0.3532549444694893,1,protest,7,model0_persistence,42705,14274,0.3758582037270562,,,,,,,protest_7d
0.8754979457442883,0.8381269658494905,0.1405148682725912,0.3940408164404251,2,protest,7,model0_persistence,56979,13962,0.3654204268729408,,,,,,,protest_7d
0.9000130817119779,0.8137135781947972,0.1237256541802389,0.2900463305118934,1,strike,7,model0_persistence,42705,14274,0.2248143477651674,,,,,,,strike_7d
0.9103182108153088,0.8187374497831141,0.1153760002984033,0.310727236998361,2,strike,7,model0_persistence,56979,13962,0.2125769946998997,,,,,,,strike_7d
