target,evaluation,fold_id,roc_auc,pr_auc,brier,brier_skill_score,pos_rate
protest_7d,static,1,0.8637,0.8328,0.1517,0.3533,0.3758582037270562
protest_7d,static,2,0.8755,0.8381,0.1405,0.394,0.3654204268729408
strike_7d,static,1,0.9,0.8137,0.1237,0.29,0.2248143477651674
strike_7d,static,2,0.9103,0.8187,0.1154,0.3107,0.2125769946998997
protest_7d,expanding,2020-01,0.8601,0.8549,0.1502,0.3892,
protest_7d,expanding,2020-02,0.875,0.8803,0.1414,0.4318,
protest_7d,expanding,2020-03,0.8243,0.7356,0.1983,0.012,
protest_7d,expanding,2020-04,0.8497,0.7951,0.1503,0.3058,
protest_7d,expanding,2020-05,0.8837,0.8551,0.135,0.4307,
protest_7d,expanding,2020-06,0.8734,0.8814,0.1426,0.4279,
protest_7d,expanding,2020-07,0.866,0.8469,0.1471,0.3897,
protest_7d,expanding,2020-08,0.8669,0.8573,0.1445,0.3714,
protest_7d,expanding,2020-09,0.8992,0.8789,0.1281,0.4409,
protest_7d,expanding,2020-10,0.8797,0.8476,0.1386,0.4048,
protest_7d,expanding,2020-11,0.8659,0.8391,0.1434,0.3879,
protest_7d,expanding,2020-12,0.8996,0.8211,0.1446,0.3086,
protest_7d,expanding,2021-01,0.8574,0.8114,0.1449,0.3548,
protest_7d,expanding,2021-02,0.8365,0.8226,0.1576,0.3469,
protest_7d,expanding,2021-03,0.8858,0.8738,0.1342,0.447,
protest_7d,expanding,2021-04,0.9084,0.879,0.1243,0.4804,
protest_7d,expanding,2021-05,0.8848,0.8391,0.1381,0.4011,
protest_7d,expanding,2021-06,0.8613,0.8437,0.1431,0.4007,
protest_7d,expanding,2021-07,0.8729,0.8247,0.1417,0.3632,
protest_7d,expanding,2021-08,0.8725,0.8141,0.1446,0.3643,
protest_7d,expanding,2021-09,0.905,0.8785,0.1237,0.4658,
protest_7d,expanding,2021-10,0.8478,0.8124,0.1526,0.3282,
protest_7d,expanding,2021-11,0.9064,0.8739,0.1241,0.4708,
protest_7d,expanding,2021-12,0.8745,0.7963,0.1509,0.2664,
strike_7d,expanding,2020-01,0.8721,0.7567,0.1346,0.2851,
strike_7d,expanding,2020-02,0.8658,0.7898,0.1389,0.2277,
strike_7d,expanding,2020-03,0.8874,0.7861,0.1307,0.2504,
strike_7d,expanding,2020-04,0.9228,0.8579,0.1164,0.2632,
strike_7d,expanding,2020-05,0.9297,0.869,0.1031,0.3977,
strike_7d,expanding,2020-06,0.925,0.8747,0.1,0.48,
strike_7d,expanding,2020-07,0.9052,0.8347,0.119,0.3208,
strike_7d,expanding,2020-08,0.9307,0.8473,0.1053,0.4142,
strike_7d,expanding,2020-09,0.8994,0.805,0.1204,0.3163,
strike_7d,expanding,2020-10,0.916,0.8011,0.1245,0.1664,
strike_7d,expanding,2020-11,0.8966,0.8029,0.1137,0.3134,
strike_7d,expanding,2020-12,0.8565,0.7529,0.1395,0.2102,
strike_7d,expanding,2021-01,0.9325,0.8352,0.105,0.3182,
strike_7d,expanding,2021-02,0.9223,0.8656,0.1035,0.3568,
strike_7d,expanding,2021-03,0.9121,0.8047,0.1181,0.3333,
strike_7d,expanding,2021-04,0.8766,0.7879,0.1202,0.3279,
strike_7d,expanding,2021-05,0.8959,0.8175,0.1191,0.2987,
strike_7d,expanding,2021-06,0.8983,0.8101,0.1153,0.3345,
strike_7d,expanding,2021-07,0.9243,0.8461,0.11,0.2713,
strike_7d,expanding,2021-08,0.9276,0.8083,0.1107,0.3733,
strike_7d,expanding,2021-09,0.9257,0.8285,0.1091,0.3887,
strike_7d,expanding,2021-10,0.9273,0.8462,0.1071,0.3858,
strike_7d,expanding,2021-11,0.8896,0.8233,0.1156,0.2973,
strike_7d,expanding,2021-12,0.9049,0.7978,0.1256,0.0958,
