iso3,admin1,month,event_count,fatalities
KEN,Nakuru,2017-09-01,2,0
KEN,Nakuru,2017-11-01,4,2
KEN,Nakuru,2018-01-01,1,0
KEN,Nakuru,2018-03-01,1,0
KEN,Nakuru,2018-05-01,3,2
KEN,Nakuru,2018-06-01,2,0
KEN,Nakuru,2018-07-01,2,2
KEN,Nakuru,2018-08-01,1,1
KEN,Nakuru,2018-09-01,19,14
KEN,Nakuru,2018-10-01,3,1
KEN,Nakuru,2018-11-01,5,3
KEN,Nakuru,2019-01-01,3,1
KEN,Nakuru,2019-04-01,2,1
KEN,Nakuru,2019-05-01,4,0
KEN,Nakuru,2019-08-01,3,1
KEN,Nakuru,2019-09-01,4,1
KEN,Nakuru,2019-10-01,1,0
KEN,Nakuru,2019-12-01,3,0
KEN,Nakuru,2020-01-01,3,0
KEN,Nakuru,2020-02-01,1,0
KEN,Nakuru,2020-03-01,4,1
KEN,Nakuru,2020-04-01,3,0
KEN,Nakuru,2020-05-01,2,0
KEN,Nakuru,2020-06-01,1,0
KEN,Nakuru,2020-07-01,2,1
KEN,Nakuru,2020-08-01,6,1
KEN,Nakuru,2020-09-01,9,2
KEN,Nakuru,2020-11-01,2,2
KEN,Nakuru,2020-12-01,5,0
KEN,Nakuru,2021-01-01,2,0
KEN,Nakuru,2021-02-01,2,0
KEN,Nakuru,2021-03-01,2,1
KEN,Nakuru,2021-04-01,1,0
KEN,Nakuru,2021-05-01,2,1
KEN,Nakuru,2021-06-01,3,5
KEN,Nakuru,2021-07-01,1,0
KEN,Nakuru,2021-08-01,2,0
KEN,Nakuru,2021-09-01,1,0
KEN,Nakuru,2021-11-01,2,2
KEN,Nakuru,2021-12-01,2,0
KEN,Nakuru,2022-01-01,3,0
KEN,Nakuru,2022-02-01,7,2
KEN,Nakuru,2022-03-01,9,2
KEN,Nakuru,2022-04-01,16,2
KEN,Nakuru,2022-05-01,3,0
KEN,Nakuru,2022-06-01,12,3
KEN,Nakuru,2022-07-01,4,4
KEN,Nakuru,2022-08-01,5,0
KEN,Nakuru,2022-09-01,3,1
KEN,Nakuru,2022-10-01,4,0
KEN,Nakuru,2022-11-01,3,0
KEN,Nakuru,2022-12-01,5,3
KEN,Nakuru,2023-01-01,6,0
KEN,Nakuru,2023-02-01,8,3
KEN,Nakuru,2023-03-01,8,0
KEN,Nakuru,2023-04-01,3,1
KEN,Nakuru,2023-05-01,11,3
KEN,Nakuru,2023-06-01,5,3
KEN,Nakuru,2023-07-01,7,2
KEN,Nakuru,2023-08-01,3,0
KEN,Nakuru,2023-09-01,6,0
KEN,Nakuru,2023-10-01,5,0
KEN,Nakuru,2023-11-01,14,0
KEN,Nakuru,2023-12-01,4,1
KEN,Nakuru,2024-01-01,6,0
KEN,Nakuru,2024-02-01,12,1
KEN,Nakuru,2024-03-01,9,4
KEN,Nakuru,2024-04-01,6,1
KEN,Nakuru,2024-05-01,11,1
KEN,Nakuru,2024-06-01,14,4
KEN,Nakuru,2024-07-01,13,0
KEN,Nakuru,2024-08-01,9,1
KEN,Nakuru,2024-09-01,14,2
KEN,Nakuru,2024-10-01,12,6
KEN,Nakuru,2024-11-01,15,1
KEN,Nakuru,2024-12-01,10,2
KEN,Nakuru,2025-01-01,25,2
KEN,Nakuru,2025-02-01,10,3
KEN,Nandi,2017-04-01,1,0
KEN,Nandi,2017-06-01,1,0
KEN,Nandi,2018-04-01,1,0
KEN,Nandi,2018-11-01,1,1
KEN,Nandi,2019-03-01,1,0
KEN,Nandi,2019-10-01,2,0
KEN,Nandi,2019-12-01,1,0
KEN,Nandi,2020-05-01,1,2
KEN,Nandi,2020-06-01,2,3
KEN,Nandi,2020-08-01,3,0
KEN,Nandi,2021-02-01,1,0
KEN,Nandi,2021-08-01,1,0
KEN,Nandi,2022-01-01,1,0
KEN,Nandi,2022-03-01,2,0
KEN,Nandi,2022-04-01,8,0
KEN,Nandi,2022-05-01,3,0
KEN,Nandi,2022-06-01,1,0
KEN,Nandi,2022-07-01,2,0
KEN,Nandi,2022-09-01,2,0
KEN,Nandi,2022-10-01,1,0
KEN,Nandi,2022-11-01,1,0
KEN,Nandi,2022-12-01,1,0
KEN,Nandi,2023-02-01,1,0
KEN,Nandi,2023-03-01,4,0
KEN,Nandi,2023-04-01,2,0
KEN,Nandi,2023-05-01,1,0
KEN,Nandi,2023-06-01,4,0
KEN,Nandi,2023-07-01,2,0
KEN,Nandi,2023-08-01,2,0
KEN,Nandi,2023-09-01,1,0
KEN,Nandi,2023-10-01,1,0
KEN,Nandi,2023-11-01,2,0
KEN,Nandi,2023-12-01,1,0
KEN,Nandi,2024-01-01,5,0
KEN,Nandi,2024-02-01,4,0
KEN,Nandi,2024-04-01,4,0
KEN,Nandi,2024-05-01,4,0
KEN,Nandi,2024-06-01,3,0
KEN,Nandi,2024-07-01,7,0
KEN,Nandi,2024-08-01,13,0
KEN,Nandi,2024-09-01,5,2
KEN,Nandi,2024-10-01,4,0
KEN,Nandi,2024-11-01,3,0
KEN,Nandi,2024-12-01,2,0
KEN,Nandi,2025-01-01,2,1
KEN,Nandi,2025-02-01,4,1
KEN,Narok,2017-01-01,4,6
KEN,Narok,2017-02-01,3,0
KEN,Narok,2017-07-01,1,0
KEN,Narok,2017-09-01,2,9
KEN,Narok,2017-10-01,2,0
KEN,Narok,2017-11-01,2,0
KEN,Narok,2018-03-01,1,0
KEN,Narok,2018-06-01,1,0
KEN,Narok,2018-07-01,2,0
KEN,Narok,2018-08-01,1,0
KEN,Narok,2018-09-01,6,4
KEN,Narok,2018-10-01,3,0
KEN,Narok,2018-11-01,1,0
KEN,Narok,2018-12-01,2,1
KEN,Narok,2019-01-01,1,0
KEN,Narok,2019-03-01,1,0
KEN,Narok,2019-07-01,1,0
KEN,Narok,2019-08-01,1,0
KEN,Narok,2019-09-01,5,4
KEN,Narok,2019-10-01,2,0
KEN,Narok,2019-12-01,2,4
KEN,Narok,2020-01-01,2,1
KEN,Narok,2020-04-01,2,1
KEN,Narok,2020-05-01,2,8
KEN,Narok,2020-06-01,1,0
KEN,Narok,2020-07-01,5,5
KEN,Narok,2020-08-01,4,0
KEN,Narok,2020-09-01,2,0
KEN,Narok,2020-10-01,1,2
KEN,Narok,2021-02-01,2,0
KEN,Narok,2021-04-01,2,0
KEN,Narok,2021-05-01,1,0
KEN,Narok,2021-07-01,2,2
KEN,Narok,2021-09-01,1,0
KEN,Narok,2022-01-01,1,0
KEN,Narok,2022-02-01,1,0
KEN,Narok,2022-03-01,2,1
KEN,Narok,2022-04-01,6,0
KEN,Narok,2022-05-01,4,0
KEN,Narok,2022-07-01,2,0
KEN,Narok,2022-08-01,6,0
KEN,Narok,2022-10-01,5,1
KEN,Narok,2022-11-01,1,0
KEN,Narok,2022-12-01,2,0
KEN,Narok,2023-01-01,2,0
KEN,Narok,2023-02-01,3,0
KEN,Narok,2023-05-01,5,0
KEN,Narok,2023-06-01,11,1
KEN,Narok,2023-07-01,5,0
KEN,Narok,2023-08-01,3,1
KEN,Narok,2023-09-01,3,2
KEN,Narok,2023-10-01,4,1
KEN,Narok,2023-11-01,1,0
KEN,Narok,2023-12-01,9,4
KEN,Narok,2024-01-01,7,1
KEN,Narok,2024-02-01,7,5
KEN,Narok,2024-03-01,2,4
KEN,Narok,2024-04-01,4,0
KEN,Narok,2024-05-01,7,0
KEN,Narok,2024-06-01,5,2
KEN,Narok,2024-07-01,6,0
KEN,Narok,2024-08-01,8,0
KEN,Narok,2024-09-01,9,1
KEN,Narok,2024-10-01,8,4
KEN,Narok,2024-11-01,1,0
KEN,Narok,2024-12-01,5,0
KEN,Narok,2025-01-01,2,2
KEN,Narok,2025-02-01,3,2
KEN,Nyamira,2017-01-01,1,2
KEN,Nyamira,2017-04-01,2,0
KEN,Nyamira,2017-05-01,1,0
KEN,Nyamira,2017-06-01,1,0
KEN,Nyamira,2017-08-01,1,0
KEN,Nyamira,2017-09-01,1,0
KEN,Nyamira,2017-10-01,1,0
KEN,Nyamira,2018-01-01,2,2
KEN,Nyamira,2018-05-01,1,0
KEN,Nyamira,2019-03-01,1,0
KEN,Nyamira,2020-04-01,1,0
KEN,Nyamira,2020-08-01,1,0
KEN,Nyamira,2020-10-01,2,0
KEN,Nyamira,2021-12-01,1,0
KEN,Nyamira,2022-01-01,2,1
KEN,Nyamira,2022-06-01,3,0
KEN,Nyamira,2022-07-01,1,1
KEN,Nyamira,2022-10-01,5,4
KEN,Nyamira,2022-11-01,2,2
KEN,Nyamira,2023-01-01,3,1
KEN,Nyamira,2023-02-01,2,0
KEN,Nyamira,2023-03-01,3,2
KEN,Nyamira,2023-04-01,1,0
KEN,Nyamira,2023-05-01,2,0
KEN,Nyamira,2023-06-01,2,0
KEN,Nyamira,2023-07-01,4,0
KEN,Nyamira,2023-08-01,1,0
KEN,Nyamira,2023-09-01,3,0
KEN,Nyamira,2023-10-01,2,0
KEN,Nyamira,2023-11-01,1,0
KEN,Nyamira,2023-12-01,2,0
KEN,Nyamira,2024-01-01,3,0
KEN,Nyamira,2024-02-01,5,0
KEN,Nyamira,2024-03-01,2,2
KEN,Nyamira,2024-04-01,1,0
KEN,Nyamira,2024-05-01,5,1
KEN,Nyamira,2024-06-01,4,1
KEN,Nyamira,2024-07-01,6,2
KEN,Nyamira,2024-08-01,5,0
KEN,Nyamira,2024-10-01,6,0
KEN,Nyamira,2024-11-01,2,0
KEN,Nyamira,2024-12-01,2,0
KEN,Nyamira,2025-01-01,1,0
KEN,Nyamira,2025-02-01,4,0
KEN,Nyandarua,2017-02-01,3,1
KEN,Nyandarua,2017-04-01,1,0
KEN,Nyandarua,2017-05-01,7,1
KEN,Nyandarua,2017-06-01,1,0
KEN,Nyandarua,2017-08-01,1,1
KEN,Nyandarua,2018-01-01,2,1
KEN,Nyandarua,2018-05-01,3,3
KEN,Nyandarua,2018-06-01,1,0
KEN,Nyandarua,2018-07-01,1,0
KEN,Nyandarua,2018-08-01,1,0
KEN,Nyandarua,2018-09-01,1,3
KEN,Nyandarua,2019-03-01,1,0
KEN,Nyandarua,2019-08-01,2,0
KEN,Nyandarua,2019-10-01,2,0
KEN,Nyandarua,2022-05-01,1,0
KEN,Nyandarua,2022-06-01,1,1
KEN,Nyandarua,2022-07-01,1,0
KEN,Nyandarua,2022-08-01,1,0
KEN,Nyandarua,2022-11-01,1,0
KEN,Nyandarua,2023-01-01,1,0
KEN,Nyandarua,2023-02-01,1,0
KEN,Nyandarua,2023-03-01,2,0
KEN,Nyandarua,2023-06-01,1,4
KEN,Nyandarua,2023-07-01,1,0
KEN,Nyandarua,2023-09-01,2,0
KEN,Nyandarua,2023-10-01,3,0
KEN,Nyandarua,2023-11-01,1,0
KEN,Nyandarua,2023-12-01,1,0
KEN,Nyandarua,2024-01-01,1,0
KEN,Nyandarua,2024-02-01,2,0
KEN,Nyandarua,2024-03-01,5,1
KEN,Nyandarua,2024-04-01,3,0
KEN,Nyandarua,2024-05-01,4,0
KEN,Nyandarua,2024-06-01,3,0
KEN,Nyandarua,2024-07-01,2,0
KEN,Nyandarua,2024-08-01,4,0
KEN,Nyandarua,2024-09-01,2,0
KEN,Nyandarua,2024-10-01,5,0
KEN,Nyandarua,2024-11-01,1,0
KEN,Nyandarua,2024-12-01,6,0
KEN,Nyandarua,2025-01-01,2,0
KEN,Nyeri,2017-01-01,1,0
KEN,Nyeri,2017-03-01,2,2
KEN,Nyeri,2017-04-01,2,0
KEN,Nyeri,2017-05-01,3,0
KEN,Nyeri,2017-06-01,5,1
KEN,Nyeri,2017-07-01,2,0
KEN,Nyeri,2017-08-01,2,0
KEN,Nyeri,2017-09-01,1,0
KEN,Nyeri,2017-11-01,1,0
KEN,Nyeri,2018-02-01,2,2
KEN,Nyeri,2018-03-01,1,0
KEN,Nyeri,2018-04-01,1,0
KEN,Nyeri,2018-07-01,3,1
KEN,Nyeri,2018-09-01,1,0
KEN,Nyeri,2018-10-01,2,0
KEN,Nyeri,2019-01-01,1,0
KEN,Nyeri,2019-02-01,1,0
KEN,Nyeri,2019-03-01,1,0
KEN,Nyeri,2019-08-01,2,0
KEN,Nyeri,2019-12-01,1,0
KEN,Nyeri,2020-01-01,1,0
KEN,Nyeri,2020-05-01,2,1
KEN,Nyeri,2020-07-01,1,0
KEN,Nyeri,2020-11-01,1,0
KEN,Nyeri,2020-12-01,1,0
KEN,Nyeri,2021-02-01,1,0
KEN,Nyeri,2021-03-01,1,2
KEN,Nyeri,2021-05-01,1,0
KEN,Nyeri,2021-07-01,3,0
KEN,Nyeri,2021-09-01,2,0
KEN,Nyeri,2021-10-01,2,1
KEN,Nyeri,2021-11-01,3,0
KEN,Nyeri,2021-12-01,1,0
KEN,Nyeri,2022-01-01,1,0
KEN,Nyeri,2022-04-01,3,1
KEN,Nyeri,2022-05-01,2,0
KEN,Nyeri,2022-06-01,5,0
KEN,Nyeri,2022-07-01,3,0
KEN,Nyeri,2022-08-01,1,0
KEN,Nyeri,2022-10-01,7,4
KEN,Nyeri,2022-11-01,2,1
KEN,Nyeri,2022-12-01,1,0
KEN,Nyeri,2023-01-01,1,0
KEN,Nyeri,2023-03-01,1,1
KEN,Nyeri,2023-04-01,6,2
KEN,Nyeri,2023-05-01,1,0
KEN,Nyeri,2023-07-01,4,2
KEN,Nyeri,2023-09-01,3,1
KEN,Nyeri,2023-11-01,4,0
KEN,Nyeri,2023-12-01,4,0
KEN,Nyeri,2024-01-01,4,0
KEN,Nyeri,2024-02-01,1,0
KEN,Nyeri,2024-04-01,1,0
KEN,Nyeri,2024-05-01,4,2
KEN,Nyeri,2024-06-01,6,4
KEN,Nyeri,2024-07-01,9,1
KEN,Nyeri,2024-08-01,8,0
KEN,Nyeri,2024-09-01,10,21
KEN,Nyeri,2024-10-01,11,0
KEN,Nyeri,2024-11-01,6,0
KEN,Nyeri,2024-12-01,7,0
KEN,Nyeri,2025-01-01,3,0
KEN,Nyeri,2025-02-01,2,0
KEN,Samburu,2017-02-01,2,0
KEN,Samburu,2017-03-01,2,13
KEN,Samburu,2017-04-01,1,0
KEN,Samburu,2017-05-01,2,6
KEN,Samburu,2017-06-01,2,0
KEN,Samburu,2017-07-01,2,3
KEN,Samburu,2017-09-01,1,3
KEN,Samburu,2017-10-01,1,0
KEN,Samburu,2018-01-01,1,0
KEN,Samburu,2018-03-01,1,10
KEN,Samburu,2018-04-01,1,4
KEN,Samburu,2018-08-01,1,0
KEN,Samburu,2018-09-01,1,0
KEN,Samburu,2018-11-01,1,0
KEN,Samburu,2018-12-01,1,0
KEN,Samburu,2019-02-01,1,0
KEN,Samburu,2019-04-01,1,1
KEN,Samburu,2019-09-01,1,4
KEN,Samburu,2019-10-01,2,3
KEN,Samburu,2019-11-01,1,0
KEN,Samburu,2019-12-01,1,2
KEN,Samburu,2020-04-01,1,0
KEN,Samburu,2020-05-01,1,0
KEN,Samburu,2020-07-01,4,2
KEN,Samburu,2020-08-01,1,0
KEN,Samburu,2020-09-01,2,1
KEN,Samburu,2020-10-01,2,1
KEN,Samburu,2020-11-01,2,2
KEN,Samburu,2021-04-01,1,0
KEN,Samburu,2021-06-01,1,0
KEN,Samburu,2021-07-01,3,4
KEN,Samburu,2021-09-01,2,0
KEN,Samburu,2021-10-01,3,3
KEN,Samburu,2021-11-01,3,28
KEN,Samburu,2021-12-01,2,2
KEN,Samburu,2022-01-01,1,1
KEN,Samburu,2022-02-01,1,0
KEN,Samburu,2022-03-01,3,3
KEN,Samburu,2022-06-01,1,1
KEN,Samburu,2022-07-01,8,5
KEN,Samburu,2022-08-01,2,0
KEN,Samburu,2022-09-01,5,0
KEN,Samburu,2022-10-01,3,2
KEN,Samburu,2022-11-01,9,0
KEN,Samburu,2023-01-01,9,3
KEN,Samburu,2023-02-01,13,25
KEN,Samburu,2023-03-01,22,11
KEN,Samburu,2023-04-01,7,5
KEN,Samburu,2023-05-01,8,6
KEN,Samburu,2023-06-01,5,3
KEN,Samburu,2023-07-01,2,0
KEN,Samburu,2023-08-01,4,1
KEN,Samburu,2023-09-01,6,9
KEN,Samburu,2023-10-01,7,4
KEN,Samburu,2023-11-01,3,7
KEN,Samburu,2023-12-01,7,7
KEN,Samburu,2024-01-01,11,3
KEN,Samburu,2024-02-01,7,5
KEN,Samburu,2024-03-01,14,7
KEN,Samburu,2024-04-01,5,0
KEN,Samburu,2024-05-01,2,0
KEN,Samburu,2024-06-01,2,1
KEN,Samburu,2024-07-01,2,0
KEN,Samburu,2024-08-01,1,0
KEN,Samburu,2024-09-01,1,0
KEN,Samburu,2024-11-01,6,3
KEN,Samburu,2024-12-01,2,0
KEN,Samburu,2025-01-01,8,4
KEN,Samburu,2025-02-01,2,1
KEN,Siaya,2017-03-01,3,0
KEN,Siaya,2017-05-01,1,1
KEN,Siaya,2017-06-01,1,0
KEN,Siaya,2017-07-01,1,0
KEN,Siaya,2017-08-01,5,4
KEN,Siaya,2017-10-01,12,4
KEN,Siaya,2017-11-01,1,1
KEN,Siaya,2018-01-01,2,3
KEN,Siaya,2018-06-01,1,0
KEN,Siaya,2018-07-01,3,0
KEN,Siaya,2018-12-01,1,1
KEN,Siaya,2019-03-01,1,0
KEN,Siaya,2020-01-01,2,1
KEN,Siaya,2020-05-01,2,1
KEN,Siaya,2020-08-01,1,0
KEN,Siaya,2021-05-01,1,0
KEN,Siaya,2021-07-01,1,0
KEN,Siaya,2021-08-01,1,0
KEN,Siaya,2021-09-01,1,1
KEN,Siaya,2021-12-01,2,0
KEN,Siaya,2022-01-01,4,1
KEN,Siaya,2022-02-01,2,0
KEN,Siaya,2022-03-01,1,0
KEN,Siaya,2022-04-01,5,0
KEN,Siaya,2022-05-01,5,1
KEN,Siaya,2022-07-01,3,0
KEN,Siaya,2022-08-01,10,0
KEN,Siaya,2022-09-01,1,1
KEN,Siaya,2022-10-01,1,0
KEN,Siaya,2022-11-01,3,2
KEN,Siaya,2022-12-01,2,0
KEN,Siaya,2023-02-01,4,0
KEN,Siaya,2023-03-01,9,0
KEN,Siaya,2023-04-01,1,0
KEN,Siaya,2023-05-01,8,3
KEN,Siaya,2023-06-01,1,0
KEN,Siaya,2023-07-01,17,6
KEN,Siaya,2023-08-01,4,0
KEN,Siaya,2023-09-01,3,0
KEN,Siaya,2023-10-01,6,0
KEN,Siaya,2023-11-01,6,3
KEN,Siaya,2023-12-01,6,0
KEN,Siaya,2024-01-01,9,5
KEN,Siaya,2024-02-01,4,4
KEN,Siaya,2024-03-01,9,2
KEN,Siaya,2024-04-01,4,2
KEN,Siaya,2024-05-01,7,4
KEN,Siaya,2024-06-01,6,2
KEN,Siaya,2024-07-01,9,1
KEN,Siaya,2024-08-01,6,0
KEN,Siaya,2024-09-01,7,1
KEN,Siaya,2024-10-01,2,0
KEN,Siaya,2024-11-01,1,0
KEN,Siaya,2024-12-01,3,1
KEN,Siaya,2025-01-01,3,0
KEN,Siaya,2025-02-01,1,0
KEN,Taita Taveta,2017-04-01,3,2
KEN,Taita Taveta,2017-05-01,2,0
KEN,Taita Taveta,2017-06-01,1,0
KEN,Taita Taveta,2017-10-01,1,0
KEN,Taita Taveta,2017-11-01,2,4
KEN,Taita Taveta,2018-01-01,2,1
KEN,Taita Taveta,2018-05-01,1,1
KEN,Taita Taveta,2018-11-01,1,0
KEN,Taita Taveta,2018-12-01,1,0
KEN,Taita Taveta,2019-02-01,1,0
KEN,Taita Taveta,2019-05-01,2,1
KEN,Taita Taveta,2019-09-01,2,2
KEN,Taita Taveta,2019-11-01,2,1
KEN,Taita Taveta,2019-12-01,1,1
KEN,Taita Taveta,2020-02-01,1,0
KEN,Taita Taveta,2020-05-01,1,0
KEN,Taita Taveta,2020-08-01,1,1
KEN,Taita Taveta,2021-01-01,1,0
KEN,Taita Taveta,2021-02-01,1,0
KEN,Taita Taveta,2021-10-01,1,1
KEN,Taita Taveta,2022-03-01,1,0
KEN,Taita Taveta,2022-04-01,1,0
KEN,Taita Taveta,2022-07-01,1,0
KEN,Taita Taveta,2022-09-01,1,0
KEN,Taita Taveta,2022-10-01,1,0
KEN,Taita Taveta,2022-12-01,1,0
KEN,Taita Taveta,2023-01-01,1,0
KEN,Taita Taveta,2023-02-01,1,0
KEN,Taita Taveta,2023-03-01,3,0
KEN,Taita Taveta,2023-05-01,3,0
KEN,Taita Taveta,2023-06-01,5,0
KEN,Taita Taveta,2023-08-01,2,0
KEN,Taita Taveta,2023-09-01,1,0
KEN,Taita Taveta,2023-10-01,1,0
KEN,Taita Taveta,2023-12-01,1,0
KEN,Taita Taveta,2024-01-01,2,0
KEN,Taita Taveta,2024-02-01,1,0
KEN,Taita Taveta,2024-03-01,1,0
KEN,Taita Taveta,2024-04-01,1,0
KEN,Taita Taveta,2024-05-01,3,0
KEN,Taita Taveta,2024-06-01,4,0
KEN,Taita Taveta,2024-07-01,5,0
KEN,Taita Taveta,2024-08-01,5,0
KEN,Taita Taveta,2024-09-01,1,0
KEN,Taita Taveta,2024-10-01,2,0
KEN,Taita Taveta,2024-12-01,2,0
KEN,Taita Taveta,2025-01-01,2,0
KEN,Taita Taveta,2025-02-01,3,0
KEN,Tana River,2017-02-01,1,0
KEN,Tana River,2017-03-01,1,2
KEN,Tana River,2017-04-01,2,3
KEN,Tana River,2017-05-01,2,4
KEN,Tana River,2017-08-01,5,8
KEN,Tana River,2018-02-01,1,0
KEN,Tana River,2018-07-01,2,0
KEN,Tana River,2018-08-01,1,0
KEN,Tana River,2019-06-01,1,0
KEN,Tana River,2019-09-01,1,4
KEN,Tana River,2020-01-01,1,0
KEN,Tana River,2020-08-01,1,0
KEN,Tana River,2020-10-01,1,0
KEN,Tana River,2021-01-01,1,1
KEN,Tana River,2021-06-01,1,1
KEN,Tana River,2021-08-01,1,0
KEN,Tana River,2021-11-01,1,0
KEN,Tana River,2022-03-01,1,0
KEN,Tana River,2022-04-01,1,0
KEN,Tana River,2022-08-01,4,0
KEN,Tana River,2022-09-01,1,0
KEN,Tana River,2022-10-01,1,1
KEN,Tana River,2022-11-01,1,0
KEN,Tana River,2023-04-01,2,1
KEN,Tana River,2023-08-01,2,3
KEN,Tana River,2023-09-01,2,0
KEN,Tana River,2023-10-01,2,1
KEN,Tana River,2024-01-01,1,0
KEN,Tana River,2024-02-01,1,0
KEN,Tana River,2024-03-01,1,0
KEN,Tana River,2024-06-01,2,0
KEN,Tana River,2024-07-01,3,1
KEN,Tana River,2024-08-01,5,5
KEN,Tana River,2024-09-01,2,3
KEN,Tana River,2024-10-01,14,21
KEN,Tana River,2024-11-01,2,0
KEN,Tana River,2024-12-01,1,1
KEN,Tana River,2025-01-01,1,0
KEN,Tharaka-Nithi,2017-04-01,1,0
KEN,Tharaka-Nithi,2017-05-01,2,0
KEN,Tharaka-Nithi,2017-06-01,1,0
KEN,Tharaka-Nithi,2017-08-01,1,0
KEN,Tharaka-Nithi,2018-04-01,1,0
KEN,Tharaka-Nithi,2018-09-01,1,0
KEN,Tharaka-Nithi,2018-10-01,1,0
KEN,Tharaka-Nithi,2018-11-01,1,1
KEN,Tharaka-Nithi,2019-01-01,2,1
KEN,Tharaka-Nithi,2019-04-01,1,1
KEN,Tharaka-Nithi,2019-05-01,1,1
KEN,Tharaka-Nithi,2019-09-01,1,1
KEN,Tharaka-Nithi,2020-06-01,2,2
KEN,Tharaka-Nithi,2020-09-01,2,0
KEN,Tharaka-Nithi,2020-12-01,1,0
KEN,Tharaka-Nithi,2021-07-01,1,0
KEN,Tharaka-Nithi,2021-08-01,1,0
KEN,Tharaka-Nithi,2021-10-01,1,0
KEN,Tharaka-Nithi,2021-12-01,1,0
KEN,Tharaka-Nithi,2022-04-01,1,0
KEN,Tharaka-Nithi,2022-05-01,2,0
KEN,Tharaka-Nithi,2022-07-01,1,0
KEN,Tharaka-Nithi,2022-08-01,2,0
KEN,Tharaka-Nithi,2022-09-01,1,0
KEN,Tharaka-Nithi,2022-12-01,1,0
KEN,Tharaka-Nithi,2023-01-01,1,1
KEN,Tharaka-Nithi,2023-02-01,3,1
KEN,Tharaka-Nithi,2023-03-01,2,1
KEN,Tharaka-Nithi,2023-04-01,5,3
KEN,Tharaka-Nithi,2023-05-01,5,0
KEN,Tharaka-Nithi,2023-06-01,2,2
KEN,Tharaka-Nithi,2023-07-01,1,1
KEN,Tharaka-Nithi,2023-08-01,1,0
KEN,Tharaka-Nithi,2023-09-01,2,0
KEN,Tharaka-Nithi,2023-10-01,1,0
KEN,Tharaka-Nithi,2023-11-01,1,0
KEN,Tharaka-Nithi,2023-12-01,1,1
KEN,Tharaka-Nithi,2024-01-01,2,0
KEN,Tharaka-Nithi,2024-02-01,2,0
KEN,Tharaka-Nithi,2024-04-01,1,0
KEN,Tharaka-Nithi,2024-05-01,7,0
KEN,Tharaka-Nithi,2024-07-01,3,1
KEN,Tharaka-Nithi,2024-08-01,3,0
KEN,Tharaka-Nithi,2024-09-01,3,0
KEN,Tharaka-Nithi,2024-10-01,3,0
KEN,Tharaka-Nithi,2024-11-01,1,0
KEN,Tharaka-Nithi,2024-12-01,1,0
KEN,Tharaka-Nithi,2025-01-01,1,0
KEN,Trans Nzoia,2017-04-01,2,0
KEN,Trans Nzoia,2017-06-01,1,1
KEN,Trans Nzoia,2018-02-01,1,0
KEN,Trans Nzoia,2018-07-01,1,0
KEN,Trans Nzoia,2018-08-01,1,0
KEN,Trans Nzoia,2018-10-01,2,0
KEN,Trans Nzoia,2018-11-01,1,0
KEN,Trans Nzoia,2018-12-01,1,5
KEN,Trans Nzoia,2019-01-01,1,0
KEN,Trans Nzoia,2019-02-01,3,0
KEN,Trans Nzoia,2019-06-01,1,0
KEN,Trans Nzoia,2020-02-01,1,0
KEN,Trans Nzoia,2020-03-01,1,0
KEN,Trans Nzoia,2020-06-01,3,0
KEN,Trans Nzoia,2020-07-01,1,0
KEN,Trans Nzoia,2020-08-01,1,0
KEN,Trans Nzoia,2020-10-01,1,0
KEN,Trans Nzoia,2020-12-01,2,1
KEN,Trans Nzoia,2021-07-01,1,0
KEN,Trans Nzoia,2021-09-01,3,1
KEN,Trans Nzoia,2021-10-01,1,0
KEN,Trans Nzoia,2021-11-01,2,1
KEN,Trans Nzoia,2022-01-01,1,1
KEN,Trans Nzoia,2022-02-01,4,2
KEN,Trans Nzoia,2022-03-01,5,5
KEN,Trans Nzoia,2022-04-01,6,0
KEN,Trans Nzoia,2022-05-01,4,0
KEN,Trans Nzoia,2022-06-01,3,0
KEN,Trans Nzoia,2022-07-01,2,0
KEN,Trans Nzoia,2022-08-01,6,1
KEN,Trans Nzoia,2022-09-01,3,0
KEN,Trans Nzoia,2022-10-01,3,0
KEN,Trans Nzoia,2022-11-01,2,2
KEN,Trans Nzoia,2022-12-01,2,1
KEN,Trans Nzoia,2023-01-01,3,0
KEN,Trans Nzoia,2023-03-01,5,0
KEN,Trans Nzoia,2023-04-01,5,0
KEN,Trans Nzoia,2023-05-01,4,2
KEN,Trans Nzoia,2023-06-01,7,2
KEN,Trans Nzoia,2023-07-01,7,1
KEN,Trans Nzoia,2023-08-01,2,1
KEN,Trans Nzoia,2023-10-01,1,0
KEN,Trans Nzoia,2023-11-01,2,0
KEN,Trans Nzoia,2023-12-01,6,4
KEN,Trans Nzoia,2024-01-01,5,2
KEN,Trans Nzoia,2024-02-01,2,0
KEN,Trans Nzoia,2024-03-01,7,2
KEN,Trans Nzoia,2024-04-01,6,2
KEN,Trans Nzoia,2024-05-01,1,0
KEN,Trans Nzoia,2024-06-01,5,1
KEN,Trans Nzoia,2024-07-01,9,0
KEN,Trans Nzoia,2024-08-01,3,0
KEN,Trans Nzoia,2024-09-01,7,0
KEN,Trans Nzoia,2024-10-01,1,0
KEN,Trans Nzoia,2024-11-01,4,0
KEN,Trans Nzoia,2024-12-01,1,0
KEN,Trans Nzoia,2025-01-01,3,0
