iso3,admin1,month,event_count,fatalities
GRC,Macedonia-Thrace,2022-01-01,24,0
GRC,Macedonia-Thrace,2022-02-01,33,0
GRC,Macedonia-Thrace,2022-03-01,22,0
GRC,Macedonia-Thrace,2022-04-01,20,1
GRC,Macedonia-Thrace,2022-05-01,21,0
GRC,Macedonia-Thrace,2022-06-01,14,0
GRC,Macedonia-Thrace,2022-07-01,9,0
GRC,Macedonia-Thrace,2022-08-01,13,1
GRC,Macedonia-Thrace,2022-09-01,23,0
GRC,Macedonia-Thrace,2022-10-01,16,0
GRC,Macedonia-Thrace,2022-11-01,7,0
GRC,Macedonia-Thrace,2022-12-01,24,1
GRC,Macedonia-Thrace,2023-01-01,13,0
GRC,Macedonia-Thrace,2023-02-01,11,0
GRC,Macedonia-Thrace,2023-03-01,32,0
GRC,Macedonia-Thrace,2023-04-01,13,0
GRC,Macedonia-Thrace,2023-05-01,15,0
GRC,Macedonia-Thrace,2023-06-01,19,0
GRC,Macedonia-Thrace,2023-07-01,6,0
GRC,Macedonia-Thrace,2023-08-01,14,19
GRC,Macedonia-Thrace,2023-09-01,12,0
GRC,Macedonia-Thrace,2023-10-01,12,0
GRC,Macedonia-Thrace,2023-11-01,22,0
GRC,Macedonia-Thrace,2023-12-01,20,0
GRC,Macedonia-Thrace,2024-01-01,49,0
GRC,Macedonia-Thrace,2024-02-01,103,0
GRC,Macedonia-Thrace,2024-03-01,21,0
GRC,Macedonia-Thrace,2024-04-01,14,0
GRC,Macedonia-Thrace,2024-05-01,3,0
GRC,Macedonia-Thrace,2024-06-01,10,0
GRC,Macedonia-Thrace,2024-07-01,10,0
GRC,Macedonia-Thrace,2024-08-01,3,0
GRC,Macedonia-Thrace,2024-09-01,11,0
GRC,Macedonia-Thrace,2024-10-01,11,0
GRC,Macedonia-Thrace,2024-11-01,10,0
GRC,Macedonia-Thrace,2024-12-01,11,0
GRC,Macedonia-Thrace,2025-01-01,92,0
GRC,Macedonia-Thrace,2025-02-01,60,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-01-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-02-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-03-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-06-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-07-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-08-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-09-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-10-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2018-11-01,4,1
GRC,Peloponnese-Western Greece-Ionian Islands,2018-12-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-01-01,10,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-02-01,11,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-03-01,4,1
GRC,Peloponnese-Western Greece-Ionian Islands,2019-05-01,7,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-06-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-07-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-08-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-09-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-10-01,7,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-11-01,7,0
GRC,Peloponnese-Western Greece-Ionian Islands,2019-12-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-01-01,7,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-02-01,17,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-03-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-04-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-05-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-06-01,4,1
GRC,Peloponnese-Western Greece-Ionian Islands,2020-07-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-08-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-09-01,17,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-10-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-11-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2020-12-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-01-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-02-01,8,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-03-01,8,1
GRC,Peloponnese-Western Greece-Ionian Islands,2021-04-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-06-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-07-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-09-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-10-01,21,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-11-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2021-12-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-01-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-02-01,23,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-03-01,6,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-04-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-06-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-07-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-08-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-09-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-10-01,1,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-11-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2022-12-01,10,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-01-01,12,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-02-01,7,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-03-01,10,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-04-01,3,1
GRC,Peloponnese-Western Greece-Ionian Islands,2023-05-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-06-01,6,82
GRC,Peloponnese-Western Greece-Ionian Islands,2023-07-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-08-01,6,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-09-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-10-01,9,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-11-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2023-12-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-01-01,11,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-02-01,13,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-03-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-04-01,6,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-05-01,4,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-06-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-07-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-08-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-09-01,3,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-10-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-11-01,5,0
GRC,Peloponnese-Western Greece-Ionian Islands,2024-12-01,2,0
GRC,Peloponnese-Western Greece-Ionian Islands,2025-01-01,31,0
GRC,Peloponnese-Western Greece-Ionian Islands,2025-02-01,9,0
GRC,South Aegean,2018-02-01,1,0
GRC,South Aegean,2021-01-01,2,0
GRC,Thessaly-Central Greece,2018-01-01,3,0
GRC,Thessaly-Central Greece,2018-03-01,1,0
GRC,Thessaly-Central Greece,2018-06-01,2,0
GRC,Thessaly-Central Greece,2018-09-01,1,0
GRC,Thessaly-Central Greece,2018-11-01,1,0
GRC,Thessaly-Central Greece,2018-12-01,7,0
GRC,Thessaly-Central Greece,2019-01-01,5,0
GRC,Thessaly-Central Greece,2019-02-01,11,0
GRC,Thessaly-Central Greece,2019-03-01,1,0
GRC,Thessaly-Central Greece,2019-04-01,1,0
GRC,Thessaly-Central Greece,2019-05-01,1,0
GRC,Thessaly-Central Greece,2019-06-01,4,0
GRC,Thessaly-Central Greece,2019-08-01,2,0
GRC,Thessaly-Central Greece,2019-09-01,5,0
GRC,Thessaly-Central Greece,2019-10-01,9,0
GRC,Thessaly-Central Greece,2019-11-01,4,0
GRC,Thessaly-Central Greece,2019-12-01,3,0
GRC,Thessaly-Central Greece,2020-01-01,7,0
GRC,Thessaly-Central Greece,2020-02-01,8,0
GRC,Thessaly-Central Greece,2020-03-01,3,0
GRC,Thessaly-Central Greece,2020-04-01,4,0
GRC,Thessaly-Central Greece,2020-05-01,3,0
GRC,Thessaly-Central Greece,2020-06-01,4,0
GRC,Thessaly-Central Greece,2020-07-01,4,0
GRC,Thessaly-Central Greece,2020-08-01,1,0
GRC,Thessaly-Central Greece,2020-09-01,9,0
GRC,Thessaly-Central Greece,2020-10-01,5,0
GRC,Thessaly-Central Greece,2020-12-01,3,0
GRC,Thessaly-Central Greece,2021-01-01,2,0
GRC,Thessaly-Central Greece,2021-02-01,4,0
GRC,Thessaly-Central Greece,2021-04-01,1,0
GRC,Thessaly-Central Greece,2021-06-01,1,0
GRC,Thessaly-Central Greece,2021-08-01,2,0
GRC,Thessaly-Central Greece,2021-09-01,4,0
GRC,Thessaly-Central Greece,2021-10-01,2,0
GRC,Thessaly-Central Greece,2021-11-01,1,0
GRC,Thessaly-Central Greece,2021-12-01,2,0
GRC,Thessaly-Central Greece,2022-01-01,1,0
GRC,Thessaly-Central Greece,2022-02-01,40,0
GRC,Thessaly-Central Greece,2022-03-01,1,0
GRC,Thessaly-Central Greece,2022-04-01,2,0
GRC,Thessaly-Central Greece,2022-05-01,2,0
GRC,Thessaly-Central Greece,2022-09-01,1,0
GRC,Thessaly-Central Greece,2022-10-01,4,0
GRC,Thessaly-Central Greece,2022-11-01,3,28
GRC,Thessaly-Central Greece,2022-12-01,6,0
GRC,Thessaly-Central Greece,2023-01-01,8,0
GRC,Thessaly-Central Greece,2023-02-01,6,0
GRC,Thessaly-Central Greece,2023-03-01,16,0
GRC,Thessaly-Central Greece,2023-04-01,3,0
GRC,Thessaly-Central Greece,2023-05-01,2,0
GRC,Thessaly-Central Greece,2023-06-01,1,0
GRC,Thessaly-Central Greece,2023-07-01,5,1
GRC,Thessaly-Central Greece,2023-08-01,4,0
GRC,Thessaly-Central Greece,2023-09-01,12,0
GRC,Thessaly-Central Greece,2023-10-01,6,0
GRC,Thessaly-Central Greece,2023-11-01,13,1
GRC,Thessaly-Central Greece,2023-12-01,16,0
GRC,Thessaly-Central Greece,2024-01-01,44,0
GRC,Thessaly-Central Greece,2024-02-01,44,0
GRC,Thessaly-Central Greece,2024-03-01,8,0
GRC,Thessaly-Central Greece,2024-04-01,4,0
GRC,Thessaly-Central Greece,2024-06-01,2,0
GRC,Thessaly-Central Greece,2024-07-01,3,0
GRC,Thessaly-Central Greece,2024-09-01,4,0
GRC,Thessaly-Central Greece,2024-10-01,2,0
GRC,Thessaly-Central Greece,2024-11-01,1,0
GRC,Thessaly-Central Greece,2024-12-01,5,0
GRC,Thessaly-Central Greece,2025-01-01,45,0
GRC,Thessaly-Central Greece,2025-02-01,25,2
HUN,Bacs-Kiskun,2020-01-01,1,0
HUN,Bacs-Kiskun,2021-08-01,1,0
HUN,Bacs-Kiskun,2021-12-01,1,0
HUN,Bacs-Kiskun,2022-02-01,2,0
HUN,Bacs-Kiskun,2022-10-01,3,0
HUN,Bacs-Kiskun,2022-11-01,1,0
HUN,Bacs-Kiskun,2022-12-01,1,0
HUN,Bacs-Kiskun,2023-01-01,1,0
HUN,Bacs-Kiskun,2024-02-01,1,0
HUN,Baranya,2020-01-01,1,0
HUN,Baranya,2020-09-01,4,0
HUN,Baranya,2021-02-01,1,0
HUN,Baranya,2021-06-01,3,0
HUN,Baranya,2021-07-01,1,0
HUN,Baranya,2021-09-01,1,0
HUN,Baranya,2021-11-01,2,0
HUN,Baranya,2021-12-01,2,0
HUN,Baranya,2022-01-01,1,0
HUN,Baranya,2022-02-01,1,0
HUN,Baranya,2022-03-01,2,0
HUN,Baranya,2022-07-01,1,0
HUN,Baranya,2022-08-01,2,0
HUN,Baranya,2022-09-01,2,0
HUN,Baranya,2022-10-01,6,0
HUN,Baranya,2022-11-01,2,0
HUN,Baranya,2022-12-01,2,0
HUN,Baranya,2023-01-01,1,0
HUN,Baranya,2023-02-01,2,0
HUN,Baranya,2023-03-01,1,0
HUN,Baranya,2023-04-01,1,0
HUN,Baranya,2023-06-01,1,0
HUN,Baranya,2023-09-01,1,0
HUN,Baranya,2023-11-01,1,0
HUN,Baranya,2024-03-01,1,0
HUN,Baranya,2024-04-01,1,0
HUN,Baranya,2024-05-01,1,0
HUN,Baranya,2024-09-01,1,0
HUN,Baranya,2024-10-01,2,0
HUN,Bekes,2020-02-01,1,0
HUN,Bekes,2020-05-01,1,0
HUN,Bekes,2021-12-01,1,0
HUN,Bekes,2022-02-01,1,0
HUN,Bekes,2022-08-01,1,0
HUN,Bekes,2022-10-01,2,0
HUN,Bekes,2022-11-01,3,0
HUN,Bekes,2023-01-01,1,0
HUN,Bekes,2023-10-01,1,0
HUN,Borsod-Abauj-Zemplen,2020-01-01,1,0
HUN,Borsod-Abauj-Zemplen,2020-02-01,3,0
HUN,Borsod-Abauj-Zemplen,2020-03-01,1,0
HUN,Borsod-Abauj-Zemplen,2020-09-01,1,0
HUN,Borsod-Abauj-Zemplen,2021-10-01,1,0
HUN,Borsod-Abauj-Zemplen,2021-12-01,4,0
HUN,Borsod-Abauj-Zemplen,2022-02-01,1,0
HUN,Borsod-Abauj-Zemplen,2022-08-01,1,0
HUN,Borsod-Abauj-Zemplen,2022-09-01,3,0
HUN,Borsod-Abauj-Zemplen,2022-10-01,5,0
HUN,Borsod-Abauj-Zemplen,2022-11-01,2,0
HUN,Borsod-Abauj-Zemplen,2022-12-01,1,0
HUN,Borsod-Abauj-Zemplen,2023-01-01,1,0
HUN,Borsod-Abauj-Zemplen,2023-06-01,1,0
HUN,Borsod-Abauj-Zemplen,2024-02-01,2,0
HUN,Borsod-Abauj-Zemplen,2024-05-01,1,0
HUN,Borsod-Abauj-Zemplen,2024-11-01,3,0
HUN,Budapest,2020-01-01,5,0
HUN,Budapest,2020-02-01,17,0
HUN,Budapest,2020-03-01,8,0
HUN,Budapest,2020-04-01,2,0
HUN,Budapest,2020-05-01,8,0
HUN,Budapest,2020-06-01,16,0
HUN,Budapest,2020-07-01,10,0
HUN,Budapest,2020-08-01,7,0
HUN,Budapest,2020-09-01,33,0
HUN,Budapest,2020-10-01,31,0
HUN,Budapest,2020-11-01,14,0
HUN,Budapest,2020-12-01,5,0
HUN,Budapest,2021-01-01,2,0
HUN,Budapest,2021-02-01,4,0
HUN,Budapest,2021-03-01,5,0
HUN,Budapest,2021-04-01,5,0
HUN,Budapest,2021-05-01,6,0
HUN,Budapest,2021-06-01,15,0
HUN,Budapest,2021-07-01,9,0
HUN,Budapest,2021-08-01,5,0
HUN,Budapest,2021-09-01,9,0
HUN,Budapest,2021-10-01,8,0
HUN,Budapest,2021-11-01,9,0
HUN,Budapest,2021-12-01,5,0
HUN,Budapest,2022-01-01,4,0
HUN,Budapest,2022-02-01,21,0
HUN,Budapest,2022-03-01,19,0
HUN,Budapest,2022-04-01,15,0
HUN,Budapest,2022-05-01,5,0
HUN,Budapest,2022-06-01,6,0
HUN,Budapest,2022-07-01,15,0
HUN,Budapest,2022-08-01,6,0
HUN,Budapest,2022-09-01,17,0
HUN,Budapest,2022-10-01,26,0
HUN,Budapest,2022-11-01,16,0
HUN,Budapest,2022-12-01,17,0
HUN,Budapest,2023-01-01,5,0
HUN,Budapest,2023-02-01,12,0
HUN,Budapest,2023-03-01,10,0
HUN,Budapest,2023-04-01,10,0
HUN,Budapest,2023-05-01,11,0
HUN,Budapest,2023-06-01,8,0
HUN,Budapest,2023-07-01,9,0
HUN,Budapest,2023-08-01,5,0
HUN,Budapest,2023-09-01,8,0
HUN,Budapest,2023-10-01,15,0
HUN,Budapest,2023-11-01,11,0
HUN,Budapest,2023-12-01,4,0
HUN,Budapest,2024-01-01,4,0
HUN,Budapest,2024-02-01,23,0
HUN,Budapest,2024-03-01,10,0
HUN,Budapest,2024-04-01,11,0
HUN,Budapest,2024-05-01,3,0
HUN,Budapest,2024-06-01,11,0
HUN,Budapest,2024-08-01,3,0
HUN,Budapest,2024-09-01,10,0
HUN,Budapest,2024-10-01,10,0
HUN,Budapest,2024-11-01,5,0
HUN,Budapest,2024-12-01,5,0
HUN,Budapest,2025-01-01,3,0
HUN,Budapest,2025-02-01,8,0
HUN,Csongrad,2020-03-01,2,0
HUN,Csongrad,2020-09-01,1,0
HUN,Csongrad,2021-01-01,1,0
HUN,Csongrad,2021-06-01,1,0
HUN,Csongrad,2021-12-01,1,0
HUN,Csongrad,2022-03-01,1,0
HUN,Csongrad,2022-07-01,5,0
HUN,Csongrad,2022-08-01,1,0
HUN,Csongrad,2022-09-01,2,0
HUN,Csongrad,2022-10-01,10,0
HUN,Csongrad,2022-11-01,7,0
HUN,Csongrad,2022-12-01,5,0
HUN,Csongrad,2023-01-01,1,0
HUN,Csongrad,2023-02-01,3,0
HUN,Csongrad,2023-04-01,1,0
HUN,Csongrad,2023-06-01,3,0
HUN,Csongrad,2023-10-01,1,0
HUN,Csongrad,2023-11-01,1,0
HUN,Csongrad,2024-01-01,2,0
HUN,Csongrad,2024-02-01,2,0
HUN,Csongrad,2024-04-01,1,0
HUN,Csongrad,2024-06-01,1,0
HUN,Csongrad,2024-08-01,2,0
HUN,Csongrad,2024-09-01,2,0
HUN,Csongrad,2024-10-01,2,0
HUN,Fejer,2020-03-01,1,0
HUN,Fejer,2020-08-01,2,0
HUN,Fejer,2020-10-01,1,0
HUN,Fejer,2021-05-01,1,0
HUN,Fejer,2021-09-01,1,0
HUN,Fejer,2021-12-01,1,0
HUN,Fejer,2022-02-01,1,0
HUN,Fejer,2022-07-01,1,0
HUN,Fejer,2022-08-01,1,0
HUN,Fejer,2022-10-01,6,0
HUN,Fejer,2022-11-01,2,0
HUN,Fejer,2023-06-01,3,0
HUN,Fejer,2023-10-01,1,0
HUN,Fejer,2023-11-01,1,0
HUN,Fejer,2024-02-01,1,0
HUN,Fejer,2024-08-01,2,0
HUN,Fejer,2024-09-01,1,0
HUN,Gyor-Moson-Sopron,2020-01-01,1,0
HUN,Gyor-Moson-Sopron,2020-08-01,1,0
HUN,Gyor-Moson-Sopron,2020-09-01,1,0
HUN,Gyor-Moson-Sopron,2021-05-01,3,0
HUN,Gyor-Moson-Sopron,2021-12-01,2,0
HUN,Gyor-Moson-Sopron,2022-01-01,1,0
HUN,Gyor-Moson-Sopron,2022-02-01,1,0
HUN,Gyor-Moson-Sopron,2022-07-01,1,0
HUN,Gyor-Moson-Sopron,2022-08-01,1,0
HUN,Gyor-Moson-Sopron,2022-09-01,2,0
HUN,Gyor-Moson-Sopron,2022-10-01,4,0
HUN,Gyor-Moson-Sopron,2022-11-01,5,0
HUN,Gyor-Moson-Sopron,2022-12-01,1,0
HUN,Gyor-Moson-Sopron,2023-01-01,1,0
HUN,Gyor-Moson-Sopron,2023-02-01,2,0
HUN,Gyor-Moson-Sopron,2023-03-01,3,0
HUN,Gyor-Moson-Sopron,2023-05-01,1,0
HUN,Gyor-Moson-Sopron,2023-06-01,3,0
HUN,Gyor-Moson-Sopron,2023-09-01,2,0
HUN,Gyor-Moson-Sopron,2023-10-01,3,0
HUN,Gyor-Moson-Sopron,2024-02-01,2,0
HUN,Gyor-Moson-Sopron,2024-03-01,1,0
HUN,Gyor-Moson-Sopron,2024-04-01,1,0
HUN,Gyor-Moson-Sopron,2024-06-01,1,0
HUN,Gyor-Moson-Sopron,2024-08-01,1,0
HUN,Gyor-Moson-Sopron,2024-09-01,2,0
HUN,Gyor-Moson-Sopron,2024-10-01,1,0
HUN,Gyor-Moson-Sopron,2025-02-01,1,0
HUN,Hajdu-Bihar,2020-03-01,1,0
HUN,Hajdu-Bihar,2020-07-01,1,0
HUN,Hajdu-Bihar,2020-09-01,2,0
HUN,Hajdu-Bihar,2020-10-01,1,0
HUN,Hajdu-Bihar,2021-08-01,2,0
HUN,Hajdu-Bihar,2021-09-01,2,0
HUN,Hajdu-Bihar,2021-10-01,3,0
HUN,Hajdu-Bihar,2021-12-01,2,0
HUN,Hajdu-Bihar,2022-02-01,2,0
HUN,Hajdu-Bihar,2022-03-01,2,0
HUN,Hajdu-Bihar,2022-07-01,5,0
HUN,Hajdu-Bihar,2022-08-01,1,0
HUN,Hajdu-Bihar,2022-10-01,11,0
HUN,Hajdu-Bihar,2022-11-01,3,0
HUN,Hajdu-Bihar,2022-12-01,1,0
HUN,Hajdu-Bihar,2023-01-01,3,0
HUN,Hajdu-Bihar,2023-02-01,3,0
HUN,Hajdu-Bihar,2023-03-01,2,0
HUN,Hajdu-Bihar,2023-04-01,2,0
HUN,Hajdu-Bihar,2023-05-01,1,0
HUN,Hajdu-Bihar,2023-06-01,2,0
HUN,Hajdu-Bihar,2023-07-01,1,0
HUN,Hajdu-Bihar,2023-09-01,1,0
HUN,Hajdu-Bihar,2023-10-01,6,0
HUN,Hajdu-Bihar,2023-11-01,1,0
HUN,Hajdu-Bihar,2023-12-01,1,0
HUN,Hajdu-Bihar,2024-01-01,4,0
HUN,Hajdu-Bihar,2024-02-01,4,0
HUN,Hajdu-Bihar,2024-03-01,1,0
HUN,Hajdu-Bihar,2024-05-01,1,0
HUN,Hajdu-Bihar,2024-06-01,1,0
HUN,Hajdu-Bihar,2024-07-01,1,0
HUN,Hajdu-Bihar,2025-02-01,3,0
HUN,Heves,2021-06-01,1,0
HUN,Heves,2021-09-01,1,0
HUN,Heves,2022-03-01,1,0
HUN,Heves,2022-07-01,1,0
HUN,Heves,2022-10-01,1,0
HUN,Heves,2022-11-01,1,0
HUN,Heves,2023-03-01,1,0
HUN,Heves,2023-06-01,1,0
HUN,Heves,2023-10-01,1,0
HUN,Heves,2024-02-01,1,0
HUN,Heves,2024-09-01,1,0
HUN,Jasz-Nagykun-Szolnok,2021-07-01,1,0
HUN,Jasz-Nagykun-Szolnok,2022-10-01,5,0
HUN,Jasz-Nagykun-Szolnok,2022-11-01,3,0
HUN,Jasz-Nagykun-Szolnok,2022-12-01,1,0
HUN,Jasz-Nagykun-Szolnok,2023-06-01,1,0
HUN,Komarom-Esztergom,2020-01-01,1,0
HUN,Komarom-Esztergom,2020-07-01,1,0
HUN,Komarom-Esztergom,2020-08-01,1,0
HUN,Komarom-Esztergom,2020-09-01,1,0
HUN,Komarom-Esztergom,2020-11-01,1,0
HUN,Komarom-Esztergom,2021-05-01,1,0
HUN,Komarom-Esztergom,2021-06-01,1,0
HUN,Komarom-Esztergom,2022-02-01,2,0
HUN,Komarom-Esztergom,2022-03-01,1,0
HUN,Komarom-Esztergom,2022-05-01,1,0
HUN,Komarom-Esztergom,2022-10-01,3,0
HUN,Komarom-Esztergom,2022-11-01,4,0
HUN,Komarom-Esztergom,2022-12-01,1,0
HUN,Komarom-Esztergom,2023-01-01,1,0
HUN,Komarom-Esztergom,2023-09-01,1,0
HUN,Komarom-Esztergom,2024-05-01,1,0
HUN,Nograd,2021-06-01,1,0
HUN,Nograd,2022-02-01,1,0
HUN,Nograd,2022-10-01,1,0
HUN,Nograd,2023-06-01,2,0
HUN,Nograd,2024-11-01,1,0
HUN,Pest,2020-03-01,2,0
HUN,Pest,2020-04-01,2,0
HUN,Pest,2021-06-01,1,0
HUN,Pest,2021-07-01,2,0
HUN,Pest,2022-02-01,4,0
HUN,Pest,2022-04-01,1,0
HUN,Pest,2022-05-01,1,0
HUN,Pest,2022-09-01,3,0
HUN,Pest,2022-10-01,28,0
HUN,Pest,2022-11-01,8,0
HUN,Pest,2022-12-01,2,0
HUN,Pest,2023-04-01,1,0
HUN,Pest,2023-06-01,1,0
HUN,Pest,2023-08-01,1,0
HUN,Pest,2023-09-01,1,0
HUN,Pest,2023-10-01,1,0
HUN,Pest,2024-01-01,1,0
HUN,Pest,2024-02-01,1,0
HUN,Pest,2024-03-01,1,0
HUN,Pest,2024-05-01,1,0
HUN,Pest,2024-07-01,1,0
HUN,Somogy,2020-07-01,1,0
HUN,Somogy,2020-08-01,1,0
HUN,Somogy,2020-09-01,1,0
HUN,Somogy,2021-05-01,1,0
HUN,Somogy,2021-06-01,1,0
HUN,Somogy,2021-09-01,1,0
HUN,Somogy,2022-03-01,1,0
HUN,Somogy,2022-07-01,1,0
HUN,Somogy,2022-10-01,3,0
HUN,Somogy,2022-11-01,2,0
HUN,Somogy,2023-02-01,1,0
HUN,Somogy,2023-06-01,1,0
HUN,Somogy,2023-08-01,2,0
HUN,Somogy,2024-03-01,2,0
HUN,Szabolcs-Szatmar-Bereg,2020-07-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2020-08-01,3,0
HUN,Szabolcs-Szatmar-Bereg,2020-10-01,2,0
HUN,Szabolcs-Szatmar-Bereg,2021-11-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2022-07-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2022-08-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2022-09-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2022-10-01,3,0
HUN,Szabolcs-Szatmar-Bereg,2022-11-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2022-12-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2023-06-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2023-08-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2023-09-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2023-10-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2023-12-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2024-01-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2024-02-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2024-11-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2024-12-01,1,0
HUN,Szabolcs-Szatmar-Bereg,2025-02-01,1,0
HUN,Tolna,2021-12-01,1,0
HUN,Tolna,2022-11-01,1,0
HUN,Tolna,2023-02-01,1,0
HUN,Tolna,2023-06-01,1,0
HUN,Tolna,2024-08-01,1,0
HUN,Vas,2020-09-01,1,0
HUN,Vas,2021-07-01,1,0
HUN,Vas,2022-02-01,2,0
HUN,Vas,2022-03-01,1,0
HUN,Vas,2022-04-01,2,0
HUN,Vas,2022-07-01,1,0
HUN,Vas,2022-08-01,2,0
HUN,Vas,2022-09-01,1,0
HUN,Vas,2022-10-01,8,0
HUN,Vas,2022-11-01,4,0
HUN,Vas,2022-12-01,4,0
HUN,Vas,2023-01-01,2,0
HUN,Vas,2023-03-01,1,0
HUN,Vas,2023-06-01,1,0
HUN,Vas,2024-01-01,1,0
HUN,Veszprem,2020-02-01,1,0
HUN,Veszprem,2020-07-01,1,0
HUN,Veszprem,2020-09-01,2,0
HUN,Veszprem,2021-06-01,1,0
HUN,Veszprem,2021-08-01,1,0
HUN,Veszprem,2021-12-01,2,0
HUN,Veszprem,2022-08-01,1,0
HUN,Veszprem,2022-10-01,6,0
HUN,Veszprem,2022-11-01,2,0
HUN,Veszprem,2023-03-01,1,0
HUN,Veszprem,2023-05-01,1,0
HUN,Veszprem,2023-06-01,1,0
HUN,Veszprem,2024-03-01,1,0
HUN,Veszprem,2024-05-01,1,0
