model_name,fold_id,event_type,horizon,roc_auc_raw,pr_auc_raw,brier_raw,roc_auc,pr_auc,brier,brier_val_isotonic,brier_val_sigmoid,cal_method,target
model5_xgb,1,protest,7,0.8459544088582527,0.8150091666737329,0.1612065124406703,0.8444846761136758,0.7997263237928021,0.155148364107492,0.1481385869898077,0.1500399653681148,isotonic,protest_7d
model5_xgb,2,protest,7,0.8604310884148472,0.8247644122789232,0.1396206550072188,0.8593099306871204,0.8123926163166377,0.1398231474898931,0.138525274304217,0.1414266038822878,isotonic,protest_7d
model5_xgb,1,strike,7,0.870653439258119,0.7590779269688882,0.1204299544438252,0.869787779146343,0.7423179035894274,0.0995712678794876,0.1087791163032552,0.1102045970624444,isotonic,strike_7d
model5_xgb,2,strike,7,0.8946549103970948,0.8011713224048348,0.1028704633736495,0.88785766262117,0.7744684006441055,0.0846896368193536,0.087779803169906,0.0897883934088635,isotonic,strike_7d
