feature,importance,fold_id,event_type,horizon,model_name,target
fe__country_iso3_CHL,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_CHN,0.01243655,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_DEU,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_ESP,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_FRA,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_GBR,0.005806437,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_GRC,0.008391376,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_HUN,0.0050336304,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_IDN,0.0071884813,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_IND,0.006123567,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_IRL,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_ITA,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_JPN,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_KEN,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_KOR,0.010300408,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_LAO,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_MAR,0.008397751,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_MEX,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_MOZ,0.0068660593,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_MYS,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_NAM,0.0053930716,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_NLD,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_NOR,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_PER,0.0054750983,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_PHL,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_POL,0.006126554,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_PRT,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_SWE,0.0060384637,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_THA,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_TUR,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_USA,0.005580783,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_VNM,0.0,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_ZAF,0.017068531,1,strike,7,model5_xgb,strike_7d
fe__country_iso3_ZWE,0.0,1,strike,7,model5_xgb,strike_7d
num__gdelt_protest_7d_lag,0.021971311,2,strike,7,model5_xgb,strike_7d
num__gdelt_protest_28d_lag,0.06462594,2,strike,7,model5_xgb,strike_7d
num__gdelt_strike_7d_lag,0.13367453,2,strike,7,model5_xgb,strike_7d
num__gdelt_strike_28d_lag,0.11553394,2,strike,7,model5_xgb,strike_7d
num__gdelt_protest_region_14d,0.006674096,2,strike,7,model5_xgb,strike_7d
num__gdelt_strike_region_14d,0.007182611,2,strike,7,model5_xgb,strike_7d
num__fx_pct_7d,0.0037977204,2,strike,7,model5_xgb,strike_7d
num__fx_pct_30d,0.0022505778,2,strike,7,model5_xgb,strike_7d
num__fx_pct_90d,0.0048913164,2,strike,7,model5_xgb,strike_7d
num__fx_vol_7d,0.0034401822,2,strike,7,model5_xgb,strike_7d
num__fx_vol_30d,0.0077337343,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_14d,0.0036952193,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d,0.0028245167,2,strike,7,model5_xgb,strike_7d
num__yield_us10y,0.0030480043,2,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_z,0.0027690441,2,strike,7,model5_xgb,strike_7d
num__fx_vol_30d_z,0.004395213,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_z,0.0029214045,2,strike,7,model5_xgb,strike_7d
num__copper_pct_30d,0.002590177,2,strike,7,model5_xgb,strike_7d
num__copper_pct_90d,0.0027746498,2,strike,7,model5_xgb,strike_7d
num__copper_vol_30d,0.0037795263,2,strike,7,model5_xgb,strike_7d
num__gold_pct_30d,0.0028388423,2,strike,7,model5_xgb,strike_7d
num__gold_vol_30d,0.0040170685,2,strike,7,model5_xgb,strike_7d
num__platinum_pct_30d,0.004281501,2,strike,7,model5_xgb,strike_7d
num__silver_pct_30d,0.0025696817,2,strike,7,model5_xgb,strike_7d
num__natgas_pct_30d,0.003133833,2,strike,7,model5_xgb,strike_7d
num__vix_level,0.0035835688,2,strike,7,model5_xgb,strike_7d
num__vix_pct_30d,0.0037262493,2,strike,7,model5_xgb,strike_7d
num__vix_7d_ma,0.0027500184,2,strike,7,model5_xgb,strike_7d
num__dxy_level,0.0040994487,2,strike,7,model5_xgb,strike_7d
num__dxy_pct_30d,0.0029049055,2,strike,7,model5_xgb,strike_7d
num__dxy_vol_30d,0.0025593585,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_lag30d,0.0022885187,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_lag60d,0.0034471834,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_lag90d,0.0025985835,2,strike,7,model5_xgb,strike_7d
num__vix_pct_30d_lag30d,0.003927172,2,strike,7,model5_xgb,strike_7d
num__vix_pct_30d_lag60d,0.003331944,2,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_lag30d,0.0031551924,2,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_lag60d,0.0036507982,2,strike,7,model5_xgb,strike_7d
num__gdp_growth,0.00681637,2,strike,7,model5_xgb,strike_7d
num__gdp_per_capita_growth,0.007824775,2,strike,7,model5_xgb,strike_7d
num__inflation_cpi_yoy,0.0050506806,2,strike,7,model5_xgb,strike_7d
num__inflation_cpi_yoy_z,0.0028169255,2,strike,7,model5_xgb,strike_7d
num__unemployment_total,0.015166428,2,strike,7,model5_xgb,strike_7d
num__unemployment_youth,0.0077982317,2,strike,7,model5_xgb,strike_7d
num__unemployment_sa,0.008005755,2,strike,7,model5_xgb,strike_7d
num__unemployment_rate,0.0096734,2,strike,7,model5_xgb,strike_7d
num__unemployment_rate_z,0.012182075,2,strike,7,model5_xgb,strike_7d
num__political_stability_est,0.0112212,2,strike,7,model5_xgb,strike_7d
num__voice_accountability_est,0.010183611,2,strike,7,model5_xgb,strike_7d
num__government_effectiveness_est,0.020296562,2,strike,7,model5_xgb,strike_7d
num__rule_of_law_est,0.0178539,2,strike,7,model5_xgb,strike_7d
num__fx_pct_30d_x_instability,0.0023201348,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_x_inflation,0.0029710925,2,strike,7,model5_xgb,strike_7d
num__food_cpi_inflation,0.0046468093,2,strike,7,model5_xgb,strike_7d
num__food_cpi_inflation_z,0.0042119487,2,strike,7,model5_xgb,strike_7d
num__energy_cpi_inflation,0.004807069,2,strike,7,model5_xgb,strike_7d
num__energy_cpi_inflation_z,0.006954073,2,strike,7,model5_xgb,strike_7d
num__gini_coef,0.019503407,2,strike,7,model5_xgb,strike_7d
num__covid_period,0.0,2,strike,7,model5_xgb,strike_7d
num__fx_trend_consistent,0.0020690267,2,strike,7,model5_xgb,strike_7d
num__inflation_accel,0.0058545577,2,strike,7,model5_xgb,strike_7d
num__copper_pct_30d_x_copper_prod,0.004345701,2,strike,7,model5_xgb,strike_7d
num__gold_pct_30d_x_gold_prod,0.006734976,2,strike,7,model5_xgb,strike_7d
num__platinum_pct_30d_x_plat_prod,0.002263724,2,strike,7,model5_xgb,strike_7d
num__oil_brent_pct_30d_x_net_importer,0.0027163753,2,strike,7,model5_xgb,strike_7d
num__month_sin,0.0043472247,2,strike,7,model5_xgb,strike_7d
num__month_cos,0.004263201,2,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy,0.0035831777,2,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy,0.0034913407,2,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy,0.004086364,2,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_above90,0.0,2,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_above90,0.0,2,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_lag1m,0.004724961,2,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_lag3m,0.0037092308,2,strike,7,model5_xgb,strike_7d
num__fao_cereals_index_yoy_lag6m,0.0029137128,2,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_lag1m,0.0055232327,2,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_lag3m,0.0043895775,2,strike,7,model5_xgb,strike_7d
num__fao_food_index_yoy_lag6m,0.002701738,2,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy_lag1m,0.0053134146,2,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy_lag3m,0.0042023994,2,strike,7,model5_xgb,strike_7d
num__fao_oils_index_yoy_lag6m,0.0043695066,2,strike,7,model5_xgb,strike_7d
num__fao_cereals_yoy_x_instability,0.004426099,2,strike,7,model5_xgb,strike_7d
num__fao_food_yoy_x_youth_unemp,0.0038372185,2,strike,7,model5_xgb,strike_7d
num__gta_harmful_events,0.0,2,strike,7,model5_xgb,strike_7d
num__gta_harmful_events_z,0.006367229,2,strike,7,model5_xgb,strike_7d
num__gta_liberalising_events,0.0,2,strike,7,model5_xgb,strike_7d
num__gta_liberalising_events_z,0.004942182,2,strike,7,model5_xgb,strike_7d
num__gta_30d_count,0.0035342958,2,strike,7,model5_xgb,strike_7d
num__gta_30d_count_z,0.00427576,2,strike,7,model5_xgb,strike_7d
num__gta_90d_count,0.004093629,2,strike,7,model5_xgb,strike_7d
num__gta_90d_count_z,0.0038952548,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_AUS,0.0045739086,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_BOL,0.0045563313,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_BRA,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_CAN,0.020020789,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_CHL,0.0047938875,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_CHN,0.008250135,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_DEU,0.0016197418,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_ESP,0.003929054,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_FRA,0.0049371836,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_GBR,0.00468532,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_GRC,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_HUN,0.0046217097,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_IDN,0.003652319,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_IND,0.022606416,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_IRL,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_ITA,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_JPN,0.005227287,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_KEN,0.014366141,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_KOR,0.010518591,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_LAO,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_MAR,0.0067900107,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_MEX,0.003992489,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_MOZ,0.0046289414,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_MYS,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_NAM,0.004857218,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_NLD,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_NOR,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_PER,0.0028898104,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_PHL,0.014680994,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_POL,0.0064512948,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_PRT,0.0033969409,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_SWE,0.004456062,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_THA,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_TUR,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_USA,0.0039714854,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_VNM,0.0,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_ZAF,0.040236864,2,strike,7,model5_xgb,strike_7d
fe__country_iso3_ZWE,0.028572004,2,strike,7,model5_xgb,strike_7d
