year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,20.740510940551758,19.6553897857666,-5.2319,0.007382,0.013267,8.545252,-9.609985,54.827108,-13.435879,2.327143,364,34
2018,19.650850296020508,19.645370483398438,-0.0279,0.007736,0.01074,10.072173,-10.587082,71.592904,-28.56334,2.908953,365,80
2019,19.633699417114258,18.917699813842773,-3.6468,0.005215,0.00761,6.14084,-7.9339,64.205151,-18.632793,2.139699,365,9
2020,18.917400360107422,19.890899658203125,5.1461,0.010797,0.02394,35.468147,-14.051583,43.302159,-60.623377,0.889254,366,56
2021,19.874500274658203,20.4591007232666,2.9415,0.006579,0.010297,7.074756,-7.812221,70.773698,-19.052655,1.436732,365,22
2022,20.4591007232666,19.457599639892578,-4.8951,0.006156,0.008601,6.544423,-7.088121,99.053835,-21.514027,2.947951,365,6
2023,19.457599639892578,16.951200485229492,-12.8813,0.006845,0.010983,9.02697,-6.024596,82.217781,-17.617816,3.958677,365,22
2024,16.96343994140625,20.632200241088867,21.6275,0.007605,0.013043,12.013201,-4.49252,79.877186,-13.730733,4.206798,366,74
2025,20.632200241088867,17.97216033935547,-12.8927,0.006034,0.01186,4.108388,-7.27166,68.201808,-16.53271,4.291348,365,0
