year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,15.892999649047852,19.177000045776367,20.6632,0.005849,0.009132,11.52352,-4.46814,54.827108,-13.435879,2.327143,364,56
2018,19.086999893188477,37.691001892089844,97.4695,0.01454,0.036027,46.335173,-14.208541,71.592904,-28.56334,2.908953,365,223
2019,37.564998626708984,59.88560104370117,59.4186,0.011927,0.041386,43.316988,-7.39895,64.205151,-18.632793,2.139699,365,139
2020,59.826629638671875,84.13993835449219,40.6396,0.001908,0.003761,5.965135,-0.170572,43.302159,-60.623377,0.889254,366,29
2021,84.07097625732422,102.68229675292969,22.1376,0.001665,0.003521,5.668719,1.017264,70.773698,-19.052655,1.436732,365,37
2022,102.68229675292969,176.84884643554688,72.2291,0.002838,0.006698,11.109457,1.706507,99.053835,-21.514027,2.947951,365,248
2023,176.84884643554688,807.9782104492188,356.875,0.013731,0.14244,130.39835,-0.67698,82.217781,-17.617816,3.958677,365,286
2024,810.7463989257812,1030.975341796875,27.1637,0.011621,0.142437,130.256331,1.735328,79.877186,-13.730733,4.206798,366,24
2025,1030.975341796875,1457.0074462890625,41.3232,0.011858,0.027115,17.774934,-3.151086,68.201808,-16.53271,4.291348,365,139
