url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon
https://www.msn.com/en-ca/money/topstories/frances-cgt-union-calls-for-amazon-workers-to-strike-on-black-friday/ar-AAR9GTJ,labour_strike,0.995741718186166,51.5,10.5
https://www.fijitimes.com/thousands-protest-in-sudan-against-deal-between-pm-hamdok-and-military/,protests,0.9926217830750588,15.5881,32.5342
https://www.macaubusiness.com/in-spain-thousands-protest-over-violence-against-women/,protests,0.9920595849273324,41.3833,2.18333
https://www.theguardian.com/us-news/2021/nov/26/atmospheric-rivers-floods-washington-state,flood,0.9875451910048902,60.0,-96.0
https://www.smh.com.au/national/victoria/the-chant-the-rant-and-the-political-slant-20211124-p59bpq.html,protests,0.987016429957596,-37.8465,144.921
https://ottawasun.com/news/local-news/protesters-objecting-to-proposed-police-budget-block-downtown-highway-entrance/wcm/52531ccb-3417-4166-9af8-21a1dd5d59bb,protests,0.9858285018915532,45.4167,-75.7
https://www.news.com.au/technology/environment/flood-warning-for-sydney-as-citys-dam-set-to-spill-in-east-coast-deluge/news-story/ba87942d137e36744770dbc2bbc5cee6,flood,0.985398435246026,-23.3803,150.506
https://www.thisislocallondon.co.uk/news/19745919.sutton-reclaim-streets-protest-saturday/,protests,0.9819179529467988,54.0,-4.0
https://www.oann.com/thousands-protest-in-sudan-over-deal-between-the-prime-minister-military/,protests,0.9817416312609368,15.5881,32.5342
https://www.thecitizen.in/index.php/en/NewsDetail/index/9/21161/Farmers-Determined-to-Take-Their-Struggle-Further,protests,0.9802950012311716,23.5,78.5
https://ewn.co.za/2021/11/26/ekurhuleni-ems-on-high-alert-for-more-flooding,flood,0.9790522237598396,-29.0,26.0
https://www.indiatoday.in/india/story/doctors-call-nationwide-strike-from-nov-27-in-protest-against-neet-pg-counselling-delay-1881332-2021-11-26,protests,0.9752439391156654,28.6667,77.2167
https://www.kclu.org/world/2021-11-26/indias-farmers-faced-down-a-popular-prime-minister-and-won-what-will-they-do-now,protests,0.9727424984651346,28.6667,77.2167
https://pakobserver.net/protests-in-karachi-as-sc-give-one-week-to-demolish-nasla-tower/,protests,0.9723572172550932,24.8756,67.0958
https://www.graphic.com.gh/news/politics/hundreds-protest-2022-budget-in-accra.html,protests,0.9704044877393504,5.91793,0.987895
https://sputniknews.com/20211126/london-underground-workers-to-begin-24-hour-strike-on-friday-1091029805.html,labour_strike,0.9695624301975988,51.5,-0.116667
https://www.trtworld.com/life/protesters-in-europe-latin-america-seek-end-to-violence-against-women-52031,protests,0.9693887312757332,40.4,-3.68333
https://www.mirror.co.uk/money/amazon-workers-strike-black-friday-25550844,labour_strike,0.9665723559640812,52.6649,-1.03489
https://www.forbes.com/sites/edwardsegal/2021/11/26/black-friday-protests-are-staged-against-amazon-in-uk-and-germany/,protests,0.9655424736783316,54.0,-4.0
http://www.msn.com/en-nz/news/australia/sydney-s-warragamba-dam-spills-new-flood-warnings-issued-for-towns-downstream-upper-hunter/ar-AARbbAq,flood,0.9598482050458206,-30.3261,149.784
https://www.iraqsun.com/news/271811756/kerala-samyuktha-karshaka-samithi-protest-to-mark-year-of-farmer-protests,protests,0.9584703581128948,,
https://www.northcountrypublicradio.org/news/npr/1059391740/protestors-in-sudan-took-to-the-streets-thursday-to-push-for-civilian-rule,protests,0.952880201278656,16.0,30.0
https://www.news.com.au/technology/environment/weekend-weather-rain-easing-in-some-areas-but-high-risk-of-flooding/news-story/ddca932913a3ba21d0ce725892ad9b04,flood,0.9524315539552296,-27.5,153.017
https://www.nytimes.com/2021/11/26/world/africa/sudan-darfur-violence-protests.html,protests,0.9518606961024518,13.5,23.5
https://www.theage.com.au/national/nsw/plenty-of-rain-activity-with-21-flood-warnings-issued-ahead-of-sydney-rain-easing-20211127-p59cnv.html,flood,0.9497563266508317,-30.3261,149.784
https://www.irishamerica.com/2021/11/further-protests-threatened-by-truckers-against-fuel-prices/,protests,0.9481185163627832,53.3331,-6.24889
https://guardian.ng/news/abia-hospital-workers-protest-against-unpaid-salaries/,protests,0.9471277154306584,11.0,-10.0
https://www.kten.com/story/45305062/amazon-faces-black-friday-strikes-by-workers-across-europe,labour_strike,0.9458757884625796,46.0,2.0
https://www.euronews.com/2021/11/26/venezuela-chile-and-uruguay-protest-against-violence-against-women,protests,0.9402242759741948,-34.8581,-56.1708
https://www.naveenbharat.in/thousands-of-protesters-join-global-outcry-over-violence-against-women/,protests,0.935861471038519,40.4,-3.68333
https://dailycaller.com/2021/11/26/130-classes-canceled-graduate-students-columbia-protest/,protests,0.9307378498370704,42.1497,-74.9384
https://www.france24.com/en/live-news/20211126-thousands-of-mexican-women-march-in-protest-against-violence,protests,0.929016800877418,23.0,-102.0
