roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method
0.9000130817119779,0.8137135781947972,0.1237256541802389,0.29004633051189344,1,strike,7,model0_persistence,42705,14274,0.22481434776516743,,,,,,
0.8870535126508885,0.7918929472383329,0.1576756204431104,0.09523707056479436,1,strike,7,model1_markets,42705,14274,0.22481434776516743,,,,,,
0.8651177487852244,0.7797647175060121,0.16532157229853936,0.051363618349431706,1,strike,7,model2_full,42705,14274,0.22481434776516743,,,,,,
0.8668487873788094,0.76238822186392,0.162084577081696,0.06993791199564348,1,strike,7,model3_structural,42705,14274,0.22481434776516743,,,,,,
0.8609234900092473,0.7562359660826099,0.1625974482101789,0.06699499169303169,1,strike,7,model4_fao,42705,14274,0.22481434776516743,,,,,,
0.8579574476833611,0.746285217935313,0.16967758234357708,0.026368274123597657,1,strike,7,model_lr_nolag,42705,14274,0.22481434776516743,,,,,,
0.869787779146343,0.7423179035894274,0.09957126787948763,0.42864729651260924,1,strike,7,model5_xgb,28470,14274,0.22481434776516743,0.870653439258119,0.7590779269688882,0.12042995444382522,0.10877911630325529,0.11020459706244447,isotonic
0.8494148926208303,0.6290120083305589,0.11680660649148779,0.32974871340522727,1,strike,7,model6_xgb_nolag,28470,14274,0.22481434776516743,0.8508313223780215,0.6497013275200065,0.18602529338294352,0.10806524067501456,0.11343132190563848,isotonic
0.869787779146343,0.7423179035894274,0.09957126787948763,0.42864729651260924,1,strike,7,model7_xgb_nobaseline,28470,14274,0.22481434776516743,0.870653439258119,0.7590779269688882,0.12042995444382522,0.10877911630325529,0.11020459706244447,isotonic
0.8714132065022163,0.7556371856522236,0.09753667256817317,0.4403220653126736,1,strike,7,model5_income_group,42705,14274,0.22481434776516743,,,,,,
0.8619399207239806,0.6798136608423537,0.11056212478607684,0.36558035018404433,1,strike,7,model6_income_group_nolag,42705,14274,0.22481434776516743,,,,,,
0.9103182108153087,0.8187374497831141,0.11537600029840331,0.310727236998361,2,strike,7,model0_persistence,56979,13962,0.21257699469989974,,,,,,
0.9074324784849566,0.814681876160007,0.09915725329214682,0.40762035629972126,2,strike,7,model1_markets,56979,13962,0.21257699469989974,,,,,,
0.9051522283411633,0.8149875383043772,0.09745425829344304,0.4177942925178134,2,strike,7,model2_full,56979,13962,0.21257699469989974,,,,,,
0.9034815057171591,0.8144005483875241,0.09865517708928617,0.41061983149983283,2,strike,7,model3_structural,56979,13962,0.21257699469989974,,,,,,
0.8921379929361127,0.7995800191623048,0.08482560096732729,0.4932397014907326,2,strike,7,model4_fao,56979,13962,0.21257699469989974,,,,,,
0.889703376553837,0.7934806956266807,0.08633613409325715,0.4842155600867808,2,strike,7,model_lr_nolag,56979,13962,0.21257699469989974,,,,,,
0.88785766262117,0.7744684006441055,0.0846896368193536,0.49405197079891283,2,strike,7,model5_xgb,42705,13962,0.21257699469989974,0.8946549103970948,0.8011713224048348,0.10287046337364958,0.08777980316990605,0.08978839340886352,isotonic
0.8774186802210665,0.7335952698851429,0.09669632960711398,0.42232226712633736,2,strike,7,model6_xgb_nolag,42705,13962,0.21257699469989974,0.8800416497702495,0.7623906812629926,0.12397888341999838,0.09529544900770215,0.09942317079776884,isotonic
0.88785766262117,0.7744684006441055,0.0846896368193536,0.49405197079891283,2,strike,7,model7_xgb_nobaseline,42705,13962,0.21257699469989974,0.8946549103970948,0.8011713224048348,0.10287046337364958,0.08777980316990605,0.08978839340886352,isotonic
0.8805348433132113,0.7499464380658551,0.0879711992693832,0.4744474463653715,2,strike,7,model5_income_group,56979,13962,0.21257699469989974,,,,,,
0.8358659673225336,0.6202079531512347,0.11567266252536502,0.30895493433292576,2,strike,7,model6_income_group_nolag,56979,13962,0.21257699469989974,,,,,,
