feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.04233287,1,strike,7,model5_xgb
num__gdelt_protest_28d_lag,0.06198212,1,strike,7,model5_xgb
num__gdelt_strike_7d_lag,0.0863991,1,strike,7,model5_xgb
num__gdelt_strike_28d_lag,0.15565468,1,strike,7,model5_xgb
num__gdelt_protest_region_14d,0.0065817595,1,strike,7,model5_xgb
num__gdelt_strike_region_14d,0.008034615,1,strike,7,model5_xgb
num__fx_pct_7d,0.0024990793,1,strike,7,model5_xgb
num__fx_pct_30d,0.0026723542,1,strike,7,model5_xgb
num__fx_pct_90d,0.0045574144,1,strike,7,model5_xgb
num__fx_vol_7d,0.004333193,1,strike,7,model5_xgb
num__fx_vol_30d,0.008757624,1,strike,7,model5_xgb
num__oil_brent_pct_14d,0.0039683827,1,strike,7,model5_xgb
num__oil_brent_pct_30d,0.0030317162,1,strike,7,model5_xgb
num__yield_us10y,0.0061806315,1,strike,7,model5_xgb
num__fx_pct_30d_z,0.0034559024,1,strike,7,model5_xgb
num__fx_vol_30d_z,0.0037662515,1,strike,7,model5_xgb
num__oil_brent_pct_30d_z,0.0,1,strike,7,model5_xgb
num__copper_pct_30d,0.0034428386,1,strike,7,model5_xgb
num__copper_pct_90d,0.0036214394,1,strike,7,model5_xgb
num__copper_vol_30d,0.0048401663,1,strike,7,model5_xgb
num__gold_pct_30d,0.009324886,1,strike,7,model5_xgb
num__gold_vol_30d,0.003668204,1,strike,7,model5_xgb
num__platinum_pct_30d,0.007107605,1,strike,7,model5_xgb
num__silver_pct_30d,0.0,1,strike,7,model5_xgb
num__natgas_pct_30d,0.004354354,1,strike,7,model5_xgb
num__vix_level,0.0,1,strike,7,model5_xgb
num__vix_pct_30d,0.006487697,1,strike,7,model5_xgb
num__vix_7d_ma,0.003150154,1,strike,7,model5_xgb
num__dxy_level,0.0052249734,1,strike,7,model5_xgb
num__dxy_pct_30d,0.00294899,1,strike,7,model5_xgb
num__dxy_vol_30d,0.0070657176,1,strike,7,model5_xgb
num__oil_brent_pct_30d_lag30d,0.0027849963,1,strike,7,model5_xgb
num__oil_brent_pct_30d_lag60d,0.0061095394,1,strike,7,model5_xgb
num__oil_brent_pct_30d_lag90d,0.004494097,1,strike,7,model5_xgb
num__vix_pct_30d_lag30d,0.004833452,1,strike,7,model5_xgb
num__vix_pct_30d_lag60d,0.0052864966,1,strike,7,model5_xgb
num__fx_pct_30d_lag30d,0.006411376,1,strike,7,model5_xgb
num__fx_pct_30d_lag60d,0.005717742,1,strike,7,model5_xgb
num__gdp_growth,0.005117071,1,strike,7,model5_xgb
num__gdp_per_capita_growth,0.025937071,1,strike,7,model5_xgb
num__inflation_cpi_yoy,0.00994809,1,strike,7,model5_xgb
num__inflation_cpi_yoy_z,0.005506902,1,strike,7,model5_xgb
num__unemployment_total,0.01594666,1,strike,7,model5_xgb
num__unemployment_youth,0.0144146085,1,strike,7,model5_xgb
num__unemployment_sa,0.0058662253,1,strike,7,model5_xgb
num__unemployment_rate,0.011407589,1,strike,7,model5_xgb
num__unemployment_rate_z,0.013529735,1,strike,7,model5_xgb
num__political_stability_est,0.013421154,1,strike,7,model5_xgb
num__voice_accountability_est,0.012016761,1,strike,7,model5_xgb
num__government_effectiveness_est,0.021620492,1,strike,7,model5_xgb
num__rule_of_law_est,0.020642439,1,strike,7,model5_xgb
num__fx_pct_30d_x_instability,0.0060136793,1,strike,7,model5_xgb
num__oil_brent_pct_30d_x_inflation,0.0035841085,1,strike,7,model5_xgb
num__food_cpi_inflation,0.008437296,1,strike,7,model5_xgb
num__food_cpi_inflation_z,0.0039328914,1,strike,7,model5_xgb
num__energy_cpi_inflation,0.0032604584,1,strike,7,model5_xgb
num__energy_cpi_inflation_z,0.01016568,1,strike,7,model5_xgb
num__gini_coef,0.019908544,1,strike,7,model5_xgb
num__covid_period,0.0,1,strike,7,model5_xgb
num__fx_trend_consistent,0.0,1,strike,7,model5_xgb
num__inflation_accel,0.0,1,strike,7,model5_xgb
num__copper_pct_30d_x_copper_prod,0.0059377835,1,strike,7,model5_xgb
num__gold_pct_30d_x_gold_prod,0.008850344,1,strike,7,model5_xgb
num__platinum_pct_30d_x_plat_prod,0.002463027,1,strike,7,model5_xgb
num__oil_brent_pct_30d_x_net_importer,0.006178665,1,strike,7,model5_xgb
num__month_sin,0.010593043,1,strike,7,model5_xgb
