model_name,feature,mean_abs_shap,mean_shap
model5_xgb,num__food_cpi_inflation,0.013358665,-0.0043766266
model5_xgb,fe__country_iso3_ZAF,0.012987999,-0.00068647915
model5_xgb,num__gta_30d_count,0.011938592,0.0051846188
model5_xgb,num__gta_90d_count_z,0.011897735,-0.001306986
model5_xgb,num__month_sin,0.011390573,-0.00026262066
model5_xgb,num__dxy_vol_30d,0.011241508,-0.00017440168
model5_xgb,num__gta_liberalising_events_z,0.01112616,-0.0014475186
model5_xgb,num__vix_pct_30d,0.011089848,0.0030331947
model5_xgb,num__vix_pct_30d_lag30d,0.010543181,-0.0016452176
model5_xgb,num__vix_pct_30d_lag60d,0.01050762,5.5933924e-05
model5_xgb,num__food_cpi_inflation_z,0.010306011,-0.0035477206
model5_xgb,num__fx_pct_90d,0.009603312,-0.0033485335
model5_xgb,fe__country_iso3_USA,0.009589371,0.0043714987
model5_xgb,num__fao_oils_index_yoy_lag3m,0.009100585,0.009050704
model5_xgb,num__fao_food_index_yoy_lag3m,0.0090936795,-0.008372796
model5_xgb,num__fx_pct_7d,0.008302249,-0.0017236228
model5_xgb,num__fao_cereals_index_yoy_lag3m,0.008011158,-0.003982583
model5_xgb,num__fx_vol_30d_z,0.007815907,-0.00038231717
model5_xgb,num__fx_pct_30d_lag30d,0.0078098243,-0.0020219693
model5_xgb,num__gta_30d_count_z,0.007347988,-0.0029139072
model5_xgb,num__fao_cereals_index_yoy_lag6m,0.0073101292,-0.006316094
model5_xgb,num__copper_pct_90d,0.0066786157,0.0030746132
model5_xgb,num__oil_brent_pct_30d,0.006282742,0.0026070853
model5_xgb,fe__country_iso3_KOR,0.0062372545,-0.0006420177
model5_xgb,fe__country_iso3_BOL,0.0052793263,-0.0025044144
model5_xgb,num__oil_brent_pct_30d_x_inflation,0.0052311225,0.0006526705
model5_xgb,num__oil_brent_pct_30d_lag30d,0.004563009,-0.0012132362
model5_xgb,num__gold_pct_30d,0.0045610075,0.00029973593
model5_xgb,num__vix_level,0.0042830696,0.0039476473
model5_xgb,fe__country_iso3_HUN,0.004180867,-0.0010827766
model5_xgb,num__silver_pct_30d,0.003986886,-0.0008924679
model5_xgb,num__copper_pct_30d,0.003918185,0.0003875022
model5_xgb,num__oil_brent_pct_14d,0.0036460785,3.5380363e-06
model5_xgb,num__vix_7d_ma,0.0036224225,0.0034136
model5_xgb,fe__country_iso3_SWE,0.003505885,-0.00034801927
model5_xgb,num__fao_food_index_yoy_lag1m,0.0034535385,-0.001892957
model5_xgb,fe__country_iso3_PHL,0.0032893082,-0.0009316296
model5_xgb,num__month_cos,0.0032479668,-0.00036329712
model5_xgb,num__fao_oils_index_yoy,0.0028285543,-0.0028285543
model5_xgb,num__fx_pct_30d,0.0026965344,-0.0010187351
model5_xgb,fe__country_iso3_NAM,0.002608541,-0.00066520076
model5_xgb,num__oil_brent_pct_30d_z,0.0025672577,-0.0016040636
model5_xgb,fe__country_iso3_AUS,0.0025052007,0.0006842454
model5_xgb,num__fx_pct_30d_z,0.002307834,-0.00093663327
model5_xgb,num__oil_brent_pct_30d_lag90d,0.0022736131,-5.2050782e-05
model5_xgb,num__fao_oils_index_yoy_lag1m,0.0021757102,-0.0021756885
model5_xgb,fe__country_iso3_CHL,0.0021075397,-0.00106115
model5_xgb,num__fx_pct_30d_x_instability,0.001969946,-4.717853e-05
model5_xgb,num__inflation_cpi_yoy_z,0.0017368844,-0.00070323225
model5_xgb,fe__country_iso3_CHN,0.0012193583,-0.00060107396
model5_xgb,fe__country_iso3_IDN,0.0012066476,-0.0001038482
model5_xgb,fe__country_iso3_JPN,0.0011475865,-0.00010697627
model5_xgb,num__fao_food_index_yoy_lag6m,0.00106125,0.0010610018
model5_xgb,fe__country_iso3_PER,0.0010012869,-0.0005179345
model5_xgb,fe__country_iso3_KEN,0.0007574602,-0.00015379339
model5_xgb,fe__country_iso3_FRA,0.00072113477,0.00036063202
model5_xgb,fe__country_iso3_GRC,0.0006458979,-0.00031491116
model5_xgb,fe__country_iso3_ZWE,0.00057792786,-2.5308707e-05
model5_xgb,num__fx_trend_consistent,0.0004736837,0.00021682677
model5_xgb,num__inflation_accel,0.00041873683,-4.73049e-05
model5_xgb,num__platinum_pct_30d_x_plat_prod,0.00016121828,0.00012746775
model5_xgb,fe__country_iso3_ESP,0.00014963257,-4.975308e-05
model5_xgb,fe__country_iso3_CAN,0.00012127558,-7.343873e-05
model5_xgb,fe__country_iso3_PRT,3.331396e-05,-2.299513e-05
model5_xgb,fe__country_iso3_DEU,3.2932312e-05,4.2967017e-06
model5_xgb,fe__country_iso3_MEX,2.613853e-05,-1.0531054e-05
model5_xgb,fe__country_iso3_BRA,0.0,0.0
model5_xgb,fe__country_iso3_IRL,0.0,0.0
model5_xgb,fe__country_iso3_ITA,0.0,0.0
model5_xgb,fe__country_iso3_LAO,0.0,0.0
model5_xgb,fe__country_iso3_MYS,0.0,0.0
model5_xgb,fe__country_iso3_NLD,0.0,0.0
model5_xgb,fe__country_iso3_NOR,0.0,0.0
model5_xgb,fe__country_iso3_THA,0.0,0.0
model5_xgb,fe__country_iso3_TUR,0.0,0.0
model5_xgb,fe__country_iso3_VNM,0.0,0.0
model5_xgb,num__covid_period,0.0,0.0
model5_xgb,num__fao_cereals_index_yoy_above90,0.0,0.0
model5_xgb,num__fao_food_index_yoy_above90,0.0,0.0
model5_xgb,num__gta_harmful_events,0.0,0.0
model5_xgb,num__gta_liberalising_events,0.0,0.0
model6_xgb_nolag,num__rule_of_law_est,0.4237848,-0.072187334
model6_xgb_nolag,num__government_effectiveness_est,0.14703584,-0.025951035
model6_xgb_nolag,num__gini_coef,0.13276166,-0.039184365
model6_xgb_nolag,num__gold_pct_30d_x_gold_prod,0.1308638,-0.014986555
model6_xgb_nolag,num__gdp_per_capita_growth,0.12128752,-0.11188313
model6_xgb_nolag,num__unemployment_total,0.117012404,-0.034328375
model6_xgb_nolag,fe__country_iso3_IND,0.08643395,-0.016532362
model6_xgb_nolag,num__inflation_cpi_yoy,0.085360296,-0.034701593
model6_xgb_nolag,num__political_stability_est,0.07749684,-0.03305264
model6_xgb_nolag,num__voice_accountability_est,0.07278769,-0.005017031
model6_xgb_nolag,num__fx_vol_30d,0.06996906,-0.0034065614
model6_xgb_nolag,num__copper_vol_30d,0.0580649,0.05485451
model6_xgb_nolag,num__unemployment_youth,0.0575073,-0.01195648
model6_xgb_nolag,num__gdp_growth,0.05551007,-0.036915623
model6_xgb_nolag,fe__country_iso3_ZAF,0.053922225,-0.017377747
model6_xgb_nolag,num__unemployment_rate_z,0.043497466,-0.005356576
model6_xgb_nolag,num__unemployment_rate,0.039060332,-0.014433227
model6_xgb_nolag,fe__country_iso3_GBR,0.03747524,0.010991589
model6_xgb_nolag,num__gta_90d_count,0.03688276,0.016218374
model6_xgb_nolag,num__fao_cereals_index_yoy_lag1m,0.035680134,0.034203507
model6_xgb_nolag,num__gta_harmful_events_z,0.033647496,0.004922633
model6_xgb_nolag,num__fao_food_index_yoy,0.033440556,0.01788797
model6_xgb_nolag,num__fao_cereals_index_yoy_lag3m,0.031926915,-0.031156648
model6_xgb_nolag,num__unemployment_sa,0.030730648,-0.0051994054
model6_xgb_nolag,num__fao_food_yoy_x_youth_unemp,0.03014099,-0.029630974
model6_xgb_nolag,num__gta_30d_count_z,0.026703978,-0.015025459
model6_xgb_nolag,num__fao_cereals_index_yoy,0.025937125,-0.023600178
model6_xgb_nolag,num__copper_pct_30d_x_copper_prod,0.02556398,-0.0054297782
model6_xgb_nolag,num__gold_vol_30d,0.023418313,0.015366044
model6_xgb_nolag,num__fx_pct_30d_lag60d,0.023396576,-0.0014913705
model6_xgb_nolag,num__vix_pct_30d,0.022734955,0.0043662237
model6_xgb_nolag,num__energy_cpi_inflation,0.022211798,-0.0058827745
model6_xgb_nolag,num__food_cpi_inflation,0.019535271,-0.0014560341
model6_xgb_nolag,num__fx_pct_90d,0.019239152,-0.010965311
model6_xgb_nolag,num__fx_vol_7d,0.018238407,3.49897e-05
model6_xgb_nolag,num__gta_90d_count_z,0.017907623,0.00078837
model6_xgb_nolag,num__dxy_pct_30d,0.017325021,-0.0034703144
model6_xgb_nolag,num__fao_cereals_yoy_x_instability,0.016591407,0.01285004
model6_xgb_nolag,num__dxy_level,0.016173841,-0.005023521
model6_xgb_nolag,num__food_cpi_inflation_z,0.01614187,-0.005425056
model6_xgb_nolag,num__yield_us10y,0.014333105,-0.007369759
model6_xgb_nolag,num__platinum_pct_30d_x_plat_prod,0.013709821,-0.0045333765
model6_xgb_nolag,fe__country_iso3_MOZ,0.013633903,-0.0063418127
model6_xgb_nolag,fe__country_iso3_USA,0.013428084,0.0068855737
model6_xgb_nolag,num__fx_pct_7d,0.012386603,-0.00247229
model6_xgb_nolag,num__month_sin,0.011610969,-0.0005764967
model6_xgb_nolag,fe__country_iso3_PHL,0.011267571,-0.003190042
model6_xgb_nolag,fe__country_iso3_KOR,0.011253119,-0.0005306094
model6_xgb_nolag,fe__country_iso3_POL,0.010891975,-0.0026323344
model6_xgb_nolag,num__energy_cpi_inflation_z,0.009753,-0.002251604
model6_xgb_nolag,num__fao_oils_index_yoy_lag6m,0.0096837,0.009562427
model6_xgb_nolag,num__platinum_pct_30d,0.009673661,-0.0009838378
model6_xgb_nolag,num__gta_liberalising_events_z,0.009105929,-0.0026494132
model6_xgb_nolag,num__natgas_pct_30d,0.009050406,-0.0006228056
model6_xgb_nolag,num__copper_pct_90d,0.008875586,0.0012554375
model6_xgb_nolag,num__oil_brent_pct_30d_lag60d,0.008770592,0.0035090665
model6_xgb_nolag,num__vix_level,0.008040829,0.007972243
model6_xgb_nolag,fe__country_iso3_MAR,0.007877105,-0.0015966793
model6_xgb_nolag,fe__country_iso3_JPN,0.0078102024,-0.0016276224
model6_xgb_nolag,num__oil_brent_pct_30d_x_inflation,0.0075633572,0.00360675
model6_xgb_nolag,num__fao_food_index_yoy_lag6m,0.0072893975,0.004196101
model6_xgb_nolag,num__fx_pct_30d,0.007223274,-0.0019117867
model6_xgb_nolag,num__vix_pct_30d_lag30d,0.0072021903,-0.0035878443
model6_xgb_nolag,num__oil_brent_pct_30d_lag30d,0.007124502,-0.003144559
model6_xgb_nolag,num__vix_7d_ma,0.0069719087,0.006145953
model6_xgb_nolag,num__oil_brent_pct_30d_x_net_importer,0.0068433424,0.001495937
model6_xgb_nolag,num__silver_pct_30d,0.0064305435,-0.0029834008
model6_xgb_nolag,num__fx_pct_30d_lag30d,0.0062827053,0.00024173231
model6_xgb_nolag,num__fao_food_index_yoy_lag3m,0.0062319795,0.006146859
model6_xgb_nolag,num__gta_30d_count,0.006111532,-0.0009784168
model6_xgb_nolag,num__fx_vol_30d_z,0.005176419,-0.002659317
model6_xgb_nolag,num__oil_brent_pct_14d,0.005149165,0.001785856
model6_xgb_nolag,fe__country_iso3_SWE,0.005023296,-0.00046824053
model6_xgb_nolag,fe__country_iso3_CAN,0.0046945643,0.0003576221
model6_xgb_nolag,num__month_cos,0.0042994707,-0.0005807309
model6_xgb_nolag,num__oil_brent_pct_30d,0.004229868,0.0018813161
model6_xgb_nolag,num__vix_pct_30d_lag60d,0.0041622506,-0.00091658405
model6_xgb_nolag,num__copper_pct_30d,0.0036349853,-0.0011406471
model6_xgb_nolag,num__fao_oils_index_yoy_lag1m,0.0034760265,-0.0034760265
model6_xgb_nolag,num__oil_brent_pct_30d_z,0.003452671,-0.002454366
model6_xgb_nolag,fe__country_iso3_CHL,0.0033418885,0.0007381217
model6_xgb_nolag,num__oil_brent_pct_30d_lag90d,0.0032974938,-0.0007561003
model6_xgb_nolag,fe__country_iso3_IRL,0.0030633912,-0.00031972505
model6_xgb_nolag,num__inflation_cpi_yoy_z,0.0029773512,-0.002483294
model6_xgb_nolag,num__dxy_vol_30d,0.0028690891,-0.0008622168
model6_xgb_nolag,num__fao_food_index_yoy_lag1m,0.0027813332,-0.0008243875
model6_xgb_nolag,num__fao_oils_index_yoy,0.0025426485,0.0021461968
model6_xgb_nolag,num__fx_pct_30d_x_instability,0.0023587695,-0.00044514379
model6_xgb_nolag,fe__country_iso3_BOL,0.0021841184,-0.0010999216
model6_xgb_nolag,num__fx_pct_30d_z,0.0020071908,0.00013431277
model6_xgb_nolag,fe__country_iso3_FRA,0.0020020755,-0.0006454123
model6_xgb_nolag,fe__country_iso3_KEN,0.0019972343,-0.0006728368
model6_xgb_nolag,fe__country_iso3_AUS,0.0019757838,1.2987114e-05
model6_xgb_nolag,fe__country_iso3_ZWE,0.0016445629,-0.00052667514
model6_xgb_nolag,fe__country_iso3_BRA,0.0015319013,0.00036200893
model6_xgb_nolag,fe__country_iso3_MEX,0.0015281643,-0.00022913255
model6_xgb_nolag,num__gold_pct_30d,0.0012687084,-4.112444e-07
model6_xgb_nolag,fe__country_iso3_HUN,0.0011833521,-0.0003073289
model6_xgb_nolag,num__fao_oils_index_yoy_lag3m,0.0011218537,-0.0007797108
model6_xgb_nolag,fe__country_iso3_DEU,0.0010581797,-0.00048139016
model6_xgb_nolag,fe__country_iso3_NLD,0.0009783759,-0.00032308284
model6_xgb_nolag,num__inflation_accel,0.00097604113,-0.0002954995
model6_xgb_nolag,fe__country_iso3_PRT,0.000915103,4.1520266e-06
model6_xgb_nolag,fe__country_iso3_NAM,0.00077468966,-0.00033668432
model6_xgb_nolag,fe__country_iso3_PER,0.0007737733,-0.00025118908
model6_xgb_nolag,fe__country_iso3_CHN,0.0006484542,-0.00025913122
model6_xgb_nolag,num__fao_cereals_index_yoy_lag6m,0.0004773438,0.00044467702
model6_xgb_nolag,num__fx_trend_consistent,0.00020152527,7.3191055e-05
model6_xgb_nolag,fe__country_iso3_MYS,9.1170354e-05,-6.321739e-05
model6_xgb_nolag,fe__country_iso3_ESP,0.0,0.0
model6_xgb_nolag,fe__country_iso3_GRC,0.0,0.0
model6_xgb_nolag,fe__country_iso3_IDN,0.0,0.0
model6_xgb_nolag,fe__country_iso3_ITA,0.0,0.0
model6_xgb_nolag,fe__country_iso3_LAO,0.0,0.0
model6_xgb_nolag,fe__country_iso3_NOR,0.0,0.0
model6_xgb_nolag,fe__country_iso3_THA,0.0,0.0
model6_xgb_nolag,fe__country_iso3_TUR,0.0,0.0
model6_xgb_nolag,fe__country_iso3_VNM,0.0,0.0
model6_xgb_nolag,num__covid_period,0.0,0.0
model6_xgb_nolag,num__fao_cereals_index_yoy_above90,0.0,0.0
model6_xgb_nolag,num__fao_food_index_yoy_above90,0.0,0.0
model6_xgb_nolag,num__gta_harmful_events,0.0,0.0
model6_xgb_nolag,num__gta_liberalising_events,0.0,0.0
model7_xgb_nobaseline,num__gdelt_strike_28d_lag,0.5707574,-0.21407765
model7_xgb_nobaseline,num__gdelt_protest_28d_lag,0.3685661,-0.12629786
model7_xgb_nobaseline,num__rule_of_law_est,0.16212834,-0.0061484585
model7_xgb_nobaseline,num__gdelt_strike_7d_lag,0.12701078,-0.05802902
model7_xgb_nobaseline,num__government_effectiveness_est,0.12171808,-0.007200947
model7_xgb_nobaseline,num__unemployment_youth,0.106345385,-0.049161788
model7_xgb_nobaseline,num__voice_accountability_est,0.10473396,-0.011490126
model7_xgb_nobaseline,num__gdelt_protest_7d_lag,0.08429041,-0.009461448
model7_xgb_nobaseline,num__unemployment_total,0.08177836,-0.048297666
model7_xgb_nobaseline,num__gini_coef,0.06512586,-0.02519914
model7_xgb_nobaseline,num__fao_cereals_index_yoy,0.062968455,-0.058866773
model7_xgb_nobaseline,num__inflation_cpi_yoy,0.062651195,-0.02743093
model7_xgb_nobaseline,num__unemployment_rate_z,0.0617335,0.012569689
model7_xgb_nobaseline,num__fx_vol_30d,0.060032345,-0.0057818065
model7_xgb_nobaseline,num__political_stability_est,0.052512255,-0.026130117
model7_xgb_nobaseline,num__gold_pct_30d_x_gold_prod,0.047955077,0.0061445953
model7_xgb_nobaseline,num__unemployment_rate,0.047009394,-0.0023375505
model7_xgb_nobaseline,num__gdelt_strike_region_14d,0.044875175,0.034212567
model7_xgb_nobaseline,num__gdelt_protest_region_14d,0.037992917,0.009632109
model7_xgb_nobaseline,num__energy_cpi_inflation_z,0.03733495,-0.027454931
model7_xgb_nobaseline,num__fx_pct_30d_lag60d,0.034693033,-0.0015065965
model7_xgb_nobaseline,num__yield_us10y,0.031870514,0.025457632
model7_xgb_nobaseline,num__copper_pct_30d_x_copper_prod,0.030115444,-0.0052682436
model7_xgb_nobaseline,num__gdp_per_capita_growth,0.02802369,-0.025427148
model7_xgb_nobaseline,num__fao_food_yoy_x_youth_unemp,0.027831841,-0.016804146
model7_xgb_nobaseline,num__fao_food_index_yoy,0.026386503,-0.016234264
model7_xgb_nobaseline,num__gold_vol_30d,0.025491774,0.01993341
model7_xgb_nobaseline,num__fao_cereals_index_yoy_lag1m,0.024921244,0.024338795
model7_xgb_nobaseline,num__dxy_level,0.023160528,-0.0020082337
model7_xgb_nobaseline,num__gta_90d_count,0.022516154,0.0015371474
model7_xgb_nobaseline,num__gdp_growth,0.021980204,-0.016602669
model7_xgb_nobaseline,num__energy_cpi_inflation,0.021473078,-0.016612235
model7_xgb_nobaseline,num__fao_cereals_yoy_x_instability,0.021038074,-0.00062753283
model7_xgb_nobaseline,num__unemployment_sa,0.02030233,-0.008749793
model7_xgb_nobaseline,fe__country_iso3_GBR,0.019506145,0.010054212
model7_xgb_nobaseline,num__copper_vol_30d,0.019066053,0.015199866
model7_xgb_nobaseline,num__oil_brent_pct_30d_x_net_importer,0.018380372,0.0026196467
model7_xgb_nobaseline,num__platinum_pct_30d,0.018233448,-0.00042928837
model7_xgb_nobaseline,num__fao_oils_index_yoy_lag6m,0.017709458,0.00878571
model7_xgb_nobaseline,fe__country_iso3_IND,0.016873023,0.004261759
model7_xgb_nobaseline,num__fx_vol_7d,0.016415995,-0.003544623
model7_xgb_nobaseline,num__dxy_pct_30d,0.016168533,-0.00013618532
model7_xgb_nobaseline,num__oil_brent_pct_30d_lag60d,0.015952693,0.0012044748
model7_xgb_nobaseline,fe__country_iso3_MAR,0.015759096,-0.0034894333
model7_xgb_nobaseline,fe__country_iso3_MOZ,0.014660765,-0.0053550513
model7_xgb_nobaseline,fe__country_iso3_POL,0.014112543,-0.0056877066
model7_xgb_nobaseline,num__gta_harmful_events_z,0.014013909,0.005570485
model7_xgb_nobaseline,num__natgas_pct_30d,0.013523105,-0.0027094563
model7_xgb_nobaseline,num__food_cpi_inflation,0.013358665,-0.0043766266
model7_xgb_nobaseline,fe__country_iso3_ZAF,0.012987999,-0.00068647915
model7_xgb_nobaseline,num__gta_30d_count,0.011938592,0.0051846188
model7_xgb_nobaseline,num__gta_90d_count_z,0.011897735,-0.001306986
model7_xgb_nobaseline,num__month_sin,0.011390573,-0.00026262066
model7_xgb_nobaseline,num__dxy_vol_30d,0.011241508,-0.00017440168
model7_xgb_nobaseline,num__gta_liberalising_events_z,0.01112616,-0.0014475186
model7_xgb_nobaseline,num__vix_pct_30d,0.011089848,0.0030331947
model7_xgb_nobaseline,num__vix_pct_30d_lag30d,0.010543181,-0.0016452176
model7_xgb_nobaseline,num__vix_pct_30d_lag60d,0.01050762,5.5933924e-05
model7_xgb_nobaseline,num__food_cpi_inflation_z,0.010306011,-0.0035477206
model7_xgb_nobaseline,num__fx_pct_90d,0.009603312,-0.0033485335
model7_xgb_nobaseline,fe__country_iso3_USA,0.009589371,0.0043714987
model7_xgb_nobaseline,num__fao_oils_index_yoy_lag3m,0.009100585,0.009050704
model7_xgb_nobaseline,num__fao_food_index_yoy_lag3m,0.0090936795,-0.008372796
model7_xgb_nobaseline,num__fx_pct_7d,0.008302249,-0.0017236228
model7_xgb_nobaseline,num__fao_cereals_index_yoy_lag3m,0.008011158,-0.003982583
model7_xgb_nobaseline,num__fx_vol_30d_z,0.007815907,-0.00038231717
model7_xgb_nobaseline,num__fx_pct_30d_lag30d,0.0078098243,-0.0020219693
model7_xgb_nobaseline,num__gta_30d_count_z,0.007347988,-0.0029139072
model7_xgb_nobaseline,num__fao_cereals_index_yoy_lag6m,0.0073101292,-0.006316094
model7_xgb_nobaseline,num__copper_pct_90d,0.0066786157,0.0030746132
model7_xgb_nobaseline,num__oil_brent_pct_30d,0.006282742,0.0026070853
model7_xgb_nobaseline,fe__country_iso3_KOR,0.0062372545,-0.0006420177
model7_xgb_nobaseline,fe__country_iso3_BOL,0.0052793263,-0.0025044144
model7_xgb_nobaseline,num__oil_brent_pct_30d_x_inflation,0.0052311225,0.0006526705
model7_xgb_nobaseline,num__oil_brent_pct_30d_lag30d,0.004563009,-0.0012132362
model7_xgb_nobaseline,num__gold_pct_30d,0.0045610075,0.00029973593
model7_xgb_nobaseline,num__vix_level,0.0042830696,0.0039476473
model7_xgb_nobaseline,fe__country_iso3_HUN,0.004180867,-0.0010827766
model7_xgb_nobaseline,num__silver_pct_30d,0.003986886,-0.0008924679
model7_xgb_nobaseline,num__copper_pct_30d,0.003918185,0.0003875022
model7_xgb_nobaseline,num__oil_brent_pct_14d,0.0036460785,3.5380363e-06
model7_xgb_nobaseline,num__vix_7d_ma,0.0036224225,0.0034136
model7_xgb_nobaseline,fe__country_iso3_SWE,0.003505885,-0.00034801927
model7_xgb_nobaseline,num__fao_food_index_yoy_lag1m,0.0034535385,-0.001892957
model7_xgb_nobaseline,fe__country_iso3_PHL,0.0032893082,-0.0009316296
model7_xgb_nobaseline,num__month_cos,0.0032479668,-0.00036329712
model7_xgb_nobaseline,num__fao_oils_index_yoy,0.0028285543,-0.0028285543
model7_xgb_nobaseline,num__fx_pct_30d,0.0026965344,-0.0010187351
model7_xgb_nobaseline,fe__country_iso3_NAM,0.002608541,-0.00066520076
model7_xgb_nobaseline,num__oil_brent_pct_30d_z,0.0025672577,-0.0016040636
model7_xgb_nobaseline,fe__country_iso3_AUS,0.0025052007,0.0006842454
model7_xgb_nobaseline,num__fx_pct_30d_z,0.002307834,-0.00093663327
model7_xgb_nobaseline,num__oil_brent_pct_30d_lag90d,0.0022736131,-5.2050782e-05
model7_xgb_nobaseline,num__fao_oils_index_yoy_lag1m,0.0021757102,-0.0021756885
model7_xgb_nobaseline,fe__country_iso3_CHL,0.0021075397,-0.00106115
model7_xgb_nobaseline,num__fx_pct_30d_x_instability,0.001969946,-4.717853e-05
model7_xgb_nobaseline,num__inflation_cpi_yoy_z,0.0017368844,-0.00070323225
model7_xgb_nobaseline,fe__country_iso3_CHN,0.0012193583,-0.00060107396
model7_xgb_nobaseline,fe__country_iso3_IDN,0.0012066476,-0.0001038482
model7_xgb_nobaseline,fe__country_iso3_JPN,0.0011475865,-0.00010697627
model7_xgb_nobaseline,num__fao_food_index_yoy_lag6m,0.00106125,0.0010610018
model7_xgb_nobaseline,fe__country_iso3_PER,0.0010012869,-0.0005179345
model7_xgb_nobaseline,fe__country_iso3_KEN,0.0007574602,-0.00015379339
model7_xgb_nobaseline,fe__country_iso3_FRA,0.00072113477,0.00036063202
model7_xgb_nobaseline,fe__country_iso3_GRC,0.0006458979,-0.00031491116
model7_xgb_nobaseline,fe__country_iso3_ZWE,0.00057792786,-2.5308707e-05
model7_xgb_nobaseline,num__fx_trend_consistent,0.0004736837,0.00021682677
model7_xgb_nobaseline,num__inflation_accel,0.00041873683,-4.73049e-05
model7_xgb_nobaseline,num__platinum_pct_30d_x_plat_prod,0.00016121828,0.00012746775
model7_xgb_nobaseline,fe__country_iso3_ESP,0.00014963257,-4.975308e-05
model7_xgb_nobaseline,fe__country_iso3_CAN,0.00012127558,-7.343873e-05
model7_xgb_nobaseline,fe__country_iso3_PRT,3.331396e-05,-2.299513e-05
model7_xgb_nobaseline,fe__country_iso3_DEU,3.2932312e-05,4.2967017e-06
model7_xgb_nobaseline,fe__country_iso3_MEX,2.613853e-05,-1.0531054e-05
model7_xgb_nobaseline,fe__country_iso3_BRA,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_IRL,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_ITA,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_LAO,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_MYS,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_NLD,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_NOR,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_THA,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_TUR,0.0,0.0
model7_xgb_nobaseline,fe__country_iso3_VNM,0.0,0.0
model7_xgb_nobaseline,num__covid_period,0.0,0.0
