iso3,date,event_binary,n_events,n_articles,max_confidence,has_movement,disruption_types,gdelt_n_raw,coverage_flag
ARG,2020-10-23,1,2,2,0.7,0,protests,1,low
ARG,2020-11-09,0,0,0,0.0,0,,1,low
ARM,2020-05-12,1,1,1,0.731,0,protests,1,low
ARM,2020-05-21,1,2,2,0.725,0,protests,2,low
ARM,2020-05-25,0,0,0,0.0,0,,2,low
ARM,2020-06-14,1,4,12,0.802,0,protests,3,medium
ARM,2020-06-15,0,0,0,0.0,0,,2,low
ARM,2020-06-17,0,0,0,0.0,0,,1,low
ARM,2020-06-29,0,0,0,0.0,0,,1,low
ARM,2020-07-15,1,1,1,0.75,0,protests,1,low
ARM,2020-07-16,0,0,0,0.0,0,,1,low
ARM,2020-08-12,1,2,2,0.8,0,protests,1,low
ARM,2020-08-20,1,2,4,0.811,0,protests,2,low
ARM,2020-10-05,0,0,0,0.0,0,,1,low
ARM,2020-11-10,1,3,32,0.97,1,protests,4,medium
ARM,2020-11-11,1,2,31,0.97,1,protests,11,high
ARM,2020-11-12,0,0,0,0.0,0,,3,medium
ARM,2020-11-17,1,2,8,0.979,1,protests,2,low
ARM,2020-11-19,1,2,8,0.979,1,protests,2,low
ARM,2020-11-29,1,2,2,0.75,1,protests,1,low
ARM,2020-11-30,0,0,0,0.0,0,,1,low
AUS,2020-05-01,1,1,1,0.8,1,protests,1,low
AUS,2020-05-04,1,1,1,0.798,0,labour_strike,2,low
AUS,2020-05-07,0,0,0,0.0,0,,1,low
AUS,2020-05-08,1,1,14,0.928,1,protests,5,medium
AUS,2020-05-09,1,2,15,0.928,1,protests,1,low
AUS,2020-05-10,1,1,14,0.928,1,protests,5,medium
AUS,2020-05-11,1,2,20,0.928,1,"labour_strike,protests",6,medium
AUS,2020-05-12,1,4,22,0.928,1,"labour_strike,protests",4,medium
AUS,2020-05-13,1,3,22,0.928,1,"labour_strike,protests",2,low
AUS,2020-05-14,1,2,8,0.784,1,labour_strike,2,low
AUS,2020-05-17,1,2,8,0.784,1,labour_strike,2,low
AUS,2020-05-18,1,4,11,0.784,1,labour_strike,3,medium
AUS,2020-05-21,0,0,0,0.0,0,,3,medium
AUS,2020-05-22,1,2,2,0.918,1,protests,1,low
AUS,2020-05-24,1,2,2,0.8,1,labour_strike,1,low
AUS,2020-05-25,1,6,6,0.8,1,protests,3,medium
AUS,2020-05-26,0,0,0,0.0,0,,1,low
AUS,2020-05-27,0,0,0,0.0,0,,1,low
AUS,2020-05-29,0,0,0,0.0,0,,1,low
AUS,2020-05-30,1,1,228,1.0,1,protests,1,low
AUS,2020-06-01,1,3,244,1.0,1,"labour_strike,protests",4,medium
AUS,2020-06-02,1,3,244,1.0,1,"labour_strike,protests",15,high
AUS,2020-06-03,1,3,244,1.0,1,"labour_strike,protests",11,high
AUS,2020-06-04,1,3,244,1.0,1,"labour_strike,protests",10,high
AUS,2020-06-05,1,3,244,1.0,1,"labour_strike,protests",43,high
AUS,2020-06-06,1,1,228,1.0,1,protests,42,high
AUS,2020-06-07,1,1,228,1.0,1,protests,23,high
AUS,2020-06-08,1,1,228,1.0,1,protests,9,medium
AUS,2020-06-09,1,1,228,1.0,1,protests,3,medium
AUS,2020-06-10,1,5,232,1.0,1,protests,5,medium
AUS,2020-06-11,1,1,228,1.0,1,protests,16,high
AUS,2020-06-12,1,1,228,1.0,1,protests,17,high
AUS,2020-06-13,1,1,228,1.0,1,protests,30,high
AUS,2020-06-14,1,1,228,1.0,1,protests,1,low
AUS,2020-06-15,1,1,228,1.0,1,protests,3,medium
AUS,2020-06-16,1,2,238,1.0,1,protests,2,low
AUS,2020-06-17,1,2,238,1.0,1,protests,9,medium
AUS,2020-06-18,1,4,240,1.0,1,"labour_strike,protests",3,medium
AUS,2020-06-19,1,5,241,1.0,1,"labour_strike,protests",2,low
AUS,2020-06-20,1,2,238,1.0,1,protests,1,low
AUS,2020-06-21,1,2,238,1.0,1,protests,2,low
AUS,2020-06-22,0,0,0,0.0,0,,1,low
AUS,2020-06-23,1,8,10,0.8,1,"labour_strike,protests",5,medium
AUS,2020-06-25,0,0,0,0.0,0,,1,low
AUS,2020-06-28,1,2,6,0.897,1,protests,1,low
AUS,2020-06-29,1,2,2,0.677,1,protests,3,medium
AUS,2020-06-30,1,4,6,0.7,1,"labour_strike,protests",4,medium
AUS,2020-07-01,1,4,4,0.8,1,labour_strike,2,low
AUS,2020-07-02,0,0,0,0.0,0,,2,low
AUS,2020-07-03,1,2,18,0.971,1,protests,1,low
AUS,2020-07-04,1,2,18,0.971,1,protests,3,medium
AUS,2020-07-05,1,2,18,0.971,1,protests,4,medium
AUS,2020-07-07,0,0,0,0.0,0,,2,low
AUS,2020-07-08,0,0,0,0.0,0,,1,low
AUS,2020-07-10,1,2,2,0.7,1,protests,3,medium
AUS,2020-07-11,0,0,0,0.0,0,,1,low
AUS,2020-07-12,0,0,0,0.0,0,,1,low
AUS,2020-07-13,0,0,0,0.0,0,,1,low
AUS,2020-07-16,0,0,0,0.0,0,,1,low
AUS,2020-07-17,0,0,0,0.0,0,,2,low
AUS,2020-07-19,1,3,4,0.756,1,protests,1,low
AUS,2020-07-20,0,0,0,0.0,0,,3,medium
AUS,2020-07-22,1,4,6,1.0,1,protests,1,low
AUS,2020-07-23,1,4,8,1.0,1,"labour_strike,protests",2,low
AUS,2020-07-24,1,2,4,0.614,1,labour_strike,3,medium
AUS,2020-07-25,0,0,0,0.0,0,,2,low
AUS,2020-07-26,0,0,0,0.0,0,,1,low
AUS,2020-07-27,1,2,28,0.968,1,protests,7,medium
AUS,2020-07-28,1,2,28,0.968,1,protests,10,high
AUS,2020-07-30,1,2,6,0.715,1,labour_strike,2,low
AUS,2020-07-31,1,4,10,0.788,1,"labour_strike,protests",2,low
AUS,2020-08-03,1,2,6,0.715,1,labour_strike,1,low
AUS,2020-08-04,1,2,6,0.715,1,labour_strike,2,low
AUS,2020-08-05,1,2,2,0.66,0,labour_strike,2,low
AUS,2020-08-06,0,0,0,0.0,0,,3,medium
AUS,2020-08-07,1,4,26,0.965,1,"labour_strike,protests",7,medium
AUS,2020-08-08,1,2,20,0.965,1,protests,3,medium
AUS,2020-08-09,1,2,20,0.965,1,protests,7,medium
AUS,2020-08-10,1,4,6,0.876,1,labour_strike,4,medium
AUS,2020-08-11,1,2,4,0.876,1,labour_strike,3,medium
AUS,2020-08-12,0,0,0,0.0,0,,1,low
AUS,2020-08-13,0,0,0,0.0,0,,1,low
AUS,2020-08-14,0,0,0,0.0,0,,3,medium
AUS,2020-08-15,1,2,16,1.0,1,protests,3,medium
AUS,2020-08-17,1,1,12,1.0,1,protests,6,medium
AUS,2020-08-18,1,2,13,1.0,1,protests,2,low
AUS,2020-08-26,1,2,10,0.906,1,protests,2,low
AUS,2020-08-27,1,2,2,0.802,0,protests,4,medium
AUS,2020-08-28,0,0,0,0.0,0,,4,medium
AUS,2020-08-29,0,0,0,0.0,0,,1,low
AUS,2020-08-30,1,2,6,0.977,1,protests,2,low
AUS,2020-08-31,1,2,6,0.977,1,protests,3,medium
AUS,2020-09-01,1,2,2,0.7,1,labour_strike,3,medium
AUS,2020-09-02,0,0,0,0.0,0,,1,low
AUS,2020-09-03,0,0,0,0.0,0,,6,medium
AUS,2020-09-04,0,0,0,0.0,0,,3,medium
AUS,2020-09-05,1,4,58,0.898,1,protests,15,high
AUS,2020-09-06,0,0,0,0.0,0,,4,medium
AUS,2020-09-07,1,2,33,0.934,1,protests,2,low
AUS,2020-09-08,1,2,33,0.934,1,protests,5,medium
AUS,2020-09-09,1,2,33,0.934,1,protests,1,low
AUS,2020-09-11,1,2,33,0.934,1,protests,5,medium
AUS,2020-09-12,1,2,33,0.934,1,protests,4,medium
AUS,2020-09-13,1,2,33,0.934,1,protests,4,medium
AUS,2020-09-14,1,3,21,0.934,1,"labour_strike,protests",4,medium
AUS,2020-09-16,1,4,4,0.96,1,"labour_strike,protests",3,medium
AUS,2020-09-17,1,2,2,0.649,1,labour_strike,2,low
AUS,2020-09-18,0,0,0,0.0,0,,2,low
AUS,2020-09-19,1,2,14,0.983,1,protests,2,low
AUS,2020-09-20,1,2,14,0.983,1,protests,5,medium
AUS,2020-09-21,1,2,2,0.754,1,protests,3,medium
AUS,2020-09-23,1,4,13,0.982,1,"labour_strike,protests",2,low
AUS,2020-09-24,1,4,13,0.982,1,"labour_strike,protests",1,low
AUS,2020-09-25,1,2,9,0.982,1,protests,4,medium
AUS,2020-09-26,0,0,0,0.0,0,,1,low
AUS,2020-09-27,1,2,2,0.854,1,protests,1,low
AUS,2020-10-01,1,4,8,0.85,1,labour_strike,6,medium
AUS,2020-10-02,1,2,2,0.664,1,protests,1,low
AUS,2020-10-03,0,0,0,0.0,0,,1,low
AUS,2020-10-04,0,0,0,0.0,0,,4,medium
AUS,2020-10-05,0,0,0,0.0,0,,1,low
AUS,2020-10-07,0,0,0,0.0,0,,1,low
AUS,2020-10-09,0,0,0,0.0,0,,2,low
AUS,2020-10-10,1,2,6,0.891,1,protests,3,medium
AUS,2020-10-11,0,0,0,0.0,0,,1,low
AUS,2020-10-12,1,2,4,0.644,0,protests,1,low
AUS,2020-10-13,1,7,9,0.857,1,"labour_strike,protests",3,medium
AUS,2020-10-14,1,2,6,0.957,1,protests,2,low
AUS,2020-10-15,1,2,2,0.958,0,protests,3,medium
AUS,2020-10-16,0,0,0,0.0,0,,1,low
AUS,2020-10-17,0,0,0,0.0,0,,1,low
AUS,2020-10-18,0,0,0,0.0,0,,2,low
AUS,2020-10-19,0,0,0,0.0,0,,1,low
AUS,2020-10-20,1,2,2,0.7,0,labour_strike,1,low
AUS,2020-10-21,1,4,4,0.8,1,"labour_strike,protests",4,medium
AUS,2020-10-23,1,2,10,0.937,1,protests,5,medium
AUS,2020-10-25,0,0,0,0.0,0,,1,low
AUS,2020-10-27,1,2,4,0.758,0,labour_strike,3,medium
AUS,2020-10-28,1,2,2,0.894,1,protests,1,low
AUS,2020-10-29,1,2,2,0.8,0,protests,1,low
AUS,2020-10-31,0,0,0,0.0,0,,1,low
AUS,2020-11-02,0,0,0,0.0,0,,1,low
AUS,2020-11-03,1,2,16,0.991,1,protests,7,medium
AUS,2020-11-06,0,0,0,0.0,0,,1,low
AUS,2020-11-09,1,2,2,0.917,0,protests,1,low
AUS,2020-11-10,0,0,0,0.0,0,,1,low
AUS,2020-11-13,0,0,0,0.0,0,,1,low
AUS,2020-11-16,1,1,1,0.928,0,protests,2,low
AUS,2020-11-19,1,4,8,0.948,0,"labour_strike,protests",5,medium
AUS,2020-11-23,0,0,0,0.0,0,,1,low
AUS,2020-11-27,1,4,4,0.985,0,"labour_strike,protests",2,low
AUS,2020-11-28,0,0,0,0.0,0,,1,low
AUT,2020-06-04,1,1,4,0.85,0,protests,2,low
AUT,2020-06-05,0,0,0,0.0,0,,3,medium
AUT,2020-11-06,0,0,0,0.0,0,,1,low
AUT,2020-11-09,0,0,0,0.0,0,,1,low
AZE,2020-06-12,1,2,2,0.648,0,protests,1,low
AZE,2020-07-22,0,0,0,0.0,0,,1,low
AZE,2020-07-30,0,0,0,0.0,0,,1,low
AZE,2020-09-14,1,2,4,0.7,0,protests,2,low
AZE,2020-10-11,0,0,0,0.0,0,,1,low
AZE,2020-11-10,1,2,2,0.802,0,protests,1,low
BDI,2020-05-01,0,0,0,0.0,0,,1,low
BDI,2020-05-18,0,0,0,0.0,0,,1,low
BDI,2020-05-20,0,0,0,0.0,0,,1,low
BEL,2020-05-01,0,0,0,0.0,0,,1,low
BEL,2020-05-18,0,0,0,0.0,0,,3,medium
BEL,2020-06-04,1,2,34,0.947,1,protests,2,low
BEL,2020-06-06,1,2,34,0.947,1,protests,1,low
BEL,2020-06-07,1,2,34,0.947,1,protests,4,medium
BEL,2020-06-08,1,4,36,0.947,1,"labour_strike,protests",6,medium
BEL,2020-06-09,1,2,34,0.947,1,protests,1,low
BEL,2020-06-10,1,4,36,0.947,1,protests,2,low
BEL,2020-06-11,1,2,34,0.947,1,protests,2,low
BEL,2020-06-12,1,2,34,0.947,1,protests,1,low
BEL,2020-06-15,0,0,0,0.0,0,,1,low
BEL,2020-06-16,0,0,0,0.0,0,,1,low
BEL,2020-06-18,0,0,0,0.0,0,,2,low
BEL,2020-06-19,1,2,4,0.983,1,protests,1,low
BEL,2020-06-20,1,2,4,0.983,1,protests,1,low
BEL,2020-06-29,1,2,2,0.987,0,protests,1,low
BEL,2020-07-05,1,2,2,0.872,1,protests,1,low
BEL,2020-07-07,0,0,0,0.0,0,,1,low
BEL,2020-07-09,0,0,0,0.0,0,,1,low
BEL,2020-07-10,1,2,2,0.87,1,protests,1,low
BEL,2020-07-13,1,2,2,0.905,0,labour_strike,1,low
BEL,2020-07-17,1,1,1,0.734,1,protests,1,low
BEL,2020-08-16,1,1,1,0.79,0,protests,1,low
BEL,2020-08-24,0,0,0,0.0,0,,1,low
BEL,2020-08-30,0,0,0,0.0,0,,1,low
BEL,2020-09-06,0,0,0,0.0,0,,1,low
BEL,2020-09-29,0,0,0,0.0,0,,1,low
BEL,2020-09-30,0,0,0,0.0,0,,1,low
BEL,2020-10-02,0,0,0,0.0,0,,1,low
BEL,2020-10-13,0,0,0,0.0,0,,1,low
BEL,2020-10-23,0,0,0,0.0,0,,1,low
BEL,2020-11-30,0,0,0,0.0,0,,1,low
BEN,2020-05-19,0,0,0,0.0,0,,1,low
BEN,2020-06-05,0,0,0,0.0,0,,1,low
BEN,2020-06-21,0,0,0,0.0,0,,1,low
BEN,2020-07-14,1,2,3,0.869,0,protests,1,low
BEN,2020-07-15,0,0,0,0.0,0,,1,low
BEN,2020-09-19,1,2,2,0.8,0,protests,1,low
BEN,2020-10-08,1,2,4,0.977,1,protests,1,low
BEN,2020-10-14,1,2,11,0.907,1,protests,2,low
BEN,2020-10-15,1,1,9,0.907,1,protests,1,low
BEN,2020-10-18,1,2,15,0.907,1,protests,2,low
BEN,2020-10-19,1,2,15,0.907,1,protests,3,medium
BEN,2020-10-24,0,0,0,0.0,0,,1,low
BEN,2020-10-30,0,0,0,0.0,0,,1,low
BEN,2020-10-31,0,0,0,0.0,0,,1,low
BFA,2020-09-09,0,0,0,0.0,0,,1,low
BFA,2020-09-11,0,0,0,0.0,0,,1,low
BFA,2020-09-24,0,0,0,0.0,0,,2,low
BFA,2020-10-03,0,0,0,0.0,0,,1,low
BGD,2020-05-04,0,0,0,0.0,0,,1,low
BGD,2020-05-05,1,1,1,0.809,0,protests,1,low
BGD,2020-05-06,0,0,0,0.0,0,,1,low
BGD,2020-05-09,0,0,0,0.0,0,,1,low
BGD,2020-05-11,0,0,0,0.0,0,,1,low
BGD,2020-05-15,0,0,0,0.0,0,,1,low
BGD,2020-05-16,1,1,1,0.84,0,protests,1,low
BGD,2020-05-17,0,0,0,0.0,0,,1,low
BGD,2020-05-18,1,2,2,0.823,0,protests,1,low
BGD,2020-05-19,0,0,0,0.0,0,,1,low
BGD,2020-05-20,1,2,2,0.6,0,protests,1,low
BGD,2020-05-21,0,0,0,0.0,0,,1,low
BGD,2020-05-22,0,0,0,0.0,0,,1,low
BGD,2020-05-25,1,2,2,0.814,0,protests,1,low
BGD,2020-05-26,0,0,0,0.0,0,,2,low
BGD,2020-05-31,0,0,0,0.0,0,,1,low
BGD,2020-06-03,1,2,2,0.811,0,protests,2,low
BGD,2020-06-07,0,0,0,0.0,0,,1,low
BGD,2020-06-12,0,0,0,0.0,0,,1,low
BGD,2020-06-14,0,0,0,0.0,0,,1,low
BGD,2020-06-22,1,2,2,0.6,0,labour_strike,1,low
BGD,2020-06-23,0,0,0,0.0,0,,2,low
BGD,2020-06-25,0,0,0,0.0,0,,1,low
BGD,2020-06-26,0,0,0,0.0,0,,2,low
BGD,2020-06-27,0,0,0,0.0,0,,2,low
BGD,2020-06-28,0,0,0,0.0,0,,1,low
BGD,2020-06-29,0,0,0,0.0,0,,10,high
BGD,2020-06-30,1,2,4,0.967,0,protests,5,medium
BGD,2020-07-01,1,2,4,0.967,0,protests,3,medium
BGD,2020-07-02,0,0,0,0.0,0,,2,low
BGD,2020-07-03,0,0,0,0.0,0,,2,low
BGD,2020-07-04,0,0,0,0.0,0,,1,low
BGD,2020-07-06,0,0,0,0.0,0,,1,low
BGD,2020-07-07,1,4,4,0.708,0,protests,3,medium
BGD,2020-07-10,0,0,0,0.0,0,,3,medium
BGD,2020-07-11,0,0,0,0.0,0,,2,low
BGD,2020-07-12,0,0,0,0.0,0,,2,low
BGD,2020-07-13,1,2,2,0.74,0,labour_strike,2,low
BGD,2020-07-14,0,0,0,0.0,0,,7,medium
BGD,2020-07-15,0,0,0,0.0,0,,1,low
BGD,2020-07-16,0,0,0,0.0,0,,1,low
BGD,2020-07-17,1,2,4,0.8,0,protests,2,low
BGD,2020-07-18,0,0,0,0.0,0,,7,medium
BGD,2020-07-19,0,0,0,0.0,0,,3,medium
BGD,2020-07-20,0,0,0,0.0,0,,5,medium
BGD,2020-07-21,0,0,0,0.0,0,,4,medium
BGD,2020-07-22,1,2,2,0.8,0,protests,7,medium
BGD,2020-07-23,0,0,0,0.0,0,,4,medium
BGD,2020-07-24,0,0,0,0.0,0,,4,medium
BGD,2020-07-25,1,2,2,0.8,0,labour_strike,1,low
BGD,2020-07-26,0,0,0,0.0,0,,2,low
BGD,2020-07-27,0,0,0,0.0,0,,3,medium
BGD,2020-07-28,0,0,0,0.0,0,,6,medium
BGD,2020-07-29,1,2,2,0.8,0,protests,5,medium
BGD,2020-07-30,0,0,0,0.0,0,,3,medium
BGD,2020-07-31,0,0,0,0.0,0,,1,low
BGD,2020-08-01,0,0,0,0.0,0,,2,low
BGD,2020-08-04,0,0,0,0.0,0,,4,medium
BGD,2020-08-05,0,0,0,0.0,0,,2,low
BGD,2020-08-06,0,0,0,0.0,0,,1,low
BGD,2020-08-08,0,0,0,0.0,0,,1,low
BGD,2020-08-09,0,0,0,0.0,0,,2,low
BGD,2020-08-10,0,0,0,0.0,0,,1,low
BGD,2020-08-11,0,0,0,0.0,0,,5,medium
BGD,2020-08-12,0,0,0,0.0,0,,3,medium
BGD,2020-08-13,0,0,0,0.0,0,,4,medium
BGD,2020-08-14,0,0,0,0.0,0,,2,low
BGD,2020-08-15,0,0,0,0.0,0,,2,low
BGD,2020-08-17,0,0,0,0.0,0,,1,low
BGD,2020-08-18,0,0,0,0.0,0,,2,low
BGD,2020-08-19,0,0,0,0.0,0,,3,medium
BGD,2020-08-21,0,0,0,0.0,0,,1,low
BGD,2020-08-23,0,0,0,0.0,0,,2,low
BGD,2020-08-24,0,0,0,0.0,0,,3,medium
BGD,2020-08-27,0,0,0,0.0,0,,2,low
BGD,2020-08-28,0,0,0,0.0,0,,3,medium
BGD,2020-08-29,0,0,0,0.0,0,,3,medium
BGD,2020-08-30,0,0,0,0.0,0,,1,low
BGD,2020-09-01,0,0,0,0.0,0,,1,low
BGD,2020-09-03,0,0,0,0.0,0,,1,low
BGD,2020-09-05,0,0,0,0.0,0,,1,low
BGD,2020-09-07,0,0,0,0.0,0,,1,low
BGD,2020-09-09,0,0,0,0.0,0,,3,medium
BGD,2020-09-10,0,0,0,0.0,0,,1,low
BGD,2020-09-14,1,1,2,0.738,1,protests,2,low
BGD,2020-09-15,0,0,0,0.0,0,,2,low
BGD,2020-09-17,0,0,0,0.0,0,,1,low
BGD,2020-09-18,0,0,0,0.0,0,,1,low
BGD,2020-09-19,0,0,0,0.0,0,,1,low
BGD,2020-09-22,0,0,0,0.0,0,,1,low
BGD,2020-09-24,0,0,0,0.0,0,,1,low
BGD,2020-09-27,0,0,0,0.0,0,,1,low
BGD,2020-09-28,0,0,0,0.0,0,,1,low
BGD,2020-09-29,0,0,0,0.0,0,,1,low
BGD,2020-10-06,0,0,0,0.0,0,,1,low
BGD,2020-10-07,0,0,0,0.0,0,,1,low
BGD,2020-10-08,0,0,0,0.0,0,,1,low
BGD,2020-10-10,1,3,7,0.779,1,protests,3,medium
BGD,2020-10-11,0,0,0,0.0,0,,2,low
BGD,2020-10-13,0,0,0,0.0,0,,1,low
BGD,2020-10-15,0,0,0,0.0,0,,1,low
BGD,2020-10-16,0,0,0,0.0,0,,1,low
BGD,2020-10-18,0,0,0,0.0,0,,1,low
BGD,2020-10-19,0,0,0,0.0,0,,2,low
BGD,2020-10-20,1,2,2,0.985,1,protests,2,low
BGD,2020-10-27,1,2,43,0.996,1,protests,12,high
BGD,2020-10-28,1,2,43,0.996,1,protests,3,medium
BGD,2020-10-30,1,2,43,0.996,1,protests,1,low
BGD,2020-10-31,1,2,43,0.996,1,protests,1,low
BGD,2020-11-01,1,2,43,0.996,1,protests,2,low
BGD,2020-11-02,1,2,43,0.996,1,protests,5,medium
BGD,2020-11-04,0,0,0,0.0,0,,2,low
BGD,2020-11-05,0,0,0,0.0,0,,1,low
BGD,2020-11-07,1,2,3,0.7,1,protests,2,low
BGD,2020-11-12,0,0,0,0.0,0,,1,low
BGD,2020-11-15,0,0,0,0.0,0,,1,low
BGD,2020-11-17,0,0,0,0.0,0,,1,low
BGD,2020-11-28,0,0,0,0.0,0,,1,low
BGD,2020-11-29,0,0,0,0.0,0,,1,low
BGR,2020-05-15,0,0,0,0.0,0,,1,low
BGR,2020-07-09,1,2,29,0.975,1,protests,1,low
BGR,2020-07-10,1,2,29,0.975,1,protests,1,low
BGR,2020-07-11,1,3,30,0.975,1,protests,1,low
BGR,2020-07-12,1,2,29,0.975,1,protests,3,medium
BGR,2020-07-13,1,2,29,0.975,1,protests,2,low
BGR,2020-07-14,1,2,29,0.975,1,protests,5,medium
BGR,2020-07-15,1,1,18,0.975,1,protests,1,low
BGR,2020-07-16,1,1,18,0.975,1,protests,1,low
BGR,2020-07-17,1,4,26,0.975,1,protests,3,medium
BGR,2020-07-18,1,1,5,0.9,1,protests,1,low
BGR,2020-07-19,1,3,7,0.9,1,protests,2,low
BGR,2020-07-20,1,2,9,0.9,1,protests,1,low
BGR,2020-07-21,1,2,9,0.9,1,protests,3,medium
BGR,2020-07-23,0,0,0,0.0,0,,1,low
BGR,2020-07-24,1,2,2,0.9,1,protests,1,low
BGR,2020-07-26,0,0,0,0.0,0,,1,low
BGR,2020-07-27,0,0,0,0.0,0,,1,low
BGR,2020-07-29,1,2,20,0.828,1,protests,2,low
BGR,2020-07-30,1,2,20,0.828,1,protests,5,medium
BGR,2020-07-31,1,2,20,0.828,1,protests,1,low
BGR,2020-08-03,1,2,10,0.89,1,protests,2,low
BGR,2020-08-06,1,2,10,0.89,1,protests,2,low
BGR,2020-08-07,1,2,10,0.89,1,protests,2,low
BGR,2020-08-08,1,2,10,0.89,1,protests,1,low
BGR,2020-08-09,0,0,0,0.0,0,,1,low
BGR,2020-08-12,1,2,6,0.8,1,protests,4,medium
BGR,2020-08-14,1,1,1,0.609,1,protests,1,low
BGR,2020-08-15,0,0,0,0.0,0,,1,low
BGR,2020-08-17,0,0,0,0.0,0,,1,low
BGR,2020-08-20,1,2,2,0.7,1,protests,1,low
BGR,2020-08-23,1,2,2,0.7,1,protests,1,low
BGR,2020-09-02,1,2,14,0.977,1,protests,2,low
BGR,2020-09-03,0,0,0,0.0,0,,4,medium
BGR,2020-09-04,0,0,0,0.0,0,,1,low
BGR,2020-09-09,0,0,0,0.0,0,,1,low
BGR,2020-09-22,1,2,4,0.88,1,protests,1,low
BGR,2020-09-23,0,0,0,0.0,0,,2,low
BGR,2020-10-01,0,0,0,0.0,0,,2,low
BGR,2020-10-03,1,2,2,0.713,1,protests,1,low
BGR,2020-10-14,0,0,0,0.0,0,,1,low
BGR,2020-10-17,0,0,0,0.0,0,,2,low
BGR,2020-10-19,0,0,0,0.0,0,,1,low
BGR,2020-10-28,1,2,2,0.703,1,protests,1,low
BGR,2020-11-03,1,2,2,0.715,0,protests,1,low
BHR,2020-05-05,0,0,0,0.0,0,,1,low
BHR,2020-05-08,0,0,0,0.0,0,,1,low
BHR,2020-05-15,1,1,1,0.75,0,labour_strike,1,low
BHR,2020-06-02,1,2,2,0.98,0,protests,1,low
BHR,2020-06-04,0,0,0,0.0,0,,1,low
BHR,2020-06-17,0,0,0,0.0,0,,1,low
BHR,2020-06-20,1,2,2,0.607,0,labour_strike,1,low
BHR,2020-07-04,1,2,2,0.6,0,protests,1,low
BHR,2020-07-06,1,2,2,0.6,0,protests,1,low
BHR,2020-08-10,0,0,0,0.0,0,,1,low
BHR,2020-08-11,0,0,0,0.0,0,,1,low
BHR,2020-09-15,1,1,1,0.706,0,labour_strike,1,low
BHR,2020-09-21,0,0,0,0.0,0,,1,low
BHR,2020-09-22,0,0,0,0.0,0,,1,low
BHR,2020-10-21,0,0,0,0.0,0,,1,low
BHR,2020-10-24,0,0,0,0.0,0,,1,low
BHS,2020-05-07,0,0,0,0.0,0,,1,low
