iso3,date,event_binary,n_events,n_articles,max_confidence,has_movement,disruption_types,gdelt_n_raw,coverage_flag
NPL,2018-01-06,1,2,6,0.9,1,"labour_strike,protests",1,low
NPL,2018-01-07,1,1,4,0.9,1,protests,2,low
NPL,2018-01-08,1,3,9,0.9,1,protests,2,low
NPL,2018-01-09,1,1,4,0.9,1,protests,4,medium
NPL,2018-01-10,1,1,4,0.9,1,protests,2,low
NPL,2018-01-11,0,0,0,0.0,0,,2,low
NPL,2018-01-12,0,0,0,0.0,0,,3,medium
NPL,2018-01-14,0,0,0,0.0,0,,1,low
NPL,2018-01-16,1,1,1,0.976,1,protests,1,low
NPL,2018-01-17,1,2,5,0.945,1,"labour_strike,protests",1,low
NPL,2018-01-18,1,2,5,0.945,1,"labour_strike,protests",3,medium
NPL,2018-01-19,1,1,3,0.883,1,protests,3,medium
NPL,2018-01-21,1,2,2,0.916,0,"labour_strike,protests",2,low
NPL,2018-01-28,1,1,1,0.969,1,protests,1,low
NPL,2018-01-30,1,1,1,0.626,0,protests,1,low
NZL,2018-01-01,1,1,1,0.8,0,protests,2,low
NZL,2018-01-03,0,0,0,0.0,0,,6,medium
NZL,2018-01-04,0,0,0,0.0,0,,3,medium
NZL,2018-01-05,0,0,0,0.0,0,,3,medium
NZL,2018-01-06,0,0,0,0.0,0,,1,low
NZL,2018-01-07,1,1,1,0.7,0,protests,1,low
NZL,2018-01-08,0,0,0,0.0,0,,1,low
NZL,2018-01-09,1,1,1,0.7,0,protests,1,low
NZL,2018-01-12,0,0,0,0.0,0,,1,low
NZL,2018-01-19,0,0,0,0.0,0,,1,low
NZL,2018-01-26,1,1,1,0.878,0,labour_strike,1,low
NZL,2018-01-27,1,1,1,0.8,0,protests,1,low
OMN,2018-01-22,0,0,0,0.0,0,,1,low
OMN,2018-01-23,1,1,1,0.86,0,protests,1,low
OMN,2018-01-29,0,0,0,0.0,0,,1,low
PAK,2018-01-01,1,3,6,1.0,1,"labour_strike,protests",8,medium
PAK,2018-01-02,1,3,9,0.9,1,protests,8,medium
PAK,2018-01-03,1,2,8,0.9,1,"labour_strike,protests",6,medium
PAK,2018-01-04,1,4,11,1.0,1,"labour_strike,protests",8,medium
PAK,2018-01-05,1,4,13,0.9,1,"labour_strike,protests",6,medium
PAK,2018-01-06,1,6,8,0.9,0,"labour_strike,protests",7,medium
PAK,2018-01-07,1,2,3,0.9,0,"labour_strike,protests",2,low
PAK,2018-01-08,1,6,11,0.9,1,"labour_strike,protests",12,high
PAK,2018-01-09,1,5,129,1.0,1,protests,12,high
PAK,2018-01-10,1,2,126,1.0,1,"labour_strike,protests",10,high
PAK,2018-01-12,1,1,125,1.0,1,protests,12,high
PAK,2018-01-13,1,2,126,1.0,1,protests,8,medium
PAK,2018-01-14,1,2,126,1.0,1,protests,5,medium
PAK,2018-01-15,1,6,131,1.0,1,"labour_strike,protests",9,medium
PAK,2018-01-16,1,2,126,1.0,1,protests,21,high
PAK,2018-01-17,1,1,125,1.0,1,protests,19,high
PAK,2018-01-18,1,2,126,1.0,1,"labour_strike,protests",15,high
PAK,2018-01-19,1,2,126,1.0,1,protests,8,medium
PAK,2018-01-20,1,1,125,1.0,1,protests,7,medium
PAK,2018-01-21,1,2,126,1.0,1,protests,6,medium
PAK,2018-01-22,1,2,126,1.0,1,protests,7,medium
PAK,2018-01-23,1,5,130,1.0,1,"labour_strike,protests",10,high
PAK,2018-01-24,1,2,130,1.0,1,protests,12,high
PAK,2018-01-25,1,2,130,1.0,1,protests,12,high
PAK,2018-01-26,1,3,127,1.0,1,"labour_strike,protests",7,medium
PAK,2018-01-27,1,2,126,1.0,1,protests,5,medium
PAK,2018-01-28,1,2,126,1.0,1,protests,6,medium
PAK,2018-01-29,1,2,126,1.0,1,protests,3,medium
PAK,2018-01-30,1,3,128,1.0,1,"labour_strike,protests",3,medium
PAK,2018-01-31,1,1,125,1.0,1,protests,9,medium
PER,2018-01-02,1,1,1,0.9,0,protests,1,low
PER,2018-01-03,0,0,0,0.0,0,,1,low
PER,2018-01-06,1,1,1,0.7,0,protests,1,low
PER,2018-01-12,0,0,0,0.0,0,,1,low
PER,2018-01-21,0,0,0,0.0,0,,1,low
PHL,2018-01-01,1,1,1,0.9,0,protests,1,low
PHL,2018-01-02,1,1,1,0.7,0,labour_strike,2,low
PHL,2018-01-03,0,0,0,0.0,0,,1,low
PHL,2018-01-04,0,0,0,0.0,0,,1,low
PHL,2018-01-05,0,0,0,0.0,0,,1,low
PHL,2018-01-06,1,1,1,0.8,0,labour_strike,1,low
PHL,2018-01-09,1,1,2,0.8,0,protests,4,medium
PHL,2018-01-10,1,2,3,0.8,0,protests,2,low
PHL,2018-01-15,1,1,10,0.841,1,protests,1,low
PHL,2018-01-18,1,1,10,0.841,1,protests,3,medium
PHL,2018-01-19,1,1,10,0.841,1,protests,7,medium
PHL,2018-01-23,0,0,0,0.0,0,,2,low
PHL,2018-01-27,0,0,0,0.0,0,,1,low
PHL,2018-01-29,1,1,1,0.633,1,protests,1,low
PNG,2018-01-14,0,0,0,0.0,0,,1,low
POL,2018-01-03,1,1,2,0.9,0,protests,3,medium
POL,2018-01-04,1,1,1,0.9,0,protests,1,low
POL,2018-01-07,0,0,0,0.0,0,,1,low
POL,2018-01-12,0,0,0,0.0,0,,1,low
POL,2018-01-14,0,0,0,0.0,0,,1,low
PRT,2018-01-22,0,0,0,0.0,0,,1,low
PRT,2018-01-25,0,0,0,0.0,0,,1,low
PRY,2018-01-25,0,0,0,0.0,0,,1,low
PSE,2018-01-03,1,1,2,0.8,1,protests,1,low
PSE,2018-01-04,0,0,0,0.0,0,,1,low
PSE,2018-01-05,1,1,2,0.9,0,protests,1,low
PSE,2018-01-06,0,0,0,0.0,0,,1,low
PSE,2018-01-08,1,1,1,0.9,0,protests,2,low
PSE,2018-01-13,0,0,0,0.0,0,,1,low
PSE,2018-01-19,1,1,1,0.863,1,protests,1,low
PSE,2018-01-20,1,1,1,0.876,1,protests,1,low
PSE,2018-01-22,0,0,0,0.0,0,,1,low
PSE,2018-01-23,1,2,3,0.8,1,"labour_strike,protests",1,low
PSE,2018-01-24,1,1,2,0.879,1,protests,2,low
PSE,2018-01-25,0,0,0,0.0,0,,1,low
PSE,2018-01-29,1,2,5,0.99,1,"labour_strike,protests",3,medium
PSE,2018-01-30,1,1,4,0.99,1,protests,1,low
PSE,2018-01-31,0,0,0,0.0,0,,1,low
ROU,2018-01-20,1,1,2,0.99,0,protests,1,low
ROU,2018-01-22,1,1,2,0.99,0,protests,1,low
RUS,2018-01-17,0,0,0,0.0,0,,1,low
RUS,2018-01-19,1,1,1,0.6,0,protests,1,low
RUS,2018-01-27,1,1,42,0.992,0,protests,1,low
RUS,2018-01-28,1,1,42,0.992,0,protests,28,high
RUS,2018-01-29,1,2,43,0.992,0,protests,15,high
RUS,2018-01-30,0,0,0,0.0,0,,2,low
SAU,2018-01-01,0,0,0,0.0,0,,1,low
SAU,2018-01-02,1,2,48,1.0,1,"labour_strike,protests",3,medium
SAU,2018-01-05,1,1,47,1.0,1,protests,1,low
SAU,2018-01-06,1,1,47,1.0,1,protests,23,high
SAU,2018-01-07,1,1,47,1.0,1,protests,22,high
SAU,2018-01-08,1,1,47,1.0,1,protests,6,medium
SAU,2018-01-10,1,1,47,1.0,1,protests,1,low
SAU,2018-01-30,0,0,0,0.0,0,,1,low
SDN,2018-01-06,1,1,18,0.9,1,protests,3,medium
SDN,2018-01-07,1,1,18,0.9,1,protests,7,medium
SDN,2018-01-08,1,1,18,0.9,1,protests,12,high
SDN,2018-01-09,1,1,18,0.9,1,protests,4,medium
SDN,2018-01-10,0,0,0,0.0,0,,1,low
SDN,2018-01-12,1,1,4,0.919,1,protests,3,medium
SDN,2018-01-14,0,0,0,0.0,0,,1,low
SDN,2018-01-17,1,1,2,0.969,1,protests,3,medium
SDN,2018-01-22,0,0,0,0.0,0,,1,low
SDN,2018-01-23,0,0,0,0.0,0,,3,medium
SDN,2018-01-24,0,0,0,0.0,0,,1,low
SEN,2018-01-09,0,0,0,0.0,0,,1,low
SEN,2018-01-31,0,0,0,0.0,0,,1,low
SGP,2018-01-08,0,0,0,0.0,0,,7,medium
SGP,2018-01-09,0,0,0,0.0,0,,2,low
SGP,2018-01-17,0,0,0,0.0,0,,1,low
SGP,2018-01-25,0,0,0,0.0,0,,1,low
SGP,2018-01-31,0,0,0,0.0,0,,1,low
SLB,2018-01-10,1,1,1,0.7,0,protests,1,low
SLE,2018-01-03,0,0,0,0.0,0,,1,low
SLE,2018-01-22,0,0,0,0.0,0,,1,low
SLV,2018-01-12,1,1,1,0.7,0,protests,1,low
SSD,2018-01-13,0,0,0,0.0,0,,1,low
SUR,2018-01-19,1,1,1,0.66,0,protests,1,low
SVN,2018-01-24,1,1,1,0.937,0,protests,1,low
SYR,2018-01-05,1,1,1,0.7,0,protests,1,low
SYR,2018-01-13,1,1,1,0.9,0,protests,1,low
SYR,2018-01-19,0,0,0,0.0,0,,1,low
SYR,2018-01-29,1,1,2,0.703,1,protests,2,low
SYR,2018-01-30,1,2,3,0.8,1,protests,1,low
SYR,2018-01-31,1,1,2,0.703,1,protests,2,low
TCD,2018-01-29,0,0,0,0.0,0,,1,low
TGO,2018-01-01,0,0,0,0.0,0,,1,low
TGO,2018-01-31,1,1,2,0.921,0,labour_strike,2,low
THA,2018-01-03,1,1,1,0.7,0,protests,1,low
THA,2018-01-20,1,1,4,0.986,1,protests,3,medium
THA,2018-01-21,0,0,0,0.0,0,,1,low
THA,2018-01-23,0,0,0,0.0,0,,1,low
THA,2018-01-27,1,1,5,0.911,1,protests,1,low
THA,2018-01-29,1,2,6,0.911,1,"labour_strike,protests",2,low
THA,2018-01-30,1,1,5,0.911,1,protests,3,medium
THA,2018-01-31,0,0,0,0.0,0,,2,low
TTO,2018-01-01,0,0,0,0.0,0,,3,medium
TTO,2018-01-02,1,1,1,0.8,0,protests,1,low
TTO,2018-01-03,0,0,0,0.0,0,,1,low
TTO,2018-01-04,0,0,0,0.0,0,,1,low
TTO,2018-01-09,0,0,0,0.0,0,,1,low
TTO,2018-01-12,1,1,2,0.9,0,protests,1,low
TTO,2018-01-13,0,0,0,0.0,0,,1,low
TTO,2018-01-14,1,1,1,0.9,0,protests,1,low
TTO,2018-01-25,0,0,0,0.0,0,,1,low
TUN,2018-01-09,1,1,71,1.0,1,protests,23,high
TUN,2018-01-10,1,1,71,1.0,1,protests,22,high
TUN,2018-01-11,1,1,71,1.0,1,protests,2,low
TUN,2018-01-12,1,1,71,1.0,1,protests,20,high
TUN,2018-01-13,1,1,71,1.0,1,protests,12,high
TUN,2018-01-14,1,1,71,1.0,1,protests,15,high
TUN,2018-01-15,1,1,71,1.0,1,protests,9,medium
TUN,2018-01-16,0,0,0,0.0,0,,3,medium
TUN,2018-01-18,0,0,0,0.0,0,,3,medium
TUN,2018-01-21,1,1,1,0.979,0,protests,1,low
TUN,2018-01-22,0,0,0,0.0,0,,2,low
TUN,2018-01-23,1,1,5,0.997,1,protests,2,low
TUN,2018-01-25,1,1,5,0.997,1,protests,1,low
TUN,2018-01-26,1,1,5,0.997,1,protests,1,low
TUN,2018-01-27,1,1,5,0.997,1,protests,3,medium
TUN,2018-01-28,0,0,0,0.0,0,,1,low
TUN,2018-01-29,0,0,0,0.0,0,,1,low
TUN,2018-01-31,0,0,0,0.0,0,,2,low
TUR,2018-01-09,1,1,1,0.8,0,protests,2,low
TUR,2018-01-16,0,0,0,0.0,0,,1,low
TUR,2018-01-21,1,1,2,0.808,0,protests,1,low
TUR,2018-01-22,1,1,2,0.808,0,protests,1,low
TUR,2018-01-24,0,0,0,0.0,0,,2,low
TUR,2018-01-25,0,0,0,0.0,0,,1,low
TUR,2018-01-26,1,1,1,0.602,0,labour_strike,3,medium
TUR,2018-01-27,1,1,1,0.949,0,protests,1,low
TUR,2018-01-30,0,0,0,0.0,0,,1,low
TWN,2018-01-05,1,1,6,0.9,0,labour_strike,1,low
TWN,2018-01-06,1,1,6,0.9,0,labour_strike,2,low
TWN,2018-01-07,1,2,12,1.0,1,"labour_strike,protests",3,medium
TWN,2018-01-08,1,2,12,1.0,1,"labour_strike,protests",3,medium
TWN,2018-01-09,1,1,6,0.9,0,labour_strike,1,low
TWN,2018-01-10,1,1,6,0.9,0,labour_strike,3,medium
TWN,2018-01-12,1,1,1,0.7,0,protests,1,low
TWN,2018-01-23,1,1,2,0.932,1,protests,1,low
TWN,2018-01-24,1,1,2,0.932,1,protests,1,low
TZA,2018-01-17,0,0,0,0.0,0,,2,low
UGA,2018-01-03,0,0,0,0.0,0,,1,low
UGA,2018-01-05,0,0,0,0.0,0,,2,low
UGA,2018-01-08,1,1,1,0.7,0,protests,1,low
UGA,2018-01-09,0,0,0,0.0,0,,1,low
UGA,2018-01-19,1,1,1,0.768,0,protests,1,low
UGA,2018-01-23,1,1,1,0.856,0,protests,1,low
UKR,2018-01-02,1,1,1,0.9,0,protests,1,low
UKR,2018-01-10,1,2,2,0.9,0,protests,4,medium
UKR,2018-01-26,1,1,1,0.721,0,protests,1,low
URY,2018-01-17,1,1,1,0.774,0,protests,1,low
URY,2018-01-24,0,0,0,0.0,0,,1,low
USA,2018-01-02,1,4,6,0.9,1,"labour_strike,protests",8,medium
USA,2018-01-03,1,5,14,0.9,1,"labour_strike,protests",14,high
USA,2018-01-04,1,8,21,1.0,1,"labour_strike,protests",35,high
USA,2018-01-05,1,4,10,1.0,0,protests,27,high
USA,2018-01-06,1,4,10,1.0,0,protests,10,high
USA,2018-01-07,1,3,10,1.0,0,protests,11,high
USA,2018-01-08,1,6,23,1.0,0,protests,30,high
USA,2018-01-09,1,7,20,1.0,1,"labour_strike,protests",35,high
USA,2018-01-10,1,4,6,0.9,1,"labour_strike,protests",34,high
USA,2018-01-12,1,6,41,1.0,1,"labour_strike,protests",26,high
USA,2018-01-13,1,4,39,1.0,1,"labour_strike,protests",14,high
USA,2018-01-14,1,6,326,1.0,1,"labour_strike,protests",15,high
USA,2018-01-15,1,9,332,1.0,1,"labour_strike,protests",23,high
USA,2018-01-16,1,7,329,1.0,1,"labour_strike,protests",29,high
USA,2018-01-17,1,5,304,1.0,1,"labour_strike,protests",34,high
USA,2018-01-18,1,5,303,1.0,1,"labour_strike,protests",45,high
USA,2018-01-19,1,6,302,1.0,1,"labour_strike,protests",51,high
USA,2018-01-20,1,4,300,1.0,1,"labour_strike,protests",73,high
USA,2018-01-21,1,4,301,1.0,1,"labour_strike,protests",86,high
USA,2018-01-22,1,4,297,1.0,1,"labour_strike,protests",48,high
USA,2018-01-23,1,3,55,0.981,1,"labour_strike,protests",21,high
USA,2018-01-24,1,4,56,0.993,1,"labour_strike,protests",31,high
USA,2018-01-25,1,5,52,0.981,1,"labour_strike,protests",15,high
USA,2018-01-26,1,2,48,0.981,1,protests,22,high
USA,2018-01-27,1,3,49,0.981,1,protests,13,high
USA,2018-01-28,1,3,49,0.981,1,protests,9,medium
USA,2018-01-29,1,3,48,1.0,1,protests,11,high
USA,2018-01-30,1,2,47,0.981,1,"labour_strike,protests",7,medium
USA,2018-01-31,1,3,54,0.996,1,"labour_strike,protests",19,high
VEN,2018-01-02,1,1,1,0.8,0,protests,1,low
VEN,2018-01-03,0,0,0,0.0,0,,1,low
VEN,2018-01-06,1,1,1,0.7,0,protests,1,low
VEN,2018-01-07,0,0,0,0.0,0,,1,low
VEN,2018-01-15,0,0,0,0.0,0,,1,low
VEN,2018-01-16,0,0,0,0.0,0,,1,low
VEN,2018-01-17,0,0,0,0.0,0,,1,low
VEN,2018-01-28,0,0,0,0.0,0,,2,low
VEN,2018-01-30,0,0,0,0.0,0,,1,low
VNM,2018-01-08,0,0,0,0.0,0,,2,low
VNM,2018-01-16,0,0,0,0.0,0,,1,low
VNM,2018-01-19,1,1,1,0.745,0,labour_strike,1,low
VNM,2018-01-22,0,0,0,0.0,0,,1,low
YEM,2018-01-01,0,0,0,0.0,0,,1,low
YEM,2018-01-04,1,1,1,0.7,0,protests,2,low
YEM,2018-01-05,0,0,0,0.0,0,,1,low
YEM,2018-01-09,1,1,1,0.8,0,protests,1,low
YEM,2018-01-10,0,0,0,0.0,0,,2,low
YEM,2018-01-12,1,1,1,0.7,0,protests,2,low
YEM,2018-01-15,0,0,0,0.0,0,,3,medium
YEM,2018-01-17,1,1,1,0.6,0,protests,1,low
YEM,2018-01-24,0,0,0,0.0,0,,2,low
YEM,2018-01-26,0,0,0,0.0,0,,2,low
YEM,2018-01-27,1,1,4,0.927,0,protests,1,low
YEM,2018-01-28,1,1,4,0.927,0,protests,4,medium
YEM,2018-01-29,1,1,4,0.927,0,protests,1,low
YEM,2018-01-30,0,0,0,0.0,0,,1,low
YEM,2018-01-31,0,0,0,0.0,0,,1,low
ZAF,2018-01-01,0,0,0,0.0,0,,1,low
ZAF,2018-01-02,0,0,0,0.0,0,,1,low
ZAF,2018-01-03,1,3,3,0.9,1,protests,3,medium
ZAF,2018-01-04,0,0,0,0.0,0,,1,low
ZAF,2018-01-05,1,1,1,0.8,0,protests,2,low
ZAF,2018-01-06,0,0,0,0.0,0,,1,low
ZAF,2018-01-07,0,0,0,0.0,0,,1,low
ZAF,2018-01-08,1,4,4,0.951,1,"labour_strike,protests",2,low
ZAF,2018-01-09,1,3,3,0.8,0,"labour_strike,protests",6,medium
ZAF,2018-01-10,1,2,2,0.8,1,"labour_strike,protests",2,low
ZAF,2018-01-12,1,1,1,0.9,0,protests,3,medium
ZAF,2018-01-13,1,1,26,0.934,1,protests,16,high
ZAF,2018-01-14,1,1,26,0.934,1,protests,7,medium
ZAF,2018-01-15,1,3,44,0.992,1,"labour_strike,protests",7,medium
ZAF,2018-01-16,1,2,43,0.992,1,"labour_strike,protests",7,medium
ZAF,2018-01-17,1,2,19,1.0,1,"labour_strike,protests",3,medium
ZAF,2018-01-18,1,1,17,0.992,1,labour_strike,3,medium
ZAF,2018-01-19,1,1,17,0.992,1,labour_strike,4,medium
ZAF,2018-01-20,1,2,19,0.992,1,"labour_strike,protests",2,low
ZAF,2018-01-21,1,1,17,0.992,1,labour_strike,3,medium
ZAF,2018-01-22,1,4,22,0.992,1,"labour_strike,protests",4,medium
ZAF,2018-01-23,1,2,18,0.992,1,"labour_strike,protests",3,medium
ZAF,2018-01-24,1,3,19,0.992,1,"labour_strike,protests",9,medium
ZAF,2018-01-25,1,3,20,0.992,1,"labour_strike,protests",6,medium
ZAF,2018-01-26,1,2,19,0.992,1,"labour_strike,protests",3,medium
ZAF,2018-01-27,1,2,18,0.992,1,"labour_strike,protests",2,low
ZAF,2018-01-28,1,1,17,0.992,1,labour_strike,2,low
ZAF,2018-01-29,1,2,18,0.992,1,"labour_strike,protests",1,low
ZAF,2018-01-30,1,1,17,0.992,1,labour_strike,4,medium
ZAF,2018-01-31,1,2,19,0.992,1,"labour_strike,protests",5,medium
ZMB,2018-01-05,0,0,0,0.0,0,,1,low
ZMB,2018-01-13,1,1,1,0.8,0,protests,1,low
ZWE,2018-01-01,1,2,3,0.9,0,"labour_strike,protests",5,medium
ZWE,2018-01-02,1,1,1,0.8,0,protests,2,low
ZWE,2018-01-03,0,0,0,0.0,0,,2,low
ZWE,2018-01-06,0,0,0,0.0,0,,1,low
ZWE,2018-01-09,0,0,0,0.0,0,,1,low
ZWE,2018-01-17,0,0,0,0.0,0,,1,low
ZWE,2018-01-18,1,1,1,0.687,0,protests,1,low
ZWE,2018-01-21,0,0,0,0.0,0,,1,low
ZWE,2018-01-22,0,0,0,0.0,0,,1,low
ZWE,2018-01-23,1,1,1,0.859,0,labour_strike,1,low
ZWE,2018-01-26,0,0,0,0.0,0,,1,low
ZWE,2018-01-27,1,1,1,0.7,0,protests,1,low
