model_name,fold_id,event_type,horizon,roc_auc_raw,pr_auc_raw,brier_raw,roc_auc,pr_auc,brier,brier_val_isotonic,brier_val_sigmoid,cal_method
model5_xgb,1,strike,30,0.7805999980532518,0.7769712180575449,0.1973714057055432,0.7719056154977554,0.7441888880751186,0.1744038441903022,0.16519653920693458,0.1756523601905572,isotonic
model6_xgb_nolag,1,strike,30,0.8162744669111714,0.801270828138999,0.16694749525121003,0.814204202619606,0.7829291329502203,0.1649410140163706,0.1514278555617297,0.16141785675372197,isotonic
model7_xgb_nobaseline,1,strike,30,0.7825541029512192,0.7655065847933622,0.21644153030610647,0.7894143412844337,0.7502359949028772,0.1680854443184945,0.1657094718426509,0.17465850870376093,isotonic
model5_xgb,2,strike,30,0.855825192153041,0.8400021921462792,0.14334746051561092,0.8541329810956698,0.8269704780472789,0.14066955111686028,0.14036084850291372,0.14501482396211235,isotonic
model6_xgb_nolag,2,strike,30,0.8518798914882011,0.8340290808125486,0.15029991647507782,0.8489682075887444,0.8117115688950367,0.14332185715971035,0.1441058143935947,0.14995889165349235,isotonic
model7_xgb_nobaseline,2,strike,30,0.8524831911759325,0.843944129971288,0.14363603320238894,0.8493525112185518,0.8255245089257188,0.14073875016532028,0.14154012580816247,0.14902867340371673,isotonic
