feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.022188276,1,strike,30,model5_xgb
num__gdelt_strike_7d_lag,0.17742367,1,strike,30,model5_xgb
num__gdelt_strike_28d_lag,0.23605944,1,strike,30,model5_xgb
num__gdelt_protest_region_14d,0.0,1,strike,30,model5_xgb
num__gdelt_strike_region_14d,0.0029993597,1,strike,30,model5_xgb
num__fx_pct_7d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d,0.007319543,1,strike,30,model5_xgb
num__fx_pct_90d,0.008028887,1,strike,30,model5_xgb
num__fx_vol_7d,0.0,1,strike,30,model5_xgb
num__fx_vol_30d,0.0013863567,1,strike,30,model5_xgb
num__oil_brent_pct_14d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d_z,0.0,1,strike,30,model5_xgb
num__fx_vol_30d_z,0.0058643664,1,strike,30,model5_xgb
num__copper_pct_30d,0.00239907,1,strike,30,model5_xgb
num__copper_pct_90d,0.0,1,strike,30,model5_xgb
num__copper_vol_30d,0.0,1,strike,30,model5_xgb
num__gold_vol_30d,0.010269121,1,strike,30,model5_xgb
num__platinum_pct_30d,0.0,1,strike,30,model5_xgb
num__silver_pct_30d,0.0,1,strike,30,model5_xgb
num__natgas_pct_30d,0.0,1,strike,30,model5_xgb
num__vix_pct_30d,0.0,1,strike,30,model5_xgb
num__vix_7d_ma,0.0032162198,1,strike,30,model5_xgb
num__dxy_level,0.012981643,1,strike,30,model5_xgb
num__dxy_pct_30d,0.0028818885,1,strike,30,model5_xgb
num__dxy_vol_30d,0.0044856975,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag30d,0.0068870145,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag90d,0.0,1,strike,30,model5_xgb
num__vix_pct_30d_lag30d,0.0021218862,1,strike,30,model5_xgb
num__vix_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d_lag30d,0.004208408,1,strike,30,model5_xgb
num__fx_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__gdp_growth,0.009943626,1,strike,30,model5_xgb
num__inflation_cpi_yoy,0.04065389,1,strike,30,model5_xgb
num__inflation_cpi_yoy_z,0.0,1,strike,30,model5_xgb
num__unemployment_youth,0.03776723,1,strike,30,model5_xgb
num__unemployment_rate_z,0.021606892,1,strike,30,model5_xgb
num__political_stability_est,0.028399939,1,strike,30,model5_xgb
num__voice_accountability_est,0.040669437,1,strike,30,model5_xgb
num__government_effectiveness_est,0.02053987,1,strike,30,model5_xgb
num__fx_pct_30d_x_instability,0.013530893,1,strike,30,model5_xgb
num__oil_brent_pct_30d_x_inflation,0.0058955112,1,strike,30,model5_xgb
num__food_cpi_inflation,0.010666371,1,strike,30,model5_xgb
num__food_cpi_inflation_z,0.0032492357,1,strike,30,model5_xgb
num__energy_cpi_inflation,0.016700726,1,strike,30,model5_xgb
num__energy_cpi_inflation_z,0.01075363,1,strike,30,model5_xgb
num__gini_coef,0.029813582,1,strike,30,model5_xgb
num__covid_period,0.0,1,strike,30,model5_xgb
num__fx_trend_consistent,0.0,1,strike,30,model5_xgb
num__inflation_accel,0.0,1,strike,30,model5_xgb
num__copper_pct_30d_x_copper_prod,0.0,1,strike,30,model5_xgb
num__gold_pct_30d_x_gold_prod,0.0,1,strike,30,model5_xgb
num__platinum_pct_30d_x_plat_prod,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d_x_net_importer,0.0,1,strike,30,model5_xgb
num__month_sin,0.0,1,strike,30,model5_xgb
num__month_cos,0.0037419696,1,strike,30,model5_xgb
num__fao_food_index_yoy_above90,0.0,1,strike,30,model5_xgb
num__fao_cereals_index_yoy_above90,0.0,1,strike,30,model5_xgb
num__fao_food_index_yoy_lag3m,0.012035266,1,strike,30,model5_xgb
num__fao_oils_index_yoy_lag1m,0.0,1,strike,30,model5_xgb
num__fao_oils_index_yoy_lag3m,0.016990216,1,strike,30,model5_xgb
num__fao_oils_index_yoy_lag6m,0.0,1,strike,30,model5_xgb
num__fao_cereals_yoy_x_instability,0.0049141897,1,strike,30,model5_xgb
num__fao_food_yoy_x_youth_unemp,0.007936591,1,strike,30,model5_xgb
num__gta_harmful_events,0.0,1,strike,30,model5_xgb
num__gta_harmful_events_z,0.003174643,1,strike,30,model5_xgb
num__gta_liberalising_events,0.0,1,strike,30,model5_xgb
num__gta_liberalising_events_z,0.0074431906,1,strike,30,model5_xgb
num__gta_30d_count,0.0,1,strike,30,model5_xgb
num__gta_30d_count_z,0.0061332304,1,strike,30,model5_xgb
num__gta_90d_count,0.0070708375,1,strike,30,model5_xgb
num__gta_90d_count_z,0.0040279133,1,strike,30,model5_xgb
fe__country_iso3_AUS,0.0,1,strike,30,model5_xgb
fe__country_iso3_BOL,0.0,1,strike,30,model5_xgb
fe__country_iso3_BRA,0.0,1,strike,30,model5_xgb
fe__country_iso3_CAN,0.0,1,strike,30,model5_xgb
fe__country_iso3_CHL,0.0026779377,1,strike,30,model5_xgb
fe__country_iso3_CHN,0.0,1,strike,30,model5_xgb
fe__country_iso3_DEU,0.0,1,strike,30,model5_xgb
fe__country_iso3_ESP,0.0,1,strike,30,model5_xgb
fe__country_iso3_FRA,0.0,1,strike,30,model5_xgb
fe__country_iso3_GBR,0.0,1,strike,30,model5_xgb
fe__country_iso3_GRC,0.0,1,strike,30,model5_xgb
fe__country_iso3_HUN,0.0,1,strike,30,model5_xgb
fe__country_iso3_IDN,0.0,1,strike,30,model5_xgb
fe__country_iso3_IND,0.0,1,strike,30,model5_xgb
fe__country_iso3_IRL,0.0,1,strike,30,model5_xgb
fe__country_iso3_ITA,0.0,1,strike,30,model5_xgb
fe__country_iso3_JPN,0.0,1,strike,30,model5_xgb
fe__country_iso3_KEN,0.0,1,strike,30,model5_xgb
fe__country_iso3_KOR,0.0,1,strike,30,model5_xgb
fe__country_iso3_LAO,0.0,1,strike,30,model5_xgb
fe__country_iso3_MAR,0.07424964,1,strike,30,model5_xgb
fe__country_iso3_MEX,0.0,1,strike,30,model5_xgb
fe__country_iso3_MOZ,0.0,1,strike,30,model5_xgb
fe__country_iso3_MYS,0.0,1,strike,30,model5_xgb
fe__country_iso3_NAM,0.0,1,strike,30,model5_xgb
fe__country_iso3_NLD,0.011320587,1,strike,30,model5_xgb
fe__country_iso3_NOR,0.0,1,strike,30,model5_xgb
fe__country_iso3_PER,0.0,1,strike,30,model5_xgb
fe__country_iso3_PHL,0.0,1,strike,30,model5_xgb
fe__country_iso3_POL,0.0,1,strike,30,model5_xgb
fe__country_iso3_PRT,0.0063822507,1,strike,30,model5_xgb
fe__country_iso3_SWE,0.0,1,strike,30,model5_xgb
fe__country_iso3_THA,0.0,1,strike,30,model5_xgb
fe__country_iso3_TUR,0.0,1,strike,30,model5_xgb
fe__country_iso3_USA,0.0,1,strike,30,model5_xgb
fe__country_iso3_VNM,0.0,1,strike,30,model5_xgb
fe__country_iso3_ZAF,0.0,1,strike,30,model5_xgb
fe__country_iso3_ZWE,0.030989897,1,strike,30,model5_xgb
num__fx_pct_7d,0.0003384623,1,strike,30,model6_xgb_nolag
num__fx_pct_30d,0.0046864715,1,strike,30,model6_xgb_nolag
num__fx_pct_90d,0.0043557277,1,strike,30,model6_xgb_nolag
num__fx_vol_7d,0.0016923071,1,strike,30,model6_xgb_nolag
num__fx_vol_30d,0.008570362,1,strike,30,model6_xgb_nolag
num__oil_brent_pct_14d,0.0022766413,1,strike,30,model6_xgb_nolag
num__fx_pct_30d_z,0.0034749324,1,strike,30,model6_xgb_nolag
num__fx_vol_30d_z,0.00470277,1,strike,30,model6_xgb_nolag
num__copper_pct_30d,0.0022066277,1,strike,30,model6_xgb_nolag
num__copper_pct_90d,0.0047290493,1,strike,30,model6_xgb_nolag
num__copper_vol_30d,0.0020828827,1,strike,30,model6_xgb_nolag
num__gold_vol_30d,0.004403888,1,strike,30,model6_xgb_nolag
num__platinum_pct_30d,0.0031360118,1,strike,30,model6_xgb_nolag
num__silver_pct_30d,0.0018108513,1,strike,30,model6_xgb_nolag
num__natgas_pct_30d,0.0029706492,1,strike,30,model6_xgb_nolag
num__vix_pct_30d,0.0014656257,1,strike,30,model6_xgb_nolag
num__vix_7d_ma,0.0026292792,1,strike,30,model6_xgb_nolag
num__dxy_level,0.0075813094,1,strike,30,model6_xgb_nolag
num__dxy_pct_30d,0.002446346,1,strike,30,model6_xgb_nolag
num__dxy_vol_30d,0.0027960094,1,strike,30,model6_xgb_nolag
num__oil_brent_pct_30d_lag30d,0.0036512793,1,strike,30,model6_xgb_nolag
num__oil_brent_pct_30d_lag60d,0.0019105948,1,strike,30,model6_xgb_nolag
num__oil_brent_pct_30d_lag90d,0.0033526751,1,strike,30,model6_xgb_nolag
num__vix_pct_30d_lag30d,0.0018090762,1,strike,30,model6_xgb_nolag
num__vix_pct_30d_lag60d,0.0022368103,1,strike,30,model6_xgb_nolag
num__fx_pct_30d_lag30d,0.0026416231,1,strike,30,model6_xgb_nolag
num__fx_pct_30d_lag60d,0.0045434195,1,strike,30,model6_xgb_nolag
num__gdp_growth,0.01395955,1,strike,30,model6_xgb_nolag
num__inflation_cpi_yoy,0.008911294,1,strike,30,model6_xgb_nolag
num__inflation_cpi_yoy_z,0.0042402167,1,strike,30,model6_xgb_nolag
num__unemployment_youth,0.029209102,1,strike,30,model6_xgb_nolag
num__unemployment_rate_z,0.013976557,1,strike,30,model6_xgb_nolag
num__political_stability_est,0.024362808,1,strike,30,model6_xgb_nolag
num__voice_accountability_est,0.07112379,1,strike,30,model6_xgb_nolag
num__government_effectiveness_est,0.028636038,1,strike,30,model6_xgb_nolag
num__fx_pct_30d_x_instability,0.006094018,1,strike,30,model6_xgb_nolag
num__oil_brent_pct_30d_x_inflation,0.0039099394,1,strike,30,model6_xgb_nolag
num__food_cpi_inflation,0.00905832,1,strike,30,model6_xgb_nolag
num__food_cpi_inflation_z,0.0065417956,1,strike,30,model6_xgb_nolag
num__energy_cpi_inflation,0.009403884,1,strike,30,model6_xgb_nolag
num__energy_cpi_inflation_z,0.0063346843,1,strike,30,model6_xgb_nolag
num__gini_coef,0.07779137,1,strike,30,model6_xgb_nolag
num__covid_period,0.0,1,strike,30,model6_xgb_nolag
num__fx_trend_consistent,0.00591232,1,strike,30,model6_xgb_nolag
num__inflation_accel,0.0,1,strike,30,model6_xgb_nolag
num__copper_pct_30d_x_copper_prod,0.0036091795,1,strike,30,model6_xgb_nolag
num__gold_pct_30d_x_gold_prod,0.0076639494,1,strike,30,model6_xgb_nolag
