roc_auc,pr_auc,brier,brier_skill_score,country_iso3,n_obs,pos_rate
0.7535954210595359,0.27342027277534103,0.058492549355578786,-0.2006389827017867,HUN,7711,0.05135520684736091
0.5943288944557981,0.36865001989535573,0.19713351450643582,0.024337219382230768,THA,7711,0.2810271041369472
0.5763466224755557,0.2157964327495356,0.18535250455257604,-0.16595926789780102,BRA,7711,0.19828815977175462
0.5537039271279484,0.9818266438494281,0.028252451194174424,-0.26672288040770975,AUS,7711,0.9771754636233951
0.54948953006471,0.5528808887372441,0.3218483822040265,-0.288339987483226,ZWE,7711,0.4864479315263909
0.5459342784298752,0.057365453523370566,0.046980081675207556,-0.1468484408980959,POL,7711,0.042796005706134094
0.543083286187705,0.487041011814967,0.2697349255776889,-0.08562265274134617,KEN,7711,0.4607703281027104
0.5428644955232955,0.2370429088981084,0.19422988411614917,-0.11248757820546662,IDN,7711,0.2253922967189729
0.5427612141764829,0.44437107613544674,0.25466283387008665,-0.06288174783497635,MEX,7711,0.3980028530670471
0.5224807139615791,0.1654458538280729,0.1516639796551022,-0.2400637481946235,NOR,7711,0.14265335235378032
0.5118101517116554,0.20007223656399567,0.14141887209012108,-0.21794271029404433,VNM,7711,0.1340941512125535
0.5096790017060105,0.4622050773309584,0.2625675944597392,-0.05776339141752995,CHL,7711,0.4579172610556348
0.5068428618120452,0.5910087916692541,0.28669585416125026,-0.18444502817033692,FRA,7711,0.5891583452211127
0.4998933821813784,0.3123326928942672,0.23712215603682787,-0.11515039332618682,ITA,7711,0.3067047075606277
0.4997317860046064,0.09851485497628582,0.1078302043524788,-0.35727126662429387,PER,7711,0.08701854493580599
0.49683618778438104,0.34297269760324245,0.2532333517172543,-0.0923378008006539,TUR,7711,0.3651925820256776
0.49401058999221936,0.9037778099802422,0.11395148416088975,-0.22144388072911148,IRL,7711,0.8958630527817404
0.48180434845291853,0.24269810303098294,0.2126469436842921,-0.1183343048160792,ARG,7711,0.2553495007132668
0.4815116811164242,0.6852164498894082,0.24122281505314336,-0.15919666471014193,DEU,7711,0.7047075606276747
0.47739915376522457,0.3542925965421959,0.27890947073716943,-0.19160820766937148,CHN,7711,0.37375178316690444
0.4758022871175676,0.1186985428732482,0.13530280266075662,-0.2090913353391246,BOL,7711,0.12838801711840228
0.4753833370960758,0.09373699773343509,0.10253165192274974,-0.2535243142382233,MAR,7711,0.0898716119828816
0.4479793042842896,0.1077449011586582,0.1780478090619405,-0.7421917845648471,NLD,7711,0.11554921540656206
0.4402464779088156,0.6038547121002473,0.3044316958208706,-0.3047099228856762,PHL,7711,0.6291012838801712
0.43495499456622005,0.43295262528477774,0.2993800180691078,-0.19859573292469967,MYS,7711,0.48502139800285304
0.4343693004534609,0.2171593675178017,0.3017911721770743,-0.9193001475253209,PRT,7711,0.19543509272467904
0.4063182969631173,0.21454632908163734,0.28907712038584643,-0.4880870106298485,ESP,7711,0.26390870185449355
0.40323113663071763,0.19341287579326472,0.240101550013448,-0.36909816633199144,GRC,7711,0.2268188302425107
0.4027261865971543,0.8484752399091654,0.11655172743054278,-0.140454707508884,KOR,7711,0.884450784593438
