id,indicator,indicator.label,freq,freq.label,rep_var,rep_var.label,classification,data.start,data.end,last.update,n.records,n.ref_area,with.region,collection,collection.label,subject,subject.label,database,database.label
STR_WORK_ECO_NB_A,STR_WORK_ECO_NB,Workers involved in strikes and lockouts by economic activity (thousands),A,Annual,STR_WORK_NB,Number of workers involved in strikes and lockouts,ECO,1969,2024,02/03/2026 20:50:26,28889,123,,YI,Annual indicators,ILR,Industrial relations,IRDATA,Industrial Relations Data (IRdata)
STR_DAYS_ECO_RT_A,STR_DAYS_ECO_RT,Days not worked due to strikes and lockouts by economic activity (per 1000 workers),A,Annual,STR_DAYS_RT,Days not worked per 1000 workers due to strikes and lockouts,ECO,1980,2024,02/03/2026 20:50:26,10426,57,,YI,Annual indicators,ILR,Industrial relations,IRDATA,Industrial Relations Data (IRdata)
EAR_CMTA_SEX_NB_A,EAR_CMTA_SEX_NB,Average monthly earnings of care employees by sex (local currency),A,Annual,EAR_CMTA_NB,Average monthly earnings of care employees,SEX,1991,2025,25/02/2026 07:01:06,2004,90,,PROFILES,Worker and Sector Profiles (PROFILES),CAR,Paid care workers,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_CMTA_SEX_CUR_NB_A,EAR_CMTA_SEX_CUR_NB,Average monthly earnings of care employees by sex and currency,A,Annual,EAR_CMTA_NB,Average monthly earnings of care employees,"SEX,CUR",1991,2025,26/02/2026 07:02:04,5817,90,,PROFILES,Worker and Sector Profiles (PROFILES),CAR,Paid care workers,PROFILES,Worker and Sector Profiles (PROFILES)
EMP_SNIF_SEX_RT_A,EMP_SNIF_SEX_RT,Informal employment rate in STEM occupations (%),A,Annual,EMP_SNIF_RT,Informal employment in STEM occupations rate (previous ILO definition),SEX,2006,2025,25/02/2026 07:01:06,1332,90,,PROFILES,Worker and Sector Profiles (PROFILES),STM,Workers in STEM occupations,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_SMTA_SEX_NB_A,EAR_SMTA_SEX_NB,Average monthly earnings of STEM employees (local currency),A,Annual,EAR_SMTA_NB,Average monthly earnings  of STEM employees,SEX,2003,2025,25/02/2026 07:01:06,1519,84,,PROFILES,Worker and Sector Profiles (PROFILES),STM,Workers in STEM occupations,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_SMTA_SEX_CUR_NB_A,EAR_SMTA_SEX_CUR_NB,Average monthly earnings of STEM employees by sex and currency,A,Annual,EAR_SMTA_NB,Average monthly earnings  of STEM employees,"SEX,CUR",2003,2025,26/02/2026 07:02:04,4404,84,,PROFILES,Worker and Sector Profiles (PROFILES),STM,Workers in STEM occupations,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_TMTA_SEX_NB_A,EAR_TMTA_SEX_NB,Average monthly earnings of tourism sector employees (local currency),A,Annual,EAR_TMTA_NB,Average monthly earnings  of tourism sector employees,SEX,2007,2025,16/02/2026 19:17:09,897,58,,PROFILES,Worker and Sector Profiles (PROFILES),TOU,Tourism sector workers,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_TMTA_SEX_CUR_NB_A,EAR_TMTA_SEX_CUR_NB,Average monthly earnings of tourism sector employees by sex and currency,A,Annual,EAR_TMTA_NB,Average monthly earnings  of tourism sector employees,"SEX,CUR",2007,2025,17/02/2026 07:01:04,2652,58,,PROFILES,Worker and Sector Profiles (PROFILES),TOU,Tourism sector workers,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_PMTA_SEX_NB_A,EAR_PMTA_SEX_NB,Average monthly earnings of public sector employees (local currency),A,Annual,EAR_PMTA_NB,Average monthly earnings  of public sector employees,SEX,1989,2025,25/02/2026 07:01:06,3022,116,,PROFILES,Worker and Sector Profiles (PROFILES),PSE,Public sector workers,PROFILES,Worker and Sector Profiles (PROFILES)
EAR_PMTA_SEX_CUR_NB_A,EAR_PMTA_SEX_CUR_NB,Average monthly earnings of public sector employees by sex and currency,A,Annual,EAR_PMTA_NB,Average monthly earnings  of public sector employees,"SEX,CUR",1989,2025,26/02/2026 07:02:04,8709,115,,PROFILES,Worker and Sector Profiles (PROFILES),PSE,Public sector workers,PROFILES,Worker and Sector Profiles (PROFILES)
EAP_2WAP_SEX_AGE_RT_A,EAP_2WAP_SEX_AGE_RT,"Labour force participation rate by sex and age -- ILO modelled estimates, Nov. 2025 (%)",A,Annual,EAP_2WAP_RT,Labour force participation rate (ILO modelled estimates),"SEX,AGE",1990,2027,02/12/2025 17:36:06,282528,276,Y,ILOEST,ILO Modelled Estimates (ILOEST),EAP,Labour force,ILOEST,ILO Modelled Estimates (ILOEST)
EMP_2IFL_SEX_RT_A,EMP_2IFL_SEX_RT,"Informal employment rate by sex -- ILO modelled estimates, Nov. 2024 (%)",A,Annual,EMP_2IFL_RT,Informal employment rate (ILO modelled estimates),SEX,2004,2026,21/05/2025 18:34:46,6003,87,Y,ILOEST,ILO Modelled Estimates (ILOEST),IFL,Informal economy,ILOEST,ILO Modelled Estimates (ILOEST)
EMP_2TRU_SEX_AGE_RT_A,EMP_2TRU_SEX_AGE_RT,"Time-related underemployment rate by sex and age -- ILO modelled estimates, Nov. 2025 (%)",A,Annual,EMP_2TRU_RT,Time-related underemployment rate (ILO modelled estimates),"SEX,AGE",2005,2027,02/12/2025 12:56:25,56916,276,Y,ILOEST,ILO Modelled Estimates (ILOEST),TRU,Time-related underemployment,ILOEST,ILO Modelled Estimates (ILOEST)
UNE_2EAP_SEX_AGE_RT_A,UNE_2EAP_SEX_AGE_RT,"Unemployment rate by sex and age -- ILO modelled estimates, Nov. 2025 (%)",A,Annual,UNE_2EAP_RT,Unemployment rate (ILO modelled estimates),"SEX,AGE",1991,2027,02/12/2025 13:33:47,91692,276,Y,ILOEST,ILO Modelled Estimates (ILOEST),UNE,Unemployment,ILOEST,ILO Modelled Estimates (ILOEST)
EIP_2EET_SEX_NB_A,EIP_2EET_SEX_NB,"Youth not in employment, education or training (NEET) by sex -- ILO modelled estimates, Nov. 2025 (thousands)",A,Annual,EIP_2EET_NB,"Youth not in employment, education or training (ILO modelled estimates)",SEX,2005,2027,02/12/2025 11:32:17,18972,276,Y,ILOEST,ILO Modelled Estimates (ILOEST),LUU,Other measures of labour underutilization,ILOEST,ILO Modelled Estimates (ILOEST)
EIP_2EET_SEX_RT_A,EIP_2EET_SEX_RT,"Share of youth not in employment, education or training (NEET) by sex -- ILO modelled estimates, Nov. 2025 (%)",A,Annual,EIP_2EET_RT,"Share of youth not in employment, education or training (ILO modelled estimates)",SEX,2005,2027,02/12/2025 11:34:13,18972,276,Y,ILOEST,ILO Modelled Estimates (ILOEST),LUU,Other measures of labour underutilization,ILOEST,ILO Modelled Estimates (ILOEST)
LAP_2GDP_NOC_RT_A,LAP_2GDP_NOC_RT,"Labour income share as a percent of GDP -- ILO modelled estimates, May 2025 (%)",A,Annual,LAP_2GDP_RT,Labour income share (ILO modelled estimates),,2004,2025,26/05/2025 13:28:10,6058,276,Y,ILOEST,ILO Modelled Estimates (ILOEST),INQ,Income and pay inequality,ILOEST,ILO Modelled Estimates (ILOEST)
GED_2LFP_SEX_HHT_RT_A,GED_2LFP_SEX_HHT_RT,"Prime-age labour force participation rate by sex and household type -- ILO modelled estimates, Nov. 2023 (%)",A,Annual,GED_2LFP_RT,Prime-age labour force participation rate (ILO modelled estimates),"SEX,HHT",2004,2023,21/05/2025 18:34:46,27900,93,Y,ILOEST,ILO Modelled Estimates (ILOEST),EAP,Labour force,ILOEST,ILO Modelled Estimates (ILOEST)
EAP_5WAP_SEX_AGE_RT_A,EAP_5WAP_SEX_AGE_RT,Labour force participation rate by sex and age -- 19th ICLS (%),A,Annual,EAP_5WAP_RT,Labour force participation rate (current ILO definition),"SEX,AGE",2014,2025,23/02/2026 07:00:04,7053,124,,WORK,Work Statistics 19th ICLS (WORK),EAP,Labour force,WORK,Work Statistics 19th ICLS (WORK)
EAP_5WAP_SEX_AGE_RT_Q,EAP_5WAP_SEX_AGE_RT,Labour force participation rate by sex and age -- 19th ICLS (%),Q,Quarterly,EAP_5WAP_RT,Labour force participation rate (current ILO definition),"SEX,AGE",2014,2025,23/02/2026 07:01:03,20908,75,,WORK,Work Statistics 19th ICLS (WORK),EAP,Labour force,WORK,Work Statistics 19th ICLS (WORK)
EMP_5NIF_SEX_ECO_RT_A,EMP_5NIF_SEX_ECO_RT,Informal employment rate by sex and economic activity -- 19th ICLS (%),A,Annual,EMP_5NIF_RT,Informal employment rate (current ILO definition),"SEX,ECO",2014,2025,22/02/2026 17:19:06,8323,95,,WORK,Work Statistics 19th ICLS (WORK),IFL,Informal economy,WORK,Work Statistics 19th ICLS (WORK)
EMP_5NIF_SEX_ECO_RT_Q,EMP_5NIF_SEX_ECO_RT,Informal employment rate by sex and economic activity -- 19th ICLS (%),Q,Quarterly,EMP_5NIF_RT,Informal employment rate (current ILO definition),"SEX,ECO",2014,2025,22/02/2026 17:20:07,8640,31,,WORK,Work Statistics 19th ICLS (WORK),IFL,Informal economy,WORK,Work Statistics 19th ICLS (WORK)
EMP_5NIF_SEX_AGE_RT_A,EMP_5NIF_SEX_AGE_RT,Informal employment rate by sex and age -- 19th ICLS (%),A,Annual,EMP_5NIF_RT,Informal employment rate (current ILO definition),"SEX,AGE",2014,2025,16/02/2026 19:11:08,4594,95,,WORK,Work Statistics 19th ICLS (WORK),IFL,Informal economy,WORK,Work Statistics 19th ICLS (WORK)
EMP_5NIF_SEX_AGE_RT_Q,EMP_5NIF_SEX_AGE_RT,Informal employment rate by sex and age -- 19th ICLS (%),Q,Quarterly,EMP_5NIF_RT,Informal employment rate (current ILO definition),"SEX,AGE",2014,2025,16/02/2026 19:12:09,4879,31,,WORK,Work Statistics 19th ICLS (WORK),IFL,Informal economy,WORK,Work Statistics 19th ICLS (WORK)
TRU_5EMP_SEX_AGE_RT_A,TRU_5EMP_SEX_AGE_RT,Time-related underemployment rate by sex and age -- 19th ICLS (%),A,Annual,TRU_5EMP_RT,Time-related underemployment rate (current ILO definition),"SEX,AGE",2014,2025,23/02/2026 07:00:04,5782,108,,WORK,Work Statistics 19th ICLS (WORK),TRU,Time-related underemployment,WORK,Work Statistics 19th ICLS (WORK)
TRU_5EMP_SEX_AGE_RT_Q,TRU_5EMP_SEX_AGE_RT,Time-related underemployment rate by sex and age -- 19th ICLS (%),Q,Quarterly,TRU_5EMP_RT,Time-related underemployment rate (current ILO definition),"SEX,AGE",2014,2025,23/02/2026 07:01:03,18243,67,,WORK,Work Statistics 19th ICLS (WORK),TRU,Time-related underemployment,WORK,Work Statistics 19th ICLS (WORK)
UNE_5EAP_SEX_DSB_RT_A,UNE_5EAP_SEX_DSB_RT,Unemployment rate by sex and disability status -- 19th ICLS (%),A,Annual,UNE_5EAP_RT,Unemployment rate (current ILO definition),"SEX,DSB",2014,2025,16/02/2026 19:11:08,4248,85,,WORK,Work Statistics 19th ICLS (WORK),UNE,Unemployment,WORK,Work Statistics 19th ICLS (WORK)
UNE_5EAP_SEX_DSB_RT_Q,UNE_5EAP_SEX_DSB_RT,Unemployment rate by sex and disability status -- 19th ICLS (%),Q,Quarterly,UNE_5EAP_RT,Unemployment rate (current ILO definition),"SEX,DSB",2014,2025,16/02/2026 19:12:09,2640,17,,WORK,Work Statistics 19th ICLS (WORK),UNE,Unemployment,WORK,Work Statistics 19th ICLS (WORK)
UNE_5EAP_SEX_AGE_RT_A,UNE_5EAP_SEX_AGE_RT,Unemployment rate by sex and age -- 19th ICLS (%),A,Annual,UNE_5EAP_RT,Unemployment rate (current ILO definition),"SEX,AGE",2014,2025,23/02/2026 07:00:04,7265,130,,WORK,Work Statistics 19th ICLS (WORK),UNE,Unemployment,WORK,Work Statistics 19th ICLS (WORK)
UNE_5EAP_SEX_AGE_RT_Q,UNE_5EAP_SEX_AGE_RT,Unemployment rate by sex and age -- 19th ICLS (%),Q,Quarterly,UNE_5EAP_RT,Unemployment rate (current ILO definition),"SEX,AGE",2014,2025,23/02/2026 07:01:03,20891,75,,WORK,Work Statistics 19th ICLS (WORK),UNE,Unemployment,WORK,Work Statistics 19th ICLS (WORK)
EIP_5EET_SEX_NB_A,EIP_5EET_SEX_NB,"Youth not in employment, education or training (NEET) by sex -- 19th ICLS (thousands)",A,Annual,EIP_5EET_NB,"Youth not in employment, education or training (current ILO definition)",SEX,2014,2025,23/02/2026 07:00:04,2099,116,,WORK,Work Statistics 19th ICLS (WORK),LUU,Other measures of labour underutilization,WORK,Work Statistics 19th ICLS (WORK)
EIP_5EET_SEX_NB_Q,EIP_5EET_SEX_NB,"Youth not in employment, education or training (NEET) by sex -- 19th ICLS (thousands)",Q,Quarterly,EIP_5EET_NB,"Youth not in employment, education or training (current ILO definition)",SEX,2014,2025,23/02/2026 07:01:03,6424,72,,WORK,Work Statistics 19th ICLS (WORK),LUU,Other measures of labour underutilization,WORK,Work Statistics 19th ICLS (WORK)
EIP_5EET_SEX_RT_A,EIP_5EET_SEX_RT,"Share of youth not in employment, education or training (NEET) by sex -- 19th ICLS (%)",A,Annual,EIP_5EET_RT,"Share of youth not in employment, education or training (current ILO definition)",SEX,2014,2025,23/02/2026 07:00:04,2102,115,,WORK,Work Statistics 19th ICLS (WORK),LUU,Other measures of labour underutilization,WORK,Work Statistics 19th ICLS (WORK)
EIP_5EET_SEX_RT_Q,EIP_5EET_SEX_RT,"Share of youth not in employment, education or training (NEET) by sex -- 19th ICLS (%)",Q,Quarterly,EIP_5EET_RT,"Share of youth not in employment, education or training (current ILO definition)",SEX,2014,2025,23/02/2026 07:01:03,6502,73,,WORK,Work Statistics 19th ICLS (WORK),LUU,Other measures of labour underutilization,WORK,Work Statistics 19th ICLS (WORK)
EAR_EMTA_SEX_IND_CUR_NB_A,EAR_EMTA_SEX_IND_CUR_NB,"Average monthly earnings of employees by ILO sector, sex and currency",A,Annual,EAR_EMTA_NB,Average monthly earnings of employees,"SEX,IND,CUR",2003,2025,26/02/2026 07:01:04,117503,96,,ILOSECTOR,Sectoral employment statistics (ILOSECTOR),EAR,Earnings,CHILD,Child Labour Statistics (CHILD)
