feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.0,1,strike,30,model5_xgb
num__gdelt_protest_28d_lag,0.056065693,1,strike,30,model5_xgb
num__gdelt_strike_7d_lag,0.032111302,1,strike,30,model5_xgb
num__gdelt_strike_28d_lag,0.15439095,1,strike,30,model5_xgb
num__gdelt_protest_region_14d,0.0,1,strike,30,model5_xgb
num__gdelt_strike_region_14d,0.008225897,1,strike,30,model5_xgb
num__fx_pct_7d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d,0.0076385555,1,strike,30,model5_xgb
num__fx_pct_90d,0.0035271067,1,strike,30,model5_xgb
num__fx_vol_7d,0.0,1,strike,30,model5_xgb
num__fx_vol_30d,0.013058982,1,strike,30,model5_xgb
num__oil_brent_pct_14d,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d,0.0031237113,1,strike,30,model5_xgb
num__yield_us10y,0.0067305365,1,strike,30,model5_xgb
num__fx_pct_30d_z,0.0075690835,1,strike,30,model5_xgb
num__fx_vol_30d_z,0.01259088,1,strike,30,model5_xgb
num__oil_brent_pct_30d_z,0.0,1,strike,30,model5_xgb
num__copper_pct_30d,0.0,1,strike,30,model5_xgb
num__copper_pct_90d,0.0057164966,1,strike,30,model5_xgb
num__copper_vol_30d,0.0,1,strike,30,model5_xgb
num__gold_pct_30d,0.0018651119,1,strike,30,model5_xgb
num__gold_vol_30d,0.0,1,strike,30,model5_xgb
num__platinum_pct_30d,0.0,1,strike,30,model5_xgb
num__silver_pct_30d,0.0,1,strike,30,model5_xgb
num__natgas_pct_30d,0.0,1,strike,30,model5_xgb
num__vix_level,0.0,1,strike,30,model5_xgb
num__vix_pct_30d,0.0,1,strike,30,model5_xgb
num__vix_7d_ma,0.0,1,strike,30,model5_xgb
num__dxy_level,0.009839202,1,strike,30,model5_xgb
num__dxy_pct_30d,0.003146958,1,strike,30,model5_xgb
num__dxy_vol_30d,0.0058750627,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag30d,0.007531551,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag90d,0.0027413473,1,strike,30,model5_xgb
num__vix_pct_30d_lag30d,0.0,1,strike,30,model5_xgb
num__vix_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d_lag30d,0.0018977491,1,strike,30,model5_xgb
num__fx_pct_30d_lag60d,0.0010204954,1,strike,30,model5_xgb
num__gdp_growth,0.0041001057,1,strike,30,model5_xgb
num__gdp_per_capita_growth,0.014942189,1,strike,30,model5_xgb
num__inflation_cpi_yoy,0.010277734,1,strike,30,model5_xgb
num__inflation_cpi_yoy_z,0.017318,1,strike,30,model5_xgb
num__unemployment_total,0.0141768865,1,strike,30,model5_xgb
num__unemployment_youth,0.011133767,1,strike,30,model5_xgb
num__unemployment_sa,0.016519433,1,strike,30,model5_xgb
num__unemployment_rate,0.011828573,1,strike,30,model5_xgb
num__unemployment_rate_z,0.008973612,1,strike,30,model5_xgb
num__political_stability_est,0.0,1,strike,30,model5_xgb
num__voice_accountability_est,0.007125627,1,strike,30,model5_xgb
num__government_effectiveness_est,0.009864184,1,strike,30,model5_xgb
num__rule_of_law_est,0.014825209,1,strike,30,model5_xgb
num__fx_pct_30d_x_instability,0.0020702863,1,strike,30,model5_xgb
num__oil_brent_pct_30d_x_inflation,0.0,1,strike,30,model5_xgb
num__food_cpi_inflation,0.0052773706,1,strike,30,model5_xgb
num__food_cpi_inflation_z,0.0043351594,1,strike,30,model5_xgb
num__energy_cpi_inflation,0.008157689,1,strike,30,model5_xgb
num__energy_cpi_inflation_z,0.0035239581,1,strike,30,model5_xgb
num__gini_coef,0.006978387,1,strike,30,model5_xgb
num__covid_period,0.0,1,strike,30,model5_xgb
num__fx_trend_consistent,0.0,1,strike,30,model5_xgb
num__inflation_accel,0.0065156287,1,strike,30,model5_xgb
num__country_protest_baseline,0.11754394,1,strike,30,model5_xgb
num__country_strike_baseline,0.0960913,1,strike,30,model5_xgb
num__copper_pct_30d_x_copper_prod,0.0056103054,1,strike,30,model5_xgb
num__gold_pct_30d_x_gold_prod,0.007206493,1,strike,30,model5_xgb
num__platinum_pct_30d_x_plat_prod,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d_x_net_importer,0.0012064908,1,strike,30,model5_xgb
num__month_sin,0.0050743003,1,strike,30,model5_xgb
