feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.0,1,protest,30,model5_xgb
num__gdelt_protest_28d_lag,0.0,1,protest,30,model5_xgb
num__gdelt_strike_7d_lag,0.0,1,protest,30,model5_xgb
num__gdelt_strike_28d_lag,0.0,1,protest,30,model5_xgb
num__fx_pct_7d,0.0,1,protest,30,model5_xgb
num__fx_pct_30d,0.0,1,protest,30,model5_xgb
num__fx_pct_90d,0.0,1,protest,30,model5_xgb
num__fx_vol_7d,0.0,1,protest,30,model5_xgb
num__fx_vol_30d,0.0,1,protest,30,model5_xgb
num__oil_brent_pct_14d,0.0,1,protest,30,model5_xgb
num__oil_brent_pct_30d,0.0,1,protest,30,model5_xgb
num__yield_us10y,0.0,1,protest,30,model5_xgb
num__fx_pct_30d_z,0.0,1,protest,30,model5_xgb
num__fx_vol_30d_z,0.0,1,protest,30,model5_xgb
num__oil_brent_pct_30d_z,0.0,1,protest,30,model5_xgb
num__copper_pct_30d,0.0,1,protest,30,model5_xgb
num__copper_pct_90d,0.0,1,protest,30,model5_xgb
num__copper_vol_30d,0.021378618,1,protest,30,model5_xgb
num__gold_pct_30d,0.0,1,protest,30,model5_xgb
num__gold_vol_30d,0.0,1,protest,30,model5_xgb
num__platinum_pct_30d,0.0,1,protest,30,model5_xgb
num__silver_pct_30d,0.0,1,protest,30,model5_xgb
num__natgas_pct_30d,0.0,1,protest,30,model5_xgb
num__vix_level,0.0,1,protest,30,model5_xgb
num__vix_pct_30d,0.0,1,protest,30,model5_xgb
num__vix_7d_ma,0.0,1,protest,30,model5_xgb
num__dxy_level,0.0,1,protest,30,model5_xgb
num__dxy_pct_30d,0.0,1,protest,30,model5_xgb
num__dxy_vol_30d,0.0,1,protest,30,model5_xgb
num__gdp_growth,0.0,1,protest,30,model5_xgb
num__gdp_per_capita_growth,0.0,1,protest,30,model5_xgb
num__inflation_cpi_yoy,0.0,1,protest,30,model5_xgb
num__inflation_cpi_yoy_z,0.0,1,protest,30,model5_xgb
num__unemployment_total,0.018637074,1,protest,30,model5_xgb
num__unemployment_youth,0.0,1,protest,30,model5_xgb
num__unemployment_sa,0.0,1,protest,30,model5_xgb
num__unemployment_rate,0.0,1,protest,30,model5_xgb
num__unemployment_rate_z,0.018839948,1,protest,30,model5_xgb
num__political_stability_est,0.0,1,protest,30,model5_xgb
num__voice_accountability_est,0.0,1,protest,30,model5_xgb
num__government_effectiveness_est,0.0,1,protest,30,model5_xgb
num__rule_of_law_est,0.0,1,protest,30,model5_xgb
num__fx_pct_30d_x_instability,0.0,1,protest,30,model5_xgb
num__oil_brent_pct_30d_x_inflation,0.0,1,protest,30,model5_xgb
num__food_cpi_inflation,0.0,1,protest,30,model5_xgb
num__food_cpi_inflation_z,0.0,1,protest,30,model5_xgb
num__energy_cpi_inflation,0.014637386,1,protest,30,model5_xgb
num__energy_cpi_inflation_z,0.0,1,protest,30,model5_xgb
num__gini_coef,0.0,1,protest,30,model5_xgb
num__covid_period,0.0,1,protest,30,model5_xgb
num__fx_trend_consistent,0.0,1,protest,30,model5_xgb
num__inflation_accel,0.0,1,protest,30,model5_xgb
num__country_protest_baseline,0.10414547,1,protest,30,model5_xgb
num__country_strike_baseline,0.0,1,protest,30,model5_xgb
num__is_copper_producer,0.49545255,1,protest,30,model5_xgb
num__is_gold_producer,0.23403463,1,protest,30,model5_xgb
num__is_platinum_producer,0.0,1,protest,30,model5_xgb
num__is_silver_producer,0.0,1,protest,30,model5_xgb
num__is_nickel_producer,0.0,1,protest,30,model5_xgb
num__is_coal_producer,0.0,1,protest,30,model5_xgb
num__is_natgas_producer,0.0,1,protest,30,model5_xgb
num__is_lithium_producer,0.0,1,protest,30,model5_xgb
num__copper_pct_30d_x_copper_prod,0.0,1,protest,30,model5_xgb
num__gold_pct_30d_x_gold_prod,0.0,1,protest,30,model5_xgb
num__platinum_pct_30d_x_plat_prod,0.0,1,protest,30,model5_xgb
num__month_sin,0.0,1,protest,30,model5_xgb
num__month_cos,0.0,1,protest,30,model5_xgb
num__fao_food_index_yoy,0.0,1,protest,30,model5_xgb
num__fao_cereals_index_yoy,0.0,1,protest,30,model5_xgb
num__fao_oils_index_yoy,0.021277165,1,protest,30,model5_xgb
num__fao_food_index_yoy_above90,0.0,1,protest,30,model5_xgb
num__fao_cereals_index_yoy_above90,0.0,1,protest,30,model5_xgb
num__fao_cereals_index_yoy_lag1m,0.03960256,1,protest,30,model5_xgb
num__fao_cereals_index_yoy_lag3m,0.0,1,protest,30,model5_xgb
num__fao_cereals_index_yoy_lag6m,0.0,1,protest,30,model5_xgb
num__fao_food_index_yoy_lag1m,0.0,1,protest,30,model5_xgb
num__fao_food_index_yoy_lag3m,0.0,1,protest,30,model5_xgb
num__fao_cereals_yoy_x_instability,0.0,1,protest,30,model5_xgb
num__fao_food_yoy_x_youth_unemp,0.0,1,protest,30,model5_xgb
num__gta_harmful_events,0.0,1,protest,30,model5_xgb
num__gta_harmful_events_z,0.0,1,protest,30,model5_xgb
num__gta_liberalising_events,0.0,1,protest,30,model5_xgb
num__gta_liberalising_events_z,0.0,1,protest,30,model5_xgb
num__gta_30d_count,0.0,1,protest,30,model5_xgb
num__gta_30d_count_z,0.0,1,protest,30,model5_xgb
num__gta_90d_count,0.031994585,1,protest,30,model5_xgb
num__gta_90d_count_z,0.0,1,protest,30,model5_xgb
num__fx_pct_7d,0.0,1,protest,30,model6_xgb_nolag
num__fx_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__fx_pct_90d,0.0061941072,1,protest,30,model6_xgb_nolag
num__fx_vol_7d,0.0,1,protest,30,model6_xgb_nolag
num__fx_vol_30d,0.0014086843,1,protest,30,model6_xgb_nolag
num__oil_brent_pct_14d,0.0,1,protest,30,model6_xgb_nolag
num__oil_brent_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__yield_us10y,0.012368878,1,protest,30,model6_xgb_nolag
num__fx_pct_30d_z,0.0009298204,1,protest,30,model6_xgb_nolag
num__fx_vol_30d_z,0.010902785,1,protest,30,model6_xgb_nolag
num__oil_brent_pct_30d_z,0.0,1,protest,30,model6_xgb_nolag
num__copper_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__copper_pct_90d,0.0,1,protest,30,model6_xgb_nolag
num__copper_vol_30d,0.019660896,1,protest,30,model6_xgb_nolag
num__gold_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__gold_vol_30d,0.0,1,protest,30,model6_xgb_nolag
num__platinum_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__silver_pct_30d,0.020232724,1,protest,30,model6_xgb_nolag
num__natgas_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__vix_level,0.019923454,1,protest,30,model6_xgb_nolag
num__vix_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__vix_7d_ma,0.0,1,protest,30,model6_xgb_nolag
num__dxy_level,0.0062114135,1,protest,30,model6_xgb_nolag
num__dxy_pct_30d,0.0,1,protest,30,model6_xgb_nolag
num__dxy_vol_30d,0.0,1,protest,30,model6_xgb_nolag
num__gdp_growth,0.0,1,protest,30,model6_xgb_nolag
num__gdp_per_capita_growth,0.0,1,protest,30,model6_xgb_nolag
num__inflation_cpi_yoy,0.0,1,protest,30,model6_xgb_nolag
num__inflation_cpi_yoy_z,0.0031174,1,protest,30,model6_xgb_nolag
num__unemployment_total,0.010683598,1,protest,30,model6_xgb_nolag
num__unemployment_youth,0.0,1,protest,30,model6_xgb_nolag
num__unemployment_sa,0.0,1,protest,30,model6_xgb_nolag
num__unemployment_rate,0.0,1,protest,30,model6_xgb_nolag
num__unemployment_rate_z,0.0069803796,1,protest,30,model6_xgb_nolag
num__political_stability_est,0.07794435,1,protest,30,model6_xgb_nolag
num__voice_accountability_est,0.0,1,protest,30,model6_xgb_nolag
num__government_effectiveness_est,0.0,1,protest,30,model6_xgb_nolag
num__rule_of_law_est,0.0,1,protest,30,model6_xgb_nolag
num__fx_pct_30d_x_instability,0.0,1,protest,30,model6_xgb_nolag
num__oil_brent_pct_30d_x_inflation,0.009436913,1,protest,30,model6_xgb_nolag
num__food_cpi_inflation,0.021546764,1,protest,30,model6_xgb_nolag
num__food_cpi_inflation_z,0.013481581,1,protest,30,model6_xgb_nolag
num__energy_cpi_inflation,0.011938415,1,protest,30,model6_xgb_nolag
num__energy_cpi_inflation_z,0.00019073462,1,protest,30,model6_xgb_nolag
num__gini_coef,0.021690737,1,protest,30,model6_xgb_nolag
num__covid_period,0.0,1,protest,30,model6_xgb_nolag
num__fx_trend_consistent,0.0,1,protest,30,model6_xgb_nolag
num__inflation_accel,0.0,1,protest,30,model6_xgb_nolag
num__country_protest_baseline,0.051641066,1,protest,30,model6_xgb_nolag
num__country_strike_baseline,0.01857762,1,protest,30,model6_xgb_nolag
num__is_copper_producer,0.22781898,1,protest,30,model6_xgb_nolag
num__is_gold_producer,0.10394179,1,protest,30,model6_xgb_nolag
num__is_platinum_producer,0.0,1,protest,30,model6_xgb_nolag
num__is_silver_producer,0.0,1,protest,30,model6_xgb_nolag
num__is_nickel_producer,0.0,1,protest,30,model6_xgb_nolag
num__is_coal_producer,0.0,1,protest,30,model6_xgb_nolag
num__is_natgas_producer,0.0,1,protest,30,model6_xgb_nolag
num__is_lithium_producer,0.17279571,1,protest,30,model6_xgb_nolag
num__copper_pct_30d_x_copper_prod,0.0,1,protest,30,model6_xgb_nolag
num__gold_pct_30d_x_gold_prod,0.0,1,protest,30,model6_xgb_nolag
num__platinum_pct_30d_x_plat_prod,0.0,1,protest,30,model6_xgb_nolag
num__month_sin,0.022360245,1,protest,30,model6_xgb_nolag
num__month_cos,0.012919352,1,protest,30,model6_xgb_nolag
num__fao_food_index_yoy,0.0,1,protest,30,model6_xgb_nolag
num__fao_cereals_index_yoy,0.0,1,protest,30,model6_xgb_nolag
num__fao_oils_index_yoy,0.0,1,protest,30,model6_xgb_nolag
num__fao_food_index_yoy_above90,0.0,1,protest,30,model6_xgb_nolag
num__fao_cereals_index_yoy_above90,0.0,1,protest,30,model6_xgb_nolag
num__fao_cereals_index_yoy_lag1m,0.0,1,protest,30,model6_xgb_nolag
num__fao_cereals_index_yoy_lag3m,0.0,1,protest,30,model6_xgb_nolag
num__fao_cereals_index_yoy_lag6m,0.0,1,protest,30,model6_xgb_nolag
num__fao_food_index_yoy_lag1m,0.0,1,protest,30,model6_xgb_nolag
num__fao_food_index_yoy_lag3m,0.0,1,protest,30,model6_xgb_nolag
num__fao_cereals_yoy_x_instability,0.035104457,1,protest,30,model6_xgb_nolag
num__fao_food_yoy_x_youth_unemp,0.0,1,protest,30,model6_xgb_nolag
num__gta_harmful_events,0.0,1,protest,30,model6_xgb_nolag
num__gta_harmful_events_z,0.04025461,1,protest,30,model6_xgb_nolag
num__gta_liberalising_events,0.0,1,protest,30,model6_xgb_nolag
num__gta_liberalising_events_z,0.009363222,1,protest,30,model6_xgb_nolag
num__gta_30d_count,0.012011073,1,protest,30,model6_xgb_nolag
num__gta_30d_count_z,0.0,1,protest,30,model6_xgb_nolag
num__gta_90d_count,0.018368188,1,protest,30,model6_xgb_nolag
num__gta_90d_count_z,0.0,1,protest,30,model6_xgb_nolag
num__gdelt_protest_7d_lag,0.0,1,protest,30,model5_income_group
num__gdelt_protest_28d_lag,0.06303363,1,protest,30,model5_income_group
num__gdelt_strike_7d_lag,0.0,1,protest,30,model5_income_group
num__gdelt_strike_28d_lag,0.0,1,protest,30,model5_income_group
num__fx_pct_7d,0.0,1,protest,30,model5_income_group
num__fx_pct_30d,0.0,1,protest,30,model5_income_group
