feature,coefficient,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,-0.30896197593023916,1,protest,30,model0_persistence
num__gdelt_protest_28d_lag,2.596957488072556,1,protest,30,model0_persistence
num__gdelt_strike_7d_lag,0.1016887582990252,1,protest,30,model0_persistence
num__gdelt_strike_28d_lag,0.2480029056618775,1,protest,30,model0_persistence
num__gdelt_protest_7d_lag,-0.34858527031355807,1,protest,30,model1_markets
num__gdelt_protest_28d_lag,2.790640106314527,1,protest,30,model1_markets
num__gdelt_strike_7d_lag,0.12289999216285971,1,protest,30,model1_markets
num__gdelt_strike_28d_lag,0.3569072504479754,1,protest,30,model1_markets
num__fx_pct_7d,0.07076225633240024,1,protest,30,model1_markets
num__fx_pct_30d,-0.12400792688609064,1,protest,30,model1_markets
num__fx_pct_90d,0.012650256173724858,1,protest,30,model1_markets
num__fx_vol_7d,0.016501956755090166,1,protest,30,model1_markets
num__fx_vol_30d,0.27566127793872686,1,protest,30,model1_markets
num__oil_brent_pct_14d,-0.20654371394696125,1,protest,30,model1_markets
num__oil_brent_pct_30d,-0.4985695531837526,1,protest,30,model1_markets
num__yield_us10y,-0.3291294960925121,1,protest,30,model1_markets
num__fx_pct_30d_z,0.11002437782032619,1,protest,30,model1_markets
num__fx_vol_30d_z,0.06981941521666693,1,protest,30,model1_markets
num__oil_brent_pct_30d_z,0.5513483118399384,1,protest,30,model1_markets
num__copper_pct_30d,-0.07246220679772758,1,protest,30,model1_markets
num__copper_pct_90d,0.1165727050284014,1,protest,30,model1_markets
num__copper_vol_30d,-0.09106708588177789,1,protest,30,model1_markets
num__gold_pct_30d,-0.4021574169082835,1,protest,30,model1_markets
num__gold_vol_30d,-0.0031748606633099285,1,protest,30,model1_markets
num__platinum_pct_30d,0.21326724651431359,1,protest,30,model1_markets
num__silver_pct_30d,0.12570382554946666,1,protest,30,model1_markets
num__natgas_pct_30d,-0.04537542520748412,1,protest,30,model1_markets
num__vix_level,-0.14311183414972278,1,protest,30,model1_markets
num__vix_pct_30d,0.21561388087646607,1,protest,30,model1_markets
num__vix_7d_ma,0.09359955993390545,1,protest,30,model1_markets
num__dxy_level,0.0943887833645376,1,protest,30,model1_markets
num__dxy_pct_30d,-0.18100221956791063,1,protest,30,model1_markets
num__dxy_vol_30d,0.025238394019339753,1,protest,30,model1_markets
num__gdelt_protest_7d_lag,-0.6080580061061309,1,protest,30,model2_full
num__gdelt_protest_28d_lag,2.4610737081327443,1,protest,30,model2_full
num__gdelt_strike_7d_lag,0.4855939469318141,1,protest,30,model2_full
num__gdelt_strike_28d_lag,0.9226222092255708,1,protest,30,model2_full
num__fx_pct_7d,0.10492870472222131,1,protest,30,model2_full
num__fx_pct_30d,-0.46134753397520706,1,protest,30,model2_full
num__fx_pct_90d,-0.06591890928010645,1,protest,30,model2_full
num__fx_vol_7d,0.13834707412116928,1,protest,30,model2_full
num__fx_vol_30d,0.9599707989080288,1,protest,30,model2_full
num__oil_brent_pct_14d,-0.18946272663279617,1,protest,30,model2_full
num__oil_brent_pct_30d,-1.3653179494026941,1,protest,30,model2_full
num__yield_us10y,-0.5603795699528604,1,protest,30,model2_full
num__fx_pct_30d_z,0.4552944099248065,1,protest,30,model2_full
num__fx_vol_30d_z,-0.1270956154612934,1,protest,30,model2_full
num__oil_brent_pct_30d_z,1.2777576124428112,1,protest,30,model2_full
num__copper_pct_30d,-0.13556518323415748,1,protest,30,model2_full
num__copper_pct_90d,0.10048178521083673,1,protest,30,model2_full
num__copper_vol_30d,0.14082602761844606,1,protest,30,model2_full
num__gold_pct_30d,-0.2544305626252968,1,protest,30,model2_full
num__gold_vol_30d,-0.3392094220129522,1,protest,30,model2_full
num__platinum_pct_30d,0.3218111460565704,1,protest,30,model2_full
num__silver_pct_30d,0.04577003670890342,1,protest,30,model2_full
num__natgas_pct_30d,0.10037161027218364,1,protest,30,model2_full
