year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,3.534899950027466,3.776859998703003,6.8449,0.007856,0.015356,11.255495,-7.526909,54.827108,-13.435879,2.327143,364,58
2018,3.7948999404907227,5.274280071258545,38.9834,0.015035,0.047591,50.631491,-15.094061,71.592904,-28.56334,2.908953,365,145
2019,5.269999980926514,5.9472198486328125,12.8505,0.008323,0.013575,14.753798,-8.532036,64.205151,-18.632793,2.139699,365,66
2020,5.947800159454346,7.373730182647705,23.9741,0.006947,0.015565,13.441721,-9.235121,43.302159,-60.623377,0.889254,366,151
2021,7.433800220489502,13.290499687194824,78.7847,0.012342,0.060136,71.443284,-8.058191,70.773698,-19.052655,1.436732,365,142
2022,13.290499687194824,18.70298957824707,40.7245,0.009793,0.060225,25.442511,-18.826744,99.053835,-21.514027,2.947951,365,131
2023,18.70298957824707,29.519800186157227,57.8347,0.004881,0.016841,31.913384,-1.482495,82.217781,-17.617816,3.958677,365,77
2024,29.018070220947266,35.30524826049805,21.6664,0.002998,0.006221,6.556667,-1.185341,79.877186,-13.730733,4.206798,366,23
2025,35.30524826049805,42.935699462890625,21.6128,0.002072,0.006498,5.800278,1.115836,68.201808,-16.53271,4.291348,365,14
