roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method,target
0.8000446578153739,0.7312609171457763,0.2333023067889246,0.0054840962148741,1,protest,7,model_lr_nolag,42705,14274,0.3758582037270562,,,,,,,protest_7d
0.8487177382746376,0.80748766097631,0.1752521625366981,0.2442390002332443,2,protest,7,model_lr_nolag,56979,13962,0.3654204268729408,,,,,,,protest_7d
0.8579574476833611,0.746285217935313,0.169677582343577,0.0263682741235976,1,strike,7,model_lr_nolag,42705,14274,0.2248143477651674,,,,,,,strike_7d
0.889703376553837,0.7934806956266807,0.0863361340932571,0.4842155600867808,2,strike,7,model_lr_nolag,56979,13962,0.2125769946998997,,,,,,,strike_7d
