feature,coefficient,fold_id,event_type,horizon,model_name,target
num__fx_pct_7d,0.025391763313985,1,protest,7,model_lr_nolag,protest_7d
num__fx_pct_30d,-0.3244099507564286,1,protest,7,model_lr_nolag,protest_7d
num__fx_pct_90d,-0.1183049395633306,1,protest,7,model_lr_nolag,protest_7d
num__fx_vol_7d,0.0078733279780319,1,protest,7,model_lr_nolag,protest_7d
num__fx_vol_30d,-0.2454578067750689,1,protest,7,model_lr_nolag,protest_7d
num__oil_brent_pct_14d,0.0353405235443373,1,protest,7,model_lr_nolag,protest_7d
num__fx_pct_30d_z,0.0774494105176127,1,protest,7,model_lr_nolag,protest_7d
num__fx_vol_30d_z,0.0187161652956667,1,protest,7,model_lr_nolag,protest_7d
num__copper_pct_30d,0.033809755545054,1,protest,7,model_lr_nolag,protest_7d
num__copper_pct_90d,0.1093342259071148,1,protest,7,model_lr_nolag,protest_7d
num__copper_vol_30d,0.0147902772882157,1,protest,7,model_lr_nolag,protest_7d
num__gold_pct_30d,-0.0555434084327316,1,protest,7,model_lr_nolag,protest_7d
num__gold_vol_30d,0.05507010805601,1,protest,7,model_lr_nolag,protest_7d
num__platinum_pct_30d,0.0387933894560666,1,protest,7,model_lr_nolag,protest_7d
num__silver_pct_30d,-0.0493224998565894,1,protest,7,model_lr_nolag,protest_7d
num__natgas_pct_30d,0.0853016215605213,1,protest,7,model_lr_nolag,protest_7d
num__vix_pct_30d,-0.054734454020758,1,protest,7,model_lr_nolag,protest_7d
num__vix_7d_ma,0.1710650452851328,1,protest,7,model_lr_nolag,protest_7d
num__dxy_level,0.1752467598599931,1,protest,7,model_lr_nolag,protest_7d
num__dxy_pct_30d,-0.1073577045864726,1,protest,7,model_lr_nolag,protest_7d
num__dxy_vol_30d,0.0139188623331832,1,protest,7,model_lr_nolag,protest_7d
num__oil_brent_pct_30d_lag30d,-0.1107817762352126,1,protest,7,model_lr_nolag,protest_7d
num__oil_brent_pct_30d_lag60d,0.0425738747912711,1,protest,7,model_lr_nolag,protest_7d
num__oil_brent_pct_30d_lag90d,-0.0262730022824214,1,protest,7,model_lr_nolag,protest_7d
num__vix_pct_30d_lag30d,-0.0263911079559238,1,protest,7,model_lr_nolag,protest_7d
num__vix_pct_30d_lag60d,-0.0424659747245885,1,protest,7,model_lr_nolag,protest_7d
num__fx_pct_30d_lag30d,0.0261660072078046,1,protest,7,model_lr_nolag,protest_7d
num__fx_pct_30d_lag60d,0.1102775339414798,1,protest,7,model_lr_nolag,protest_7d
num__gdp_growth,0.2863492911171983,1,protest,7,model_lr_nolag,protest_7d
num__inflation_cpi_yoy,0.0681701720677707,1,protest,7,model_lr_nolag,protest_7d
num__inflation_cpi_yoy_z,-0.0804303936659737,1,protest,7,model_lr_nolag,protest_7d
num__unemployment_youth,0.4445954732750913,1,protest,7,model_lr_nolag,protest_7d
num__unemployment_rate_z,-0.0305342848643037,1,protest,7,model_lr_nolag,protest_7d
num__political_stability_est,-0.347469736684829,1,protest,7,model_lr_nolag,protest_7d
num__voice_accountability_est,0.2492709048788901,1,protest,7,model_lr_nolag,protest_7d
num__government_effectiveness_est,0.6586442199606759,1,protest,7,model_lr_nolag,protest_7d
num__oil_brent_pct_30d_x_inflation,0.0296122190761186,1,protest,7,model_lr_nolag,protest_7d
num__food_cpi_inflation,-0.0956935369534431,1,protest,7,model_lr_nolag,protest_7d
num__food_cpi_inflation_z,0.0191060157724374,1,protest,7,model_lr_nolag,protest_7d
num__energy_cpi_inflation,-0.1021954565769554,1,protest,7,model_lr_nolag,protest_7d
num__energy_cpi_inflation_z,0.0343562999688011,1,protest,7,model_lr_nolag,protest_7d
