year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,22411.0,22343.0,-0.3034,0.005932,0.009316,3.423293,-2.258772,54.827108,-13.435879,2.327143,364,0
2018,22325.0,23194.0,3.8925,0.005793,0.008848,3.206732,-1.594914,71.592904,-28.56334,2.908953,365,0
2019,23160.0,23171.0,0.0475,0.007384,0.012734,2.565576,-3.200516,64.205151,-18.632793,2.139699,365,0
2020,23171.0,23088.0,-0.3582,0.002708,0.00762,2.079409,-1.957647,43.302159,-60.623377,0.889254,366,0
2021,23070.0,22765.0,-1.3221,0.005783,0.009613,1.945376,-2.260325,70.773698,-19.052655,1.436732,365,0
2022,22765.0,23600.0,3.6679,0.001491,0.00419,5.569728,-5.470636,99.053835,-21.514027,2.947951,365,7
2023,23600.0,24235.0,2.6907,0.001671,0.004168,2.740304,-5.46853,82.217781,-17.617816,3.958677,365,0
2024,24260.0,25476.0,5.0124,0.001587,0.002628,3.462322,-2.766798,79.877186,-13.730733,4.206798,366,0
2025,25476.0,26245.0,3.0185,0.001493,0.00327,2.263261,-1.532417,68.201808,-16.53271,4.291348,365,0
