country_iso3,date,cpi_yoy,cpi_mom,unemployment_rate,unemployment_sa,earnings_monthly
AFG,2019-11-01,0.9253846153846155,0.5746153846153846,,,
AFG,2019-12-01,2.1092307692307695,1.1307692307692307,,,
AFG,2020-01-01,2.2746153846153847,0.4746153846153846,,,
AFG,2020-02-01,2.668461538461538,-0.2461538461538462,,,
AFG,2020-03-01,2.276153846153846,-0.12000000000000001,,,
AFG,2020-04-01,4.171538461538462,2.01,,,
AFG,2020-05-01,2.6584615384615384,-0.27769230769230774,,,
AFG,2020-06-01,3.083076923076923,0.14307692307692305,,,
AFG,2020-07-01,2.582307692307692,-0.8815384615384616,,,
AFG,2020-08-01,2.833076923076923,0.2023076923076923,,,
AFG,2020-09-01,3.1415384615384614,0.06999999999999999,,,
AFG,2020-10-01,3.67,0.5858333333333333,,,
AFG,2020-11-01,3.8753846153846156,0.7515384615384615,,,
AFG,2020-12-01,2.9353846153846153,0.25153846153846154,,,
AFG,2021-01-01,2.8623076923076924,0.4046153846153846,,,
AFG,2021-02-01,2.9407692307692312,-0.12384615384615384,,,
AFG,2021-03-01,3.6484615384615386,0.6207692307692307,,,
AFG,2021-04-01,2.167692307692308,0.4776923076923077,,,
AFG,2021-05-01,3.1599999999999997,0.6946153846153845,,,
AFG,2021-06-01,2.636923076923077,-0.37846153846153846,,,
AFG,2021-07-01,4.548461538461539,0.9061538461538462,,,
AFG,2021-08-01,4.944615384615385,0.5399999999999999,,,
AFG,2021-09-01,6.653846153846154,1.6353846153846154,,,
AFG,2021-10-01,7.32923076923077,1.0915384615384616,,,
AFG,2021-11-01,7.783076923076924,1.0746153846153847,,,
AFG,2021-12-01,10.819230769230769,2.9930769230769227,,,
AFG,2022-01-01,11.053846153846154,0.6169230769230769,,,
AFG,2022-02-01,11.685384615384615,0.5246153846153846,,,
AFG,2022-03-01,12.345384615384615,1.2430769230769232,,,
AFG,2022-04-01,11.080769230769231,-0.5475,,,
AFG,2022-05-01,11.263076923076925,0.833076923076923,,,
AFG,2022-06-01,12.645384615384614,0.7792307692307693,,,
AFG,2022-07-01,15.350000000000001,3.2583333333333333,,,
AFG,2022-08-01,13.537692307692309,-0.7476923076923078,,,
AFG,2022-09-01,11.493846153846155,-0.007692307692307699,,,
AFG,2022-10-01,9.590769230769231,-0.5153846153846154,,,
AFG,2022-11-01,8.557692307692308,0.17615384615384616,,,
AFG,2022-12-01,5.126153846153846,-0.16692307692307692,,,
AFG,2023-01-01,4.122307692307692,-0.3015384615384616,,,
AFG,2023-02-01,3.6592307692307693,0.11461538461538462,,,
AFG,2023-03-01,1.4030769230769229,-0.9530769230769229,,,
AFG,2023-04-01,1.5523076923076924,-0.37615384615384617,,,
AFG,2023-05-01,0.5653846153846156,-0.16230769230769232,,,
AFG,2023-06-01,-1.44,-1.3061538461538462,,,
AFG,2023-07-01,-4.202307692307692,-0.3823076923076923,,,
AFG,2023-08-01,-3.544615384615385,0.03076923076923077,,,
AFG,2023-09-01,-3.8369230769230773,-0.25000000000000006,,,
AFG,2023-10-01,-3.3499999999999996,0.05384615384615385,,,
AFG,2023-11-01,-4.327692307692308,-0.8438461538461538,,,
AFG,2023-12-01,-4.522307692307693,-0.3576923076923077,,,
AFG,2024-01-01,-5.056923076923078,-0.863076923076923,,,
AFG,2024-02-01,-4.241538461538462,0.9876923076923076,,,
AFG,2024-03-01,-3.7084615384615387,-0.3669230769230769,,,
AFG,2024-04-01,-2.9753846153846153,0.45,,,
AFG,2024-05-01,-3.56,-0.7553846153846154,,,
AFG,2024-06-01,-2.383846153846154,-0.10083333333333333,,,
AFG,2024-07-01,-3.0053846153846155,-1.0176923076923077,,,
AFG,2024-08-01,-2.8438461538461537,0.19153846153846155,,,
AFG,2024-09-01,-2.833076923076923,-0.22384615384615386,,,
AFG,2024-10-01,-2.0623076923076926,0.8176923076923076,,,
AFG,2024-11-01,-2.1084615384615386,-0.8869230769230769,,,
AFG,2024-12-01,-1.0353846153846153,0.7576923076923077,,,
AFG,2025-01-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-02-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-03-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-04-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-05-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-06-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-07-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-08-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-09-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-10-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-11-01,-0.506923076923077,-0.2969230769230769,,,
AFG,2025-12-01,-0.506923076923077,-0.2969230769230769,,,
AGO,2017-01-01,39.52923076923077,3.3276923076923075,,,
AGO,2017-02-01,41.400769230769235,4.673846153846154,,,
AGO,2017-03-01,39.80461538461539,2.01,,,
AGO,2017-04-01,38.70538461538462,1.8676923076923078,,,
AGO,2017-05-01,37.576153846153844,1.805,,,
AGO,2017-06-01,36.08307692307692,1.6492307692307693,,,
AGO,2017-07-01,34.15923076923077,1.7008333333333334,,,
AGO,2017-08-01,33.33692307692308,1.9333333333333333,,,
AGO,2017-09-01,33.28846153846154,2.3850000000000002,,,
AGO,2017-10-01,33.96923076923077,2.572307692307692,,,
AGO,2017-11-01,30.08076923076923,1.1591666666666667,,,
AGO,2017-12-01,28.997692307692304,1.3383333333333332,,,
AGO,2018-01-01,27.661538461538463,2.233846153846154,,,
AGO,2018-02-01,23.88769230769231,1.426923076923077,,,
AGO,2018-03-01,23.11846153846154,1.5241666666666667,,,
AGO,2018-04-01,22.246923076923075,1.2891666666666666,,,
AGO,2018-05-01,21.66769230769231,1.3191666666666666,,,
AGO,2018-06-01,21.04076923076923,1.2616666666666667,,,
AGO,2018-07-01,20.563076923076924,1.2866666666666666,,,
AGO,2018-08-01,19.787692307692307,1.2575,,,
AGO,2018-09-01,20.223846153846157,2.89,,,
AGO,2018-10-01,18.69,1.3958333333333333,,,
AGO,2018-11-01,18.91076923076923,1.3608333333333331,,,
AGO,2018-12-01,18.96153846153846,1.4016666666666666,,,
AGO,2019-01-01,17.73384615384615,1.0492307692307692,,,
AGO,2019-02-01,17.275384615384617,1.05,,,
AGO,2019-03-01,16.697692307692307,0.9184615384615384,,,
AGO,2019-04-01,16.337692307692308,0.9474999999999999,,,
AGO,2019-05-01,16.05923076923077,1.0641666666666667,,,
AGO,2019-06-01,15.826923076923077,1.0491666666666666,,,
AGO,2019-07-01,15.996923076923078,1.4275,,,
AGO,2019-08-01,16.23923076923077,1.4808333333333332,,,
AGO,2019-09-01,14.647692307692306,1.3533333333333333,,,
AGO,2019-10-01,14.344615384615386,1.1158333333333335,,,
AGO,2019-11-01,14.313076923076922,1.3308333333333333,,,
AGO,2019-12-01,14.643076923076922,1.7166666666666668,,,
AGO,2020-01-01,17.363076923076925,3.706153846153846,18.819,,
AGO,2020-02-01,17.996153846153845,1.5792307692307692,18.819,,
AGO,2020-03-01,18.524615384615384,1.485,18.819,,
AGO,2020-04-01,19.03153846153846,1.5345454545454544,13.299,,
AGO,2020-05-01,19.543076923076924,1.5266666666666666,13.299,,
AGO,2020-06-01,19.967692307692307,1.425,13.299,,
AGO,2020-07-01,20.11230769230769,1.5325,16.364,,
AGO,2020-08-01,20.303076923076922,1.6325,16.364,,
AGO,2020-09-01,20.652307692307694,1.6708333333333334,16.364,,
AGO,2020-10-01,21.21923076923077,1.6325,15.536,,
AGO,2020-11-01,21.665384615384614,1.7425,15.536,,
AGO,2020-12-01,21.727692307692305,1.7858333333333334,15.536,,
AGO,2021-01-01,19.025384615384617,1.1084615384615384,15.766,,
AGO,2021-02-01,19.15230769230769,1.6730769230769231,15.766,,
AGO,2021-03-01,19.03153846153846,1.2815384615384615,15.766,,
AGO,2021-04-01,19.35076923076923,1.5876923076923077,16.06,,
AGO,2021-05-01,19.501538461538463,1.675,16.06,,
AGO,2021-06-01,19.70846153846154,1.6216666666666668,16.06,,
AGO,2021-07-01,19.893076923076926,1.5815384615384613,16.232,,
AGO,2021-08-01,19.954615384615387,1.5792307692307692,16.232,,
AGO,2021-09-01,20.163076923076922,1.726153846153846,16.232,,
AGO,2021-10-01,20.273846153846154,1.7375,15.166,,
AGO,2021-11-01,20.343076923076925,1.8041666666666665,15.166,,
AGO,2021-12-01,20.37076923076923,1.8091666666666668,15.166,,
AGO,2022-01-01,21.037692307692307,1.7866666666666668,15.112,,
AGO,2022-02-01,20.88923076923077,1.6658333333333333,15.112,,
AGO,2022-03-01,20.95923076923077,1.4591666666666667,15.112,,
AGO,2022-04-01,20.429230769230767,1.2516666666666667,14.532,,
AGO,2022-05-01,19.841538461538462,1.1541666666666666,14.532,,
AGO,2022-06-01,19.203846153846154,1.0483333333333333,14.532,,
AGO,2022-07-01,18.66846153846154,1.1630769230769231,13.501,,
AGO,2022-08-01,17.950769230769232,1.05,13.501,,
AGO,2022-09-01,17.226923076923075,1.1238461538461537,13.501,,
AGO,2022-10-01,16.470769230769232,0.9523076923076922,13.264,,
AGO,2022-11-01,15.610000000000001,0.9925,13.264,,
AGO,2022-12-01,14.786153846153846,1.02,13.264,,
AGO,2023-01-01,13.943076923076923,0.9741666666666666,13.264,,
AGO,2023-02-01,13.253846153846153,0.9916666666666667,13.264,,
AGO,2023-03-01,12.734615384615385,0.9466666666666667,13.264,,
AGO,2023-04-01,12.442307692307692,0.9558333333333334,13.264,,
AGO,2023-05-01,12.25923076923077,0.9700000000000001,13.264,,
AGO,2023-06-01,12.55076923076923,1.3416666666666668,13.264,,
AGO,2023-07-01,12.597692307692306,1.2841666666666667,13.264,,
AGO,2023-08-01,13.685384615384615,1.97,13.264,,
AGO,2023-09-01,14.567692307692308,1.9084615384615387,13.264,,
AGO,2023-10-01,15.467692307692309,1.7346153846153847,13.264,,
AGO,2023-11-01,16.326923076923077,1.6553846153846155,13.264,,
AGO,2023-12-01,17.353076923076923,1.9675,13.264,,
AGO,2024-01-01,18.457692307692305,1.9791666666666667,11.687,,
AGO,2024-02-01,19.557692307692307,1.9866666666666666,11.687,,
AGO,2024-03-01,20.676923076923078,1.9425,11.687,,
AGO,2024-04-01,21.890769230769234,2.03,18.194,,
AGO,2024-05-01,23.930769230769233,2.8066666666666666,18.194,,
AGO,2024-06-01,24.572307692307692,1.9058333333333335,18.194,,
AGO,2024-07-01,24.928461538461537,1.5007692307692309,12.386,,
AGO,2024-08-01,24.83076923076923,1.9276923076923076,12.386,,
AGO,2024-09-01,24.597692307692306,1.73,12.386,,
AGO,2024-10-01,24.153076923076924,1.383846153846154,13.166,,
AGO,2024-11-01,23.77692307692308,1.4625000000000001,13.166,,
AGO,2024-12-01,23.27846153846154,1.54,13.166,,
AGO,2025-01-01,22.715384615384615,1.4883333333333333,13.166,,
AGO,2025-02-01,22.105384615384615,1.4475,13.166,,
AGO,2025-03-01,21.462307692307693,1.3783333333333332,13.166,,
AGO,2025-04-01,20.626153846153844,1.2841666666666667,13.166,,
AGO,2025-05-01,18.773846153846154,1.0475,13.166,,
AGO,2025-06-01,18.04769230769231,1.2616666666666667,13.166,,
AGO,2025-07-01,18.182307692307692,1.8375000000000001,13.166,,
AGO,2025-08-01,17.5,1.3246153846153847,13.166,,
AGO,2025-09-01,16.820769230769233,1.1615384615384616,13.166,,
AGO,2025-10-01,16.178461538461537,0.8453846153846154,13.166,,
AGO,2025-11-01,15.37153846153846,0.7108333333333333,13.166,,
AGO,2025-12-01,14.416153846153845,0.5853846153846154,13.166,,
AIA,2017-01-01,2.316666666666667,-0.18363636363636357,,,
AIA,2017-02-01,2.316666666666667,-0.18363636363636357,,,
AIA,2017-03-01,2.316666666666667,-0.18363636363636357,,,
AIA,2017-04-01,0.5449999999999999,-0.12083333333333333,,,
AIA,2017-05-01,0.5449999999999999,-0.12083333333333333,,,
AIA,2017-06-01,0.5449999999999999,-0.12083333333333333,,,
AIA,2017-07-01,0.4141666666666666,-0.12083333333333333,,,
AIA,2017-08-01,0.4141666666666666,-0.12083333333333333,,,
AIA,2017-09-01,0.4141666666666666,-0.12083333333333333,,,
AIA,2017-10-01,1.2833333333333334,1.6075,,,
AIA,2017-11-01,1.2833333333333334,1.6075,,,
AIA,2017-12-01,1.2833333333333334,1.6075,,,
AIA,2018-01-01,0.9466666666666667,-0.5554545454545455,,,
AIA,2018-02-01,0.9466666666666667,-0.5554545454545455,,,
AIA,2018-03-01,0.9466666666666667,-0.5554545454545455,,,
AIA,2018-04-01,0.7400000000000001,-0.31083333333333335,,,
AIA,2018-05-01,0.7400000000000001,-0.31083333333333335,,,
AIA,2018-06-01,0.7400000000000001,-0.31083333333333335,,,
AIA,2018-07-01,-0.1741666666666667,-1.065,,,
AIA,2018-08-01,-0.1741666666666667,-1.065,,,
AIA,2018-09-01,-0.1741666666666667,-1.065,,,
AIA,2018-10-01,-0.05166666666666653,1.6183333333333334,,,
AIA,2018-11-01,-0.05166666666666653,1.6183333333333334,,,
AIA,2018-12-01,-0.05166666666666653,1.6183333333333334,,,
AIA,2019-01-01,0.28846153846153855,-0.07461538461538458,,,
AIA,2019-02-01,0.28846153846153855,-0.07461538461538458,,,
AIA,2019-03-01,0.28846153846153855,-0.07461538461538458,,,
AIA,2019-04-01,0.3192307692307691,-0.29,,,
AIA,2019-05-01,0.3192307692307691,-0.29,,,
AIA,2019-06-01,0.3192307692307691,-0.29,,,
AIA,2019-07-01,1.636923076923077,0.66,,,
AIA,2019-08-01,1.636923076923077,0.66,,,
AIA,2019-09-01,1.636923076923077,0.66,,,
AIA,2019-10-01,0.42538461538461536,0.2818181818181818,,,
AIA,2019-11-01,0.42538461538461536,0.2818181818181818,,,
AIA,2019-12-01,0.42538461538461536,0.2818181818181818,,,
AIA,2020-01-01,1.0138461538461538,0.5176923076923077,,,
AIA,2020-02-01,1.0138461538461538,0.5176923076923077,,,
AIA,2020-03-01,1.0138461538461538,0.5176923076923077,,,
AIA,2020-04-01,0.4016666666666666,-0.8684615384615384,,,
AIA,2020-05-01,0.4016666666666666,-0.8684615384615384,,,
AIA,2020-06-01,0.4016666666666666,-0.8684615384615384,,,
AIA,2020-07-01,-0.06499999999999995,0.078,,,
AIA,2020-08-01,-0.06499999999999995,0.078,,,
AIA,2020-09-01,-0.06499999999999995,0.078,,,
AIA,2020-10-01,-0.7058333333333334,-0.38999999999999996,,,
AIA,2020-11-01,-0.7058333333333334,-0.38999999999999996,,,
AIA,2020-12-01,-0.7058333333333334,-0.38999999999999996,,,
AIA,2021-01-01,0.21923076923076937,1.6809090909090911,,,
AIA,2021-02-01,0.21923076923076937,1.6809090909090911,,,
AIA,2021-03-01,0.21923076923076937,1.6809090909090911,,,
AIA,2021-04-01,2.1216666666666666,0.9025,,,
AIA,2021-05-01,2.1216666666666666,0.9025,,,
AIA,2021-06-01,2.1216666666666666,0.9025,,,
AIA,2021-07-01,1.4491666666666667,-0.6300000000000001,,,
AIA,2021-08-01,1.4491666666666667,-0.6300000000000001,,,
AIA,2021-09-01,1.4491666666666667,-0.6300000000000001,,,
AIA,2021-10-01,2.3249999999999997,0.44583333333333336,,,
AIA,2021-11-01,2.3249999999999997,0.44583333333333336,,,
AIA,2021-12-01,2.3249999999999997,0.44583333333333336,,,
AIA,2022-01-01,2.2908333333333335,1.6381818181818182,,,
AIA,2022-02-01,2.2908333333333335,1.6381818181818182,,,
AIA,2022-03-01,2.2908333333333335,1.6381818181818182,,,
AIA,2022-04-01,2.8925,1.4916666666666665,,,
AIA,2022-05-01,2.8925,1.4916666666666665,,,
AIA,2022-06-01,2.8925,1.4916666666666665,,,
AIA,2022-07-01,8.694615384615386,5.385384615384615,,,
AIA,2022-08-01,8.694615384615386,5.385384615384615,,,
AIA,2022-09-01,8.694615384615386,5.385384615384615,,,
AIA,2022-10-01,10.56,2.4309090909090907,,,
AIA,2022-11-01,10.56,2.4309090909090907,,,
AIA,2022-12-01,10.56,2.4309090909090907,,,
AIA,2023-01-01,8.803846153846154,-0.18083333333333332,,,
AIA,2023-02-01,8.803846153846154,-0.18083333333333332,,,
AIA,2023-03-01,8.803846153846154,-0.18083333333333332,,,
AIA,2023-04-01,6.883846153846155,-0.5281818181818182,,,
AIA,2023-05-01,6.883846153846155,-0.5281818181818182,,,
AIA,2023-06-01,6.883846153846155,-0.5281818181818182,,,
AIA,2023-07-01,2.0500000000000003,0.642,,,
AIA,2023-08-01,2.0500000000000003,0.642,,,
AIA,2023-09-01,2.0500000000000003,0.642,,,
AIA,2023-10-01,0.7315384615384615,0.8708333333333332,,,
AIA,2023-11-01,0.7315384615384615,0.8708333333333332,,,
AIA,2023-12-01,0.7315384615384615,0.8708333333333332,,,
AIA,2024-01-01,0.09615384615384602,-0.9372727272727274,,,
AIA,2024-02-01,0.09615384615384602,-0.9372727272727274,,,
AIA,2024-03-01,0.09615384615384602,-0.9372727272727274,,,
AIA,2024-04-01,0.8892307692307692,0.5036363636363635,,,
AIA,2024-05-01,0.8892307692307692,0.5036363636363635,,,
AIA,2024-06-01,0.8892307692307692,0.5036363636363635,,,
AIA,2024-07-01,1.8484615384615386,1.389230769230769,,,
AIA,2024-08-01,1.8484615384615386,1.389230769230769,,,
AIA,2024-09-01,1.8484615384615386,1.389230769230769,,,
AIA,2024-10-01,1.4523076923076923,0.634,,,
AIA,2024-11-01,1.4523076923076923,0.634,,,
AIA,2024-12-01,1.4523076923076923,0.634,,,
AIA,2025-01-01,2.8053846153846154,0.6027272727272728,,,
AIA,2025-02-01,2.8053846153846154,0.6027272727272728,,,
AIA,2025-03-01,2.8053846153846154,0.6027272727272728,,,
AIA,2025-04-01,2.5,0.11333333333333333,,,
AIA,2025-05-01,2.5,0.11333333333333333,,,
AIA,2025-06-01,2.5,0.11333333333333333,,,
AIA,2025-07-01,-2.039230769230769,-3.9549999999999996,,,
AIA,2025-08-01,-2.039230769230769,-3.9549999999999996,,,
AIA,2025-09-01,-2.039230769230769,-3.9549999999999996,,,
AIA,2025-10-01,-2.039230769230769,-3.9549999999999996,,,
AIA,2025-11-01,-2.039230769230769,-3.9549999999999996,,,
AIA,2025-12-01,-2.039230769230769,-3.9549999999999996,,,
ALB,2017-01-01,1.5992307692307692,0.45583333333333337,14.272,,
ALB,2017-02-01,1.3046153846153847,-0.09999999999999999,14.272,,
ALB,2017-03-01,1.3453846153846156,0.27,14.272,,
ALB,2017-04-01,1.3384615384615384,-0.16916666666666666,13.386,,
ALB,2017-05-01,1.0915384615384616,-0.678,13.386,,
ALB,2017-06-01,0.8846153846153846,-0.24250000000000002,13.386,,
ALB,2017-07-01,0.7315384615384615,-0.0911111111111111,13.607,,
ALB,2017-08-01,0.5646153846153846,0.11454545454545455,13.607,,
ALB,2017-09-01,0.5323076923076923,0.43,13.607,,
ALB,2017-10-01,0.8046153846153845,0.1938461538461538,13.216,,
ALB,2017-11-01,0.7538461538461539,0.059166666666666666,13.216,,
ALB,2017-12-01,0.8876923076923077,0.5169230769230769,13.216,,
ALB,2018-01-01,0.9876923076923076,0.6072727272727273,12.465,,
ALB,2018-02-01,1.3346153846153848,0.2791666666666666,12.465,,
ALB,2018-03-01,1.2038461538461538,0.13166666666666668,12.465,,
ALB,2018-04-01,1.3461538461538463,-0.023000000000000027,12.405,,
ALB,2018-05-01,1.5046153846153845,-0.4318181818181818,12.405,,
ALB,2018-06-01,1.7623076923076924,0.02727272727272727,12.405,,
ALB,2018-07-01,1.6638461538461538,-0.1741666666666667,12.17,,
ALB,2018-08-01,1.723076923076923,0.18454545454545454,12.17,,
ALB,2018-09-01,1.5592307692307692,0.2891666666666666,12.17,,
ALB,2018-10-01,1.4207692307692308,0.05769230769230768,12.177,,
ALB,2018-11-01,1.1807692307692308,-0.18076923076923077,12.177,,
ALB,2018-12-01,1.0646153846153845,0.43583333333333335,12.177,,
ALB,2019-01-01,0.9076923076923078,0.4318181818181818,11.998,,
ALB,2019-02-01,0.8792307692307693,0.26999999999999996,11.998,,
ALB,2019-03-01,0.6900000000000001,-0.06384615384615386,11.998,,
ALB,2019-04-01,0.6276923076923077,-0.08833333333333332,11.381,,
ALB,2019-05-01,0.6946153846153847,-0.3233333333333333,11.381,,
ALB,2019-06-01,0.6530769230769231,-0.016666666666666666,11.381,,
ALB,2019-07-01,0.8307692307692308,0.015,11.341,,
ALB,2019-08-01,1.0053846153846153,0.36166666666666664,11.341,,
ALB,2019-09-01,0.77,0.03076923076923077,11.341,,
ALB,2019-10-01,0.6130769230769231,-0.11083333333333333,11.151,,
