country_iso3,date,cpi_yoy,cpi_mom,unemployment_rate,unemployment_sa,earnings_monthly
COL,2023-09-01,10.557692307692308,0.5507692307692308,8.785,9.036,1807075.165
COL,2023-10-01,10.146153846153847,0.2684615384615385,8.707,9.792,1735798.494
COL,2023-11-01,9.723846153846154,0.3875,8.406,9.792,1872447.998
COL,2023-12-01,8.961538461538462,0.4141666666666666,9.273,9.792,1773132.257
COL,2024-01-01,8.028461538461539,0.8158333333333333,11.914,9.883,1839020.19
COL,2024-02-01,7.346153846153846,1.2838461538461539,11.213,9.883,1862073.583
COL,2024-03-01,6.809230769230769,0.503076923076923,10.651,9.883,1862098.92
COL,2024-04-01,6.363846153846154,0.33615384615384614,10.124,10.092,1943509.958
COL,2024-05-01,6.153846153846154,0.2576923076923077,9.779,10.092,1922811.179
COL,2024-06-01,6.060769230769231,0.2053846153846154,9.769,10.092,1925096.489
COL,2024-07-01,5.752307692307692,0.11583333333333333,9.377,9.248,1939808.396
COL,2024-08-01,5.113076923076923,-0.019166666666666676,9.176,9.248,1921793.38
COL,2024-09-01,4.820769230769231,0.2676923076923077,8.663,9.248,1931503.531
COL,2024-10-01,4.503076923076923,-0.03923076923076923,8.626,9.282,1923622.975
COL,2024-11-01,4.472307692307693,0.33999999999999997,7.699000000000001,9.282,2025291.202
COL,2024-12-01,4.360769230769231,0.3,8.528,9.282,1998776.862
COL,2025-01-01,4.296923076923077,0.7466666666666667,10.934,8.807,2033947.009
COL,2025-02-01,4.186153846153847,1.1746153846153846,9.938,8.807,1950780.708
COL,2025-03-01,4.100769230769231,0.4230769230769231,9.158,8.807,1961826.401
COL,2025-04-01,4.24923076923077,0.48000000000000004,8.362,8.426,2101891.769
COL,2025-05-01,4.193076923076923,0.20461538461538462,8.661,8.426,2022258.91
COL,2025-06-01,4.139230769230769,0.165,8.176,8.426,2061936.0
COL,2025-07-01,4.233076923076923,0.21416666666666664,8.22,8.242,2068793.036
COL,2025-08-01,4.443076923076923,0.18307692307692308,8.108,8.242,2053840.774
COL,2025-09-01,4.660769230769231,0.48230769230769227,7.87,8.242,2061145.335
COL,2025-10-01,4.963846153846154,0.2507692307692308,7.658,8.252,2071878.857
COL,2025-11-01,4.763846153846154,0.15666666666666668,6.611999999999999,8.252,2105592.074
COL,2025-12-01,4.815384615384615,0.3558333333333334,7.498,8.252,2136604.204
COM,2017-01-01,-1.7,-0.54,,,
COM,2017-02-01,-0.98,0.5750000000000001,,,
COM,2017-03-01,-0.22,-0.42499999999999993,,,
COM,2017-04-01,0.48,-0.5990909090909091,,,
COM,2017-05-01,-0.61,-0.05090909090909095,,,
COM,2017-06-01,-2.45,-0.708,,,
COM,2017-07-01,-0.18,0.7254545454545455,,,
COM,2017-08-01,0.62,0.9566666666666666,,,
COM,2017-09-01,0.86,-0.2854545454545454,,,
COM,2017-10-01,-0.19,-0.14363636363636365,,,
COM,2017-11-01,0.68,-0.14800000000000005,,,
COM,2017-12-01,0.88,0.263,,,
COM,2018-01-01,0.3623076923076924,0.5238461538461539,,,
COM,2018-02-01,-0.18692307692307691,-0.44000000000000006,,,
COM,2018-03-01,1.9953846153846153,1.9599999999999997,,,
COM,2018-04-01,3.0184615384615388,0.7187499999999999,,,
COM,2018-05-01,1.8225,-1.497272727272727,,,
COM,2018-06-01,1.5769230769230769,-0.5269230769230769,,,
COM,2018-07-01,1.5984615384615386,1.6179999999999999,,,
COM,2018-08-01,2.036153846153846,1.0523076923076924,,,
COM,2018-09-01,2.4038461538461537,0.1722222222222222,,,
COM,2018-10-01,0.9576923076923076,-1.2823076923076924,,,
COM,2018-11-01,0.7792307692307692,-0.43777777777777777,,,
COM,2018-12-01,0.8309090909090909,0.26833333333333337,,,
COM,2019-01-01,0.714,0.48200000000000004,,,
COM,2019-02-01,0.9644444444444444,-0.19666666666666666,,,
COM,2019-03-01,-1.2176923076923076,-0.14499999999999996,,,
COM,2019-04-01,-1.1691666666666667,0.92375,,,
COM,2019-05-01,1.1184615384615386,1.1977777777777776,,,
COM,2019-06-01,2.2775,-0.27999999999999997,,,
COM,2019-07-01,4.4990000000000006,3.1363636363636362,,,
COM,2019-08-01,2.7569230769230773,0.32999999999999996,,,
COM,2019-09-01,2.8938461538461544,0.305,,,
COM,2019-10-01,4.082307692307692,-0.2333333333333333,,,
COM,2019-11-01,3.5976923076923075,-1.44,,,
COM,2019-12-01,3.8146153846153843,0.44181818181818183,,,
COM,2020-01-01,4.4884615384615385,0.9769230769230769,,,
COM,2020-02-01,5.636923076923077,1.74,,,
COM,2020-03-01,5.643076923076923,-0.18750000000000003,,,
COM,2020-04-01,4.8,-0.293,,,
COM,2020-05-01,4.745833333333334,0.4136363636363637,,,
COM,2020-06-01,4.76,0.21800000000000003,,,
COM,2020-07-01,1.8384615384615384,-0.25666666666666665,,,
COM,2020-08-01,1.8916666666666666,0.231,,,
COM,2020-09-01,2.1053846153846156,0.4216666666666667,,,
COM,2020-10-01,2.1384615384615384,-0.21615384615384617,,,
COM,2020-11-01,2.696153846153846,-0.276,,,
COM,2020-12-01,2.242307692307693,-0.13454545454545452,,,
COM,2021-01-01,0.879230769230769,-0.3523076923076923,,,
COM,2021-02-01,-0.3646153846153846,-0.010000000000000009,,,
COM,2021-03-01,-0.453076923076923,-0.23909090909090913,,,
COM,2021-04-01,-0.4730769230769231,-0.22999999999999995,,,
COM,2021-05-01,-0.816923076923077,-0.007499999999999975,,,
COM,2021-06-01,-0.67,1.11,,,
COM,2021-07-01,0.5676923076923077,0.14,,,
COM,2021-08-01,0.33153846153846156,-0.10124999999999995,,,
COM,2021-09-01,0.7553846153846154,0.9154545454545455,,,
COM,2021-10-01,1.3675,0.3272727272727273,,,
COM,2021-11-01,1.386923076923077,-0.16875,,,
COM,2021-12-01,1.543076923076923,0.17,,,
COM,2022-01-01,2.4099999999999997,0.376923076923077,,,
COM,2022-02-01,1.2715384615384617,-1.01,,,
COM,2022-03-01,6.89,0.46,,,
COM,2022-04-01,4.633333333333333,1.34,,,
COM,2022-05-01,4.496666666666667,-0.08818181818181811,,,
COM,2022-06-01,11.48,7.360769230769231,,,
COM,2022-07-01,12.26923076923077,2.792222222222222,,,
COM,2022-08-01,14.579230769230769,2.423636363636364,,,
COM,2022-09-01,14.50076923076923,0.7791666666666667,,,
COM,2022-10-01,15.103846153846153,0.8608333333333333,,,
COM,2022-11-01,16.53153846153846,1.1945454545454546,,,
COM,2022-12-01,17.413846153846155,1.1188888888888888,,,
COM,2023-01-01,16.23076923076923,-0.5854545454545454,,,
COM,2023-02-01,16.806153846153844,-0.6523076923076923,,,
COM,2023-03-01,20.09,0.7,,,
COM,2023-04-01,15.613076923076923,0.9033333333333333,,,
COM,2023-05-01,15.156923076923077,-0.630909090909091,,,
COM,2023-06-01,7.052307692307693,-0.21099999999999994,,,
COM,2023-07-01,6.073076923076924,1.0558333333333334,,,
COM,2023-08-01,4.182307692307693,0.31636363636363635,,,
COM,2023-09-01,3.1223076923076927,-0.36,,,
COM,2023-10-01,2.4284615384615384,0.13,,,
COM,2023-11-01,1.3946153846153848,-0.03384615384615386,,,
COM,2023-12-01,1.266923076923077,0.9077777777777778,,,
COM,2024-01-01,2.786153846153846,1.0358333333333334,,,
COM,2024-02-01,3.5961538461538463,0.19727272727272727,,,
COM,2024-03-01,3.0669230769230773,0.11999999999999997,,,
COM,2024-04-01,2.7,0.4983333333333333,,,
COM,2024-05-01,3.9984615384615387,0.7076923076923076,,,
COM,2024-06-01,4.283846153846154,0.17555555555555558,,,
COM,2024-07-01,4.13,0.6281818181818182,,,
COM,2024-08-01,4.319999999999999,0.7446153846153846,,,
COM,2024-09-01,4.516153846153847,-0.11374999999999999,,,
COM,2024-10-01,7.97,-1.66,,,
COM,2024-11-01,5.85,-1.31,,,
COM,2024-12-01,4.02,1.86,,,
COM,2025-01-01,4.344615384615385,1.2046153846153846,,,
COM,2025-02-01,4.5053846153846155,0.5571428571428572,,,
COM,2025-03-01,4.846923076923077,0.7075,,,
COM,2025-04-01,3.6530769230769233,-0.6908333333333333,,,
COM,2025-05-01,1.9707692307692306,-0.8992307692307692,,,
COM,2025-06-01,1.8641666666666667,-0.12076923076923077,,,
COM,2025-07-01,2.4238461538461538,1.2284615384615385,,,
COM,2025-08-01,2.163846153846154,0.5872727272727273,,,
COM,2025-09-01,1.4176923076923076,-0.7692307692307693,,,
COM,2025-10-01,1.97,0.010769230769230753,,,
COM,2025-11-01,1.97,0.010769230769230753,,,
COM,2025-12-01,1.97,0.010769230769230753,,,
CPV,2017-01-01,0.77,-0.23181818181818176,,,
CPV,2017-02-01,1.4208333333333334,0.32545454545454544,,,
CPV,2017-03-01,1.465,-0.10333333333333333,,,
CPV,2017-04-01,1.3616666666666666,0.05,,,
CPV,2017-05-01,1.385,0.11727272727272728,,,
CPV,2017-06-01,2.1441666666666666,0.04454545454545455,,,
CPV,2017-07-01,1.6383333333333334,-0.29100000000000004,,,
CPV,2017-08-01,1.5916666666666668,0.28,,,
CPV,2017-09-01,1.8541666666666667,0.24666666666666667,,,
CPV,2017-10-01,1.4091666666666667,0.12818181818181817,,,
CPV,2017-11-01,1.2833333333333332,0.11727272727272728,,,
CPV,2017-12-01,0.9433333333333334,0.2736363636363636,,,
CPV,2018-01-01,1.2108333333333332,0.06454545454545454,,,
CPV,2018-02-01,1.1058333333333332,0.1975,,,
CPV,2018-03-01,1.265,0.09000000000000001,,,
CPV,2018-04-01,1.33,0.11727272727272728,,,
CPV,2018-05-01,1.3366666666666667,0.1272727272727273,,,
CPV,2018-06-01,1.8441666666666665,0.5836363636363636,,,
CPV,2018-07-01,2.210769230769231,0.30333333333333334,,,
CPV,2018-08-01,1.7753846153846153,-0.23363636363636361,,,
CPV,2018-09-01,1.5315384615384615,0.0018181818181818071,,,
CPV,2018-10-01,1.4723076923076923,0.058181818181818196,,,
CPV,2018-11-01,1.51,0.14833333333333334,,,
CPV,2018-12-01,1.1415384615384616,-0.14909090909090908,,,
CPV,2019-01-01,1.3653846153846154,0.2830769230769231,,,
CPV,2019-02-01,1.3269230769230769,0.15166666666666664,,,
CPV,2019-03-01,1.363076923076923,0.11916666666666668,,,
CPV,2019-04-01,1.2630769230769232,-0.0015384615384615398,,,
CPV,2019-05-01,1.6938461538461538,0.5758333333333333,,,
CPV,2019-06-01,1.7523076923076923,0.5775,,,
CPV,2019-07-01,1.5230769230769232,0.03923076923076922,,,
CPV,2019-08-01,1.7338461538461538,0.029166666666666643,,,
CPV,2019-09-01,1.673846153846154,-0.06416666666666666,,,
CPV,2019-10-01,1.8823076923076922,0.2675,,,
CPV,2019-11-01,1.713846153846154,-0.023846153846153843,,,
CPV,2019-12-01,2.356923076923077,0.5575,,,
CPV,2020-01-01,1.7576923076923079,-0.3325,,,
CPV,2020-02-01,1.8415384615384616,0.2525,,,
CPV,2020-03-01,1.8415384615384616,0.139,,,
CPV,2020-04-01,1.7361538461538462,-0.15,,,
CPV,2020-05-01,0.8769230769230769,-0.3383333333333333,,,
CPV,2020-06-01,0.24769230769230768,-0.10333333333333333,,,
CPV,2020-07-01,0.7423076923076923,0.6033333333333334,,,
CPV,2020-08-01,1.0284615384615383,0.36,,,
CPV,2020-09-01,0.976923076923077,-0.15999999999999998,,,
CPV,2020-10-01,0.6807692307692309,-0.06666666666666667,,,
CPV,2020-11-01,0.6176923076923077,-0.08076923076923073,,,
CPV,2020-12-01,0.09923076923076926,-0.023333333333333327,,,
CPV,2021-01-01,0.2615384615384615,-0.14833333333333334,,,
CPV,2021-02-01,0.41384615384615375,0.4266666666666667,,,
CPV,2021-03-01,1.0069230769230768,0.7575,,,
CPV,2021-04-01,1.100769230769231,-0.026363636363636363,,,
CPV,2021-05-01,1.6815384615384614,0.32199999999999995,,,
CPV,2021-06-01,1.973076923076923,0.21545454545454545,,,
CPV,2021-07-01,1.7284615384615383,0.3845454545454546,,,
CPV,2021-08-01,1.9200000000000002,0.5909090909090909,,,
CPV,2021-09-01,2.246153846153846,0.22090909090909092,,,
CPV,2021-10-01,2.933076923076923,0.6441666666666667,,,
CPV,2021-11-01,3.5323076923076924,0.4938461538461538,,,
CPV,2021-12-01,4.318333333333333,0.44083333333333335,,,
CPV,2022-01-01,5.1753846153846155,1.0858333333333332,,,
CPV,2022-02-01,5.552307692307692,0.7561538461538462,,,
CPV,2022-03-01,5.476153846153846,0.7327272727272726,,,
CPV,2022-04-01,5.569230769230769,0.06666666666666667,,,
CPV,2022-05-01,5.828461538461538,0.535,,,
CPV,2022-06-01,6.065384615384615,0.4627272727272727,,,
CPV,2022-07-01,6.797692307692308,1.1141666666666665,,,
CPV,2022-08-01,6.663846153846153,0.37384615384615383,,,
CPV,2022-09-01,6.9338461538461535,0.4708333333333334,,,
CPV,2022-10-01,6.577692307692308,0.27499999999999997,,,
CPV,2022-11-01,6.711538461538462,0.6292307692307693,,,
CPV,2022-12-01,6.383076923076923,0.11750000000000001,,,
CPV,2023-01-01,5.623846153846154,0.3116666666666667,,,
CPV,2023-02-01,5.103076923076923,0.27166666666666667,,,
CPV,2023-03-01,4.266153846153847,-0.17636363636363633,,,
CPV,2023-04-01,3.8461538461538463,-0.36000000000000004,,,
CPV,2023-05-01,3.218461538461538,-0.13272727272727272,,,
CPV,2023-06-01,2.9923076923076923,0.1775,,,
CPV,2023-07-01,1.5946153846153845,-0.3833333333333333,,,
CPV,2023-08-01,1.6438461538461537,0.45166666666666666,,,
CPV,2023-09-01,1.2323076923076923,0.057272727272727274,,,
CPV,2023-10-01,1.0076923076923077,0.047692307692307714,,,
CPV,2023-11-01,0.46153846153846145,0.09166666666666669,,,
CPV,2023-12-01,0.36769230769230765,0.009166666666666675,,,
CPV,2024-01-01,-0.23923076923076925,-0.3845454545454546,,,
CPV,2024-02-01,-0.2000000000000001,0.33916666666666667,,,
CPV,2024-03-01,0.19153846153846155,0.26416666666666666,,,
CPV,2024-04-01,0.5953846153846154,0.07909090909090909,,,
CPV,2024-05-01,0.856923076923077,0.16416666666666666,,,
CPV,2024-06-01,1.2341666666666666,0.48333333333333334,,,
CPV,2024-07-01,1.505,-0.12000000000000001,,,
CPV,2024-08-01,1.1199999999999999,0.1466666666666667,,,
CPV,2024-09-01,1.246923076923077,0.18916666666666668,,,
CPV,2024-10-01,1.5138461538461538,0.3736363636363636,,,
CPV,2024-11-01,1.5161538461538462,0.105,,,
CPV,2024-12-01,1.626923076923077,0.11384615384615385,,,
CPV,2025-01-01,2.316666666666667,0.20454545454545456,,,
CPV,2025-02-01,2.352307692307692,0.6181818181818182,,,
CPV,2025-03-01,2.353076923076923,0.2872727272727273,,,
CPV,2025-04-01,3.076923076923077,0.8283333333333335,,,
CPV,2025-05-01,3.1392307692307693,0.21,,,
CPV,2025-06-01,2.8953846153846152,0.22,,,
CPV,2025-07-01,3.673846153846154,0.7654545454545455,,,
CPV,2025-08-01,3.67,0.13636363636363635,,,
CPV,2025-09-01,3.3784615384615386,-0.14166666666666666,,,
CPV,2025-10-01,3.073846153846154,0.015384615384615387,,,
CPV,2025-11-01,3.073846153846154,0.015384615384615387,,,
CPV,2025-12-01,3.073846153846154,0.015384615384615387,,,
CRI,2017-01-01,0.8446153846153847,0.35230769230769227,7.68,,
CRI,2017-02-01,0.9315384615384615,0.2646153846153846,7.68,,
CRI,2017-03-01,1.3184615384615386,-0.19333333333333333,7.68,,
CRI,2017-04-01,1.396923076923077,0.17750000000000002,7.475,,
CRI,2017-05-01,1.5175,0.1453846153846154,7.475,,
CRI,2017-06-01,1.4130769230769231,0.07769230769230771,7.475,,
CRI,2017-07-01,1.0215384615384617,0.25230769230769234,7.839,,
CRI,2017-08-01,0.9461538461538462,-0.06083333333333333,7.839,,
CRI,2017-09-01,1.462307692307692,0.2925,7.839,,
CRI,2017-10-01,1.9307692307692306,0.39230769230769236,7.928,,
CRI,2017-11-01,1.99,0.04846153846153846,7.928,,
CRI,2017-12-01,2.039230769230769,0.2846153846153846,7.928,,
CRI,2018-01-01,2.0138461538461536,0.3458333333333334,8.767,,
CRI,2018-02-01,1.9769230769230768,0.23846153846153847,8.767,,
CRI,2018-03-01,2.0930769230769233,-0.075,8.767,,
CRI,2018-04-01,2.022307692307692,0.09384615384615383,7.203,,
CRI,2018-05-01,1.7823076923076921,-0.10166666666666667,7.203,,
CRI,2018-06-01,1.8484615384615384,0.14076923076923079,7.203,,
CRI,2018-07-01,1.7661538461538462,0.17153846153846153,9.017,,
CRI,2018-08-01,1.7730769230769232,-0.04615384615384615,9.017,,
CRI,2018-09-01,1.609230769230769,0.10384615384615385,9.017,,
CRI,2018-10-01,1.5107692307692309,0.29307692307692307,10.961,,
CRI,2018-11-01,1.7976923076923075,0.3215384615384615,10.961,,
CRI,2018-12-01,1.9546153846153846,0.4553846153846154,10.961,,
CRI,2019-01-01,1.6815384615384614,0.05307692307692307,10.206,,
CRI,2019-02-01,1.71,0.2692307692307692,10.206,,
CRI,2019-03-01,1.8299999999999998,0.049999999999999996,10.206,,
CRI,2019-04-01,2.1392307692307693,0.4030769230769231,11.166,,
CRI,2019-05-01,2.207692307692308,-0.02461538461538462,11.166,,
CRI,2019-06-01,2.3038461538461537,0.2330769230769231,11.166,,
CRI,2019-07-01,2.7684615384615388,0.6230769230769231,10.421,,
CRI,2019-08-01,2.7776923076923077,-0.03923076923076922,10.421,,
CRI,2019-09-01,2.6515384615384616,-0.019999999999999993,10.421,,
CRI,2019-10-01,2.373076923076923,0.01692307692307693,11.421,,
CRI,2019-11-01,2.1192307692307693,0.0753846153846154,11.421,,
CRI,2019-12-01,1.6046153846153846,-0.052307692307692326,11.421,,
CRI,2020-01-01,1.7484615384615385,0.19307692307692306,11.532,,
CRI,2020-02-01,1.7207692307692308,0.24538461538461537,11.532,,
CRI,2020-03-01,1.6846153846153844,0.012307692307692315,11.532,,
CRI,2020-04-01,1.0315384615384615,-0.2423076923076923,18.471,,
CRI,2020-05-01,1.04,-0.02166666666666667,18.471,,
CRI,2020-06-01,0.7584615384615384,-0.04076923076923077,18.471,,
CRI,2020-07-01,0.24076923076923076,0.11153846153846153,18.471,,
CRI,2020-08-01,0.10461538461538461,-0.17666666666666667,18.471,,
CRI,2020-09-01,0.35692307692307695,0.2361538461538462,18.471,,
CRI,2020-10-01,0.3723076923076923,0.03153846153846154,17.735,,
CRI,2020-11-01,0.1630769230769231,-0.16899999999999998,17.735,,
CRI,2020-12-01,0.5376923076923077,0.3176923076923078,17.735,,
CRI,2021-01-01,0.40769230769230774,0.05384615384615384,17.321,,
CRI,2021-02-01,0.07615384615384622,-0.08230769230769229,17.321,,
CRI,2021-03-01,0.2315384615384615,0.17500000000000002,17.321,,
CRI,2021-04-01,0.6961538461538461,0.20076923076923076,16.489,,
CRI,2021-05-01,0.6107692307692307,-0.11769230769230771,16.489,,
CRI,2021-06-01,0.9730769230769233,0.30692307692307697,16.489,,
CRI,2021-07-01,0.723076923076923,-0.14416666666666667,14.11,,
CRI,2021-08-01,0.9376923076923076,0.06999999999999999,14.11,,
CRI,2021-09-01,1.21,0.52,14.11,,
CRI,2021-10-01,1.7138461538461536,0.5783333333333333,12.682,,
CRI,2021-11-01,2.49,0.6699999999999999,12.682,,
CRI,2021-12-01,2.4061538461538463,0.23416666666666666,12.682,,
CRI,2022-01-01,3.5,0.37,12.588,,
CRI,2022-02-01,4.9,1.09,12.588,,
CRI,2022-03-01,5.79,0.88,12.588,,
CRI,2022-04-01,7.15,1.58,10.727,,
CRI,2022-05-01,8.71,1.44,10.727,,
CRI,2022-06-01,10.06,1.78,10.727,,
CRI,2022-07-01,11.48,1.09,11.107,,
CRI,2022-08-01,12.13,0.86,11.107,,
CRI,2022-09-01,10.37,-0.95,11.107,,
CRI,2022-10-01,8.99,-0.76,10.887,,
CRI,2022-11-01,8.26,0.14,10.887,,
CRI,2022-12-01,7.88,0.13,10.887,,
CRI,2023-01-01,7.65,0.16,9.849,,
CRI,2023-02-01,5.58,-0.85,9.849,,
CRI,2023-03-01,4.42,-0.23,9.849,,
CRI,2023-04-01,2.44,-0.34,8.971,,
CRI,2023-05-01,0.88,-0.11,8.971,,
CRI,2023-06-01,-1.04,-0.16,8.971,,
CRI,2023-07-01,-2.29,-0.19,7.592,,
CRI,2023-08-01,-3.28,-0.16,7.592,,
CRI,2023-09-01,-2.24,0.11,7.592,,
CRI,2023-10-01,-1.28,0.21,6.799,,
CRI,2023-11-01,-1.65,-0.23,6.799,,
CRI,2023-12-01,-1.77,0.01,6.799,,
CRI,2024-01-01,-1.87,0.05,7.242,,
CRI,2024-02-01,-1.13,-0.11,7.242,,
CRI,2024-03-01,-1.19,-0.28,7.242,,
CRI,2024-04-01,-0.52,0.33,7.866,,
CRI,2024-05-01,-0.33,0.08,7.866,,
CRI,2024-06-01,-0.03,0.14,7.866,,
CRI,2024-07-01,0.03,-0.12,6.203,,
CRI,2024-08-01,0.31,0.11,6.203,,
CRI,2024-09-01,-0.14,-0.33,6.203,,
CRI,2024-10-01,-0.79,-0.45,6.453,,
CRI,2024-11-01,-0.09,0.48,6.453,,
CRI,2024-12-01,0.84,0.94,6.453,,
CRI,2025-01-01,1.15,0.36,7.09,,
CRI,2025-02-01,1.25,-0.01,7.09,,
CRI,2025-03-01,1.21,-0.32,7.09,,
CRI,2025-04-01,0.37,-0.51,6.874,,
CRI,2025-05-01,-0.12,-0.41,6.874,,
CRI,2025-06-01,-0.22,0.04,6.874,,
CRI,2025-07-01,-0.61,-0.51,5.41,,
CRI,2025-08-01,-0.94,-0.21,5.41,,
CRI,2025-09-01,-1.0,-0.4,5.41,,
CRI,2025-10-01,-0.37,0.18,5.981,,
CRI,2025-11-01,-0.38,0.47,5.981,,
CRI,2025-12-01,-0.38,0.47,5.981,,
CUW,2017-01-01,0.81,0.48,,,
CUW,2017-02-01,2.2,0.64,,,
CUW,2017-03-01,2.04,-0.24,,,
CUW,2017-04-01,2.12,0.08,,,
CUW,2017-05-01,1.87,-0.32,,,
CUW,2017-06-01,1.54,0.08,,,
CUW,2017-07-01,1.13,0.16,,,
CUW,2017-08-01,0.8,0.08,,,
CUW,2017-09-01,1.37,0.16,,,
CUW,2017-10-01,1.7,0.08,,,
CUW,2017-11-01,1.78,0.32,,,
CUW,2017-12-01,1.69,0.16,,,
CUW,2018-01-01,1.84,0.63,,,
CUW,2018-02-01,1.27,0.08,,,
CUW,2018-03-01,1.92,0.39,,,
CUW,2018-04-01,1.99,0.16,,,
CUW,2018-05-01,2.24,-0.08,,,
CUW,2018-06-01,2.72,0.55,,,
CUW,2018-07-01,2.95,0.39,,,
CUW,2018-08-01,3.11,0.23,,,
CUW,2018-09-01,3.26,0.31,,,
CUW,2018-10-01,3.02,-0.15,,,
CUW,2018-11-01,3.09,0.39,,,
CUW,2018-12-01,3.56,0.62,,,
CUW,2019-01-01,2.75,-0.15,,,
CUW,2019-02-01,2.12,-0.54,,,
CUW,2019-03-01,1.41,-0.31,,,
CUW,2019-04-01,2.03,0.77,,,
CUW,2019-05-01,3.05,0.92,,,
CUW,2019-06-01,3.35,0.84,,,
CUW,2019-07-01,2.71,-0.23,,,
CUW,2019-08-01,2.71,0.23,,,
CUW,2019-09-01,3.01,0.6,,,
CUW,2019-10-01,3.17,0.55,,,
CUW,2019-11-01,2.85,0.07,,,
CUW,2019-12-01,2.29,0.07,,,
CUW,2020-01-01,2.6,0.15,,,
CUW,2020-02-01,2.85,-0.3,,,
CUW,2020-03-01,2.85,-0.3,,,
CUW,2020-04-01,2.85,-0.3,,,
CUW,2020-05-01,2.85,-0.3,,,
CUW,2020-06-01,2.85,-0.3,,,
CUW,2020-07-01,2.85,-0.3,,,
CUW,2020-08-01,2.85,-0.3,,,
CUW,2020-09-01,2.85,-0.3,,,
CUW,2020-10-01,2.85,-0.3,,,
CUW,2020-11-01,2.85,-0.3,,,
CUW,2020-12-01,2.85,-0.3,,,
CUW,2021-01-01,2.85,-0.3,,,
CUW,2021-02-01,2.85,-0.3,,,
CUW,2021-03-01,2.85,-0.3,,,
CUW,2021-04-01,,,,,
CUW,2021-05-01,,,,,
CUW,2021-06-01,,,,,
CUW,2021-07-01,,,,,
CUW,2021-08-01,,,,,
CUW,2021-09-01,,,,,
CUW,2021-10-01,,,,,
CUW,2021-11-01,,,,,
CUW,2021-12-01,,,,,
CUW,2022-01-01,,,,,
CUW,2022-02-01,,,,,
CUW,2022-03-01,,,,,
CUW,2022-04-01,,,,,
CUW,2022-05-01,,,,,
CUW,2022-06-01,,,,,
CUW,2022-07-01,,,,,
CUW,2022-08-01,,,,,
CUW,2022-09-01,,,,,
CUW,2022-10-01,,,,,
CUW,2022-11-01,,,,,
CUW,2022-12-01,,,,,
CUW,2023-01-01,,,,,
CUW,2023-02-01,,,,,
CUW,2023-03-01,,,,,
CUW,2023-04-01,,,,,
CUW,2023-05-01,,,,,
CUW,2023-06-01,,,,,
CUW,2023-07-01,,,,,
CUW,2023-08-01,,,,,
CUW,2023-09-01,,,,,
CUW,2023-10-01,,,,,
CUW,2023-11-01,,,,,
CUW,2023-12-01,,,,,
CUW,2024-01-01,,,,,
CUW,2024-02-01,,,,,
CUW,2024-03-01,,,,,
CUW,2024-04-01,,,,,
CUW,2024-05-01,,,,,
CUW,2024-06-01,,,,,
CUW,2024-07-01,,,,,
CUW,2024-08-01,,,,,
CUW,2024-09-01,,,,,
CUW,2024-10-01,,,,,
CUW,2024-11-01,,,,,
CUW,2024-12-01,,,,,
CUW,2025-01-01,,,,,
CUW,2025-02-01,,,,,
CUW,2025-03-01,,,,,
CUW,2025-04-01,,,,,
CUW,2025-05-01,,,,,
CUW,2025-06-01,,,,,
CUW,2025-07-01,,,,,
CUW,2025-08-01,,,,,
CUW,2025-09-01,,,,,
CUW,2025-10-01,,,,,
CUW,2025-11-01,,,,,
CUW,2025-12-01,,,,,
CYP,2017-01-01,0.19692307692307695,-1.1866666666666668,13.8,12.6,
CYP,2017-02-01,0.8276923076923077,0.3175,13.9,12.5,
CYP,2017-03-01,0.9900000000000002,1.0408333333333333,13.1,12.2,
CYP,2017-04-01,1.0915384615384616,0.28750000000000003,11.2,11.8,
CYP,2017-05-01,0.46538461538461545,-0.26818181818181813,10.3,11.4,
CYP,2017-06-01,0.37923076923076926,-0.3590909090909091,10.4,10.9,
CYP,2017-07-01,-0.5507692307692308,-1.3166666666666667,10.6,10.4,
CYP,2017-08-01,-0.2984615384615385,0.2841666666666667,10.2,10.2,
CYP,2017-09-01,-0.4515384615384615,0.5816666666666667,9.2,10.1,
CYP,2017-10-01,-0.23,0.5392307692307692,8.5,10.1,
CYP,2017-11-01,-0.07153846153846154,0.10727272727272727,10.7,10.4,
CYP,2017-12-01,-0.4261538461538462,-0.2966666666666667,11.2,10.7,
CYP,2018-01-01,-0.5507692307692308,-1.1823076923076923,11.5,10.3,
CYP,2018-02-01,-0.24076923076923074,0.7345454545454545,11.1,9.7,
CYP,2018-03-01,-0.43538461538461537,0.8166666666666668,9.8,9.0,
CYP,2018-04-01,-0.17615384615384616,0.6318181818181817,7.6,8.2,
CYP,2018-05-01,0.8838461538461538,0.8991666666666668,7.0,8.0,
CYP,2018-06-01,1.5307692307692307,0.3433333333333333,7.5,7.9,
CYP,2018-07-01,1.426153846153846,-1.5281818181818183,8.3,8.1,
CYP,2018-08-01,1.453846153846154,0.30583333333333335,8.1,8.1,
CYP,2018-09-01,1.9130769230769231,1.0766666666666664,7.2,8.1,
CYP,2018-10-01,1.9207692307692308,0.543076923076923,6.2,7.8,
CYP,2018-11-01,1.790769230769231,-0.038181818181818164,8.3,7.9,
CYP,2018-12-01,1.2530769230769232,-0.9363636363636364,8.3,7.8,
CYP,2019-01-01,1.146153846153846,-1.4108333333333334,8.9,7.9,
CYP,2019-02-01,0.7553846153846154,0.29545454545454547,9.1,7.9,
