feature,importance,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.0,1,strike,30,model5_xgb
num__gdelt_protest_28d_lag,0.055102866,1,strike,30,model5_xgb
num__gdelt_strike_7d_lag,0.012656536,1,strike,30,model5_xgb
num__gdelt_strike_28d_lag,0.22170629,1,strike,30,model5_xgb
num__gdelt_protest_region_14d,0.0038918648,1,strike,30,model5_xgb
num__gdelt_strike_region_14d,0.0,1,strike,30,model5_xgb
num__fx_pct_7d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d,0.0076491036,1,strike,30,model5_xgb
num__fx_pct_90d,0.011092104,1,strike,30,model5_xgb
num__fx_vol_7d,0.0,1,strike,30,model5_xgb
num__fx_vol_30d,0.005672779,1,strike,30,model5_xgb
num__oil_brent_pct_14d,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d,0.0,1,strike,30,model5_xgb
num__yield_us10y,0.0064128265,1,strike,30,model5_xgb
num__fx_pct_30d_z,0.0,1,strike,30,model5_xgb
num__fx_vol_30d_z,0.007952595,1,strike,30,model5_xgb
num__oil_brent_pct_30d_z,0.0,1,strike,30,model5_xgb
num__copper_pct_30d,0.0,1,strike,30,model5_xgb
num__copper_pct_90d,0.009118623,1,strike,30,model5_xgb
num__copper_vol_30d,0.0,1,strike,30,model5_xgb
num__gold_pct_30d,0.0,1,strike,30,model5_xgb
num__gold_vol_30d,0.0,1,strike,30,model5_xgb
num__platinum_pct_30d,0.0,1,strike,30,model5_xgb
num__silver_pct_30d,0.0,1,strike,30,model5_xgb
num__natgas_pct_30d,0.0,1,strike,30,model5_xgb
num__vix_level,0.0017466488,1,strike,30,model5_xgb
num__vix_pct_30d,0.0,1,strike,30,model5_xgb
num__vix_7d_ma,0.0,1,strike,30,model5_xgb
num__dxy_level,0.015978051,1,strike,30,model5_xgb
num__dxy_pct_30d,0.0,1,strike,30,model5_xgb
num__dxy_vol_30d,0.00055468996,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag30d,0.017072115,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__oil_brent_pct_30d_lag90d,0.008331906,1,strike,30,model5_xgb
num__vix_pct_30d_lag30d,0.0,1,strike,30,model5_xgb
num__vix_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__fx_pct_30d_lag30d,0.0024931205,1,strike,30,model5_xgb
num__fx_pct_30d_lag60d,0.0,1,strike,30,model5_xgb
num__gdp_growth,0.010925812,1,strike,30,model5_xgb
num__gdp_per_capita_growth,0.028117344,1,strike,30,model5_xgb
num__inflation_cpi_yoy,0.014074971,1,strike,30,model5_xgb
num__inflation_cpi_yoy_z,0.0,1,strike,30,model5_xgb
num__unemployment_total,0.00075316173,1,strike,30,model5_xgb
num__unemployment_youth,0.03912528,1,strike,30,model5_xgb
num__unemployment_sa,0.00764965,1,strike,30,model5_xgb
num__unemployment_rate,0.019780802,1,strike,30,model5_xgb
