feature,coefficient,fold_id,event_type,horizon,model_name
num__gdelt_protest_7d_lag,0.0355889926788841,1,strike,30,model0_persistence
num__gdelt_protest_28d_lag,0.1504164873824457,1,strike,30,model0_persistence
num__gdelt_strike_7d_lag,0.0046442711668044,1,strike,30,model0_persistence
num__gdelt_strike_28d_lag,0.4941840849762983,1,strike,30,model0_persistence
num__gdelt_protest_region_14d,0.1497321394917414,1,strike,30,model0_persistence
num__gdelt_strike_region_14d,-0.1622059335766506,1,strike,30,model0_persistence
fe__country_iso3_AUS,5.689743830389412,1,strike,30,model0_persistence
fe__country_iso3_BOL,-1.5748335529768571,1,strike,30,model0_persistence
fe__country_iso3_BRA,0.5120140567256187,1,strike,30,model0_persistence
fe__country_iso3_CAN,5.362006839709661,1,strike,30,model0_persistence
fe__country_iso3_CHL,1.015175632392047,1,strike,30,model0_persistence
fe__country_iso3_CHN,1.720604795223346,1,strike,30,model0_persistence
fe__country_iso3_DEU,2.806527202221126,1,strike,30,model0_persistence
fe__country_iso3_ESP,1.6630657604898538,1,strike,30,model0_persistence
fe__country_iso3_FRA,2.5792702767728155,1,strike,30,model0_persistence
fe__country_iso3_GBR,4.819900163466049,1,strike,30,model0_persistence
fe__country_iso3_GRC,1.0046036479825298,1,strike,30,model0_persistence
fe__country_iso3_HUN,-0.5733012765705104,1,strike,30,model0_persistence
fe__country_iso3_IDN,-0.2009911654397299,1,strike,30,model0_persistence
fe__country_iso3_IND,4.850481334393608,1,strike,30,model0_persistence
fe__country_iso3_IRL,4.130148487842409,1,strike,30,model0_persistence
fe__country_iso3_ITA,1.094242840159113,1,strike,30,model0_persistence
fe__country_iso3_JPN,-0.9525589419323516,1,strike,30,model0_persistence
fe__country_iso3_KEN,1.1271163385661462,1,strike,30,model0_persistence
fe__country_iso3_KOR,3.718793300551388,1,strike,30,model0_persistence
fe__country_iso3_LAO,-5.013735332984392,1,strike,30,model0_persistence
fe__country_iso3_MAR,-1.1775710998931277,1,strike,30,model0_persistence
fe__country_iso3_MEX,0.5487716400415635,1,strike,30,model0_persistence
fe__country_iso3_MOZ,-2.2493419641715406,1,strike,30,model0_persistence
fe__country_iso3_MYS,0.3173984224062213,1,strike,30,model0_persistence
fe__country_iso3_NAM,-1.1607507129870591,1,strike,30,model0_persistence
fe__country_iso3_NLD,0.8326687625117185,1,strike,30,model0_persistence
fe__country_iso3_NOR,0.182522211712573,1,strike,30,model0_persistence
fe__country_iso3_PER,0.0449449786694943,1,strike,30,model0_persistence
fe__country_iso3_PHL,2.3254069160391886,1,strike,30,model0_persistence
fe__country_iso3_POL,-1.6641613985773196,1,strike,30,model0_persistence
fe__country_iso3_PRT,1.807114379571464,1,strike,30,model0_persistence
fe__country_iso3_SWE,-0.2185831164226579,1,strike,30,model0_persistence
fe__country_iso3_THA,0.0686423129709919,1,strike,30,model0_persistence
fe__country_iso3_TUR,0.8628150896303927,1,strike,30,model0_persistence
fe__country_iso3_USA,4.767583284216776,1,strike,30,model0_persistence
fe__country_iso3_VNM,0.4130313293052906,1,strike,30,model0_persistence
fe__country_iso3_ZAF,5.668744370995851,1,strike,30,model0_persistence
fe__country_iso3_ZWE,2.751770153220364,1,strike,30,model0_persistence
num__gdelt_protest_7d_lag,0.0097143771344417,1,strike,30,model1_markets
num__gdelt_protest_28d_lag,0.221738743494236,1,strike,30,model1_markets
num__gdelt_strike_7d_lag,0.000180539262643,1,strike,30,model1_markets
num__gdelt_strike_28d_lag,0.4626968980742735,1,strike,30,model1_markets
num__gdelt_protest_region_14d,0.1972425228663243,1,strike,30,model1_markets
num__gdelt_strike_region_14d,-0.2216281833509977,1,strike,30,model1_markets
num__fx_pct_7d,-0.2769316044623233,1,strike,30,model1_markets
num__fx_pct_30d,0.0078947098996205,1,strike,30,model1_markets
num__fx_pct_90d,0.1308116143821679,1,strike,30,model1_markets
num__fx_vol_7d,-0.4875800665727284,1,strike,30,model1_markets
num__fx_vol_30d,0.0926920772526707,1,strike,30,model1_markets
num__oil_brent_pct_14d,-0.0085699874765849,1,strike,30,model1_markets
num__oil_brent_pct_30d,0.0822478154648461,1,strike,30,model1_markets
num__yield_us10y,0.1801488268744431,1,strike,30,model1_markets
num__fx_pct_30d_z,0.0595346062808537,1,strike,30,model1_markets
num__fx_vol_30d_z,0.1079495619664557,1,strike,30,model1_markets
num__oil_brent_pct_30d_z,0.0307263542655753,1,strike,30,model1_markets
num__copper_pct_30d,0.0379655338271163,1,strike,30,model1_markets
num__copper_pct_90d,0.0818090917868827,1,strike,30,model1_markets
num__copper_vol_30d,-0.033977632924631,1,strike,30,model1_markets
num__gold_pct_30d,-0.0492804078823408,1,strike,30,model1_markets
num__gold_vol_30d,0.0464676086957028,1,strike,30,model1_markets
num__platinum_pct_30d,-0.1536568196329091,1,strike,30,model1_markets
num__silver_pct_30d,0.1387964184680167,1,strike,30,model1_markets
