roc_auc,pr_auc,brier,brier_skill_score,country_iso3,n_obs,pos_rate
0.7578648705096074,0.13415549331493928,0.06784360188676675,-0.39258203052460594,HUN,7010,0.05135520684736091
0.5731308133435904,0.2784718287099829,0.18590822354716915,-0.06482372845772977,IDN,7010,0.2253922967189729
0.5711952590420333,0.5578677803721654,0.32155858748579147,-0.28717995641174165,ZWE,7010,0.4864479315263909
0.5618567704089947,0.5163640862899495,0.29174062898200703,-0.1680107285513055,MYS,7010,0.48502139800285304
0.5551514598540146,0.9814383673041751,0.025844256780016214,-0.15874941842670998,AUS,7010,0.9771754636233951
0.5402667616754304,0.509327988024594,0.2723575310987672,-0.0961780524797724,KEN,7010,0.4607703281027104
0.5282873357228196,0.1327439550356702,0.16052785083234947,-0.5707595863573747,NLD,7010,0.11554921540656206
0.5160075473344385,0.9120542930546112,0.11949340122841062,-0.2808475887148201,IRL,7010,0.8958630527817404
0.5097528693228398,0.4687892214239897,0.27681770374306225,-0.11517049054799577,CHL,7010,0.4579172610556348
0.5039244098062954,0.5896448865154649,0.30572988970895937,-0.2630815638693196,FRA,7010,0.5891583452211127
0.5033072528564331,0.049670514069431834,0.06242431917937328,-0.5238635305048787,POL,7010,0.042796005706134094
0.501300939373864,0.40361057390152066,0.2709350522508916,-0.13079681675534127,MEX,7010,0.3980028530670471
0.5011476228270053,0.19878367008682352,0.20263221344459229,-0.27465721496820317,BRA,7010,0.19828815977175462
0.4959652836947261,0.37140580304171167,0.28690364326760465,-0.22576237810902788,CHN,7010,0.37375178316690444
0.49356074438202246,0.3830579902443176,0.2559233406689746,-0.10394123532369015,TUR,7010,0.3651925820256776
0.4882022838673773,0.25312668446175624,0.22303648091572595,-0.17297405507896824,ARG,7010,0.2553495007132668
0.4867214939184689,0.14213838917597277,0.1527406179648816,-0.31544905900243214,VNM,7010,0.1340941512125535
0.4810742480716468,0.2069652216669613,0.2670230880087362,-0.6981856974501861,PRT,7010,0.19543509272467904
0.470664309484193,0.13105136953326016,0.16827514801658056,-0.3758831282944375,NOR,7010,0.14265335235378032
0.4639386475593373,0.07949544200640302,0.10531822699545029,-0.2875922292827604,MAR,7010,0.0898716119828816
0.458222393441302,0.28483233858406853,0.22643860552581266,-0.12070096279499909,THA,7010,0.2810271041369472
0.4474657383481673,0.3067803920801989,0.2605614077096607,-0.22538172370499554,ITA,7010,0.3067047075606277
0.43535601126562223,0.6730185089900781,0.255113907353488,-0.2259503333471351,DEU,7010,0.7047075606276747
0.43459572048550676,0.19179844612526775,0.23661007786164348,-0.34918922313455236,GRC,7010,0.2268188302425107
0.43415521003818874,0.12273006130382565,0.13048722042594849,-0.1660583852433446,BOL,7010,0.12838801711840228
0.432796485260771,0.6038877852307949,0.29376600190070284,-0.25899971306477654,PHL,7010,0.6291012838801712
0.41129279279279274,0.23517251663961047,0.2905007049423153,-0.4954152200854669,ESP,7010,0.26390870185449355
0.3980062756147541,0.06948797860742567,0.12411617617083258,-0.5622646794703714,PER,7010,0.08701854493580599
0.3450520708880924,0.8242162320526257,0.1425403172284476,-0.3947521789401909,KOR,7010,0.884450784593438
