model_name,fold_id,event_type,horizon,roc_auc_raw,pr_auc_raw,brier_raw,roc_auc,pr_auc,brier,brier_val_isotonic,brier_val_sigmoid,cal_method
model5_xgb,1,strike,30,0.8434685623213025,0.8324361904591845,0.16172150763309343,0.8407451127653918,0.8071398434118049,0.1631185065135143,0.1365610106920311,0.14458456201090727,isotonic
model6_xgb_nolag,1,strike,30,0.8556604830087301,0.8444628568002281,0.16192020436896457,0.8510988215513227,0.8121476282404372,0.1603949534390144,0.13294697099166972,0.14066200770840323,isotonic
model7_xgb_nobaseline,1,strike,30,0.7831788349531474,0.7567683327566753,0.21714974141710686,0.7825710806450704,0.7368162143090918,0.16947657271156044,0.16751701830724244,0.18107517013128316,isotonic
model5_xgb,2,strike,30,0.8784029844275681,0.8594248780838396,0.1469052560853479,0.8725739155220069,0.8191198228792214,0.13174661843108554,0.12733799387302194,0.13874165144932202,isotonic
model6_xgb_nolag,2,strike,30,0.8806288803693513,0.8612497574924286,0.14847181717876046,0.8663789581741315,0.8222578300969596,0.1318855593845852,0.12738104941887174,0.13962642732319547,isotonic
model7_xgb_nobaseline,2,strike,30,0.8488446223091635,0.8388717292436512,0.143124267433526,0.8492115651496965,0.8132212749502022,0.14142676191443257,0.14354862204721852,0.15117317352357307,isotonic
