roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method
0.662547471215866,0.23174334740754327,0.17168757076996805,-0.3863753228079958,1,strike,7,model0_persistence,1095,366,0.1448087431693989,,,,,,
0.6211344867080595,0.34739621744688465,0.29884662302254034,-1.413183328326446,1,strike,7,model1_markets,1095,366,0.1448087431693989,,,,,,
0.6466333112303333,0.36043655410333253,0.4696087918678306,-2.792086040354881,1,strike,7,model2_full,1095,366,0.1448087431693989,,,,,,
0.6471155585026223,0.3648779474060716,0.4677444056263594,-2.777031141122708,1,strike,7,model3_structural,1095,366,0.1448087431693989,,,,,,
0.5988305503646996,0.3847901302804664,0.6140666008164909,-3.9585813237069063,1,strike,7,model4_fao,1095,366,0.1448087431693989,,,,,,
0.5758032431129062,0.3127875682157262,0.6038889403924069,-3.8763968231481867,1,strike,7,model_lr_nolag,1095,366,0.1448087431693989,,,,,,
0.5192296099825185,0.15977775541249387,0.15611459044773662,-0.2606236709878238,1,strike,7,model5_xgb,730,366,0.1448087431693989,0.5404183495087105,0.2187726658632835,0.2501080547271293,0.1041631710435618,0.11300814714751176,isotonic
0.32985713424558444,0.1279113835173884,0.37259277276299413,-2.0086827095207456,1,strike,7,model6_xgb_nolag,730,366,0.1448087431693989,0.39483995418650913,0.12678855958973376,0.23236799592350135,0.10159402223779435,0.11336460947897674,isotonic
0.7603711003220689,0.5834690678804841,0.19443586667472243,-0.23837785852684812,2,strike,7,model0_persistence,1461,364,0.19505494505494506,,,,,,
0.6314473873960488,0.2734087021907732,0.20637312276969969,-0.31440721407941763,2,strike,7,model1_markets,1461,364,0.19505494505494506,,,,,,
0.5251165697255203,0.18534070110812073,0.19504187901610073,-0.24223760044788145,2,strike,7,model2_full,1461,364,0.19505494505494506,,,,,,
0.5412200163437966,0.1904702447776167,0.19505494458194753,-0.24232081610006806,2,strike,7,model3_structural,1461,364,0.19505494505494506,,,,,,
0.5330961880498005,0.18768781588213956,0.19509259711497537,-0.2425606281471795,2,strike,7,model4_fao,1461,364,0.19505494505494506,,,,,,
0.5030043743690814,0.17842830523581998,0.19505510441432672,-0.24232183408549868,2,strike,7,model_lr_nolag,1461,364,0.19505494505494506,,,,,,
0.6283228380522041,0.28011902200512123,0.1557501025055232,0.008014921810709952,2,strike,7,model5_xgb,1095,364,0.19505494505494506,0.5961880498005095,0.29757605775662144,0.24270574931403616,0.10649599331565125,0.12109252882247233,isotonic
0.4786328894870932,0.19324994871696136,0.18415030480572825,-0.1728682779185582,2,strike,7,model6_xgb_nolag,1095,364,0.19505494505494506,0.5059847137432101,0.20808386916764215,0.222705261996256,0.11498006016448639,0.12328556538569906,isotonic
