roc_auc,pr_auc,brier,brier_skill_score,fold_id,event_type,horizon,model_name,n_train,n_test,pos_rate,roc_auc_raw,pr_auc_raw,brier_raw,brier_val_isotonic,brier_val_sigmoid,cal_method,target
0.8351184499124784,0.8056808496743965,0.2301651812521637,0.0188569654394459,1,protest,7,model1_markets,42705,14274,0.3758582037270562,,,,,,,protest_7d
0.8737081594169682,0.8364859493050787,0.1329024991388545,0.4268685523372744,2,protest,7,model1_markets,56979,13962,0.3654204268729408,,,,,,,protest_7d
0.8870535126508885,0.7918929472383329,0.1576756204431104,0.0952370705647943,1,strike,7,model1_markets,42705,14274,0.2248143477651674,,,,,,,strike_7d
0.9074324784849566,0.814681876160007,0.0991572532921468,0.4076203562997212,2,strike,7,model1_markets,56979,13962,0.2125769946998997,,,,,,,strike_7d
