year,fx_start,fx_end,fx_depreciation_pct,fx_vol_30d_mean,fx_vol_30d_max,fx_pct_30d_worst,fx_pct_30d_best,oil_mean_usd,oil_pct_30d_worst,yield_us10y_mean,n_trading_days,n_crisis_days_30d
2017,3.2939000129699707,3.1744000911712646,-3.6279,0.014543,0.017986,3.868948,-5.719786,54.827108,-13.435879,2.327143,364,0
2018,3.1677000522613525,3.3645999431610107,6.2159,0.012267,0.034002,12.509885,-11.648648,71.592904,-28.56334,2.908953,365,1
2019,3.376499891281128,3.315000057220459,-1.8214,0.009699,0.013965,5.394064,-4.025655,64.205151,-18.632793,2.139699,365,1
2020,3.311000108718872,3.61899995803833,9.3023,0.011163,0.029596,8.489665,-6.925125,43.302159,-60.623377,0.889254,366,9
2021,3.61899995803833,3.986999988555908,10.1686,0.01035,0.016332,8.941753,-4.304769,70.773698,-19.052655,1.436732,365,20
2022,3.986999988555908,3.7850000858306885,-5.0665,0.01195,0.017245,7.916445,-7.603711,99.053835,-21.514027,2.947951,365,12
2023,3.7850000858306885,3.7009999752044678,-2.2193,0.01353,0.016853,6.325041,-5.51201,82.217781,-17.617816,3.958677,365,7
2024,3.627424955368042,3.6690499782562256,1.1475,0.014599,0.01711,6.508128,-5.921036,79.877186,-13.730733,4.206798,366,1
2025,3.6690499782562256,3.365000009536743,-8.2869,0.014682,0.019272,5.155204,-5.705393,68.201808,-16.53271,4.291348,365,1
