url_normalized,top_expert,top_expert_p,actiongeo_lat,actiongeo_lon,sqldate,dateadded
https://www.arabherald.com/news/263812195/thousands-stage-protest-against-saudi-regime-in-qatif,protests,0.9865420494348708,26.5936,49.9875,20200124,20200124161500
https://www.euronews.com/2020/01/24/last-ditch-protests-and-strikes-in-france-over-pension-reforms,protests,0.9852253123868332,48.8667,2.33333,20200124,20200124181500
https://www.oann.com/protesters-take-to-the-streets-of-france-against-macrons-pension-reforms/,protests,0.984788690813978,48.8667,2.33333,20200124,20200124191500
https://louisianaradionetwork.com/2020/01/23/protesters-to-march-against-handling-of-the-hard-rock-situation/,protests,0.9810292226756788,46.0,2.0,20200124,20200124014500
https://www.newindianexpress.com/states/kerala/2020/jan/24/dams-do-not-cause-floods-says-union-water-resource-secretary-2093695.html,flood,0.9796210911898904,8.50694,76.9569,20200124,20200124074500
https://www.pressofatlanticcity.com/news/coastal-flood-alert-in-effect-saturday-here-s-where-should/collection_68426d49-0f6e-514c-a5d7-bdbc15fb7d9a.html,flood,0.9793889213384932,49.216667,-2.116667,20200124,20200124163000
https://www.ncr-iran.org/en/news/iran-protests/27280-protests-across-iran-by-different-social-classes,protests,0.9771884629022374,28.9684,50.8385,20200124,20200124141500
https://www.zimeye.net/2020/01/24/30-000-people-hit-by-fresh-floods-in-mozambique-28-killed/,flood,0.9756448735122646,-20.155,34.7317,20200124,20200124081500
https://www.oakridger.com/news/20200124/residents-bring-flood-concerns-to-council,flood,0.9744612734366715,46.0,2.0,20200124,20200124231500
https://www.modernghana.com/news/981169/protestors-return-to-the-streets-as-pension-reform.html,protests,0.9741480403242916,48.8667,2.33333,20200124,20200124211500
https://rdnewsnow.com/2020/01/24/new-strikes-protests-as-france-unveils-retirement-bill/,protests,0.9718289578784576,60.0,-96.0,20200124,20200124193000
https://www.globalcitizen.org/en/content/women-india-citizenship-act/,protests,0.9718250679869757,28.6667,77.2167,20200124,20200124030000
https://globalnews.ca/news/6456770/iraq-protest-us-troops/,protests,0.9714115646369073,33.3386,44.3939,20200124,20200124161500
